R0,H_c,H_c_noisy
2.332173816403645183e+00,3.123245075308063168e-01,3.024753824742436592e-01
2.333718604134252139e+00,3.123630930226848901e-01,3.219021328642198143e-01
2.335263391864859095e+00,3.124015432824562843e-01,3.123300647051876489e-01
2.336808179595466051e+00,3.124398586556381696e-01,3.174739908221946294e-01
2.338352967326072562e+00,3.124780394867100464e-01,2.949960292880605683e-01
2.339897755056679074e+00,3.125160861191146333e-01,3.030191028062305669e-01
2.341442542787286030e+00,3.125539988952628634e-01,3.011673900903127366e-01
2.342987330517892985e+00,3.125917781565371034e-01,3.090835500846904060e-01
2.344532118248499941e+00,3.126294242432944848e-01,3.146855994015210212e-01
2.346076905979106453e+00,3.126669374948721769e-01,3.124281130664469108e-01
2.347621693709713409e+00,3.127043182495892193e-01,2.872344276379011352e-01
2.349166481440319920e+00,3.127415668447509622e-01,3.208490757581491382e-01
2.350711269170926876e+00,3.127786836166529527e-01,3.272328079129040446e-01
2.352256056901533832e+00,3.128156689005837099e-01,3.025775654808465220e-01
2.353800844632140787e+00,3.128525230308296101e-01,3.193497855414594855e-01
2.355345632362747299e+00,3.128892463406776625e-01,3.393449760493628120e-01
2.356890420093354255e+00,3.129258391624182845e-01,3.084852326070659512e-01
2.358435207823960766e+00,3.129623018273512414e-01,3.065536384947918913e-01
2.359979995554567722e+00,3.129986346657864793e-01,3.081761409468328217e-01
2.361524783285174678e+00,3.130348380070496761e-01,3.152818855840924250e-01
2.363069571015781634e+00,3.130709121794845728e-01,3.200613672130643850e-01
2.364614358746388145e+00,3.131068575104571372e-01,3.277880337740593508e-01
2.366159146476994657e+00,3.131426743263590606e-01,2.968449806625800269e-01
2.367703934207601613e+00,3.131783629526100898e-01,3.139576441803371698e-01
2.369248721938208568e+00,3.132139237136633003e-01,3.082987056030664363e-01
2.370793509668815524e+00,3.132493569330077610e-01,2.988269581953320597e-01
2.372338297399422480e+00,3.132846629331707544e-01,2.929647774583238884e-01
2.373883085130028991e+00,3.133198420357231617e-01,3.269646932064280698e-01
2.375427872860635503e+00,3.133548945612821268e-01,3.031506688156181961e-01
2.376972660591242459e+00,3.133898208295132770e-01,2.983955553291218199e-01
2.378517448321849415e+00,3.134246211591361075e-01,2.964442659385037038e-01
2.380062236052456370e+00,3.134592958679262020e-01,2.898112501041312794e-01
2.381607023783062882e+00,3.134938452727184521e-01,3.125224501076208083e-01
2.383151811513669838e+00,3.135282696894107768e-01,3.080524830347890486e-01
2.384696599244276349e+00,3.135625694329668978e-01,3.120150932454807680e-01
2.386241386974883305e+00,3.135967448174213357e-01,3.286348366685556965e-01
2.387786174705490261e+00,3.136307961558799651e-01,3.195255104262575974e-01
2.389330962436097217e+00,3.136647237605258431e-01,3.155570924810562339e-01
2.390875750166703728e+00,3.136985279426208750e-01,3.034922243897366645e-01
2.392420537897310684e+00,3.137322090125096996e-01,2.961512464090593211e-01
2.393965325627917196e+00,3.137657672796227426e-01,3.086900172152480804e-01
2.395510113358524151e+00,3.137992030524798248e-01,3.233242092203326701e-01
2.397054901089131107e+00,3.138325166386926601e-01,3.197887853990074580e-01
2.398599688819738063e+00,3.138657083449687413e-01,3.221409684322189548e-01
2.400144476550344574e+00,3.138987784771139489e-01,3.065151184013711338e-01
2.401689264280951086e+00,3.139317273400363262e-01,3.189188457170080704e-01
2.403234052011558042e+00,3.139645552377488547e-01,3.221323925829084889e-01
2.404778839742164998e+00,3.139972624733725071e-01,3.037831327059106190e-01
2.406323627472771953e+00,3.140298493491394671e-01,3.150392112943466993e-01
2.407868415203378909e+00,3.140623161663967378e-01,3.112326516298771217e-01
2.409413202933985421e+00,3.140946632256081950e-01,3.167534694820510754e-01
2.410957990664591932e+00,3.141268908263587512e-01,3.147676737327350094e-01
2.412502778395198888e+00,3.141589992673569642e-01,3.277488747595743157e-01
2.414047566125805844e+00,3.141909888464379241e-01,3.159356627975893339e-01
2.415592353856412799e+00,3.142228598605665835e-01,3.059250288777570770e-01
2.417137141587019755e+00,3.142546126058408107e-01,3.244193680506120558e-01
2.418681929317626267e+00,3.142862473774940546e-01,3.101437063004936490e-01
2.420226717048232778e+00,3.143177644698993967e-01,2.993686865380372208e-01
2.421771504778839734e+00,3.143491641765703837e-01,3.113730093697754664e-01
2.423316292509446690e+00,3.143804467901670230e-01,3.278289231256106273e-01
2.424861080240053646e+00,3.144116126024959490e-01,3.264917409935567671e-01
2.426405867970660157e+00,3.144426619045152527e-01,3.118556851171842559e-01
2.427950655701267113e+00,3.144735949863368130e-01,3.116091616694757760e-01
2.429495443431873625e+00,3.145044121372286838e-01,3.198972696396472082e-01
2.431040231162480580e+00,3.145351136456190910e-01,2.953683510811730417e-01
2.432585018893087536e+00,3.145656997990987636e-01,3.390891037622058568e-01
2.434129806623694492e+00,3.145961708844234317e-01,3.102719281121832373e-01
2.435674594354301004e+00,3.146265271875177127e-01,3.301289266425653235e-01
2.437219382084907515e+00,3.146567689934773315e-01,2.946639775341104439e-01
2.438764169815514471e+00,3.146868965865716183e-01,3.073444772062108865e-01
2.440308957546121427e+00,3.147169102502481164e-01,3.207475716059545734e-01
2.441853745276728382e+00,3.147468102671327483e-01,3.204344025105497207e-01
2.443398533007335338e+00,3.147765969190347013e-01,3.149209933657409199e-01
2.444943320737941850e+00,3.148062704869490358e-01,3.119296735378036534e-01
2.446488108468548361e+00,3.148358312510586288e-01,3.129928463267400152e-01
2.448032896199155317e+00,3.148652794907377817e-01,3.174209812314084944e-01
2.449577683929762273e+00,3.148946154845538858e-01,3.104797628199484349e-01
2.451122471660369229e+00,3.149238395102721411e-01,3.103242041424426056e-01
2.452667259390976184e+00,3.149529518448563881e-01,3.188188426776379369e-01
2.454212047121582696e+00,3.149819527644727168e-01,3.198074226671741571e-01
2.455756834852189208e+00,3.150108425444926308e-01,3.168862580351599623e-01
2.457301622582796163e+00,3.150396214594948230e-01,3.070088206011080123e-01
2.458846410313403119e+00,3.150682897832687845e-01,3.103997271539976066e-01
2.460391198044010075e+00,3.150968477888164698e-01,3.192002669163734874e-01
2.461935985774616586e+00,3.151252957483563488e-01,3.133308178119925125e-01
2.463480773505223542e+00,3.151536339333249614e-01,3.212270212975285033e-01
2.465025561235830054e+00,3.151818626143799706e-01,3.243209975336204254e-01
2.466570348966437010e+00,3.152099820614034931e-01,3.123054436523112209e-01
2.468115136697043965e+00,3.152379925435033758e-01,3.066790522218106330e-01
2.469659924427650921e+00,3.152658943290169158e-01,3.211622859847337863e-01
2.471204712158257433e+00,3.152936876855131909e-01,3.190944805729512002e-01
2.472749499888864388e+00,3.153213728797958360e-01,3.133221232149564495e-01
2.474294287619470900e+00,3.153489501779052628e-01,3.026967415962553698e-01
2.475839075350077856e+00,3.153764198451218248e-01,3.155315603116389811e-01
2.477383863080684812e+00,3.154037821459676483e-01,3.059681525318460604e-01
2.478928650811291767e+00,3.154310373442098525e-01,3.054789924293300762e-01
2.480473438541898279e+00,3.154581857028633252e-01,3.141404589560326532e-01
2.482018226272504791e+00,3.154852274841922211e-01,3.162004815465654928e-01
2.483563014003111746e+00,3.155121629497137370e-01,3.049691343656055764e-01
2.485107801733718702e+00,3.155389923601998881e-01,3.227870429778618155e-01
2.486652589464325658e+00,3.155657159756801167e-01,3.066706456495150723e-01
2.488197377194932614e+00,3.155923340554442347e-01,3.242527902556984754e-01
2.489742164925539125e+00,3.156188468580446438e-01,2.995788154142503545e-01
2.491286952656145637e+00,3.156452546412983895e-01,3.135733053451277286e-01
2.492831740386752593e+00,3.156715576622907693e-01,3.125634507462280998e-01
2.494376528117359548e+00,3.156977561773767205e-01,3.330842478862666156e-01
2.495921315847966504e+00,3.157238504421839842e-01,3.049283876896233259e-01
2.497466103578573016e+00,3.157498407116150485e-01,3.116815238341103522e-01
2.499010891309179971e+00,3.157757272398500903e-01,3.104955336837828539e-01
2.500555679039786483e+00,3.158015102803490848e-01,3.194957361235745141e-01
2.502100466770393439e+00,3.158271900858544701e-01,3.194363501358974400e-01
2.503645254501000394e+00,3.158527669083932565e-01,3.299737954778675930e-01
2.505190042231607350e+00,3.158782409992796913e-01,3.060066791538910702e-01
2.506734829962213862e+00,3.159036126091178676e-01,3.038237960272856530e-01
2.508279617692820818e+00,3.159288819878035004e-01,3.073905503665098071e-01
2.509824405423427329e+00,3.159540493845267028e-01,3.179554920335140311e-01
2.511369193154034285e+00,3.159791150477747612e-01,3.416073839608449458e-01
2.512913980884641241e+00,3.160040792253335229e-01,3.223993117830812882e-01
2.514458768615248196e+00,3.160289421642903385e-01,3.139510832640282079e-01
2.516003556345854708e+00,3.160537041110370038e-01,3.002186946376850796e-01
2.517548344076461220e+00,3.160783653112705927e-01,3.038512146546278880e-01
2.519093131807068175e+00,3.161029260099971760e-01,3.125150378609748425e-01
2.520637919537675131e+00,3.161273864515334875e-01,3.170582207739819358e-01
2.522182707268282087e+00,3.161517468795096986e-01,3.036800756093314124e-01
2.523727494998889043e+00,3.161760075368705292e-01,3.204303297482893886e-01
2.525272282729495554e+00,3.162001686658794108e-01,2.979807876396425304e-01
2.526817070460102066e+00,3.162242305081190419e-01,3.323921216368853071e-01
2.528361858190709022e+00,3.162481933044949955e-01,3.034664665383989268e-01
2.529906645921315977e+00,3.162720572952365528e-01,3.224706049889465853e-01
2.531451433651922933e+00,3.162958227199006989e-01,3.096555778954603877e-01
2.532996221382529445e+00,3.163194898173725123e-01,3.131018325963684235e-01
2.534541009113136401e+00,3.163430588258690501e-01,3.058359617961999843e-01
2.536085796843742912e+00,3.163665299829407362e-01,3.010266670521712928e-01
2.537630584574349868e+00,3.163899035254736924e-01,3.189835954038371391e-01
2.539175372304956824e+00,3.164131796896914040e-01,3.118052760978346494e-01
2.540720160035563779e+00,3.164363587111583276e-01,3.163185644189591694e-01
2.542264947766170291e+00,3.164594408247810020e-01,2.908527056102796493e-01
2.543809735496777247e+00,3.164824262648102682e-01,3.255474328012140095e-01
2.545354523227383758e+00,3.165053152648436563e-01,3.086590715334153745e-01
2.546899310957990714e+00,3.165281080578278838e-01,3.273267871627847381e-01
2.548444098688597670e+00,3.165508048760604098e-01,3.216725817830148326e-01
2.549988886419204626e+00,3.165734059511919329e-01,3.143034801727800920e-01
2.551533674149811137e+00,3.165959115142286118e-01,3.327142533682205250e-01
2.553078461880417649e+00,3.166183217955338414e-01,3.226073456355175728e-01
2.554623249611024605e+00,3.166406370248307511e-01,3.120448995250251212e-01
2.556168037341631560e+00,3.166628574312042588e-01,3.066344603652839673e-01
2.557712825072238516e+00,3.166849832431030132e-01,3.171861961209465064e-01
2.559257612802845472e+00,3.167070146883414483e-01,3.168285201456851330e-01
2.560802400533451983e+00,3.167289519941021703e-01,3.161742922317477555e-01
2.562347188264058495e+00,3.167507953869377890e-01,3.117083967596744887e-01
2.563891975994665451e+00,3.167725450927733055e-01,3.098971028127748273e-01
2.565436763725272407e+00,3.167942013369077769e-01,3.072669225983102326e-01
2.566981551455879362e+00,3.168157643440168147e-01,3.133115963740720211e-01
2.568526339186485874e+00,3.168372343381536949e-01,3.263486329345602344e-01
2.570071126917092830e+00,3.168586115427532435e-01,3.170973171422362680e-01
2.571615914647699341e+00,3.168798961806318371e-01,3.000548251075698669e-01
2.573160702378306297e+00,3.169010884739904554e-01,2.976009035750148968e-01
2.574705490108913253e+00,3.169221886444170688e-01,3.106629589072794628e-01
2.576250277839520209e+00,3.169431969128878590e-01,3.255035108760893636e-01
2.577795065570126720e+00,3.169641134997694398e-01,3.232118236329970529e-01
2.579339853300733676e+00,3.169849386248210776e-01,3.077807991913636410e-01
2.580884641031340188e+00,3.170056725071963566e-01,3.216745754171082550e-01
2.582429428761947143e+00,3.170263153654459543e-01,3.133143046596541526e-01
2.583974216492554099e+00,3.170468674175181967e-01,3.194869832520502162e-01
2.585519004223161055e+00,3.170673288807626666e-01,3.032459162071851622e-01
2.587063791953767566e+00,3.170876999719308698e-01,3.075376800406885991e-01
2.588608579684374078e+00,3.171079809071787325e-01,3.222812165441608645e-01
2.590153367414981034e+00,3.171281719020686563e-01,2.993391566595128284e-01
2.591698155145587990e+00,3.171482731715710712e-01,3.318237830415360357e-01
2.593242942876194945e+00,3.171682849300669349e-01,3.298691357353389364e-01
2.594787730606801901e+00,3.171882073913488420e-01,3.241032570795159273e-01
2.596332518337408413e+00,3.172080407686239667e-01,3.139761954739168637e-01
2.597877306068014924e+00,3.172277852745146176e-01,3.258945845438687705e-01
2.599422093798621880e+00,3.172474411210619571e-01,3.136748157918058943e-01
2.600966881529228836e+00,3.172670085197261125e-01,3.273363759225325076e-01
2.602511669259835791e+00,3.172864876813892288e-01,3.284002238288830644e-01
2.604056456990442303e+00,3.173058788163568567e-01,3.073189435846271356e-01
2.605601244721049259e+00,3.173251821343593404e-01,3.065199791101271276e-01
2.607146032451655771e+00,3.173443978445554259e-01,3.032387997621660558e-01
2.608690820182262726e+00,3.173635261555317055e-01,3.111284269459614893e-01
2.610235607912869682e+00,3.173825672753069482e-01,3.300282317862116566e-01
2.611780395643476638e+00,3.174015214113313776e-01,3.097370914100822104e-01
2.613325183374083149e+00,3.174203887704913907e-01,3.184365520719175668e-01
2.614869971104690105e+00,3.174391695591081697e-01,3.120671387798487073e-01
2.616414758835296617e+00,3.174578639829424009e-01,3.051925710657937274e-01
2.617959546565903572e+00,3.174764722471946632e-01,3.259833835554553083e-01
2.619504334296510528e+00,3.174949945565068155e-01,3.210895031514819919e-01
2.621049122027117484e+00,3.175134311149654942e-01,3.147677819205835226e-01
2.622593909757723996e+00,3.175317821261015583e-01,3.124872432159804259e-01
2.624138697488330507e+00,3.175500477928942522e-01,3.053473702269445811e-01
2.625683485218937463e+00,3.175682283177712062e-01,3.021049566975544387e-01
2.627228272949544419e+00,3.175863239026116558e-01,3.078311552108317639e-01
2.628773060680151374e+00,3.176043347487461643e-01,3.023355607372925635e-01
2.630317848410758330e+00,3.176222610569615079e-01,3.262361705296687453e-01
2.631862636141364842e+00,3.176401030274988990e-01,3.212249114747942058e-01
2.633407423871971353e+00,3.176578608600583165e-01,3.148978100120108370e-01
2.634952211602578309e+00,3.176755347537993379e-01,3.244815344750594521e-01
2.636496999333185265e+00,3.176931249073426389e-01,3.099047794761638497e-01
2.638041787063792221e+00,3.177106315187722130e-01,3.175098224406032177e-01
2.639586574794399176e+00,3.177280547856365933e-01,3.201923752074393170e-01
2.641131362525005688e+00,3.177453949049511839e-01,3.315045768134109450e-01
2.642676150255612200e+00,3.177626520731999249e-01,3.207440004879055784e-01
2.644220937986219155e+00,3.177798264863355704e-01,3.168355220759216384e-01
2.645765725716826111e+00,3.177969183397835740e-01,3.202103627176550726e-01
2.647310513447433067e+00,3.178139278284425329e-01,3.204060820416584354e-01
2.648855301178039579e+00,3.178308551466855758e-01,3.250041546566608819e-01
2.650400088908646534e+00,3.178477004883632495e-01,2.999428975543037001e-01
2.651944876639253046e+00,3.178644640468037963e-01,3.304921821531286441e-01
2.653489664369860002e+00,3.178811460148160406e-01,3.181509676177263213e-01
2.655034452100466957e+00,3.178977465846902217e-01,3.158790295185802122e-01
2.656579239831073913e+00,3.179142659481998257e-01,3.234749392406186530e-01
2.658124027561680425e+00,3.179307042966035279e-01,3.361642844305284816e-01
2.659668815292287380e+00,3.179470618206467480e-01,2.990967973066697705e-01
2.661213603022893892e+00,3.179633387105629261e-01,3.414118632880747684e-01
2.662758390753500848e+00,3.179795351560754657e-01,3.079426914995446740e-01
2.664303178484107804e+00,3.179956513463995105e-01,3.208566492054787944e-01
2.665847966214714759e+00,3.180116874702430541e-01,3.232178404296960350e-01
2.667392753945321271e+00,3.180276437158089942e-01,3.219921648752416266e-01
2.668937541675927783e+00,3.180435202707963538e-01,3.187856391523001820e-01
2.670482329406534738e+00,3.180593173224023351e-01,3.162016241164543051e-01
2.672027117137141694e+00,3.180750350573238738e-01,2.940891941117997344e-01
2.673571904867748650e+00,3.180906736617584718e-01,3.134952662183822514e-01
2.675116692598355606e+00,3.181062333214066951e-01,3.117539876460351800e-01
2.676661480328962117e+00,3.181217142214737281e-01,3.143112469698796652e-01
2.678206268059568629e+00,3.181371165466699291e-01,3.141253924069934977e-01
2.679751055790175585e+00,3.181524404812134388e-01,3.222585583280932475e-01
2.681295843520782540e+00,3.181676862088312907e-01,3.254340638234115568e-01
2.682840631251389496e+00,3.181828539127607991e-01,2.993569235697780551e-01
2.684385418981996008e+00,3.181979437757523343e-01,2.981348240258388516e-01
2.685930206712602963e+00,3.182129559800683793e-01,3.173001547302793934e-01
2.687474994443209475e+00,3.182278907074878593e-01,3.156172908394934695e-01
2.689019782173816431e+00,3.182427481393054758e-01,3.182958381724824148e-01
2.690564569904423387e+00,3.182575284563347595e-01,3.049551325167224047e-01
2.692109357635030342e+00,3.182722318389086258e-01,3.295525993750937910e-01
2.693654145365636854e+00,3.182868584668810397e-01,3.251656514282231236e-01
2.695198933096243810e+00,3.183014085196290699e-01,3.321937279972060897e-01
2.696743720826850321e+00,3.183158821760539992e-01,3.137445775831264605e-01
2.698288508557457277e+00,3.183302796145826008e-01,2.982950713280478894e-01
2.699833296288064233e+00,3.183446010131688042e-01,3.093105956559773495e-01
2.701378084018671188e+00,3.183588465492956376e-01,3.186860363760167236e-01
2.702922871749277700e+00,3.183730163999757834e-01,3.064001025139799772e-01
2.704467659479884212e+00,3.183871107417541868e-01,3.054409770563919491e-01
2.706012447210491167e+00,3.184011297507083338e-01,3.303981063005750340e-01
2.707557234941098123e+00,3.184150736024505823e-01,3.295384903032654300e-01
2.709102022671705079e+00,3.184289424721289952e-01,3.240677443645955669e-01
2.710646810402312035e+00,3.184427365344298377e-01,3.241238811398152730e-01
2.712191598132918546e+00,3.184564559635774672e-01,3.256795794988116000e-01
2.713736385863525058e+00,3.184701009333372190e-01,3.252645863365311585e-01
2.715281173594132014e+00,3.184836716170161286e-01,3.174614743793934268e-01
2.716825961324738969e+00,3.184971681874638749e-01,3.194148681696982739e-01
2.718370749055345925e+00,3.185105908170757227e-01,3.003705858568064269e-01
2.719915536785952437e+00,3.185239396777923560e-01,3.155939790055403149e-01
2.721460324516559393e+00,3.185372149411020981e-01,3.099495308244647473e-01
2.723005112247165904e+00,3.185504167780426887e-01,3.202350073352984716e-01
2.724549899977772860e+00,3.185635453592012833e-01,3.220598068602345543e-01
2.726094687708379816e+00,3.185766008547172290e-01,3.138710443379426618e-01
2.727639475438986771e+00,3.185895834342831745e-01,3.288445225633142011e-01
2.729184263169593283e+00,3.186024932671459031e-01,3.232740477685798752e-01
2.730729050900200239e+00,3.186153305221082754e-01,3.233249746968553384e-01
2.732273838630806750e+00,3.186280953675302285e-01,3.309004130031902302e-01
2.733818626361413706e+00,3.186407879713304414e-01,3.330864447719160681e-01
2.735363414092020662e+00,3.186534085009878892e-01,3.242069722483350014e-01
2.736908201822627618e+00,3.186659571235421207e-01,3.262718193453938431e-01
2.738452989553234129e+00,3.186784340055963116e-01,3.133088269715089136e-01
2.739997777283840641e+00,3.186908393133168205e-01,3.295447451252571103e-01
2.741542565014447597e+00,3.187031732124365191e-01,3.238557891324917448e-01
2.743087352745054552e+00,3.187154358682539601e-01,3.181229548753821135e-01
2.744632140475661508e+00,3.187276274456364300e-01,3.100283466550048939e-01
2.746176928206268464e+00,3.187397481090203932e-01,3.211462785660410546e-01
2.747721715936874975e+00,3.187517980224131575e-01,3.263208051628971318e-01
2.749266503667481487e+00,3.187637773493943727e-01,3.266349623190120677e-01
2.750811291398088443e+00,3.187756862531165858e-01,3.101940596348413681e-01
2.752356079128695399e+00,3.187875248963076280e-01,3.210065004643815612e-01
2.753900866859302354e+00,3.187992934412710033e-01,3.303213805612525422e-01
2.755445654589908866e+00,3.188109920498878314e-01,3.198735374915437912e-01
2.756990442320515822e+00,3.188226208836172915e-01,3.229301913709627381e-01
2.758535230051122333e+00,3.188341801034993983e-01,3.313087467055395585e-01
2.760080017781729289e+00,3.188456698701545577e-01,3.494821771401926958e-01
2.761624805512336245e+00,3.188570903437865089e-01,3.052401202945604353e-01
2.763169593242943201e+00,3.188684416841820468e-01,3.249870764075356022e-01
2.764714380973549712e+00,3.188797240507132424e-01,3.216236568344746916e-01
2.766259168704156668e+00,3.188909376023391085e-01,3.179943229305740582e-01
2.767803956434763180e+00,3.189020824976053214e-01,3.276441521110670108e-01
2.769348744165370135e+00,3.189131588946472751e-01,3.190908389197250616e-01
2.770893531895977091e+00,3.189241669511899691e-01,3.347229718385181241e-01
2.772438319626584047e+00,3.189351068245502296e-01,3.289189869851033010e-01
2.773983107357190558e+00,3.189459786716370981e-01,3.291022434828967391e-01
2.775527895087797070e+00,3.189567826489539404e-01,3.233396978519874621e-01
2.777072682818404026e+00,3.189675189125988353e-01,3.111132216053715260e-01
2.778617470549010982e+00,3.189781876182665177e-01,2.995107334618397621e-01
2.780162258279617937e+00,3.189887889212493222e-01,3.296985959032311952e-01
2.781707046010224893e+00,3.189993229764381821e-01,3.072699617933718486e-01
2.783251833740831405e+00,3.190097899383248503e-01,3.319207613391202405e-01
2.784796621471437916e+00,3.190201899610010661e-01,3.240910064524322731e-01
2.786341409202044872e+00,3.190305231981622747e-01,3.306284197613999498e-01
2.787886196932651828e+00,3.190407898031067946e-01,3.192125378183131579e-01
2.789430984663258783e+00,3.190509899287384266e-01,2.996922231208138387e-01
2.790975772393865295e+00,3.190611237275668421e-01,3.098420205078343814e-01
2.792520560124472251e+00,3.190711913517089715e-01,3.177080856557700783e-01
2.794065347855078763e+00,3.190811929528903912e-01,3.147270928101231213e-01
2.795610135585685718e+00,3.190911286824463233e-01,3.246446135377710207e-01
2.797154923316292674e+00,3.191009986913229124e-01,3.278601035311969891e-01
2.798699711046899630e+00,3.191108031300777803e-01,3.057160080778922318e-01
2.800244498777506141e+00,3.191205421488830796e-01,3.124337803593730256e-01
2.801789286508113097e+00,3.191302158975242720e-01,3.084431824348101148e-01
2.803334074238719609e+00,3.191398245254024602e-01,3.360370883548392529e-01
2.804878861969326564e+00,3.191493681815361638e-01,3.334608833054730770e-01
2.806423649699933520e+00,3.191588470145612089e-01,3.101884074028802285e-01
2.807968437430540476e+00,3.191682611727326702e-01,3.292721435423359155e-01
2.809513225161146988e+00,3.191776108039258153e-01,3.055242352417610330e-01
2.811058012891753499e+00,3.191868960556373813e-01,3.207316619681289671e-01
2.812602800622360455e+00,3.191961170749862964e-01,3.159306322968294389e-01
2.814147588352967411e+00,3.192052740087157336e-01,3.408281608628543902e-01
2.815692376083574366e+00,3.192143670031930003e-01,3.193994852695384856e-01
2.817237163814181322e+00,3.192233962044113693e-01,3.329235348038260822e-01
2.818781951544787834e+00,3.192323617579917450e-01,3.186446785438842300e-01
2.820326739275394345e+00,3.192412638091824961e-01,3.290539737023469025e-01
2.821871527006001301e+00,3.192501025028618433e-01,3.220522688429203195e-01
2.823416314736608257e+00,3.192588779835379698e-01,3.190440618275087181e-01
2.824961102467215213e+00,3.192675903953506866e-01,3.173006620907896647e-01
2.826505890197822168e+00,3.192762398820725434e-01,3.134510431926977314e-01
2.828050677928428680e+00,3.192848265871095492e-01,3.228070844117215676e-01
2.829595465659035192e+00,3.192933506535029498e-01,3.356772960120765203e-01
2.831140253389642147e+00,3.193018122239295042e-01,2.989069510921927297e-01
2.832685041120249103e+00,3.193102114407031511e-01,3.364149711913430041e-01
2.834229828850856059e+00,3.193185484457759515e-01,3.190281377135970042e-01
2.835774616581462571e+00,3.193268233807390333e-01,3.301569018320115734e-01
2.837319404312069526e+00,3.193350363868239783e-01,3.189646094336600624e-01
2.838864192042676038e+00,3.193431876049033780e-01,3.203401684055707244e-01
2.840408979773282994e+00,3.193512771754926094e-01,3.043269161406405021e-01
2.841953767503889949e+00,3.193593052387503906e-01,3.140472152768228886e-01
2.843498555234496905e+00,3.193672719344796129e-01,3.150991340950039521e-01
2.845043342965103417e+00,3.193751774021295620e-01,3.249777015818351433e-01
2.846588130695709928e+00,3.193830217807956395e-01,3.129307302007370284e-01
2.848132918426316884e+00,3.193908052092210292e-01,3.143971961712082597e-01
2.849677706156923840e+00,3.193985278257975291e-01,3.235513787385482232e-01
2.851222493887530796e+00,3.194061897685673834e-01,3.237001385739570192e-01
2.852767281618137751e+00,3.194137911752227277e-01,3.096767579934445735e-01
2.854312069348744263e+00,3.194213321831088082e-01,3.064882712390448183e-01
2.855856857079350775e+00,3.194288129292225942e-01,3.248428541076339715e-01
2.857401644809957730e+00,3.194362335502159977e-01,3.327822269293302937e-01
2.858946432540564686e+00,3.194435941823953184e-01,3.267499100637989429e-01
2.860491220271171642e+00,3.194508949617230753e-01,3.246017158171763395e-01
2.862036008001778598e+00,3.194581360238189505e-01,3.278361279201253420e-01
2.863580795732385109e+00,3.194653175039606219e-01,3.032975331778245964e-01
2.865125583462991621e+00,3.194724395370847070e-01,3.231201201909359444e-01
2.866670371193598577e+00,3.194795022577881505e-01,3.197205461868306564e-01
2.868215158924205532e+00,3.194865058003286129e-01,3.247715625467109124e-01
2.869759946654812488e+00,3.194934502986266911e-01,3.142457920637007907e-01
2.871304734385419000e+00,3.195003358862649745e-01,3.108560097886400309e-01
2.872849522116025955e+00,3.195071626964910982e-01,3.257711448451503511e-01
2.874394309846632467e+00,3.195139308622171881e-01,3.169576473068019817e-01
2.875939097577239423e+00,3.195206405160219698e-01,3.214354148919570386e-01
2.877483885307846379e+00,3.195272917901506582e-01,3.316358546883224068e-01
2.879028673038453334e+00,3.195338848165167334e-01,3.308106234246033228e-01
2.880573460769059846e+00,3.195404197267032176e-01,3.301555798493915339e-01
2.882118248499666802e+00,3.195468966519626752e-01,3.060663361571948071e-01
2.883663036230273313e+00,3.195533157232184340e-01,3.325902873944051596e-01
2.885207823960880269e+00,3.195596770710663614e-01,3.323910087134561708e-01
2.886752611691487225e+00,3.195659808257748646e-01,3.418042922563120367e-01
2.888297399422094180e+00,3.195722271172863893e-01,3.339254236715135105e-01
2.889842187152700692e+00,3.195784160752185299e-01,3.045874661773415037e-01
2.891386974883307204e+00,3.195845478288637520e-01,3.508744232461136758e-01
2.892931762613914159e+00,3.195906225071923346e-01,3.305929210515240468e-01
2.894476550344521115e+00,3.195966402388515371e-01,3.151962724718681552e-01
2.896021338075128071e+00,3.196026011521677090e-01,3.099141533752483579e-01
2.897566125805735027e+00,3.196085053751466787e-01,3.138250200169337978e-01
2.899110913536341538e+00,3.196143530354750295e-01,3.107227520208392102e-01
2.900655701266948050e+00,3.196201442605202114e-01,3.220473139957722997e-01
2.902200488997555006e+00,3.196258791773327612e-01,3.246753855883180440e-01
2.903745276728161961e+00,3.196315579126460249e-01,3.278757026088810478e-01
2.905290064458768917e+00,3.196371805928781007e-01,3.379451601588175369e-01
2.906834852189375429e+00,3.196427473441319500e-01,3.194549353380316536e-01
2.908379639919982385e+00,3.196482582921969517e-01,3.255944352329004365e-01
2.909924427650588896e+00,3.196537135625493464e-01,3.022624002225073880e-01
2.911469215381195852e+00,3.196591132803529023e-01,3.196817363329843564e-01
2.913014003111802808e+00,3.196644575704611357e-01,3.116214168673809848e-01
2.914558790842409763e+00,3.196697465574166452e-01,3.271172148744350139e-01
2.916103578573016275e+00,3.196749803654528876e-01,3.090456409857416098e-01
2.917648366303623231e+00,3.196801591184952884e-01,3.127517521173537873e-01
2.919193154034229742e+00,3.196852829401611307e-01,3.227287760417323348e-01
2.920737941764836698e+00,3.196903519537614979e-01,3.240856887042490309e-01
2.922282729495443654e+00,3.196953662823015518e-01,3.307197316679574839e-01
2.923827517226050610e+00,3.197003260484816423e-01,3.220732458486952887e-01
2.925372304956657121e+00,3.197052313746982510e-01,3.243942574755334651e-01
2.926917092687263633e+00,3.197100823830449356e-01,3.266331289851186481e-01
2.928461880417870589e+00,3.197148791953124958e-01,3.328221916022947036e-01
2.930006668148477544e+00,3.197196219329911937e-01,3.370134011962029885e-01
