T,U,U_noisy
3.302794255211855545e-01,1.284370466931258559e+00,1.314134653190425439e+00
3.305379905143832620e-01,1.284374982256197839e+00,1.285871893665054388e+00
3.307967579296833827e-01,1.284379517783912572e+00,1.339907827696346088e+00
3.310557279255555985e-01,1.284384073584244668e+00,1.247936130028962864e+00
3.313149006605936586e-01,1.284388649727187914e+00,1.212582574945856084e+00
3.315742762935154353e-01,1.284393246282888867e+00,1.195549656042266706e+00
3.318338549831630346e-01,1.284397863321646627e+00,1.203347374373523682e+00
3.320936368885029633e-01,1.284402500913911949e+00,1.256876714436533149e+00
3.323536221686262393e-01,1.284407159130288800e+00,1.335909503793104802e+00
3.326138109827482259e-01,1.284411838041533027e+00,1.293120175910131842e+00
3.328742034902091307e-01,1.284416537718554130e+00,1.254489207241785920e+00
3.331347998504737840e-01,1.284421258232413265e+00,1.230928478581630126e+00
3.333956002231319715e-01,1.284425999654324579e+00,1.257981717087795381e+00
3.336566047678982683e-01,1.284430762055654984e+00,1.264247442785833009e+00
3.339178136446123712e-01,1.284435545507923937e+00,1.256180575962964729e+00
3.341792270132390996e-01,1.284440350082804772e+00,1.212813134045668040e+00
3.344408450338685612e-01,1.284445175852121812e+00,1.260654784796008343e+00
3.347026678667160970e-01,1.284450022887854592e+00,1.335306829556808461e+00
3.349646956721225033e-01,1.284454891262134080e+00,1.175724444182360440e+00
3.352269286105540869e-01,1.284459781047244453e+00,1.272429347425025670e+00
3.354893668426028874e-01,1.284464692315623546e+00,1.178397274573997233e+00
3.357520105289865109e-01,1.284469625139862403e+00,1.293622005668757513e+00
3.360148598305484624e-01,1.284474579592704835e+00,1.247100110047289601e+00
3.362779149082582020e-01,1.284479555747048085e+00,1.180195172342414889e+00
3.365411759232111444e-01,1.284484553675942609e+00,1.289519663172613795e+00
3.368046430366288813e-01,1.284489573452592071e+00,1.375359841130211702e+00
3.370683164098590701e-01,1.284494615150354679e+00,1.289939191817962794e+00
3.373321962043759337e-01,1.284499678842740522e+00,1.342589253031857943e+00
3.375962825817798718e-01,1.284504764603414007e+00,1.280929544494968653e+00
3.378605757037979052e-01,1.284509872506193640e+00,1.176630331098088789e+00
3.381250757322836753e-01,1.284515002625050473e+00,1.309039177156250844e+00
3.383897828292175003e-01,1.284520155034109656e+00,1.263606189693498916e+00
3.386546971567064857e-01,1.284525329807650884e+00,1.211421083424006895e+00
3.389198188769847464e-01,1.284530527020106172e+00,1.323772360716262142e+00
3.391851481524132406e-01,1.284535746746062523e+00,1.298878625018753841e+00
3.394506851454802132e-01,1.284540989060260596e+00,1.258270507024351836e+00
3.397164300188009745e-01,1.284546254037594926e+00,1.327949725307699724e+00
3.399823829351182325e-01,1.284551541753113479e+00,1.240947943363461814e+00
3.402485440573020381e-01,1.284556852282019435e+00,1.316728469219024200e+00
3.405149135483500622e-01,1.284562185699668513e+00,1.237539162237503598e+00
3.407814915713873738e-01,1.284567542081572311e+00,1.311265280166876268e+00
3.410482782896668841e-01,1.284572921503396081e+00,1.229535524275930047e+00
3.413152738665693464e-01,1.284578324040958730e+00,1.359037734192014346e+00
3.415824784656034119e-01,1.284583749770233485e+00,1.297299124771028600e+00
3.418498922504055737e-01,1.284589198767349005e+00,1.356232954567004656e+00
3.421175153847405559e-01,1.284594671108587161e+00,1.243472372232594658e+00
3.423853480325014242e-01,1.284600166870385252e+00,1.260795048222008941e+00
3.426533903577092532e-01,1.284605686129334901e+00,1.326588926055074946e+00
3.429216425245137367e-01,1.284611228962181828e+00,1.147425371546715533e+00
3.431901046971930214e-01,1.284616795445827186e+00,1.231277252713464554e+00
3.434587770401538731e-01,1.284622385657325561e+00,1.336281233271409352e+00
3.437276597179317328e-01,1.284627999673887855e+00,1.307883465868606487e+00
3.439967528951908826e-01,1.284633637572879294e+00,1.333572104693769633e+00
3.442660567367245017e-01,1.284639299431819426e+00,1.269151255077583196e+00
3.445355714074547770e-01,1.284644985328383004e+00,1.312844954408538989e+00
3.448052970724329591e-01,1.284650695340400217e+00,1.248108481829559135e+00
3.450752338968396948e-01,1.284656429545855572e+00,1.216058411164735675e+00
3.453453820459846946e-01,1.284662188022889895e+00,1.199922439337058888e+00
3.456157416853072317e-01,1.284667970849797225e+00,1.257082492298275955e+00
3.458863129803760872e-01,1.284673778105029029e+00,1.257226706983803899e+00
3.461570960968897159e-01,1.284679609867190209e+00,1.253210739987354660e+00
3.464280912006760804e-01,1.284685466215042648e+00,1.107245217665145720e+00
3.466992984576932058e-01,1.284691347227502112e+00,1.184761167225675038e+00
3.469707180340288466e-01,1.284697252983640903e+00,1.258065628523968194e+00
3.472423500959009868e-01,1.284703183562686535e+00,1.299054014942564006e+00
3.475141948096575617e-01,1.284709139044022397e+00,1.255769507791670181e+00
3.477862523417767915e-01,1.284715119507186420e+00,1.240870259489651239e+00
3.480585228588672919e-01,1.284721125031873745e+00,1.169297458374291887e+00
3.483310065276679635e-01,1.284727155697934275e+00,1.385802107646730619e+00
3.486037035150483798e-01,1.284733211585374457e+00,1.229677647612028135e+00
3.488766139880087325e-01,1.284739292774356390e+00,1.368909124659311027e+00
3.491497381136798861e-01,1.284745399345197159e+00,1.362779695194874519e+00
3.494230760593235452e-01,1.284751531378371725e+00,1.298447984673418265e+00
3.496966279923324761e-01,1.284757688954510035e+00,1.256127218701376114e+00
3.499703940802302848e-01,1.284763872154398356e+00,1.291374648713511597e+00
3.502443744906720280e-01,1.284770081058979274e+00,1.227117982357011527e+00
3.505185693914436573e-01,1.284776315749351472e+00,1.297812822084251083e+00
3.507929789504627971e-01,1.284782576306770618e+00,1.284930183699250161e+00
3.510676033357783554e-01,1.284788862812647592e+00,1.311387276210060682e+00
3.513424427155707463e-01,1.284795175348551588e+00,1.332317017780740631e+00
3.516174972581522229e-01,1.284801513996206790e+00,1.371443438366849010e+00
3.518927671319667105e-01,1.284807878837494810e+00,1.265392087111662178e+00
3.521682525055900292e-01,1.284814269954453803e+00,1.336983690842417971e+00
3.524439535477298935e-01,1.284820687429278907e+00,1.245237208397833806e+00
3.527198704272261898e-01,1.284827131344321804e+00,1.240098883968258736e+00
3.529960033130509212e-01,1.284833601782091383e+00,1.253930780016122570e+00
3.532723523743084293e-01,1.284840098825253296e+00,1.235741816035770269e+00
3.535489177802353944e-01,1.284846622556631068e+00,1.333859838473363979e+00
3.538256997002010018e-01,1.284853173059203879e+00,1.331015229982290160e+00
3.541026983037069975e-01,1.284859750416109891e+00,1.348475337768079374e+00
3.543799137603879656e-01,1.284866354710643366e+00,1.283601338247437385e+00
3.546573462400111065e-01,1.284872986026256214e+00,1.298592065830620035e+00
3.549349959124766252e-01,1.284879644446558444e+00,1.255958294516555052e+00
3.552128629478177313e-01,1.284886330055317272e+00,1.227338267662829718e+00
3.554909475162006949e-01,1.284893042936456897e+00,1.307243950463034654e+00
3.557692497879250126e-01,1.284899783174060062e+00,1.298318438739886949e+00
3.560477699334236301e-01,1.284906550852367380e+00,1.229555887599481201e+00
3.563265081232627751e-01,1.284913346055776229e+00,1.314179969388106661e+00
3.566054645281422353e-01,1.284920168868843859e+00,1.197833801738857451e+00
3.568846393188954691e-01,1.284927019376283619e+00,1.275977095170056863e+00
3.571640326664896614e-01,1.284933897662968283e+00,1.253418205807192320e+00
3.574436447420257790e-01,1.284940803813928500e+00,1.258476993002788813e+00
3.577234757167389034e-01,1.284947737914353239e+00,1.230774850153093292e+00
3.580035257619979538e-01,1.284954700049589560e+00,1.332579404622684427e+00
3.582837950493061863e-01,1.284961690305143067e+00,1.313259100907599120e+00
3.585642837503010272e-01,1.284968708766679235e+00,1.344139722107237978e+00
3.588449920367542956e-01,1.284975755520019858e+00,1.291500622952278743e+00
3.591259200805723140e-01,1.284982830651147934e+00,1.220080147941354110e+00
3.594070680537959639e-01,1.284989934246203225e+00,1.266039858348962488e+00
3.596884361286007414e-01,1.284997066391486475e+00,1.225421176122809097e+00
3.599700244772970348e-01,1.285004227173455416e+00,1.307343985422452004e+00
3.602518332723301242e-01,1.285011416678728979e+00,1.344946713131141669e+00
3.605338626862801821e-01,1.285018634994083531e+00,1.300823154573063078e+00
3.608161128918626614e-01,1.285025882206455528e+00,1.254399836513472977e+00
3.610985840619280740e-01,1.285033158402941744e+00,1.265866802278770686e+00
3.613812763694622676e-01,1.285040463670796829e+00,1.294562963804129163e+00
3.616641899875866484e-01,1.285047798097437077e+00,1.212029928419912972e+00
3.619473250895580141e-01,1.285055161770436216e+00,1.291785268933413944e+00
3.622306818487688873e-01,1.285062554777529842e+00,1.294237448653748457e+00
3.625142604387474043e-01,1.285069977206612091e+00,1.257057833424002791e+00
3.627980610331577038e-01,1.285077429145738526e+00,1.263375665793469604e+00
3.630820838057998157e-01,1.285084910683123693e+00,1.292777142837371995e+00
3.633663289306098276e-01,1.285092421907143345e+00,1.243177979544333844e+00
3.636507965816599408e-01,1.285099962906332660e+00,1.243076823206501480e+00
3.639354869331588027e-01,1.285107533769388244e+00,1.323106076989787550e+00
3.642204001594512852e-01,1.285115134585167018e+00,1.295283670562077827e+00
3.645055364350188176e-01,1.285122765442686443e+00,1.368055945483445779e+00
3.647908959344793312e-01,1.285130426431125183e+00,1.234731526484700526e+00
3.650764788325875365e-01,1.285138117639822664e+00,1.195089825207047207e+00
3.653622853042350349e-01,1.285145839158279069e+00,1.331084783366673019e+00
3.656483155244502625e-01,1.285153591076156676e+00,1.331860812015721152e+00
3.659345696683986016e-01,1.285161373483278524e+00,1.247052207179867311e+00
3.662210479113827133e-01,1.285169186469629077e+00,1.210526335824803068e+00
3.665077504288423715e-01,1.285177030125354669e+00,1.281567500565466755e+00
3.667946773963547957e-01,1.285184904540763062e+00,1.196289635080275637e+00
3.670818289896345399e-01,1.285192809806323888e+00,1.266744577473386313e+00
3.673692053845338257e-01,1.285200746012668649e+00,1.174655136012079604e+00
3.676568067570425979e-01,1.285208713250591828e+00,1.271811425072173707e+00
3.679446332832883582e-01,1.285216711611048668e+00,1.177649198101249794e+00
3.682326851395367195e-01,1.285224741185158059e+00,1.271782761113293692e+00
3.685209625021911295e-01,1.285232802064200763e+00,1.359458365089734722e+00
3.688094655477932582e-01,1.285240894339620077e+00,1.270206133051330566e+00
3.690981944530228875e-01,1.285249018103022500e+00,1.322010947196269548e+00
3.693871493946981888e-01,1.285257173446176848e+00,1.251403336208253725e+00
3.696763305497756669e-01,1.285265360461016027e+00,1.238841208505695013e+00
3.699657380953504937e-01,1.285273579239634367e+00,1.208519660538032836e+00
3.702553722086563415e-01,1.285281829874291626e+00,1.335397253016970431e+00
3.705452330670657712e-01,1.285290112457409650e+00,1.280441125928358126e+00
3.708353208480900665e-01,1.285298427081573935e+00,1.364414340470519349e+00
3.711256357293795105e-01,1.285306773839534955e+00,1.224315848329444512e+00
3.714161778887236087e-01,1.285315152824205276e+00,1.272060532779080821e+00
3.717069475040508664e-01,1.285323564128663110e+00,1.287132903531395645e+00
3.719979447534292327e-01,1.285332007846150315e+00,1.353740592776219387e+00
3.722891698150658235e-01,1.285340484070072842e+00,1.374187216633093955e+00
3.725806228673075871e-01,1.285348992894001618e+00,1.250619325016505856e+00
3.728723040886408602e-01,1.285357534411672109e+00,1.226343338819192663e+00
3.731642136576918123e-01,1.285366108716984757e+00,1.196173834807213954e+00
3.734563517532263899e-01,1.285374715904004983e+00,1.349810874340230615e+00
3.737487185541505941e-01,1.285383356066962968e+00,1.278583644522622409e+00
3.740413142395103141e-01,1.285392029300254979e+00,1.250518183600069611e+00
3.743341389884918269e-01,1.285400735698442487e+00,1.280328735366658144e+00
3.746271929804214640e-01,1.285409475356252385e+00,1.154964051725792196e+00
3.749204763947661112e-01,1.285418248368577654e+00,1.196586597084368542e+00
3.752139894111330976e-01,1.285427054830477589e+00,1.329617169174112989e+00
3.755077322092704173e-01,1.285435894837177129e+00,1.302637522529775271e+00
3.758017049690665634e-01,1.285444768484068412e+00,1.290348743138684640e+00
3.760959078705511938e-01,1.285453675866709000e+00,1.232769330345492076e+00
3.763903410938946315e-01,1.285462617080824099e+00,1.312229869524430548e+00
3.766850048194084200e-01,1.285471592222306114e+00,1.371766858499005703e+00
3.769798992275451011e-01,1.285480601387213317e+00,1.221617189588756647e+00
3.772750244988986590e-01,1.285489644671772291e+00,1.283581488240886914e+00
3.775703808142042983e-01,1.285498722172377040e+00,1.261089535754194690e+00
3.778659683543388881e-01,1.285507833985588766e+00,1.300888425725063691e+00
3.781617873003207397e-01,1.285516980208137428e+00,1.283545719533395690e+00
3.784578378333099957e-01,1.285526160936919737e+00,1.275495163179352298e+00
3.787541201346085185e-01,1.285535376269001828e+00,1.238744608931135804e+00
3.790506343856602234e-01,1.285544626301617477e+00,1.282065363592261864e+00
3.793473807680509680e-01,1.285553911132170546e+00,1.252139353159446022e+00
3.796443594635088292e-01,1.285563230858231654e+00,1.275543401903159957e+00
3.799415706539041038e-01,1.285572585577542615e+00,1.279696896710431187e+00
3.802390145212494743e-01,1.285581975388012888e+00,1.315596751370584183e+00
3.805366912477002317e-01,1.285591400387722461e+00,1.253775533809761145e+00
3.808346010155541084e-01,1.285600860674920742e+00,1.266729850503052202e+00
3.811327440072516670e-01,1.285610356348026784e+00,1.336508701436581958e+00
3.814311204053761895e-01,1.285619887505629944e+00,1.272003527724645311e+00
3.817297303926539542e-01,1.285629454246490333e+00,1.269831243221381634e+00
3.820285741519543476e-01,1.285639056669538149e+00,1.326152564039921211e+00
3.823276518662898638e-01,1.285648694873874343e+00,1.296575004119288277e+00
3.826269637188162154e-01,1.285658368958771947e+00,1.287520500152818714e+00
3.829265098928326116e-01,1.285668079023673638e+00,1.293977853282048507e+00
3.832262905717817025e-01,1.285677825168194843e+00,1.221026809874557362e+00
3.835263059392497453e-01,1.285687607492122408e+00,1.306097789941652154e+00
3.838265561789666602e-01,1.285697426095414375e+00,1.349387324455594506e+00
3.841270414748063633e-01,1.285707281078202202e+00,1.312203103298616336e+00
3.844277620107866000e-01,1.285717172540788988e+00,1.205408319499523762e+00
3.847287179710692229e-01,1.285727100583651250e+00,1.297490115466668037e+00
3.850299095399602467e-01,1.285737065307437366e+00,1.238100819386156681e+00
3.853313369019099044e-01,1.285747066812970019e+00,1.272080085544856409e+00
3.856330002415129243e-01,1.285757105201244199e+00,1.289952591205796084e+00
3.859348997435085304e-01,1.285767180573429425e+00,1.223915654437450762e+00
3.862370355927806087e-01,1.285777293030869073e+00,1.350382565039269345e+00
3.865394079743575961e-01,1.285787442675080383e+00,1.280204359743230880e+00
3.868420170734130359e-01,1.285797629607755121e+00,1.323317949104783509e+00
3.871448630752653552e-01,1.285807853930759803e+00,1.315481846862802007e+00
3.874479461653779211e-01,1.285818115746136581e+00,1.350985949311595435e+00
3.877512665293594840e-01,1.285828415156101245e+00,1.343416833870107130e+00
3.880548243529640118e-01,1.285838752263047002e+00,1.210180742748804272e+00
3.883586198220908559e-01,1.285849127169541806e+00,1.286089672317766608e+00
3.886626531227849179e-01,1.285859539978329913e+00,1.177239264146208830e+00
3.889669244412368720e-01,1.285869990792331663e+00,1.261681141709921183e+00
3.892714339637830534e-01,1.285880479714643920e+00,1.319801614019335156e+00
3.895761818769055695e-01,1.285891006848541629e+00,1.329805839488571451e+00
3.898811683672327444e-01,1.285901572297475370e+00,1.348592870208198180e+00
3.901863936215388406e-01,1.285912176165074472e+00,1.265323293682590000e+00
3.904918578267443929e-01,1.285922818555145231e+00,1.300221022611038668e+00
3.907975611699163188e-01,1.285933499571672911e+00,1.289117181113270671e+00
3.911035038382678630e-01,1.285944219318819748e+00,1.347628559907617429e+00
3.914096860191589311e-01,1.285954977900928053e+00,1.363719977435286168e+00
3.917161079000960888e-01,1.285965775422518220e+00,1.266389110488539638e+00
3.920227696687327290e-01,1.285976611988290941e+00,1.473558360351608920e+00
3.923296715128690160e-01,1.285987487703124765e+00,1.284185450994155486e+00
3.926368136204522741e-01,1.285998402672080321e+00,1.266053981007364770e+00
3.929441961795769878e-01,1.286009357000396980e+00,1.314401358837757883e+00
3.932518193784846905e-01,1.286020350793494860e+00,1.322379970046386743e+00
3.935596834055645754e-01,1.286031384156975932e+00,1.311812096895083712e+00
3.938677884493530512e-01,1.286042457196621358e+00,1.252058625521078383e+00
3.941761346985342973e-01,1.286053570018396375e+00,1.358243618594266566e+00
3.944847223419400972e-01,1.286064722728445853e+00,1.287355915923186434e+00
3.947935515685502272e-01,1.286075915433098071e+00,1.361599423767201111e+00
3.951026225674921788e-01,1.286087148238863831e+00,1.354415241314570251e+00
3.954119355280416581e-01,1.286098421252436230e+00,1.221155659785743364e+00
3.957214906396225862e-01,1.286109734580691777e+00,1.235894078234149651e+00
3.960312880918070433e-01,1.286121088330690609e+00,1.234909431440169625e+00
3.963413280743156020e-01,1.286132482609676941e+00,1.297486360639244163e+00
3.966516107770173272e-01,1.286143917525079061e+00,1.287749623650118913e+00
3.969621363899299982e-01,1.286155393184509554e+00,1.298534155161209069e+00
3.972729051032200531e-01,1.286166909695766636e+00,1.244531369226625106e+00
3.975839171072028666e-01,1.286178467166833261e+00,1.306535835462603545e+00
3.978951725923428051e-01,1.286190065705878238e+00,1.355445296194291105e+00
3.982066717492532826e-01,1.286201705421256891e+00,1.218521969688969975e+00
3.985184147686969824e-01,1.286213386421510174e+00,1.275523624239131903e+00
3.988304018415860241e-01,1.286225108815366669e+00,1.297775396540529647e+00
3.991426331589817966e-01,1.286236872711741031e+00,1.278884343782723310e+00
3.994551089120953469e-01,1.286248678219737318e+00,1.275542305981792524e+00
3.997678292922875465e-01,1.286260525448645886e+00,1.373873724675909402e+00
4.000807944910688141e-01,1.286272414507945161e+00,1.349625789747185278e+00
4.003940047000997260e-01,1.286284345507304527e+00,1.327954092673612196e+00
4.007074601111908496e-01,1.286296318556580331e+00,1.247436340387007458e+00
4.010211609163027990e-01,1.286308333765819434e+00,1.397588669764412206e+00
4.013351073075465680e-01,1.286320391245258099e+00,1.303615524381377400e+00
4.016492994771835856e-01,1.286332491105323328e+00,1.256683693963290160e+00
4.019637376176257160e-01,1.286344633456633080e+00,1.268725769383191260e+00
4.022784219214354251e-01,1.286356818409995384e+00,1.261140387452110323e+00
4.025933525813260583e-01,1.286369046076411449e+00,1.391695878274478160e+00
4.029085297901617846e-01,1.286381316567073219e+00,1.295940665350910459e+00
4.032239537409575969e-01,1.286393629993365373e+00,1.288859614140502652e+00
4.035396246268798670e-01,1.286405986466865325e+00,1.178075378500953008e+00
4.038555426412460125e-01,1.286418386099344557e+00,1.322608898713207859e+00
4.041717079775248300e-01,1.286430829002767062e+00,1.232856031148507503e+00
4.044881208293366059e-01,1.286443315289291789e+00,1.229295483601972050e+00
4.048047813904531167e-01,1.286455845071272419e+00,1.316433729969472832e+00
4.051216898547979062e-01,1.286468418461256036e+00,1.242647992601932483e+00
4.054388464164463968e-01,1.286481035571987341e+00,1.327622783097283321e+00
4.057562512696258894e-01,1.286493696516405993e+00,1.341938350913830735e+00
4.060739046087156190e-01,1.286506401407648381e+00,1.196386655383104625e+00
4.063918066282471431e-01,1.286519150359046293e+00,1.279063648615631488e+00
4.067099575229043418e-01,1.286531943484130913e+00,1.207191045038572996e+00
4.070283574875233623e-01,1.286544780896629936e+00,1.282798081755892161e+00
4.073470067170930076e-01,1.286557662710469563e+00,1.331517561635780833e+00
4.076659054067546251e-01,1.286570589039774948e+00,1.217729220744513619e+00
4.079850537518023845e-01,1.286583559998869752e+00,1.376041550535815228e+00
4.083044519476834444e-01,1.286596575702278145e+00,1.270364518758309913e+00
4.086241001899977854e-01,1.286609636264723910e+00,1.226731246262741770e+00
4.089439986744985989e-01,1.286622741801132230e+00,1.279656874202089512e+00
4.092641475970923426e-01,1.286635892426627903e+00,1.325474628812873146e+00
4.095845471538389071e-01,1.286649088256538898e+00,1.217002423455140647e+00
4.099051975409515047e-01,1.286662329406395022e+00,1.285949031348980309e+00
4.102260989547971692e-01,1.286675615991927923e+00,1.217184991178289044e+00
4.105472515918964227e-01,1.286688948129073085e+00,1.346066256705298114e+00
4.108686556489237751e-01,1.286702325933969826e+00,1.293595970575601939e+00
4.111903113227077800e-01,1.286715749522961305e+00,1.264581506807291422e+00
4.115122188102309231e-01,1.286729219012595182e+00,1.337603542731648831e+00
4.118343783086299559e-01,1.286742734519624731e+00,1.221412171539733249e+00
4.121567900151960062e-01,1.286756296161009061e+00,1.266171956480721672e+00
4.124794541273746340e-01,1.286769904053913338e+00,1.378145832404318538e+00
4.128023708427658867e-01,1.286783558315709453e+00,1.279630239292506078e+00
4.131255403591247433e-01,1.286797259063977128e+00,1.353675305606847790e+00
4.134489628743606704e-01,1.286811006416503922e+00,1.295597803932577285e+00
4.137726385865382883e-01,1.286824800491285226e+00,1.250843552407048698e+00
4.140965676938773155e-01,1.286838641406526262e+00,1.273527572850822409e+00
4.144207503947524573e-01,1.286852529280641422e+00,1.289699231358961029e+00
4.147451868876938508e-01,1.286866464232255591e+00,1.265365778450110446e+00
4.150698773713870637e-01,1.286880446380204601e+00,1.244645359892192715e+00
4.153948220446731510e-01,1.286894475843534114e+00,1.246774891938676522e+00
4.157200211065488205e-01,1.286908552741502954e+00,1.211685155903318156e+00
4.160454747561666555e-01,1.286922677193582665e+00,1.291377840690525414e+00
4.163711831928351148e-01,1.286936849319457510e+00,1.305540891564699546e+00
4.166971466160185877e-01,1.286951069239024248e+00,1.323316064341460541e+00
4.170233652253377832e-01,1.286965337072395688e+00,1.195586024785848966e+00
4.173498392205695628e-01,1.286979652939897800e+00,1.326173039016368627e+00
4.176765688016472744e-01,1.286994016962073495e+00,1.285038713324148096e+00
4.180035541686606959e-01,1.287008429259680398e+00,1.214477631666318169e+00
4.183307955218563134e-01,1.287022889953693738e+00,1.290814645576098929e+00
4.186582930616373766e-01,1.287037399165305462e+00,1.326667139723459510e+00
4.189860469885639538e-01,1.287051957015925563e+00,1.312072993575050806e+00
4.193140575033532658e-01,1.287066563627182969e+00,1.322232925508800339e+00
4.196423248068795187e-01,1.287081219120924436e+00,1.333247940876251647e+00
4.199708491001742927e-01,1.287095923619217874e+00,1.330793786362215236e+00
4.202996305844264868e-01,1.287110677244351020e+00,1.284238174801896948e+00
4.206286694609824850e-01,1.287125480118832987e+00,1.181913949694105570e+00
4.209579659313463229e-01,1.287140332365393380e+00,1.248078753744236158e+00
4.212875201971797989e-01,1.287155234106986734e+00,1.303885041026083158e+00
4.216173324603026407e-01,1.287170185466787187e+00,1.262626544398064432e+00
4.219474029226924494e-01,1.287185186568195361e+00,1.320404296983642256e+00
4.222777317864850888e-01,1.287200237534834812e+00,1.326041142784005977e+00
4.226083192539744626e-01,1.287215338490554473e+00,1.288583119057012283e+00
4.229391655276130702e-01,1.287230489559429092e+00,1.380189844677834898e+00
4.232702708100117839e-01,1.287245690865759462e+00,1.237469043788185674e+00
4.236016353039401272e-01,1.287260942534073527e+00,1.332813859163764825e+00
4.239332592123263299e-01,1.287276244689127047e+00,1.262646944516463865e+00
4.242651427382575502e-01,1.287291597455904490e+00,1.247268281750348651e+00
4.245972860849798747e-01,1.287307000959618586e+00,1.315747764455869273e+00
4.249296894558985405e-01,1.287322455325712767e+00,1.255541766858114361e+00
4.252623530545779351e-01,1.287337960679860727e+00,1.329302409765666493e+00
4.255952770847420408e-01,1.287353517147967530e+00,1.228038832787056389e+00
4.259284617502740455e-01,1.287369124856169833e+00,1.288148321558964637e+00
4.262619072552168986e-01,1.287384783930837440e+00,1.244238287815661925e+00
4.265956138037733103e-01,1.287400494498573300e+00,1.274676591517762470e+00
4.269295816003058630e-01,1.287416256686214400e+00,1.267845689603714243e+00
4.272638108493369558e-01,1.287432070620833091e+00,1.230033601565665657e+00
4.275983017555493038e-01,1.287447936429737538e+00,1.319261919744827427e+00
4.279330545237857164e-01,1.287463854240471273e+00,1.224251677180431042e+00
4.282680693590495413e-01,1.287479824180816079e+00,1.237525345833019763e+00
4.286033464665044423e-01,1.287495846378790443e+00,1.331133404811903231e+00
4.289388860514747326e-01,1.287511920962653100e+00,1.335248938513043049e+00
4.292746883194455965e-01,1.287528048060901487e+00,1.320000311827940420e+00
4.296107534760629232e-01,1.287544227802272401e+00,1.303646257351055215e+00
4.299470817271336398e-01,1.287560460315744892e+00,1.400574086996107859e+00
4.302836732786258778e-01,1.287576745730539152e+00,1.226206475107448401e+00
4.306205283366689174e-01,1.287593084176118285e+00,1.249543675109124896e+00
4.309576471075534099e-01,1.287609475782188317e+00,1.237045603080866751e+00
4.312950297977316549e-01,1.287625920678700187e+00,1.331698862301138986e+00
4.316326766138173232e-01,1.287642418995848637e+00,1.301192916342059025e+00
4.319705877625861223e-01,1.287658970864075547e+00,1.342358267497657964e+00
4.323087634509753530e-01,1.287675576414068157e+00,1.335463693026726961e+00
4.326472038860845193e-01,1.287692235776762173e+00,1.275610987887772385e+00
4.329859092751751626e-01,1.287708949083340659e+00,1.245939115659475238e+00
4.333248798256711387e-01,1.287725716465236703e+00,1.237303218199980126e+00
4.336641157451587292e-01,1.287742538054132302e+00,1.397526223635453535e+00
4.340036172413865856e-01,1.287759413981961254e+00,1.335350581332349851e+00
4.343433845222661183e-01,1.287776344380907823e+00,1.316652944840424722e+00
4.346834177958714407e-01,1.287793329383409180e+00,1.270076807282396469e+00
4.350237172704395916e-01,1.287810369122156740e+00,1.277140460584075488e+00
4.353642831543706460e-01,1.287827463730094824e+00,1.269872856941933525e+00
4.357051156562277705e-01,1.287844613340423328e+00,1.270905371912526949e+00
4.360462149847375013e-01,1.287861818086597721e+00,1.166936849656522002e+00
4.363875813487896327e-01,1.287879078102331265e+00,1.284069107270766397e+00
4.367292149574376614e-01,1.287896393521593685e+00,1.268039710184887481e+00
4.370711160198986756e-01,1.287913764478614498e+00,1.301661580641970462e+00
4.374132847455534656e-01,1.287931191107881013e+00,1.297673169266357229e+00
4.377557213439469130e-01,1.287948673544142997e+00,1.329884573210417864e+00
4.380984260247877682e-01,1.287966211922409787e+00,1.286583747900779562e+00
4.384413989979490944e-01,1.287983806377953844e+00,1.327105395991798886e+00
4.387846404734681571e-01,1.288001457046310749e+00,1.159229305971874791e+00
4.391281506615467567e-01,1.288019164063279431e+00,1.232235309834562642e+00
4.394719297725511176e-01,1.288036927564924605e+00,1.373609067418054552e+00
4.398159780170122768e-01,1.288054747687576551e+00,1.226378802801676660e+00
4.401602956056260840e-01,1.288072624567832225e+00,1.273407386116571338e+00
4.405048827492532015e-01,1.288090558342556813e+00,1.322720735097286493e+00
4.408497396589195483e-01,1.288108549148883952e+00,1.243272569078286205e+00
4.411948665458160779e-01,1.288126597124217287e+00,1.323545321883755399e+00
4.415402636212992227e-01,1.288144702406230913e+00,1.216031880106904106e+00
4.418859310968907828e-01,1.288162865132870039e+00,1.191787555946222987e+00
4.422318691842782035e-01,1.288181085442353657e+00,1.221008470378327493e+00
4.425780780953146309e-01,1.288199363473173431e+00,1.204805992773291257e+00
4.429245580420190787e-01,1.288217699364096358e+00,1.286624730624407853e+00
4.432713092365765384e-01,1.288236093254164327e+00,1.271639126607436721e+00
4.436183318913380913e-01,1.288254545282696562e+00,1.303968424854912378e+00
4.439656262188210745e-01,1.288273055589289173e+00,1.235778332084967346e+00
4.443131924317092474e-01,1.288291624313817163e+00,1.414729492885432593e+00
4.446610307428527920e-01,1.288310251596435307e+00,1.282829210180058688e+00
4.450091413652685346e-01,1.288328937577578603e+00,1.285333068142388901e+00
4.453575245121401127e-01,1.288347682397964711e+00,1.310430689195231757e+00
4.457061803968180858e-01,1.288366486198592398e+00,1.275486498515028932e+00
4.460551092328199352e-01,1.288385349120746204e+00,1.256109309922789574e+00
4.464043112338303421e-01,1.288404271305993554e+00,1.291994198473259692e+00
4.467537866137013536e-01,1.288423252896189197e+00,1.333662131900534620e+00
4.471035355864522720e-01,1.288442294033473434e+00,1.321030246637925565e+00
