B_0,omega,phi,theta_incidence,V_ind
4.683263060652202991e-01,2.809294411946512326e+01,3.927915496577344179e+00,7.315200063610569625e-01,6.990657760234456064e-02
4.951613894611274214e-01,1.290483504010579168e+02,3.147265335563111499e+00,1.598627097888923598e-01,1.393071126013805672e-01
9.957698230490750202e-01,1.089611100938740265e+02,1.024164193067449213e+00,6.031887624986322916e-01,7.569178151369140295e-01
8.725917929987685451e-01,4.032752004645355015e+01,5.305888402948225391e+00,9.817858088433405461e-01,1.439207706560981515e-01
6.588180085779562489e-01,8.292070480897140783e+01,4.209054018256318308e+00,6.729783293653960330e-01,2.090879616918909223e-01
2.745261530814291917e-01,4.089936118422058087e+01,2.976848103679052393e+00,3.998017312123817169e-01,7.884761986793580035e-02
7.191230692501305866e-01,5.587298062688788036e+01,2.127291936693984642e+00,4.537788456659332392e-01,2.817635363419552230e-01
7.830991020538572434e-01,1.222047696579509051e+02,5.922772185042396664e+00,7.939095646726558320e-01,8.056964502240109294e-01
1.678498648249129310e-01,1.566292814471912607e+02,3.834715676354854885e+00,2.887740231345701791e-01,7.031749369289487517e-02
4.415378650319413678e-01,1.467710310876042001e+02,1.653407050905616682e+00,5.288690628003719918e-02,5.483174870743373619e-01
3.941630177912279764e-01,8.629215380485219100e+01,2.058711898275941810e+00,1.135352987289845461e-01,1.355787829886017926e-01
6.133881903503199950e-01,1.622284752627506066e+02,3.359238182097987302e+00,6.755393193069766378e-01,7.757702798949687173e-01
6.877478965314591797e-01,1.422699590564692471e+02,9.980583323997727074e-01,1.034205851310515900e+00,4.040656392362542704e-01
2.632490095495252369e-01,4.025115264730473541e+01,3.016959753929917998e+00,6.147021413597600903e-01,4.898150640814587231e-02
5.226934925023428713e-01,1.102137388800229303e+02,4.534009089886754107e-01,1.550331065956588317e-01,7.923751229638509308e-01
9.929510978823051781e-01,1.004720772479191027e+02,2.967258852874311015e-01,2.726176228195808030e-02,1.314453071371132209e-01
1.142673753046367091e-01,1.203038086414847498e+02,1.468978948958408637e+00,7.527128484954149872e-03,2.851111341171144384e-02
4.338942506461332393e-01,5.319706155900503575e+01,2.382537840176476962e+00,6.892549418187400301e-01,1.031321112775205467e-01
4.008812174706744003e-01,7.420546728125749780e+01,5.179450764313721089e-01,3.593794241296174308e-01,2.194582937430170078e-01
4.650247180202944919e-01,7.202672591509784183e+01,7.728819926022694187e-01,4.964536374459045664e-02,-2.886420499851572452e-01
8.822743439722133818e-01,1.953344916742088344e+02,6.045826948073766971e-01,2.348701305050783228e-01,-5.027405844712160565e-01
4.944745344695264944e-01,1.042351142554726806e+01,3.924038564411608476e+00,6.323373644834560103e-01,2.890192841800980073e-02
8.947702013463979531e-01,1.311841421981687290e+02,4.709860738777456923e+00,1.319883533503560073e-02,9.020734612712832945e-01
6.179858587272147874e-01,1.223789424254582343e+02,6.028508238755294180e+00,3.611878973267291376e-02,-7.118670690668278400e-01
4.821559254411700857e-01,7.148545927091839758e+01,1.737298297731168617e+00,6.052913321320531337e-02,1.943161627254672286e-01
3.270727788919712276e-01,1.030112446688880965e+02,6.233186192029180894e+00,3.741819756002732755e-01,-2.001530792086211097e+00
8.412524697894674386e-01,1.784173104492831783e+02,9.549800031092480213e-01,5.178356938743982063e-01,8.105072468001838226e-01
6.797804662029474088e-01,6.501725469435595528e+01,4.245266034128881927e+00,4.880883225503886425e-01,1.115535660648256655e-01
2.910034628939434098e-01,1.012087683698845808e+02,1.355152372025750118e+00,2.371091619938698047e-01,-1.043589131245844792e-01
2.170634441095751488e-01,3.578679730379842994e+01,4.631975343306108606e+00,8.719763446941739549e-01,4.248714434723234457e-02
2.128881957878376863e-01,1.499457684492768408e+02,2.696481058704213840e+00,7.014372974140885564e-01,1.735429398403647017e-01
9.181647665643746237e-01,2.481698368812953959e+01,2.303962911935562019e+00,5.326434240781015017e-01,1.831457990911158906e-01
4.630523838364524747e-01,3.979614269313047004e+01,5.884452955679448038e+00,2.730095929392128418e-01,2.607560118205728417e-01
8.382770149248602864e-01,7.788219886733224939e+01,1.945753232476432615e+00,7.752895854221565353e-01,-2.927266332254854428e-02
9.058258834837992213e-01,1.029096380109406113e+02,5.147331185300950906e+00,2.353356087988094369e-01,4.125168010104963146e-01
3.036997430148558053e-01,1.250747059561069108e+02,6.259356626881585228e+00,6.400954881337340696e-01,-2.018961999326344348e+00
1.293151148331498912e-01,1.075292576764506691e+01,1.267029290247430051e-01,2.725711885145902791e-01,-6.443613549383485350e-02
2.623024778911144939e-01,1.678614357095193270e+02,5.893601725684990633e+00,8.721093004845877905e-01,4.052839323395227011e-01
7.956808350949955422e-01,1.464729131443058634e+02,7.320662081916528008e-01,5.978064800564774073e-01,-9.659612838721055583e-01
1.138718585090457980e-01,7.860073852068860845e+01,5.092790575764285066e+00,3.753364870546180287e-01,7.636314440311406208e-03
6.077188540160741725e-01,1.003422394247643297e+02,8.557565126243527054e-01,8.132716438002707271e-01,-8.693727510558209304e-02
2.721400890292421382e-01,6.815608328512742276e+01,2.868498972529165858e+00,6.930941596487463219e-01,1.640618548218268913e-01
7.899946141422109491e-01,1.960796151837026571e+02,4.101007812902006222e+00,6.683039208739676162e-01,1.209885605036405076e+00
5.314381267865093683e-01,9.175978320723399406e+01,5.800375907344262671e+00,3.795134732108813580e-01,5.291852029993032724e-01
5.941719451690905540e-01,2.045788696912921623e+01,3.098526464725353868e+00,9.814975033630527479e-01,1.802126290417931445e-02
3.640674312102551435e-01,1.535748169825311891e+02,2.012622658440166745e+00,7.625791343822291291e-01,6.368466745048313726e-02
5.109206533283234819e-01,6.833057378930034531e+01,4.338981204086676868e+00,4.735009526675276192e-01,-2.027501715800086521e-02
1.411413426512184432e-01,8.575455491290946952e+01,3.317294473676815070e+00,9.526056922172793096e-01,5.720643521717147517e-02
8.285676823629282151e-01,1.855809623958159875e+02,2.793701915950504766e+00,3.662752571945888658e-01,1.600842786634187886e+00
9.167490310385206786e-01,2.072223272739239164e+01,5.575294297686357758e+00,3.883121912844961221e-01,-1.764293786213419479e-01
7.773827677465298125e-01,1.006774552067133470e+02,2.370254833015002394e+00,3.322340471569201759e-01,4.737406644013513191e-01
5.460600452030663909e-01,1.772803206988308773e+02,4.280942399736982762e-01,9.415576321861620634e-01,8.486864889589171845e-01
8.594059144996241129e-01,1.133748736622661113e+02,5.776981412773129598e+00,2.981622129274851818e-01,8.619474725166205165e-01
1.034387882192412261e-01,7.727257558783301761e+01,3.122910955136017463e+00,4.516992168846868938e-01,1.646221090944343518e-02
6.993616662893897828e-01,1.255939958840746158e+02,5.891967270076959862e-01,3.812982455982945051e-01,-9.610192708832654418e-02
7.906473255839951975e-01,1.647578322547259972e+02,3.730725461893414363e-01,8.382548784472374503e-01,1.150937391309234892e+00
3.939906134730430942e-01,5.589279859844014453e+01,3.003226770185756678e+00,8.201787134505619248e-01,9.497002178119683113e-02
8.709145218495801810e-01,1.982536489522023544e+02,8.233551650518938780e-01,3.377062253991047758e-01,-8.176692956169590021e-01
1.001710014466091619e-01,1.630669990002072893e+02,1.683214570385417552e+00,7.489153553631103244e-02,1.273587127479501313e-01
6.689081902947736635e-01,1.675879273700528316e+01,4.245720468344493348e+00,5.923643678380909883e-01,2.634952670431505925e-02
3.709215828825540018e-01,9.348330201852512289e+01,1.935636485255945560e+00,7.429420197912996182e-02,-2.647275933508275864e-02
6.657651313841371765e-01,1.025049389443958887e+02,3.703560950867821333e+00,5.029228860759209496e-01,1.129634967957626190e-01
3.262227935952640157e-01,7.003798197490684174e+01,4.381786730651972661e+00,2.163118389255845875e-01,-1.794915177910112389e-02
2.888018830782538848e-01,1.974227224922274502e+02,2.398370865577087230e+00,5.346142176726290662e-01,2.455192790041699769e-01
6.635443481249815312e-01,1.354166665695714755e+02,2.513180769861794062e+00,6.935329009363395691e-01,8.728462521403997088e-02
5.472413385545619180e-01,1.772861320657079887e+02,3.504149796028473429e-01,1.901488645295444646e-01,1.032485142374159226e+00
2.685526194781286957e-01,3.360122391480791748e+01,1.906232392466986170e+00,3.715963025688325816e-01,-7.053819336321251465e-03
8.975574369210710390e-01,1.128518065530866039e+02,5.665759489165349549e+00,1.026061932052039660e+00,-2.314372955514485408e-01
8.941479957886238061e-01,1.009884291447416729e+02,6.194483605617082667e+00,3.255193479109667054e-01,-4.902488567883340309e+00
5.946115645265358518e-01,1.479571012154113419e+02,4.073551089231837175e+00,1.001290756248969904e+00,4.980789085143174644e-01
7.354864247833531321e-01,8.533440507231075856e+01,5.067174911551667549e+00,1.036224690664782511e+00,-2.233254743835912104e-02
5.062480615481824708e-01,1.801335024939637321e+02,2.287889620696140991e+00,6.700212776268095194e-01,7.031982694426944791e-01
8.212990279337811783e-01,1.755796289616378090e+02,1.022675260918119777e+00,2.671329885890816325e-01,1.177243942253599185e+00
8.504706216529219764e-01,3.609401854135014531e+01,2.630414172180846943e+00,9.261592905077929982e-01,6.917648187498430523e-02
7.877437293554806486e-01,7.483819587261338313e+01,2.958116758917672673e-01,3.319217007570229860e-01,6.197481066542523398e-02
3.188339553533065529e-01,6.108583929030360338e+01,2.991600829531466221e+00,9.930886102309263164e-01,7.334511113889143064e-02
1.220396141781848187e-01,7.854156316562537654e+01,2.941549546915824376e+00,2.430831473139510868e-01,8.625238436940949049e-02
6.924277704621797369e-01,1.553016491659468272e+02,6.656188485475909022e-01,7.743517063030298520e-01,-6.508435232855215302e-01
4.701319250350852741e-01,4.510422163859219324e+01,2.644554318939561721e+00,4.714407775895765318e-01,8.347624329266679910e-02
9.048347606025142209e-01,2.121726160412788076e+01,6.412004884096744739e-01,2.525016484091580637e-01,-1.242071771818775566e-01
8.738627747920378885e-01,1.139002876809753957e+02,4.175511549498714281e+00,8.459637294556836551e-01,4.476654158397502248e-01
5.803768845957142375e-01,1.592990428858751955e+02,1.589479144571257052e+00,4.636009046702442293e-01,6.739775908178748942e-01
4.396997355899612825e-01,2.934928162789450923e+01,6.078429421689832246e+00,7.513522769901898046e-01,-2.310457983850537078e-01
7.416905868328198537e-01,1.686514052814762863e+02,7.821676947979775418e-01,2.911781426031528341e-01,-9.701327508003501077e-01
7.384327259611636052e-01,4.055133906314822667e+01,3.713138658351103238e+00,9.039067040932351471e-01,3.074760745107720655e-02
7.140546038242129301e-01,2.226205240051952572e+01,6.809630690925927432e-01,7.957874375901510255e-01,-1.030738891910276400e-01
8.581816489063021081e-01,1.178876233187244793e+02,2.459535116043257030e+00,7.987684289607128729e-01,1.693378268879888460e-01
6.195867267203440942e-01,1.514950686548612282e+02,4.340743399388965251e+00,5.807098836677422327e-01,-5.329588405558919467e-02
5.644391318561847726e-01,1.028294951119169376e+01,3.345961998042758623e+00,4.294240057037829184e-01,4.990010694765947830e-02
5.652173202466614921e-01,6.985559136404985736e+01,2.628426572734797073e+00,3.303216946149838962e-01,1.367113513199423036e-01
9.000825922174118254e-01,3.514227526550072156e+01,5.539469294934444399e+00,5.334366103791256947e-02,-3.094471446556031347e-01
4.300760200848652848e-01,1.131099939432020989e+02,2.361641362782825659e+00,7.966010564594728782e-01,2.322693890441127895e-01
8.577242738293643365e-01,1.573455942476389851e+02,5.696312117015667198e+00,1.011258110194026116e+00,-6.401447416621107445e-02
5.544006073823614100e-01,1.183915642126381869e+02,3.288279435809672080e+00,2.987031401544015252e-01,4.223268992282225853e-01
1.768050556923940753e-01,5.955339617747971914e+01,1.347007012810689242e+00,2.875747779587559672e-01,-3.855730112728025794e-02
5.040837885813367336e-01,5.687071808361848468e+01,2.685807218059419910e+00,3.655378006327942852e-01,1.754296218654668449e-01
3.620767578812857379e-01,1.344077804806807990e+02,1.747451101623935354e+00,3.027874424446747037e-01,2.391408795303079649e-01
5.750965401974562630e-01,1.686233092516996521e+02,3.247318989039571058e+00,8.027838603302200893e-01,3.227003330301319584e-01
8.679788698018551241e-01,1.161654499264862466e+02,3.777021149872770156e-01,2.136179704691547054e-01,1.337439420609697338e+00
2.615099744984116237e-01,1.332406425340850831e+02,3.103918839320741974e+00,1.028385696061046239e+00,4.603056665978758066e-02
5.277021618628212618e-01,9.455173919356485612e+01,3.203653195855905800e+00,8.508392858535888115e-01,1.037505200371631048e-01
6.242520265616720021e-01,1.298882520248544665e+02,4.730639711942765224e+00,5.107487122293978832e-01,4.868601394827204998e-01
7.928382803507372234e-01,1.938344615335555829e+02,4.925622494515284888e-01,4.488858317963856370e-01,1.485447797448793850e+00
9.468792662512371949e-01,1.632249919066386781e+02,4.333649969680117842e+00,3.399777352241904471e-01,-8.185566304786584535e-02
5.955470931115690592e-01,1.154239505587505477e+01,1.277874552962210641e+00,8.754804088968648479e-01,-1.538540497915626831e-02
9.294562169761411141e-01,1.113943383991980909e+02,2.401391634940793551e+00,2.328301933337126664e-02,5.027300447389826399e-01
4.029030661109864742e-01,1.071298914865943601e+02,3.174916004255521340e+00,1.196435148441923196e-01,1.063559107884272520e-01
7.878877941858940526e-01,2.625756003062969768e+01,3.779592556439694384e+00,1.599672955277845754e-01,2.785066696488362054e-02
7.873529124859609540e-01,1.665976837952902372e+02,3.526008504553706402e+00,3.525754833714669911e-01,1.229900694887543278e+00
5.961510826941497365e-01,9.162317879132646681e+01,6.216153190621033886e+00,6.574663040656801849e-01,-2.652616865828282489e+00
2.564098468547419407e-01,1.429155872955403765e+02,7.796031205409894582e-01,9.338474115779709095e-01,-1.798115149562912463e-01
4.475838660942475511e-01,5.934997404922214770e+01,1.503161590011597326e+00,7.622215379694676773e-01,8.150575139410781711e-02
3.617651064153040164e-01,1.900941614341774368e+02,5.757848488524002661e+00,9.741734968818973606e-01,2.695820692748212566e-01
9.701907573385761818e-01,7.367143141262270944e+01,3.083489476858581657e+00,4.855825041146957233e-01,1.921355114361970040e-01
6.801602148779147816e-01,1.378076384541182904e+02,3.562311795940546588e+00,3.299475992041890349e-01,7.419080061349699884e-01
9.181340530857925453e-01,7.802376989963559595e+01,8.674486047923333221e-01,7.589036414658500984e-01,-5.045544992095328529e-02
3.665437926709485539e-01,3.150843567878793650e+01,6.177437401018960550e+00,7.565542181381742504e-01,-4.491094569230813516e-01
4.860460527272095765e-01,1.479575105172926008e+01,4.312160192314046903e+00,5.721910416153952461e-01,-2.586998893850054595e-04
6.106350931287065631e-01,1.771850494152471640e+02,4.298140508900513801e+00,9.035832788479593036e-01,2.810359093885399576e-02
4.192553650512784169e-01,1.201528853559620558e+02,4.278107767252391724e+00,2.791776212587958050e-01,5.957082868053632796e-02
5.108496644385539520e-01,1.223355756450069975e+02,7.780205462648200898e-01,9.071016671619250848e-01,-3.211844101594125700e-01
6.393763514810179016e-01,3.666542188026112115e+01,4.319478406345612420e+00,9.724971147609597910e-01,-3.252819239534367711e-03
1.254573769155196139e-01,6.910362488308220463e+01,1.108249730049406967e+00,7.911396744212598198e-02,5.338455597101768313e-02
4.058300394074571549e-01,1.481880068945164055e+02,3.825731564812975272e+00,7.026257410904662715e-01,1.133333187221393507e-01
1.001995297392683643e-01,8.328777337194118502e+01,2.099730122298001156e+00,8.020359615431436051e-01,3.683181238505964933e-02
5.342838598015056117e-01,1.020102169727987729e+02,8.613030686855511764e-01,4.232694209858134937e-01,-7.710612308166603368e-02
6.472005985723962018e-01,5.102687527264453848e+01,3.028669627941971143e-01,1.471034704730944942e-01,8.712898265659001218e-02
1.836914140591008326e-01,2.265305467389647021e+01,4.959710140090108688e+00,9.202044172397557675e-01,-1.026595549992374672e-02
3.178849619303170670e-01,1.082456482926454839e+02,7.664527823694182451e-02,5.271455302110716890e-01,-1.774658900460014843e+00
8.235926389531122993e-01,1.621816078652613839e+02,1.873810464968279188e+00,3.658193705720907962e-01,-4.535634336743417372e-02
8.562534038646379964e-01,1.709898305490304793e+01,1.634440455629634137e+00,3.123281196478486232e-01,1.202749114580239226e-01
4.489599288433281932e-01,3.724905749313159475e+01,1.712711765373700290e+00,7.739000385514208102e-02,1.127131819835859028e-01
8.328013574871041547e-01,1.791472965365953200e+02,1.337846020552200033e+00,9.371817019455020992e-01,-3.499761254145751233e-01
3.494262277289284513e-01,1.575484006597298787e+02,3.633543756654348922e+00,7.674534367725557304e-01,1.850244723780428147e-01
7.354974000821334901e-01,1.588350490291449262e+02,2.918651427011051958e+00,1.021375824847127634e+00,6.214845159730607582e-01
5.909109612914029697e-01,1.800199016930613141e+02,3.493254792816068433e-01,7.010372241827885764e-01,8.696383244761022313e-01
4.960891710123961906e-01,1.637098447632086504e+02,3.593413650170032891e+00,8.313771193870217457e-01,3.700891546084857375e-01
6.907980485563989248e-01,6.857167007227553768e+01,1.772204154617481819e+00,1.421228115161313503e-03,1.837742356357449647e-01
1.120516111874709508e-01,1.205118271669823571e+02,1.800003675631081546e+00,8.296668368220527778e-02,3.315010430560554056e-02
2.461990984375198033e-01,1.957290651217903985e+02,1.346193069380859919e+00,1.000828917271630036e+00,-9.968579651745045067e-02
3.644411179491608421e-01,6.647647163190796959e+01,4.045919294120755794e+00,1.447506131167549115e-01,2.550539009539161128e-01
7.125063487926382999e-01,1.196571598554725426e+02,6.106476243679544780e+00,4.406309595134727530e-01,-2.570400978372176848e+00
7.356117820252368045e-01,1.558167243585857591e+02,2.607659186868146683e+00,9.856374568751554710e-01,1.769928737167367205e-01
7.126847417674240237e-01,1.277980753180554814e+02,4.121819208624555309e+00,3.075046475876719865e-01,8.059667337605714854e-01
7.908553959073681972e-01,1.203378800677380553e+02,1.357851123761407486e+00,3.568230011398046964e-01,-3.191225453945588653e-01
1.715964049123611668e-01,8.813492235979359180e+01,1.188981966248415567e+00,3.153930237956076299e-02,1.527261021934669255e-02
1.953000175738192346e-01,1.243435884609742885e+02,5.019064364349874019e+00,5.126093761471787191e-01,-6.456861437481896393e-02
8.698160442359025302e-01,5.103523062052519066e+01,5.365416704755210375e+00,1.810312380581882430e-01,1.553694722312927712e-01
4.211539776650209954e-01,5.373854889439804339e+01,3.987187374464598477e+00,3.289616788432923045e-01,2.055160122001079837e-01
6.115341614351588184e-01,2.950257421976654015e+01,1.463213452296588279e+00,8.310894251613601957e-01,2.070274140442102812e-02
5.531525251600728499e-01,1.345936790915854147e+02,9.770197212122457842e-01,8.015726276683526885e-01,3.806347688973214516e-01
6.639963142038621813e-01,8.085757135079481372e+01,3.329349361271237040e+00,6.159137352384892461e-01,3.822245513225624447e-01
1.692520401051570422e-01,1.792315272974921925e+02,4.200249555513093647e+00,2.892034835142754390e-01,1.569944040856831313e-01
7.928112037297729842e-01,3.127462521382387450e+01,2.830419837278209005e+00,1.011166085026251604e+00,1.537913295291536975e-01
2.110620953468383132e-01,1.451587393158826522e+01,1.414692412590355497e+00,1.450091636752326441e-01,-3.753421945257582985e-03
7.132370156506316894e-01,5.784631095989155369e+01,5.770107857139522345e+00,3.234740772296658684e-01,3.309635389544938189e-01
4.619278892356397104e-01,7.658015122928732410e+01,2.333927013922397986e+00,8.290098458461474529e-01,1.943898801977856083e-01
5.430354724559245394e-01,1.383149887549358823e+02,4.564643953472497628e+00,6.578792338982029086e-01,3.870340894477162230e-01
7.045243609246700789e-01,6.028767268701166415e+01,3.022930379786056831e-02,8.188801156936929004e-01,-1.909768355829704722e+00
4.339024756260731475e-01,1.820161894637138289e+02,2.440232268503330637e+00,7.887081133363563201e-02,2.447946297064395316e-01
1.414337242163249686e-01,1.468262170280714827e+02,5.246446574350817293e+00,5.603626875742114821e-01,1.487802315287663213e-01
9.677903965494449867e-01,1.971505332797962069e+02,5.015108856049807606e+00,2.894025319322444112e-01,-5.833830659978981314e-01
5.704092094671243673e-01,1.936602237851156474e+02,4.301251082532081327e+00,2.951840704176626473e-01,3.268123903895163440e-02
7.679301769547748346e-01,1.638415461884829369e+02,5.889863236188743301e+00,1.015808265723480375e+00,9.604236482640954309e-01
5.781653503517553139e-01,1.783213167013708187e+02,6.069951758750577575e+00,6.880603307173941419e-01,-1.739459394770508149e+00
8.377182124029750598e-01,7.395464961192418230e+01,4.863655380435346620e-01,1.005653752704607884e+00,3.764319356731207211e-01
6.081545611789532790e-01,8.663087117456701947e+01,3.541909537772511829e+00,6.964226666251314146e-01,3.769199337675265271e-01
2.104811905484763601e-01,1.646775132588916222e+02,4.835378785726382134e+00,4.746049395361157108e-01,2.220712270887056569e-02
6.777159081902247584e-01,9.944411320152372014e+01,1.377979697105247425e-01,1.150423707970498477e-01,-3.015169791761754592e+00
2.554666024932858992e-01,8.525294829566998089e+01,1.740498402033821002e+00,2.180849143299527504e-01,1.167885379121516992e-01
8.412887215149648101e-01,2.660351832217335044e+01,2.032580501099968906e+00,2.323314869999003884e-01,5.604848662532790210e-02
7.129554404255338262e-01,6.949586511785234677e+01,5.160579443090580476e+00,1.838012037328082271e-01,2.613698577852167082e-01
9.458277743287969441e-01,5.567470055146402785e+01,1.626649166152772885e+00,9.904905852266088218e-01,2.493462941540897926e-01
6.661727105873594956e-01,8.404726254043906408e+01,2.394232985147176553e-03,6.151533104971609323e-01,-3.063316541507445923e+00
3.026467877092939296e-01,1.434871053061544330e+02,5.941924565220769061e+00,4.710806177181881549e-01,3.712496411343750302e-01
6.014237912427548016e-01,1.573316822858492685e+02,2.050027443038864305e+00,1.012413324795084835e+00,1.765869010069745504e-01
7.945950492639073381e-01,9.812739811486201802e+01,5.947379489101148886e-01,6.008211135576625450e-01,-1.189107149122185236e-01
7.406994677725686760e-01,4.410985729944794542e+01,4.909092290844080608e+00,1.828782072088664390e-01,-9.906556190094763237e-02
4.080670354013365975e-01,3.477519147389658372e+01,3.489240898053290074e+00,7.602291982952652516e-01,1.147265640041453955e-01
6.898160355434238555e-01,4.222674709147279515e+01,6.158836200368807745e+00,6.145982413359615260e-01,-1.160155511604074707e+00
9.417421551709669325e-01,3.097293206839480817e+01,2.198452112122883939e+00,1.014248785659718211e+00,1.590813998681925578e-01
7.163290387895818734e-01,1.731202597463028496e+02,2.584990808967335685e+00,3.590772395250729776e-01,2.364317570208064878e-01
4.305712620272219016e-01,6.579333704783589098e+01,2.672227616947044471e+00,6.592581382873896612e-01,1.306254216710675820e-01
9.196824973450856699e-01,1.058181833691207032e+02,4.342709382244351879e+00,7.745020624877216875e-01,-4.916154824841826448e-02
8.448617734553554026e-01,3.162091312483269334e+01,5.729256646198773062e+00,7.616544328877806747e-01,6.414320899483584582e-02
8.696653842404509227e-01,1.752708325576918185e+02,1.835964350920316512e+00,7.696742302523665868e-01,9.225978315266325502e-02
1.961572390239714747e-01,1.485247835169681352e+01,3.556808718501826561e-01,2.860235537221541002e-01,3.208429471992571558e-02
3.617459502766192103e-01,3.522977233619708670e+01,2.913912214807560908e+00,4.173128820054211596e-01,1.206532009335459371e-01
8.111150223941820947e-01,7.302096819706149233e+01,6.025031848581731353e+00,1.002299610085937154e+00,-2.692677295487401201e-01
3.473267462962157937e-01,1.641470238599218874e+02,4.609971072135835790e+00,3.616576217105044178e-01,4.313807916036067058e-01
1.663353420020704798e-01,6.959188286502001120e+01,2.888530084131185838e+00,7.128751372910786810e-02,1.282517514815166570e-01
7.149394112253273370e-01,6.434226177050891238e+01,2.959580851095231502e+00,2.289835453968595835e-01,3.787723866871119949e-01
8.193429608311351142e-01,2.680742678768589826e+01,3.104181125961025245e+00,6.598512654269618194e-01,4.432608646310087080e-02
6.775910273263281436e-01,7.882083076646026143e+01,2.259068925026726848e+00,7.623667124839114129e-01,4.038201386746587129e-01
4.103590027825040898e-01,1.416764254675640018e+02,5.248591822630960246e-01,4.384459419987393192e-01,3.703806185812804075e-01
6.037959870707938492e-01,1.663352086242838936e+02,4.035668602071050159e+00,9.352848585246950272e-03,1.062954356990303717e+00
1.193679563027144064e-01,1.592831800632415593e+02,2.990738227972619345e+00,5.507350635563330599e-01,1.124184851026541060e-01
6.063954901777524054e-01,1.533383785303575451e+02,4.359967719860498470e+00,1.966107182888586838e-02,-7.960364085484632202e-02
8.711210572435703625e-01,1.592757264351363666e+01,1.793811682133747532e+00,1.600218418349631452e-02,3.845409633099217822e-02
1.702479115131130538e-01,1.441098820500972124e+02,5.078288277421650676e+00,7.992420685767074318e-01,-3.162845751985795856e-04
4.449874568930488050e-01,9.041165733574689511e+01,5.900576355308182919e+00,6.291751208212391644e-01,4.524828766499662258e-01
2.483773457738379931e-01,5.601653120810073716e+01,2.377124432610962401e+00,5.605781820584312264e-02,8.418753093445999203e-02
4.420071069699308963e-01,1.827584324206251551e+02,2.903872821693008532e+00,6.351003790696311269e-01,6.948360566722093790e-01
1.117069060373967609e-01,1.334467398257277182e+02,1.375613143798752880e-01,3.130917082996056977e-01,-6.396721653544907848e-01
8.449866278480308024e-01,1.671819882534305748e+02,2.806229784537425331e+00,6.898418121192986807e-02,1.607870997585559181e+00
5.466189793071410952e-01,2.265972701182545634e+01,1.136158533211640176e+00,4.684239259861318616e-01,5.008097558533006199e-02
4.923262590060508703e-01,3.899905450849809796e+01,4.332383506783999749e+00,8.374902270712570873e-01,-6.913239143413605486e-03
6.416152440728061235e-01,1.836786493670606148e+02,8.232085869230284514e-01,9.004443907683689075e-01,-3.684060349304358883e-01
8.650253838294104103e-01,1.859129635113981180e+02,2.177435074791478631e-01,7.860723892523845402e-01,-2.322366881109488190e+00
3.621346523419489150e-01,7.951104233522315212e+01,4.845828167805600550e+00,1.423198087608298357e-01,2.086896556278821594e-03
3.407652751647515799e-01,1.255153067212812346e+02,3.255868960425588821e+00,9.924473045087391088e-02,2.202228724494292855e-01
1.445447869409455521e-01,2.124542256828999243e+01,5.357359664093168661e+00,1.590007778202474631e-01,1.273729210400235089e-02
3.397591843599617745e-01,1.201949199196949678e+02,1.417267240406112405e+00,2.518994951965125573e-02,-4.479009045582298121e-02
1.595906633842865963e-01,3.393966151110822693e+01,5.539276918769175939e-01,9.312685771793494105e-01,1.072524613612532533e-02
1.374026384564986103e-01,1.024737028381669433e+02,4.996701245563124338e+00,1.303584299702977289e-01,-5.179529339311703812e-02
5.974575059893304507e-01,1.684256338473273473e+01,2.292050406711011235e+00,5.910044378469183624e-01,8.119386797024395752e-02
2.654513986631991118e-01,1.549249797478430253e+02,5.469519524531078147e+00,7.324045502514372474e-01,-1.782913640057576798e-01
1.668319498588792249e-01,8.346898732146154032e+01,2.226966030765848537e+00,6.157235770704041489e-01,1.209120992641152387e-01
9.250432672720062532e-01,1.867685928801587636e+02,4.000905793109806652e+00,1.372667961047152330e-01,1.709590807729927553e+00
2.338605032235609726e-01,2.516158868639045565e+01,3.743059837217067864e-02,2.690318339979583251e-02,-3.835646681167922956e-01
1.853477116515710454e-01,1.855667662410086507e+02,2.559305731128055150e+00,8.317880578672276481e-01,3.374080678654520909e-02
9.736102524944824088e-01,1.611905587856664468e+01,2.181290212372933635e+00,5.331004570389545894e-01,1.341766692217603862e-01
7.002702675114724773e-01,1.821260543688249811e+02,6.176985680133392442e+00,4.530983052817968426e-01,-6.119345029104020561e+00
7.531786375028480807e-01,1.333946417052343065e+02,4.123932745378529496e+00,6.053262035295982058e-01,7.605623261455555228e-01
6.068835962381760041e-01,1.228302380759810291e+02,2.671061448298438723e+00,6.834388139262735917e-01,3.336365037468418393e-01
1.633507427081613284e-01,4.836503791938562102e+01,4.659126814801820338e+00,7.115824863142917733e-01,5.163262753863166049e-02
8.576895163712900949e-01,1.847716056098248885e+02,4.294027886881899292e+00,8.250275789810544991e-01,6.156489265164753755e-02
4.762261037847320133e-01,1.989222777164494360e+01,5.194464458034450338e+00,5.841830554875364623e-01,5.630254686692197363e-02
4.532210419385563904e-01,1.697458664666930304e+02,2.000311840906087379e+00,2.529981672973238057e-03,7.868674975221479073e-02
2.217783196039503357e-01,1.978582085479738453e+02,3.614054446868231185e+00,8.313556632231153818e-05,2.488334967839344603e-01
2.018978972481524636e-01,7.801960277754444917e+01,2.102521296703151243e+00,8.223516988607325606e-01,6.969975393245403383e-02
