u,s,m,N_e,q_eq,q_eq_noisy
1.283087898574389188e-03,2.475695326537934449e-01,3.569652830927861342e-01,5.575005549871083588e+01,1.613071175295941462e-01,1.579114813956985774e-01
3.473327459326262367e-03,3.862811752908680285e-01,1.749849077762913874e-01,3.420456981481029288e+02,1.692680829141308407e-01,1.696680913993406370e-01
1.352145742901118570e-03,1.422715952276218110e-01,3.856200560002867039e-01,7.211690447910078205e+01,1.825418179898819770e-01,1.839573568380950541e-01
2.991941198010512632e-03,4.768071706971365731e-01,2.250816486939659633e-01,2.782225252587995783e+02,1.583107911795226252e-01,1.528665434800724476e-01
1.490321063546894706e-03,3.757373734673821186e-01,2.173518058122047014e-01,4.612175916648957354e+02,1.465562177682834533e-01,1.468329298475478106e-01
6.979315164811835011e-03,4.096975930306996361e-01,2.455060921404039753e-02,2.171758298741216038e+02,1.959760306689647402e-01,2.003048046283264216e-01
8.050201172616017285e-04,3.097471593580621296e-01,3.629481696652170908e-01,1.847299040756004160e+02,1.402185555204263356e-01,1.418598507392857255e-01
5.283509924531463791e-04,4.231731402673741260e-01,3.575728138578074256e-01,6.494403953062081882e+02,1.276155541592767506e-01,1.287164717611216647e-01
6.740353900819051657e-04,1.321060723512544333e-01,1.391461041100724993e-01,4.236094984368098153e+02,1.536193015445395937e-01,1.544235440991897357e-01
2.402698968822830974e-03,2.727389487165530757e-01,3.936988268577511496e-01,1.516889437182152562e+02,1.708720059696921256e-01,1.729958036122814513e-01
2.948012685801291478e-03,6.381959145040530523e-02,4.972916711251737509e-01,1.457945589959152812e+02,2.604688964963712827e-01,2.585865619887574018e-01
6.079986073617009087e-03,3.001667815230726344e-01,4.544074481973400248e-01,9.262986442106479501e+01,2.044689227156970268e-01,2.027782471108230400e-01
8.729626528511136643e-03,2.040288719460167655e-01,4.712693841813746509e-01,1.151784591091371084e+02,2.460432292132213594e-01,2.468583678310096452e-01
1.663715636980654059e-03,3.024578358797975208e-01,4.012399155213485780e-01,2.624148917658532127e+02,1.560331236952614553e-01,1.546624650062807249e-01
5.896877875080374504e-03,4.458620204365020268e-01,1.213057411122331897e-01,6.084004592442013291e+02,1.832221766735089852e-01,1.837395815139385713e-01
1.683092552626074640e-03,2.347920168851603817e-01,4.463187217119246597e-01,7.816837538706680277e+01,1.683950738768639488e-01,1.645699489096031642e-01
1.517769812031651965e-03,2.974908136900189515e-01,4.424614432749163773e-01,4.919951006970604794e+02,1.536599630697968177e-01,1.551758723972260778e-01
7.440622194857035706e-04,4.860263254033279634e-01,1.753088896991920609e-01,2.899655364069554366e+02,1.292529502253113860e-01,1.309468930497110495e-01
6.747052851597525915e-03,3.179467840436598913e-01,3.801448763466978020e-01,6.843520245961927628e+01,2.087696517026240428e-01,2.088570075068185705e-01
1.368534141118958559e-03,4.229332638004414391e-01,3.627880660228577359e-02,7.413715989354376745e+01,1.439501671323010490e-01,1.442790130145972516e-01
3.470040349761440053e-03,3.615069586349826114e-01,7.987872865304529446e-02,7.717068822562285391e+01,1.750266845451774467e-01,1.782679867165839205e-01
2.354061502617911441e-03,1.442684929247146086e-01,1.163324572298526927e-01,1.584672767696887945e+02,1.978611996042911880e-01,1.956950103485271819e-01
9.905708076474862081e-03,4.604662228525492895e-01,2.342042458289780305e-01,2.929510766646309889e+02,2.053992568008070896e-01,2.035729434882366518e-01
1.075368926565160258e-03,2.105717979947186458e-01,1.279972439854408783e-01,3.608467442540446086e+02,1.530513974679001687e-01,1.508637848800692682e-01
2.609073326267637421e-03,4.372357142625497572e-01,1.026696403773778576e-01,1.299745957967251400e+02,1.576679740650325789e-01,1.568185137225214798e-01
5.324823983663850256e-03,2.491294013334765522e-01,3.216329874870360594e-03,1.102664893706824927e+02,2.114527163422331990e-01,2.094304165002164597e-01
8.862823824686288801e-04,1.538669250229074692e-01,4.188908008838815311e-02,8.301509620123305240e+02,1.553124738454569331e-01,1.553865707998348111e-01
5.887674760936282593e-03,3.372722625130268326e-01,1.822606197375646886e-01,1.429218148848461283e+02,1.974776716532592735e-01,1.961761980412611017e-01
2.661739617774262941e-03,1.467214664304290761e-01,2.489970167716196725e-01,2.690768858461714785e+02,1.994708011610198950e-01,1.965725029217091357e-01
6.817912428851081357e-04,3.726918294567865830e-01,1.042400451135594985e-01,1.009175598286393267e+02,1.333764817566981398e-01,1.302761262843486756e-01
9.087426185875359386e-03,6.722247042189145871e-02,7.592533660122657846e-02,7.928446514331859873e+01,4.116390881377736122e-01,4.140624023515364627e-01
1.717122368401133997e-03,3.249737334094995322e-01,7.445318524585597952e-02,7.050547796459444783e+01,1.572404574657045861e-01,1.571026998297974930e-01
2.077244932857050079e-03,3.721783777243968250e-01,3.177486817627999116e-01,1.584828743723145976e+02,1.565881298584519965e-01,1.561334542097828626e-01
5.242989225116124509e-03,1.453477387607510773e-01,4.153126743867364135e-01,3.368372977836907580e+02,2.333714958876226264e-01,2.334246350584286422e-01
8.994811292331626046e-03,7.789221655524421195e-02,4.515158632044011799e-01,9.552555036507421846e+02,3.210683580931962822e-01,3.209036338615079975e-01
1.043333115342355046e-03,3.297841291324266622e-01,3.123243656993831552e-01,4.509616670866915342e+02,1.424401093097389936e-01,1.439523351809037233e-01
7.518399330705457639e-04,4.689397153537085972e-01,2.058034469426132662e-01,4.079709517908690373e+02,1.299612713280689780e-01,1.310857893844594446e-01
4.654652223401791432e-03,4.703882702874238597e-01,1.780861349456624998e-01,7.663615328268720361e+01,1.751198257798388669e-01,1.739404102871311142e-01
3.800284499588462307e-03,1.516681976115507591e-01,1.982939072792610502e-01,3.036257768368336656e+02,2.159911564780286619e-01,2.143441023636021014e-01
1.905051079309972705e-03,4.872233226777427095e-01,1.943555352877147646e-01,1.685001809261767960e+02,1.468285133552502675e-01,1.446550717781280859e-01
3.479573428368947213e-03,1.312366969442055886e-01,3.587048042434184958e-01,9.801097458074201541e+01,2.251566816380117242e-01,2.226544190455885530e-01
8.459358873880534063e-03,2.803528763492704190e-01,4.182281352841208943e-01,1.026570115345656262e+02,2.250713001344074871e-01,2.278755914145481620e-01
6.227610481239733570e-03,1.230203285332175378e-01,3.826661603429843406e-01,6.475477355513664861e+02,2.553475991918750521e-01,2.535145207225462105e-01
2.743095296724346998e-03,4.029593265390547518e-01,8.700264797143336670e-02,1.137143425843261184e+02,1.619580225590829536e-01,1.579199309719996613e-01
7.605375922917810907e-03,4.662267798352088821e-01,2.038100105869703471e-01,7.723417933381013256e+01,1.951900296705391114e-01,1.935030607468240516e-01
7.703626395710620398e-03,1.962919123901435969e-01,3.077506244198139895e-01,1.524350151405513714e+02,2.432367454124270689e-01,2.416600220238036834e-01
5.038097884719759320e-03,4.806922975158344769e-01,9.747376464306589661e-02,2.594327342864372099e+02,1.747218146312670140e-01,1.753815178595866109e-01
7.132164704153705261e-04,3.485806249747149255e-01,1.479579398725561212e-03,2.164685270582063197e+02,1.330617631504174558e-01,1.312897979788466840e-01
2.690110743832272583e-03,3.851574703805640820e-01,2.056159998576654324e-01,7.899520961362421190e+01,1.643831135600765936e-01,1.654526196941499272e-01
3.083489272061596363e-03,4.024690406420998734e-01,1.298331962862429023e-01,1.490837408661473091e+02,1.650928886067733192e-01,1.658699425559764240e-01
6.966440606294997673e-03,4.788970395759897247e-01,4.699050488392399472e-01,5.108195179323745947e+02,1.859503586140474618e-01,1.884840176501173803e-01
2.347472904472185703e-03,3.493553756148029543e-01,2.396216149037006526e-01,1.934128861055517916e+02,1.611695997450875995e-01,1.655035859032346623e-01
3.133052538441856959e-03,3.530894949837588559e-01,5.794945338726970041e-02,3.895813708712884704e+02,1.686709372398922380e-01,1.743687454901541034e-01
4.260098902968867569e-03,1.675536651990551795e-01,4.289561324752058091e-01,9.947697851167315548e+02,2.115260749633162685e-01,2.142277442490818085e-01
6.428195451879676735e-04,4.626415133998486584e-01,5.792480793822929463e-02,5.496392523148614373e+01,1.302047689047596823e-01,1.278853682622064225e-01
5.919347879468789828e-04,3.954261168630157641e-01,1.304457485797964611e-01,5.713170109221011472e+01,1.323509439909681118e-01,1.315425452049650556e-01
5.476694152601813614e-04,4.742404468095551828e-01,2.350490356473008968e-01,7.041517379524652824e+02,1.255849066270912362e-01,1.260801989131138390e-01
6.885986181668107180e-04,3.356239998863069784e-01,1.060468881008935771e-01,2.949039873515155818e+02,1.335414971494227332e-01,1.376777521574153729e-01
1.074886335745019617e-03,1.541792529431172953e-01,2.449071766010769702e-01,6.014190841655187114e+02,1.617770613716632000e-01,1.631303020368575496e-01
5.779931225499862794e-04,3.380496609751152404e-01,3.266937197091820955e-01,2.204341578177076428e+02,1.326740792044694417e-01,1.350808240136750216e-01
2.985139201726954086e-03,2.994052616428962699e-01,4.441937920076594049e-02,1.320995655058880232e+02,1.750752412698523830e-01,1.747273375066287771e-01
2.776741168664855191e-03,1.308188188893885662e-01,5.160443747502130307e-02,3.512371554583578472e+02,2.085034915825561552e-01,2.096840605751774944e-01
1.955770313867341310e-03,1.885867145581230919e-01,4.153531792917516396e-01,1.234498966504939830e+02,1.786690279428169992e-01,1.801054124547574742e-01
5.135862426788701755e-04,4.876751875887528342e-01,4.522228753545362578e-01,8.869746344290376783e+02,1.262052091447927460e-01,1.252925921538665666e-01
2.368330728240247273e-03,4.935787696077254538e-01,1.500993257768163947e-01,1.515092899828239581e+02,1.515898567073370728e-01,1.531445126346457630e-01
7.300949989809024827e-04,2.913461641283764947e-01,3.919201530569030312e-01,1.126956767780546613e+02,1.411634282368103566e-01,1.433050494242628925e-01
5.077064099914174646e-04,2.202550890676936990e-01,1.045268450022784901e-03,8.433397424076400739e+01,1.393730846474709739e-01,1.390563531779593354e-01
5.431074029648966586e-03,3.738882333791644919e-01,1.020625113464955769e-01,5.834275760398325161e+01,1.929101603010549282e-01,1.949464533692925883e-01
7.651681563141473144e-03,6.629615482644277136e-02,4.505297617823948997e-01,1.774208086141227625e+02,3.341833935572673386e-01,3.374793029779075693e-01
6.209557033693008116e-04,4.695097479442060795e-01,2.731284801384200600e-01,9.570374761243202499e+01,1.295611427234706070e-01,1.296937426004242389e-01
3.600363614366821827e-03,2.479715667129833712e-01,1.855313122149131466e-01,7.964424388017921501e+02,1.871008349774863633e-01,1.871014793330398052e-01
5.865402930446443012e-04,8.573737166034391122e-02,3.424980209253901120e-01,1.436376130151506061e+02,1.699619674850317008e-01,1.693427328949788091e-01
2.860322741025984709e-03,2.324994845922679909e-01,3.862926347356565593e-01,1.046713346373721549e+02,1.846357949261606679e-01,1.833971760121087258e-01
3.241139700739069287e-03,3.890767122993200600e-01,3.283013570735131559e-01,1.427689956365972819e+02,1.682505317985662774e-01,1.685628340918576273e-01
2.899692744841124263e-03,5.932015224422268473e-02,3.356455798392580236e-01,6.484485693018665415e+02,2.565557353013975250e-01,2.557320815977431883e-01
9.713598500736990438e-03,4.480022368509853914e-01,3.778019112679591451e-01,4.852228801406946559e+02,2.039888182089183710e-01,2.033648568921177235e-01
3.143032140070146484e-03,2.146692820247543265e-01,1.657600304370443478e-01,9.412716462123427164e+02,1.875198579736919169e-01,1.859728754253712757e-01
8.224596932456895802e-04,2.662439512636075589e-01,1.802064885998843624e-01,3.419281063681687556e+02,1.416122311859014382e-01,1.385401349859861631e-01
8.176830204217727313e-03,1.944895465259037226e-01,7.380821800118675391e-04,1.679327574856721128e+02,2.557043797260019624e-01,2.538298915425493685e-01
1.224595659964229730e-03,3.172331128415793455e-01,4.634196004489734011e-01,1.000877151407667327e+02,1.502038904049972923e-01,1.508618852649114550e-01
2.516398660664906882e-03,2.079943724493654167e-01,9.041511080783010135e-02,5.424126514936972399e+02,1.803562945807423989e-01,1.779900178328887583e-01
1.826759297599220505e-03,1.963715755544326869e-01,2.714622200444333777e-01,1.859517569109480633e+02,1.729622043908601303e-01,1.716662566037188975e-01
5.604817316032178511e-03,2.888517907550092190e-01,4.490133062986825796e-01,1.804463056966906436e+02,2.002168024432992299e-01,2.035011226971993881e-01
6.430733177665736615e-04,2.307860431851374017e-01,1.346787624876742973e-01,2.245981049896009267e+02,1.401916682781246537e-01,1.424446998070790227e-01
1.503991957195879728e-03,4.439427295668755824e-01,4.618427540359915096e-02,4.360063840659130392e+02,1.420701051346212052e-01,1.406832730298919476e-01
1.883459151671773102e-03,2.029610819756529905e-01,4.894054713316479122e-01,1.406707122988781578e+02,1.739745833474926340e-01,1.751813422010432553e-01
2.993803656804903176e-03,1.048985442196586765e-01,4.159844896028295769e-01,2.254890456352293313e+02,2.231337463721256575e-01,2.218331744831113506e-01
7.589015435378599662e-03,3.579856127732623516e-01,3.179126910728601874e-01,1.456279866631081177e+02,2.055331274181484980e-01,2.087883057513434948e-01
1.233752722522236554e-03,3.945307135970347878e-01,3.824175171691088226e-01,8.369633054461636448e+02,1.422370795812074873e-01,1.410656921905323602e-01
1.407743722316299583e-03,4.710732026289553565e-01,3.098034933655619549e-01,1.304854258437339070e+02,1.423512014248852764e-01,1.425146348256070561e-01
3.743433594166534553e-03,2.203602092746762553e-01,1.591895052453491943e-01,5.380142225539119636e+02,1.946552487557303701e-01,1.974248659882298362e-01
9.350393166106870258e-04,2.525184830265114200e-01,2.970187529504809132e-01,1.373837271422312369e+02,1.480619538622508502e-01,1.464062003432782533e-01
2.303257350079725586e-03,3.795757176545188627e-01,4.589327778131274682e-01,3.986583426800289658e+02,1.580787086171674127e-01,1.606877770324447174e-01
1.302976866689463647e-03,2.445691716452631503e-01,6.348241379954672192e-02,1.264986936332695251e+02,1.561071937827481770e-01,1.544722911036053026e-01
3.239571677088764513e-03,4.987999686355952811e-01,1.931690229713672324e-01,1.804119565168515180e+02,1.596098147492785724e-01,1.600862062390192853e-01
2.846480383291876293e-03,2.654787403921629596e-01,4.979491303014725867e-01,6.552227265153832150e+02,1.750300453020240954e-01,1.744388159163328955e-01
3.902657085859373345e-03,1.284791481268226510e-01,4.893025516901310934e-01,7.840095660781067011e+01,2.337764878268080715e-01,2.335994777536009592e-01
1.811414128173108535e-03,4.054287319372355536e-01,4.203453913524241026e-02,6.417765605572783727e+01,1.521368917921088471e-01,1.524570723921665760e-01
1.006817977543672006e-03,9.848224126209872975e-02,6.257288010905098785e-02,4.497728647759370801e+02,1.756596829890702816e-01,1.755109942049532801e-01
5.223815681946089150e-04,2.066677872317738696e-01,3.223886931685337465e-01,8.109606763004649110e+01,1.439759829770263511e-01,1.419413161587791405e-01
3.031570080273473990e-03,1.265681193084234046e-01,1.060469349751279600e-01,7.139985565509869048e+01,2.275814757380342501e-01,2.293146353848513341e-01
9.805295187319356103e-04,3.991081919774811526e-01,9.821124183641077865e-02,1.227225132286220202e+02,1.377037634322839099e-01,1.391448420901814642e-01
5.072816280929611562e-04,4.235873685555416879e-01,4.104657056493239420e-01,1.246970844849328586e+02,1.290739990395094738e-01,1.316536720879757649e-01
1.537778018731487343e-03,3.912079097490194779e-01,4.188420772420040628e-01,8.403342061822804681e+02,1.471379135053426379e-01,1.499078098190012032e-01
1.136641920430463268e-03,2.430285964172819724e-01,1.341923968215634200e-01,6.262029379899769310e+02,1.501025140476119624e-01,1.474145783950615574e-01
3.865717333391274942e-03,3.961072321187358858e-01,4.989415137294263558e-01,1.009426159919902233e+02,1.743512521372974633e-01,1.769222747103945947e-01
1.220141008019262662e-03,4.567780294121411844e-01,3.232742524076468449e-01,3.407070068293896270e+02,1.392572557095547725e-01,1.418527250571157694e-01
1.504203233471177684e-03,1.963154567873774403e-01,2.076289518872432294e-01,8.101052524206023975e+01,1.708847407054038814e-01,1.698202543182886770e-01
4.373228369938213581e-03,2.042933281002874413e-01,4.240998995537565985e-01,7.628344721228933167e+02,2.031848304837097774e-01,2.052596396954497193e-01
3.767602740357625137e-03,4.320771750645429066e-01,1.313266466235930019e-01,4.437623672145257956e+02,1.679004591909853406e-01,1.708369215341762337e-01
8.092564884177947662e-04,4.336773883754399539e-01,4.787714026026168579e-01,8.310796533735044989e+01,1.366416520587267203e-01,1.355639810517159649e-01
2.900209874422722111e-03,1.997818812376117026e-01,4.349173544312870399e-01,7.176315294403795519e+01,1.947479076147418942e-01,1.919903889162949961e-01
8.177400295129524585e-03,3.219724326861272412e-01,4.946819840393392731e-01,1.393387354021264173e+02,2.129727489628908954e-01,2.122536759104708681e-01
7.621915706354479188e-03,3.256601627389725251e-01,3.572988927495795441e-01,8.930686011255952508e+02,2.078157989534128169e-01,2.134012130822375009e-01
6.368574746276232761e-03,5.870619482112501841e-02,1.442000583820700066e-01,3.255841841717880811e+02,3.474472249938725943e-01,3.479197458994731651e-01
1.163799365573043275e-03,3.202826338558780739e-01,4.061786681737926674e-01,1.079029434565804735e+02,1.482995668111505017e-01,1.458711479076615636e-01
8.859806996265489829e-03,4.506499966834270898e-01,1.437702446858372118e-01,6.791314509218191233e+02,2.010782751812160429e-01,2.005723806364020367e-01
9.093267976954670954e-04,4.129843010028284578e-01,2.113591327825558586e-01,9.657389064059657358e+01,1.370599394985928532e-01,1.350718350693995429e-01
1.666587469316147983e-03,4.140484953276025171e-01,3.451938416785249042e-01,9.676786334474138584e+01,1.497340004852279749e-01,1.489354392935945959e-01
7.038205901778708416e-04,4.569002943939217132e-01,4.151239612562701575e-02,4.802711986440452279e+02,1.280445127801682070e-01,1.282348010172818797e-01
2.721744258690778767e-03,3.292073481051711048e-01,4.533258665790710351e-01,6.691146477430409050e+02,1.665418170131534314e-01,1.614186230032697011e-01
4.356746031917818097e-03,4.099866580128349591e-01,4.743941748039539608e-01,9.334509947422827736e+02,1.743417726962580294e-01,1.750625742592167855e-01
3.922857787334341033e-03,4.828103022892025198e-01,4.693022085021282819e-01,5.594955458999392306e+01,1.700419143595784943e-01,1.728712536336413641e-01
5.108827749255095496e-04,4.232840991650625995e-01,4.286576819631435775e-01,6.722096224714848631e+02,1.277557883576543873e-01,1.273610507469613851e-01
9.488362034133779321e-03,3.125262247602109134e-01,2.774291606144893563e-01,5.361980608232152008e+02,2.235163893602229168e-01,2.227509995144129895e-01
1.265616292345355613e-03,2.227135609445842213e-01,1.186080615711068154e-01,5.819187314994459257e+02,1.552168532787449595e-01,1.574040341705746360e-01
4.608233361631333160e-03,3.070808986248659833e-01,2.985606531150736265e-02,8.687345966150082859e+02,1.890002392119051744e-01,1.864669619597862371e-01
8.026160256780802416e-03,4.238598017860000788e-01,2.822468312137421664e-02,5.296479578090887230e+01,2.058923185493681807e-01,2.034005381871510365e-01
5.175955873478687262e-03,4.825467823797955358e-01,2.335294236132621215e-01,1.543984175436399653e+02,1.761891736649851548e-01,1.734081015395921022e-01
2.397295199220736504e-03,1.010385096477940947e-01,3.007736184044177974e-01,1.396824521713166405e+02,2.188825795039661404e-01,2.185678235902348276e-01
2.510620632436657163e-03,3.476227321547449289e-01,2.363084570947004970e-02,3.546739589471044951e+02,1.619621512756400095e-01,1.627502052308744118e-01
7.691716599519525955e-04,2.802288557073268072e-01,3.439808029453076954e-01,3.105237316184017118e+02,1.404417387952413832e-01,1.402605929071216451e-01
1.570573918550136365e-03,1.721715648901133988e-01,3.512221177258838534e-01,8.054381254289087337e+02,1.698448015005254441e-01,1.709443539471216245e-01
5.875837089839773715e-03,1.461387575874749656e-01,3.249241437203392313e-01,1.899878294037831381e+02,2.448319805231824187e-01,2.464934749231073308e-01
3.847779427683623282e-03,4.223866592137272558e-01,2.121537770492199493e-01,2.339789535598852694e+02,1.700554551716909057e-01,1.710486257062339421e-01
3.649503378473369954e-03,1.400628131504618179e-01,2.460392077819218981e-01,6.077439051786296886e+02,2.160843122318986675e-01,2.144670046188161538e-01
3.850626833990284173e-03,4.595604517654981458e-01,4.537039709483935979e-01,1.115073075563604448e+02,1.687992348917130569e-01,1.682630595134403939e-01
1.424735846695842452e-03,3.472050433464975439e-01,1.639876314521102607e-01,8.121854961294161512e+01,1.503812471977745424e-01,1.528777415881953927e-01
9.424179766850743906e-03,1.186645260364268678e-01,2.205339640579006555e-01,5.944745331116037050e+02,3.006324068839632546e-01,2.985390336975159986e-01
1.369317473197451595e-03,3.948555020784925151e-01,3.806316970164060343e-01,5.658968388257167703e+01,1.489310738556178237e-01,1.484242264466459349e-01
8.758550283782973612e-04,2.819828815936222810e-01,1.576568924126140470e-01,1.734903034436336782e+02,1.426113993579286032e-01,1.417768517305989240e-01
3.706742048071496286e-03,2.979895663664831051e-01,1.270075114963337137e-01,3.733873764976957546e+02,1.814116388750345588e-01,1.810514615571125752e-01
8.300301862641161574e-04,4.280838872601545053e-01,4.185490603679632438e-01,8.327788289706018077e+01,1.368138878735404573e-01,1.346625508900766155e-01
9.286019655234952624e-03,4.924718557764235505e-01,1.138974435115374662e-01,5.884416791915258500e+02,1.992611319424617555e-01,1.965624649372871291e-01
2.803761309153475056e-03,2.203320572591452864e-01,3.062842604555170434e-01,7.148425954095871759e+01,1.890437988042325546e-01,1.941557267637315232e-01
7.166019896434240458e-04,3.684445172369689714e-01,4.599755907801029164e-01,1.101667255481170287e+02,1.368113594294706747e-01,1.387031615996460188e-01
5.366589754469597209e-04,9.600498668706072825e-02,8.653266193789155292e-02,7.465984557415551990e+02,1.553719236754251276e-01,1.539466892054703884e-01
3.028010081877621253e-03,2.838872401826886271e-01,4.899681248836977865e-01,8.239713830482013179e+01,1.795780154182800847e-01,1.794600854653971012e-01
5.672934736556837576e-04,2.881237855026116401e-01,4.488819142084905511e-01,1.719938105072107533e+02,1.364494064558712527e-01,1.378028234864578372e-01
5.850592181769428447e-04,7.932562426608918971e-02,2.779119897952109230e-01,4.587609289005534947e+02,1.655544706310615732e-01,1.648671486732982139e-01
1.720166548798008959e-03,2.446996322498885545e-01,3.654423103029422193e-01,2.263123554264233235e+02,1.632132668292319844e-01,1.644463139611383740e-01
1.915170608161243264e-03,3.864746663748314659e-01,3.387257518416004198e-01,7.564430047609353096e+02,1.520992288481921584e-01,1.508686594615718801e-01
5.990667660567294307e-03,6.868417489575058543e-02,6.955563177939771968e-03,6.575006416605314996e+01,3.633427419364554378e-01,3.626256836368159653e-01
7.367446493572900584e-04,1.887035802144721441e-01,2.419405475568887631e-01,5.720228525602218639e+01,1.560729359295681684e-01,1.559033984178853638e-01
6.740568148076753717e-03,3.512899722571799499e-01,4.803125312276411152e-01,5.762169727707675975e+02,1.974968831555507232e-01,1.965818921340365399e-01
1.682247587166786108e-03,9.803477687468761803e-02,2.213376449721434769e-01,6.317535894418684705e+01,2.157615880959656285e-01,2.108559431147172814e-01
6.437584295637167192e-03,3.944043714360355168e-01,1.595755461002253406e-01,7.257810041473746310e+01,1.964355569408668400e-01,1.964778611089264826e-01
7.868203745298613669e-04,2.675105520395180125e-01,3.305446633412972846e-01,5.298686479778481129e+01,1.480995293712078220e-01,1.486227734026644709e-01
5.774442786557808325e-04,4.792397330477198292e-01,1.595813524027933639e-01,9.263283425635385981e+01,1.274479629217368237e-01,1.284003558587267224e-01
1.844984351621626164e-03,3.494854507313728265e-01,3.580496899917970932e-01,9.242289170899107376e+01,1.569549790343367501e-01,1.549670090177400483e-01
9.539838364999556107e-04,2.901694135213279679e-01,1.305917356107024752e-01,9.497748818460167968e+02,1.417749435469466135e-01,1.424634382781387043e-01
2.095034430247909741e-03,4.529333516346922273e-01,1.467605282972886949e-01,1.820786910516091552e+02,1.505231138053953199e-01,1.509545149791757523e-01
5.835394559808762538e-03,3.000347214021816811e-01,2.162088500561320514e-01,3.269607902633009076e+02,2.009348148387073429e-01,1.973971790958941874e-01
7.094787735513998633e-03,1.822459043807126977e-01,4.502681856220929202e-01,1.282320956485715726e+02,2.406761176865051255e-01,2.362722470755866111e-01
6.485130164585057580e-04,3.188496526405673048e-01,1.044203627810108559e-01,1.816672934597459061e+02,1.341304967123571890e-01,1.350834378816290759e-01
1.080069317763338770e-03,1.499371350784121926e-01,3.848419278212947825e-01,5.128084606812439006e+02,1.633578752547144020e-01,1.614495045823765851e-01
1.246244167990427426e-03,2.459033962153118202e-01,3.456238083348211476e-01,6.618007172329805599e+02,1.529957757077768932e-01,1.550001883634632704e-01
8.429997416160310477e-04,2.318382022340525483e-01,2.326443123017498116e-01,5.863471671887174352e+02,1.449101413359127344e-01,1.491908839285744637e-01
2.025760030784885205e-03,4.960986648988205405e-01,3.162521838363228643e-01,4.412214516580696113e+02,1.475985633346318660e-01,1.464331095226997503e-01
5.870662912042473678e-04,2.907791619482518741e-01,4.240049899465747618e-02,1.411342566460684793e+02,1.342890072117064182e-01,1.329102176988851414e-01
9.028918195374971770e-04,1.792963243833642362e-01,3.168971456186962521e-01,2.392977842377674449e+02,1.546982499242939846e-01,1.546748576741254766e-01
6.077206549054322551e-04,1.522439649660663474e-01,2.157591293066468685e-02,1.551525267068585094e+02,1.497255079371100639e-01,1.510750012908808060e-01
1.965408644389730463e-03,4.144969612689993199e-01,1.755104115457782887e-01,3.815482646963488378e+02,1.506067829427484295e-01,1.483351845155288229e-01
8.354538538197472594e-03,3.379348543226005086e-01,3.992661217783435301e-01,6.741173572939137557e+02,2.102376668795716830e-01,2.127286102047886152e-01
7.910443359708436723e-04,5.794205596533638647e-02,4.025163619614332555e-01,6.955428032047683473e+01,2.159512887251379409e-01,2.179337318803637735e-01
7.131290286491481778e-03,2.472937566783329766e-01,3.240078452404954179e-01,6.185976924500391050e+01,2.286185564381515711e-01,2.299407693948349873e-01
1.287623867996070311e-03,8.431615314423793195e-02,4.165318022632137906e-01,1.146753217674538377e+02,2.014365662998033879e-01,2.003568843393560561e-01
4.688234784563985284e-03,3.932030808162085278e-01,3.295730308158388855e-01,7.599773166631542836e+02,1.786655747557231166e-01,1.804981789474111586e-01
6.240978743909452592e-03,4.743052393041797821e-01,3.430024709945602157e-01,9.248966832038348684e+01,1.849257677301391622e-01,1.866401934502001370e-01
3.063007352302755081e-03,4.249210136854839059e-01,2.794785093275404808e-01,7.502774199231957937e+02,1.619258469976350978e-01,1.595239052010652137e-01
4.312640192169921866e-03,1.533797811703372649e-01,3.549453811526762648e-01,7.114072980633638110e+01,2.305589195926055768e-01,2.347392881912893636e-01
3.321838473397545257e-03,1.321030027359303416e-01,7.059786704991721784e-02,9.435629631309782326e+02,2.158044241568690680e-01,2.152033694914064488e-01
8.122472892124961083e-03,4.168773689696826379e-01,3.595392881920693728e-01,6.377408580809193239e+01,2.036951604292504825e-01,2.044335323776817481e-01
5.153837426619917866e-03,4.921240322585980209e-01,8.271449159103844151e-02,6.516835341684899277e+02,1.740744412153666654e-01,1.730261303420878860e-01
1.760936350921009971e-03,7.055716184590056506e-02,1.369892967401849515e-01,2.289100103262236132e+02,2.224499582830202771e-01,2.232197518260926328e-01
1.195374687347102761e-03,6.336747838028337909e-02,9.710652520469281734e-02,7.675971977804744029e+02,2.018052525117087492e-01,2.041254173468930455e-01
7.998648316638098249e-04,4.046199354459838471e-01,3.313898185884901482e-01,6.716836359356860839e+02,1.339098879640816531e-01,1.322951506481025441e-01
2.318843489765267524e-03,3.351092452465543881e-01,2.379971158796206909e-01,1.265242263947269663e+02,1.630775084957678256e-01,1.597666567605094956e-01
9.933080244040996560e-04,4.979670564748067685e-01,6.271479144577257747e-02,3.359220316614413377e+02,1.323332112423082629e-01,1.314332402690381874e-01
1.010476640455403941e-03,3.158617505358037314e-01,4.273351673024276542e-01,2.407038921348793963e+02,1.440751812730973469e-01,1.414630892472420465e-01
7.023303704363183068e-03,2.768409679762571241e-01,2.893770592166998723e-01,7.649646102582141793e+02,2.130223406122893626e-01,2.115051951578068579e-01
4.067808917676518123e-03,3.135874284361246933e-01,2.368887084141437782e-01,8.596896800085855261e+01,1.865228922543931689e-01,1.862699262439320436e-01
2.516689658365573769e-03,4.036853059559423196e-01,5.361639925681543906e-02,2.500861059883210089e+02,1.578408850207629610e-01,1.577125702154564268e-01
6.250444470824699505e-03,4.534888768385803570e-01,8.640539593193280465e-02,5.667031441815474579e+01,1.897397134203457625e-01,1.923211713463962025e-01
