a,psi,theta_obs,q,Prad,Prad_noisy
7.936163190847638077e+20,9.597791475183881094e-01,5.867505791785345703e-01,8.081801187077630190e-19,3.854035430922145260e-10,3.854071617710199857e-10
1.980869969228447744e+20,1.004903820488424193e+00,7.312983719626007240e-01,9.510733043755694140e-19,1.610732928362080867e-11,1.624414645348094846e-11
9.513376907983857910e+20,7.865015621782570632e-01,2.588529004196071237e-01,1.945229302602613515e-19,7.515635016076397552e-11,7.533404362589002416e-11
7.071136773548424561e+20,9.530899397919141425e-01,7.053942373668244947e-01,7.394270597493813362e-19,1.922693404187427940e-10,1.921998810829877949e-10
1.562461858590114447e+20,8.373863969820258824e-01,2.760927294664158316e-01,1.976826799497252649e-19,3.058186052114091144e-13,1.877902140264503167e-13
8.536927938931153961e+20,3.329316676603737979e-01,3.557582270964189108e-01,6.696689372643858088e-19,5.021201471600319782e-10,5.019417626122123947e-10
9.747133632048030024e+20,2.664433976474046561e-01,1.377966669709958847e+00,9.529828571647515841e-19,3.459439790874878218e-09,3.459568663191750533e-09
8.539728780434205573e+20,8.056421243698038692e-01,1.655745722687575472e-01,9.627558022181711702e-19,8.504086871234235014e-10,8.503950877003348367e-10
1.088063913650129306e+20,8.330575525160011097e-01,2.100691931043630334e-01,8.537885091963192056e-19,2.850559916233325278e-12,2.780812224832954565e-12
5.257800173611494277e+20,1.169437832608049677e+00,4.167897098297391745e-01,9.593880143529042775e-19,1.003496541411796344e-10,1.003395101405160666e-10
6.302563965634778235e+20,1.126391971882394927e+00,1.122885234201723925e+00,7.738650611235723350e-19,1.306020604498780672e-10,1.303411696026171371e-10
8.991988243323655291e+20,1.117270123474403798e+00,9.090871853088715593e-01,3.502914985243151478e-19,1.398425492940062752e-10,1.396648859914378555e-10
5.524844368733371761e+20,9.471806899003207825e-01,1.335267743468140811e+00,3.294015910345401766e-19,1.793733907766235942e-11,1.802571930634963110e-11
1.695914338441604628e+20,5.526993399766716442e-01,9.939099828970627826e-01,7.212466570479761966e-19,2.052118922686050498e-11,2.055559248224570218e-11
9.401729545324324454e+20,1.034246762341665821e-01,3.053320616578412694e-01,5.544031705277849249e-19,7.194130430501694663e-10,7.194228509994786759e-10
9.565622180347276165e+20,1.256422583479814614e+00,2.413157588479956650e-01,5.216447763888348853e-19,4.296684433904445912e-10,4.295630746994021636e-10
5.375459935125787771e+20,1.032926166934575507e+00,1.071946528680917998e+00,5.710900138438706892e-19,4.503367630043567003e-11,4.508721080532288316e-11
1.480984628349967729e+20,1.309335184712802969e+00,8.105980613250748368e-01,7.320030876356980290e-19,3.905596062219300205e-12,4.078186594772699640e-12
8.550016112482064794e+20,1.023246767285381997e+00,1.227391689663549945e+00,1.305673542827915140e-19,1.550513129566069506e-11,1.537740447206378150e-11
7.675054087969182843e+20,1.133415591063045014e-01,1.155495484808419793e+00,7.107853567386859824e-19,4.106835575243468197e-10,4.106797412114850569e-10
9.741106718208288358e+20,2.526402631776348273e-01,7.513991816242756583e-01,3.100784791980717799e-19,3.274033999201071997e-10,3.273545815472708493e-10
1.065823250836594524e+20,3.333994354327300957e-01,8.777004134785392209e-01,9.370867349981922247e-19,3.088372472006331976e-11,3.091448590354227287e-11
4.919450045680871670e+20,5.473186224965823632e-01,1.079936058098633467e+00,8.454296228172191074e-19,1.091507359259560042e-10,1.091467934046065264e-10
3.554221587691333222e+20,7.480955190243848696e-01,3.577334391099105115e-01,5.177233551440677751e-19,1.130896249939264722e-11,1.128890050387751169e-11
1.969345861149980754e+20,4.049770522134510387e-01,1.882484086939489598e-01,7.261759432483929528e-19,6.004748057125560302e-12,5.911166522449828180e-12
7.616211424057868943e+20,1.395768181659879037e+00,1.228533853033335482e-01,2.070526922918453153e-19,1.763364389179034693e-11,1.762668536637163546e-11
4.070934247393577533e+20,1.372487861409499299e-01,3.569825191476379000e-01,4.930252745467255527e-19,1.593449450610329405e-11,1.586766539015784535e-11
1.350722252090421576e+20,6.628050986512473708e-01,3.661906965659499358e-01,4.128230419491798212e-19,1.568705581200908326e-12,1.548665923290765130e-12
2.202641251537644421e+20,6.119398252996510745e-01,3.298421139291054516e-01,8.356666427911305281e-19,1.169039039399791412e-11,1.167863901626369061e-11
8.254002675049301279e+20,1.080902941728650646e+00,7.896106032968776001e-01,9.322400661790805984e-19,6.055958532219052727e-10,6.056558827738703665e-10
6.452839161904420618e+20,6.854800760538553028e-01,1.132421083368137404e+00,8.623017859804099785e-19,2.334572392655451424e-10,2.333936075323892389e-10
2.935455626562532475e+20,2.292378926622845869e-01,7.684999441213166138e-01,1.287015393929919561e-19,9.493429040290963245e-13,9.116008836853592464e-13
7.264380052015960556e+20,5.441912931423953381e-01,4.676825393218058124e-01,1.449268769725317393e-19,9.360251753466197389e-12,9.462048443643308005e-12
2.173643143414935060e+20,9.850312432331902457e-01,1.185017125791479664e+00,7.549725432781476041e-19,1.650448154494279712e-11,1.647724882538082784e-11
7.058689817517808681e+20,1.220621753737296311e+00,4.830720118037707955e-01,9.603766642017471926e-19,2.839602328817704996e-10,2.839286364597202916e-10
6.895362298804250870e+20,1.260684342694655014e+00,5.814842260774003568e-01,7.961094090466413569e-19,1.762241234688298366e-10,1.763051504835706018e-10
1.049731583793361551e+20,4.434648820702595806e-01,3.440077067864837357e-01,6.706065771006144338e-19,3.699985839470409943e-12,3.721838457961237909e-12
5.603639263739022541e+20,1.257234472963340011e+00,4.484516875056681062e-01,8.477832249864152718e-19,9.427476527582073106e-11,9.427848953820882333e-11
7.536838887394034319e+20,1.300084476821218082e+00,1.310247895567774878e-01,1.908171355537335831e-19,1.450822717363774849e-11,1.452484672215449786e-11
7.826803656608312197e+20,6.976649714724522111e-01,1.051377059645954404e+00,7.013992078043751799e-19,3.395549080470244900e-10,3.394256060164372107e-10
7.351375053043614351e+20,6.565602121831778382e-01,1.481140203556422785e-01,2.956794842957474722e-19,3.747038119789636460e-11,3.751120156279542307e-11
8.965410524838263521e+20,5.974026503548904854e-01,6.682490535699984191e-01,7.167205219094437730e-19,7.716417035080714879e-10,7.717690833047918429e-10
7.805870564250825523e+20,9.670206285949831670e-01,8.305590894203015440e-01,5.644717915770423561e-19,1.779049819943777514e-10,1.779579736388185701e-10
9.297909100247314596e+20,1.373811050917898680e+00,6.018470263891981809e-01,4.905285108070243929e-19,2.991255587197006024e-10,2.989649410136180779e-10
4.733263032239025684e+20,1.018211962077595789e+00,1.199934604497417956e+00,7.405291671493470572e-19,5.566279834984137491e-11,5.568632437960740798e-11
1.307448879986391941e+20,7.657046271649090574e-01,6.120368256562044307e-01,8.287034175447563589e-19,1.004861225716222615e-11,9.953339765319665181e-12
2.629030735064948408e+20,4.837212288526188120e-01,4.794886716748288924e-01,4.992503432024511228e-19,7.419578161909157496e-12,7.392244199372930467e-12
3.590040532474529055e+20,1.323781534838222695e+00,1.269063530983082444e+00,1.609452511618120454e-19,1.061094262756991963e-12,1.069485234766095775e-12
1.376124524229922652e+20,8.987613380982283351e-01,6.794077473039271675e-01,2.609237164574459578e-19,9.492483084305400326e-13,8.255452561585825465e-13
1.973435876704436224e+20,1.210136340390270293e+00,1.321115695668676704e+00,2.701314394131566221e-19,1.235958402362527190e-12,1.365168946379327998e-12
5.669012090196140360e+20,8.162895538913023108e-01,9.781806380605450046e-01,7.347815335299543335e-19,9.842377696994174002e-11,9.841261080407804636e-11
3.272404448186999767e+20,4.505888458615953107e-01,8.591360553048594806e-01,3.636108482334741871e-19,8.760492043411385592e-12,8.835532682405441815e-12
3.569816214062210744e+20,1.139996547196822752e+00,5.184456117209932380e-01,3.229660559772480809e-19,4.155725756256753435e-12,4.215073742120837968e-12
7.673225739657771745e+20,1.366091575828327187e+00,7.216902283067760937e-01,6.612808284351991769e-19,1.884960548938450419e-10,1.886263905609759479e-10
8.692116708822372844e+20,5.705452973175126896e-01,1.402621517396961393e-01,4.621204422914207383e-19,2.420103715932084540e-10,2.421255484306364409e-10
8.758358274106289029e+20,1.118230895624392929e+00,1.393915674032316643e+00,1.922572602738856164e-19,3.652192183736233117e-11,3.637060581833384461e-11
4.335594376622999470e+20,5.935854910322200251e-01,1.358648982505465730e+00,6.865359005182175646e-19,5.849288271410351649e-11,5.849336380439996073e-11
7.386670659764035256e+20,1.140673930269676006e+00,5.249656119911403351e-01,2.855129964748583355e-19,3.139786539310653361e-11,3.118062484144229276e-11
8.670741696215723540e+20,3.584369921784857915e-01,5.549240766248482171e-01,2.707630558835941728e-19,9.459829007898769318e-11,9.454991238082287765e-11
2.358617860550320456e+20,1.040701019681351980e+00,8.689728327429800947e-01,2.127488367022603110e-19,1.081298648970950841e-12,1.149140917580333508e-12
2.804983007249119969e+20,1.295641495335206672e+00,1.085672592730722252e+00,9.610234672983507019e-19,2.256913057877937440e-11,2.265696024405943498e-11
6.831642637855598838e+20,5.272497799568601762e-01,6.500661189023373421e-01,1.228975815205352378e-19,5.481793375365497246e-12,5.607175971186942585e-12
3.389953239283784745e+20,1.483626286929067284e-01,8.367917477437973872e-01,6.054144675042760462e-19,2.796713223680970877e-11,2.792595447184473806e-11
2.734094384245684961e+20,1.321838418628930034e+00,2.933137695234512843e-01,2.290552126450544219e-19,1.026901625646760450e-12,1.055498033758547154e-12
4.307682045903157330e+20,8.301185492085995099e-01,1.043849972562880257e-01,5.136204131747934071e-19,1.629795424863442302e-11,1.630432161171761908e-11
1.143849224550089851e+20,4.124843478059853075e-01,3.903607190161066942e-01,3.755776633476867048e-19,1.483820125987004088e-12,1.607188807164599485e-12
4.944873488147033620e+20,1.543273504304929766e-01,7.565881650579642237e-01,5.183643220804419844e-19,3.969517334267875677e-11,3.985070334174747484e-11
1.425429479893040824e+20,5.480242302782787345e-01,9.289504661093508364e-01,8.101535497354033409e-19,2.239587783704704475e-11,2.235672450717908787e-11
3.202392235595477811e+20,8.384922158863773456e-01,5.953035462030604741e-01,6.360228008470852407e-19,1.573026767201398507e-11,1.610543116874062074e-11
2.957879807752045199e+20,7.697389563315502059e-01,9.482098682907541543e-01,7.151225484196954795e-19,2.466233231563496818e-11,2.465872824221702822e-11
3.965007104906107290e+20,5.096838560281395925e-01,1.363731004084573151e+00,8.063172700970278858e-19,7.341123118499316804e-11,7.337134234166373397e-11
2.128509608344628756e+20,8.997176815891334556e-01,8.236356618413585018e-01,3.204379080339353458e-19,2.549956482325777830e-12,2.606740486000499806e-12
5.240767747820109824e+20,1.103273596174745297e+00,6.937617744578522538e-01,8.243036816106159577e-19,7.802409600728884901e-11,7.809681524579463529e-11
7.190709789922041528e+20,6.259552685686078366e-01,7.587896817569377284e-01,5.591938815365528668e-19,1.404411866590328706e-10,1.404927480845090955e-10
4.050360311537728225e+20,1.042954282100645669e+00,3.070192348060937215e-01,9.300216346287234440e-19,4.571143738284977907e-11,4.564346971949869542e-11
9.344738969071744451e+20,1.320834695364028200e+00,6.183672173301301145e-01,5.681812196079309735e-19,4.231390359965257232e-10,4.232834160936774470e-10
8.737901909995248681e+20,2.281704487585032859e-01,5.697309221939542700e-01,2.739966571338174281e-19,1.059716984252169709e-10,1.059742808116064550e-10
3.754136218896431186e+20,3.740551955251897320e-01,2.473644736308758252e-01,4.349221583727121354e-19,9.066771891959631613e-12,9.217818908627837269e-12
1.350103631699287736e+20,9.280330450721371305e-01,4.387487937588178122e-01,9.362754595476141430e-19,7.235804287577721834e-12,7.372460473729134472e-12
7.913725306923013898e+20,1.043185976696605843e+00,9.770672109992682985e-01,5.580299183985618686e-19,1.811194057883332411e-10,1.809895202653998599e-10
3.160110816145808425e+20,1.239748865945468737e+00,6.966512492784286970e-01,2.540185458108893075e-19,1.947694175817100299e-12,1.847262863124015667e-12
3.989449365208764908e+20,5.117398335429497180e-01,1.086629887666588079e+00,9.975327425583779919e-19,1.019176565815097020e-10,1.018152332677286616e-10
6.214017037121515684e+20,1.166688166152472839e+00,4.056158248066442651e-01,2.771269850635217825e-19,1.457041450701671917e-11,1.459312226307585384e-11
9.989917091984466248e+20,1.377565611389638622e+00,1.501812179269658432e-01,1.168922105975113897e-19,2.866517421935116253e-11,2.866838563160124125e-11
3.697098099507926794e+20,2.830314888455566225e-01,3.566523205993989976e-01,4.162410295901205669e-19,8.896013316142089233e-12,8.920770840095488636e-12
5.216707026315951473e+20,1.322528142529031392e+00,5.836423444297987873e-01,8.334458883984416270e-19,7.243786425919810999e-11,7.235459317825982225e-11
6.647057945767753810e+20,1.236679818793850139e+00,2.405105623798067249e-01,3.225011308314810503e-19,2.479957637952653220e-11,2.484029111611807144e-11
7.150351412411915305e+20,4.963040471170446777e-01,9.307968172066214407e-01,2.258714396781653472e-19,2.502018831430659929e-11,2.515869877528342520e-11
2.909495651048203878e+20,8.989665086431399832e-01,7.094632561729973252e-01,6.620563999715474176e-19,1.503140477054903107e-11,1.489604529908445630e-11
6.357895727520321372e+20,9.004581447477340017e-01,6.386001762154044359e-01,1.743646635749464424e-19,7.106919449703051711e-12,7.085539925338294732e-12
5.896957986158468137e+20,2.599499357966305046e-01,5.830570231463367836e-01,5.835860437500825305e-19,7.439249881875591572e-11,7.441559939420624539e-11
6.927218765268480164e+20,5.862757385786883102e-01,1.250320837742788571e+00,4.199954161883102404e-19,7.842759246173504863e-11,7.841288740387701818e-11
2.034972775299241083e+20,5.410295685079150596e-01,1.053912004529938606e+00,1.476659436999865722e-19,1.019800129679176375e-12,9.983873852032868399e-13
2.136650643431893238e+20,1.114348695701628200e+00,1.085475316522181100e+00,3.724989370281185446e-19,2.932555384687576971e-12,3.107781783142104091e-12
9.779747413743616655e+20,1.351735173353834529e+00,1.086966513179862925e+00,7.011526705069142601e-19,8.894854370058929562e-10,8.896121437563714133e-10
8.391714080908362383e+20,1.653732812013170017e-01,4.407635647991681171e-01,5.293276377932546080e-19,2.966266708873656450e-10,2.967100103816982493e-10
8.448015835859497779e+20,1.180149790349519945e+00,4.961777890811313041e-01,9.182979600224633150e-19,6.253018783232661255e-10,6.252241583669269508e-10
9.406939672908163973e+20,8.789749444733658823e-01,2.752610003026823016e-01,1.643474185383844361e-19,4.656253287199968137e-11,4.678509354399686651e-11
9.645829840161227407e+20,1.059907431893776231e+00,4.346513436297578803e-01,7.298611582492108134e-19,1.005168228435328861e-09,1.005202818701601013e-09
4.541387788899391242e+20,1.027393114116228690e+00,4.125527288359274181e-01,9.437286772081916718e-19,6.570759824289022091e-11,6.564830064860614942e-11
7.786604586131719455e+20,1.114172850054458541e+00,1.015974629907198779e+00,4.209769167764299396e-19,9.174728324396209232e-11,9.171204551581520924e-11
6.774580832999671071e+20,1.060912286029163099e+00,5.182570895589981852e-01,5.930732984228919090e-19,9.656170726588638712e-11,9.651127440397061911e-11
6.038652425152340951e+20,6.307074708833249055e-01,8.575953715796166277e-01,9.458789167865749986e-19,2.124248747181407442e-10,2.126355283825368657e-10
7.114135449893803131e+20,1.299465035720630768e+00,9.007497507618738020e-01,1.272248514071248783e-19,5.124664434248082233e-12,5.143783131815756511e-12
3.874901060120705761e+20,4.621741222149523542e-01,1.390788063808517105e-01,6.133475440327542974e-19,1.825888424715788888e-11,1.826381621545216303e-11
8.759608461418376724e+20,1.198766801614539412e+00,1.113835810070112675e+00,7.002409103212191214e-19,4.571975328914934711e-10,4.569808716755616636e-10
4.663200953868204114e+20,8.940457820425797841e-01,7.737029529819010598e-01,6.984127964359825014e-19,4.615828177587332148e-11,4.623066280110104811e-11
2.333608189394065490e+20,1.971960500854204046e-01,3.290346409310339615e-01,3.794528898566718584e-19,2.975217069242559037e-12,2.868067473534040138e-12
1.098827659124740260e+20,8.126208025445949001e-01,9.642912805666884468e-01,1.323728527687823297e-19,3.928015305174131529e-13,2.785058671427735597e-13
6.752703988592892969e+20,2.962630654198341040e-01,5.856891709852832806e-01,7.530827453542683289e-19,2.046836787194670157e-10,2.047436344892634249e-10
3.084685200684329206e+20,1.161014352530086668e+00,1.676130115139682353e-01,7.999347536816605089e-19,1.656466858819275198e-11,1.647702773647410664e-11
9.604590039173751112e+20,9.598229768334909373e-01,1.580325705571342665e-01,6.362906781025662546e-19,7.769683781029918321e-10,7.770506615980423884e-10
2.755040116708972298e+20,1.007640139832220783e+00,8.115196950307445034e-01,6.165861589022356100e-19,1.150072212054530596e-11,1.161161142934015493e-11
3.845614672464938271e+20,1.277132591084761959e+00,8.547715720985631371e-01,7.340194248812821117e-19,2.567290416115480659e-11,2.549266466910571938e-11
9.857185153600845251e+20,1.310307086718336844e+00,1.046571188890601301e+00,1.023941144228388918e-19,2.056774867112160529e-11,2.055283766763477430e-11
5.678691582613856584e+20,1.084961818206082285e+00,3.620791875640042567e-01,1.249451590491528050e-19,2.203842816974914672e-12,2.045161020083798975e-12
9.298221390604004229e+20,1.292030412468169187e+00,8.226526605778050616e-01,4.319536734749503687e-19,2.403149915419065056e-10,2.403074981436250356e-10
8.032939064458021437e+20,1.351479169975824624e+00,7.397950254222943611e-01,7.352430199219500634e-19,2.917233583200490406e-10,2.918132781178996461e-10
2.070691241225184543e+20,1.184100438271241673e+00,5.184021393949214129e-01,2.084129256738489641e-19,5.501878473383937789e-13,4.125051107478713499e-13
2.943850932823853957e+20,2.078542543350070937e-01,1.078253408078658993e+00,6.700840805573126806e-19,3.529120354538861040e-11,3.547011952646249900e-11
4.484598016664804393e+20,4.094066586583495759e-01,9.286828725868165879e-01,6.870049239726521788e-19,5.820482164920481419e-11,5.817235753531687540e-11
8.928606256504834621e+20,1.134734256191004542e+00,1.376954728597572730e+00,1.969630671689047733e-19,4.264913642310674929e-11,4.252937964310278355e-11
4.005894541107084001e+20,4.892965271709415198e-01,5.015239376549527339e-01,9.717538743749822749e-19,6.349587665263469620e-11,6.348194491743661028e-11
5.167738346988916572e+20,1.021942096608475792e+00,1.038524957795467385e+00,2.348012942108294380e-19,6.815608093284326583e-12,6.893285566056817127e-12
5.326889338173917757e+20,5.769481645282189541e-01,8.963949800387696065e-01,5.915017121711844816e-19,5.934290173781543097e-11,5.920360840821263877e-11
3.922797223922677842e+20,9.013136994894261900e-01,2.729097734645805629e-01,9.976166813953051596e-19,4.935238088439398798e-11,4.935095428827915558e-11
8.078367560348928573e+20,1.395244025933362053e+00,3.866694517933371156e-01,3.479194666763301627e-19,6.621154129301755313e-11,6.607256004339027817e-11
1.493440548095631032e+20,1.134619011998687421e+00,1.393593124606882672e+00,4.122649740270504776e-19,2.726840654414221563e-12,2.845595271566671768e-12
3.033191451223862804e+20,5.874343213826566101e-01,9.750889548238631521e-01,7.807652168979856102e-19,3.673542081448996861e-11,3.674920810377323040e-11
8.425766863833295749e+20,1.770002327015306187e-01,5.675464231476328170e-01,7.975717485875961819e-19,7.151595321334342657e-10,7.151152636480029720e-10
6.547075330637784678e+20,1.002288693298609257e+00,2.839111803837742198e-01,3.220608800460375552e-19,2.468587447194975358e-11,2.478762311938786019e-11
5.606423468054470328e+20,7.349100411872326877e-01,4.207495370728902007e-01,7.717293682086051891e-19,8.991227763385877649e-11,8.978161650789899171e-11
4.325571673865846784e+20,1.330537536640182594e+00,9.950733888592709908e-01,4.506134586342513917e-19,1.281211270352559762e-11,1.277094402416502217e-11
2.171256191135739412e+20,1.128994770571296602e+00,5.038564674170649127e-01,7.514598786950562092e-19,8.096173546154714661e-12,8.278925402855525535e-12
5.111058782830280704e+20,8.974452170775484294e-01,6.965391233630601198e-01,6.481510045762743512e-19,4.936695373600488672e-11,4.935264709795848198e-11
9.883850282311331348e+20,8.490488580691485376e-01,1.392299605338951807e+00,6.580397497077606731e-19,1.262304269453209080e-09,1.262438025546294920e-09
6.355796272860566651e+20,9.826382736784682326e-01,1.340372966973067292e+00,7.508571771173590392e-19,1.415559270643622075e-10,1.415735006593943533e-10
6.189214156674325545e+20,9.154814479836134167e-01,1.378100892632877494e+00,2.195665416758842792e-19,1.163783587482546657e-11,1.156587337865699316e-11
9.911067264607158272e+20,3.893508845760591530e-01,4.078645834442186091e-01,6.951996873150955345e-19,1.711730228937728488e-09,1.711703606800617123e-09
8.968630422298553221e+20,1.191182495332094415e+00,3.404365845742466923e-01,5.519756559643755578e-19,3.195793222284284652e-10,3.195850156325850839e-10
9.992793864506124534e+20,4.987929961525955358e-01,4.872044748217226884e-01,5.277366875575803873e-19,1.028300436062870663e-09,1.028257434691306301e-09
9.582700056054638838e+20,3.394999230744293328e-01,5.435755882318820120e-01,8.356137687990393922e-19,1.911707380001629671e-09,1.911622909828653671e-09
7.007471665647384003e+20,5.639105058588742558e-01,6.526809654441991793e-01,3.388876804816599732e-19,4.579232938046176601e-11,4.571209021265205166e-11
3.747809742944105267e+20,8.261663055870429595e-01,1.378538752164681025e+00,3.686670946864018174e-19,1.060720412594756310e-11,1.045675733227119389e-11
6.653288602244407624e+20,6.067396480487061705e-01,8.897426287383215504e-01,9.608186229449893010e-19,3.167265855015252285e-10,3.167354958285191203e-10
4.133888522323960791e+20,1.993494562758545974e-01,3.156040332057099551e-01,2.249766525138176663e-19,3.316616733069725847e-12,3.353824817560209838e-12
8.296925777127217562e+20,8.576854341648540991e-01,8.602206399823947303e-01,2.069786186479874349e-19,3.530294955224978433e-11,3.537567954245465910e-11
2.235704149681792942e+20,1.067577093193404103e+00,1.258059907482075079e+00,6.180357774786730791e-19,1.004484064658566441e-11,9.862082022012570450e-12
5.162917001306773914e+20,1.286520397730806398e+00,3.490466408566034184e-01,4.795956768427029681e-19,2.309818225112384009e-11,2.317656902327678276e-11
8.566984199321978143e+20,1.289692308207011917e-01,3.711441231983959588e-01,8.217956262885593654e-19,8.057067838484858510e-10,8.057028732412100200e-10
5.090608778096843162e+20,4.840364228312787898e-01,7.036485173199614751e-01,5.802185785447250469e-19,4.742050544691245350e-11,4.727544385172572711e-11
6.409160644778928374e+20,3.721002480153787761e-01,8.860603097562603780e-01,1.268001202382641519e-19,5.294747960202707662e-12,5.302331471447518297e-12
1.884546441862146949e+20,6.938303708600198627e-01,9.046412812193405095e-01,6.926906735100699225e-19,1.548383901528467306e-11,1.556309849640098011e-11
3.565944851108005151e+20,2.705752126765971211e-01,9.462666569208959544e-01,9.656109811594769894e-19,8.190375766275076843e-11,8.195379973586902467e-11
9.590367058189452575e+20,6.634917221420958411e-01,1.249647693538995519e+00,5.379714896435769205e-19,7.575437691845846816e-10,7.576141019083479594e-10
6.912455907992424940e+20,9.549704618129499778e-01,7.348208058589404956e-01,2.851286502019183704e-19,2.612259989012594273e-11,2.621493333363659879e-11
4.284452518524560343e+20,3.410887461407153820e-01,3.954256341588426871e-01,6.314435888659512624e-19,2.993704670393037460e-11,3.002444242941636721e-11
5.651930583692422676e+20,1.101446677209434899e+00,4.322281604115399967e-01,1.348605548100644344e-19,2.539483352521847016e-12,2.533738347636938782e-12
7.973817203201357906e+20,1.898199673774533247e-01,3.711175557607011566e-01,3.799405942524355611e-19,1.102825164353069359e-10,1.100720933744574779e-10
8.087233149521775821e+20,7.138587637822262355e-01,8.232105544000046793e-01,4.393924078337394246e-19,1.494769999566388665e-10,1.493988767993965396e-10
8.451711450811560100e+20,9.205816117167838764e-01,1.149450968617393043e+00,8.283803369095664501e-19,6.241107791134633770e-10,6.241442387273016101e-10
3.606784109177928417e+20,1.286064255948849766e+00,8.183274873880200806e-01,6.486858465282217281e-19,1.703943682045133434e-11,1.699034953831389032e-11
3.144753449182815846e+20,5.616014964086840644e-01,1.423039269025054288e-01,2.825706727602598482e-19,2.284010664936845466e-12,2.350448885767739314e-12
6.746576342493340631e+20,1.836863430676766162e-01,1.272204236504290153e-01,1.843404463989293948e-19,1.070198430039314915e-11,1.077966611089149199e-11
5.744805826379994235e+20,1.157077042906543118e+00,1.711323570648710657e-01,7.887966000285530641e-19,8.869415335277525678e-11,8.869688891390817472e-11
6.083980763482553057e+20,1.242864952045321214e+00,6.641393683296671346e-01,6.107772754484748372e-19,6.564054549942659628e-11,6.582646420966340967e-11
2.931534263836483912e+20,6.692193366093371898e-01,8.671147770782426933e-01,4.410065444687071695e-19,9.551059849135397352e-12,9.451506554980250107e-12
3.867617153488605676e+20,1.141005838855867260e+00,6.361714091477386201e-01,8.113075489848888196e-19,3.274723759375839716e-11,3.283834342701778024e-11
7.768478625096555561e+20,1.271120547254197763e+00,1.201380052909477358e+00,7.939069871877020497e-19,3.008134558870202059e-10,3.007641972866748635e-10
4.224909314849841480e+20,2.660960184890680535e-01,1.174474840713175539e+00,3.669388809646354100e-19,1.795212018902456632e-11,1.787207355761345622e-11
7.817369955547889009e+20,1.245135358968478823e+00,4.435452513020793353e-01,9.853157174833742781e-19,4.686855250622778928e-10,4.687424065892704220e-10
1.419801965436053422e+20,1.130227584070251784e-01,9.680221800195536463e-01,2.473788370122965460e-19,2.871408838603381303e-12,2.807847461668184415e-12
9.557795617341128049e+20,6.219414089864008233e-01,5.747337894404054293e-01,3.976008584628983526e-19,3.733445148323002224e-10,3.734284437304718085e-10
2.872657348199992525e+20,6.622432495384097395e-01,5.953086258198629910e-01,1.734234852660287415e-19,1.087286976613408288e-12,9.686576078915860363e-13
5.303868697457702339e+20,1.118171155380483395e+00,1.104221341778059973e+00,6.320563706788610949e-19,5.039339904528275293e-11,5.039495743868834118e-11
9.287967279089905828e+20,1.272119930592498616e+00,1.540104369567381060e-01,2.351452364134791695e-19,7.036919080291786328e-11,7.028289781068751045e-11
3.281317143746999747e+20,1.325527081603278479e+00,4.006884637362988499e-01,9.541643000672536990e-19,2.745147066133395800e-11,2.742602285537233686e-11
3.046458453243670036e+20,9.521516518596855327e-01,7.126500999653471169e-01,2.334969037482282383e-19,1.935446915563473933e-12,1.896305781398473480e-12
9.870766353391210988e+20,1.280654913359256852e+00,1.223620119877603551e+00,5.180913126566573232e-19,5.427528249237630884e-10,5.426380279856527836e-10
9.139871504986081853e+20,1.140278352034445275e+00,9.928304463726594919e-01,3.086025981651807945e-19,1.195726734040914478e-10,1.196363013707216359e-10
5.790215774972059320e+20,2.038757744457227183e-01,1.119849962405605970e+00,8.400274821052885751e-19,1.927024480504369585e-10,1.925760236963168726e-10
1.549197505530724680e+20,1.217927429335307510e+00,1.276695796395390881e+00,7.928180231252134269e-19,7.846214147223858594e-12,7.746305190528265396e-12
6.442018373879623844e+20,5.187878576143872822e-01,1.102651325480132005e+00,1.050469094297762675e-19,3.754207653809239292e-12,3.841482770675464509e-12
3.264203688190357012e+20,7.557326669848051237e-01,7.197701351934380209e-01,7.440347908774029956e-19,2.618171724510020015e-11,2.627719128020097905e-11
2.926094283144840151e+20,2.005485538692304281e-01,4.190739044078077846e-01,8.817322802348136112e-19,2.727139891797190726e-11,2.733634344550598609e-11
9.389287330053989335e+20,1.023605166338197980e+00,2.473414937214436504e-01,2.945142655759763637e-19,1.351730088293143393e-10,1.352052128884119008e-10
6.574809179955683656e+20,8.489768953167340371e-01,5.771630256827948724e-01,2.134576037509269180e-19,1.218319316452283436e-11,1.240922041788356057e-11
4.996355724792262820e+20,8.538945372443296211e-01,4.373337515603120673e-01,2.615945872727867608e-19,7.009368723427325406e-12,6.886628182181143716e-12
1.563929727270972948e+20,9.825066108959328304e-01,1.259143807259017978e+00,6.238853681545287463e-19,9.085239411053423307e-12,9.009140592919437014e-12
4.344592587427094200e+20,7.116534877492552980e-01,7.909302649111880079e-01,5.170949349635187677e-19,2.403810554376616526e-11,2.393697779836352049e-11
8.775848347850548183e+20,3.567458415949709138e-01,1.337018365066063863e+00,9.718627677343811340e-19,1.572562328591302560e-09,1.572650474474547463e-09
3.724086543622273761e+20,5.570293454336013861e-01,3.750791620490310230e-01,5.072790057286798089e-19,1.291794838111346065e-11,1.294504937580588122e-11
3.905148457619576586e+20,4.510885489625422462e-01,7.313629378709329831e-01,4.200864128757378109e-19,1.396495834397664583e-11,1.407435693724381117e-11
6.461704601302712975e+20,3.753894194389798544e-01,1.184365348985554567e+00,2.994553988597938190e-19,3.366840852551572437e-11,3.376398475874104008e-11
