H,T,M,M_noisy
4.059188201952857789e+00,2.656558184612702878e-01,1.001766561971028091e+00,1.005186183327437588e+00
3.173660688774387673e+00,2.576390020613112952e-01,1.005695758626049541e+00,1.013062404744688783e+00
3.910364455844895115e+00,5.017543014130914081e-01,9.996327240666704750e-01,1.007328858349158862e+00
2.429878024012083859e+00,3.019239609446727757e-01,1.012314594384972510e+00,1.010675406783982266e+00
4.257692351552079479e+00,2.989517185801835453e-01,1.001047366445762421e+00,9.948655117297026118e-01
3.473458807289995232e+00,8.394304575064492902e-01,9.944285568927384578e-01,9.947814225891005169e-01
1.209758725020715797e+00,1.608830072328698013e-01,1.032648960530999638e+00,1.024633532859498875e+00
2.937734999744711750e+00,6.559488089647386166e-01,9.995631017414309261e-01,9.940037619620355480e-01
3.280697294107602247e+00,1.754795964141801778e-01,1.005759462897714673e+00,9.854576694853157681e-01
1.014193612384102217e+00,7.484611022983294060e-01,1.008697708902835277e+00,1.009534135615117290e+00
4.678894946030964341e+00,1.186652421608956343e-01,1.001324477257281353e+00,9.910555638486224783e-01
4.027751777018689694e+00,7.983580764567388410e-01,9.952791887282643746e-01,9.897207918424837381e-01
7.263052439582523556e-01,4.717780865674833235e-01,1.038974217054992266e+00,1.038447213667321956e+00
1.099472252191648458e+00,5.681343854498929202e-01,1.027506037646175985e+00,1.030644388852540505e+00
1.063601839367656066e-02,7.187250659561889021e-01,2.329137843628788229e-01,2.518055024526659746e-01
4.697011497333037688e+00,7.436970116242267448e-01,9.962625249940730843e-01,9.983064886281567407e-01
8.718135372784424630e-01,7.265740359290172590e-01,1.013235856786488531e+00,9.991032072633616590e-01
4.169065410876372724e+00,1.869402782797306983e-01,1.002024998481758189e+00,1.003332463447681899e+00
2.558022316372667859e+00,5.619140434716403121e-01,1.004309553487609863e+00,9.983522950541621199e-01
2.855807680658700720e-01,4.460501865504968855e-01,8.040744052288033572e-01,8.080682600177465646e-01
1.057127407776948136e+00,6.114912280012221313e-01,1.024159589956326499e+00,1.017304312181462222e+00
1.288560207559791948e+00,7.455620426689558711e-01,1.006737141348600373e+00,9.996530734990676237e-01
3.821778095399317898e+00,2.819905760464520572e-01,1.002325919202382787e+00,9.972132814992061833e-01
1.838236529785005624e+00,4.633525307785699709e-01,1.017242928791568524e+00,1.010967302053522809e+00
7.096964078306283730e-01,3.916614912551344974e-01,1.033113489041421307e+00,1.014865679120089403e+00
4.731719349278566078e+00,6.018229737233137255e-01,9.977693160439973230e-01,9.910865990337516251e-01
2.572596903957470982e+00,6.500451759110389416e-01,1.001506650260960640e+00,1.001366539315174942e+00
3.329424957044130329e-01,1.174757358550289621e-01,6.779267246672677771e-01,6.899316122061908141e-01
4.864997041368176234e+00,8.216775036033724389e-01,9.955036529189639216e-01,9.925718727370244077e-01
3.376640473607998683e+00,7.052962853461141046e-01,9.972800384482197744e-01,9.935626148990468476e-01
2.205211452523542448e+00,8.176469861860389265e-01,9.968244599113433857e-01,1.002622844045925055e+00
7.286280682470036574e-01,3.322304081519911745e-01,1.027622022109863309e+00,1.033016047279794014e+00
3.466842949685111197e+00,2.027587248484221394e-01,1.004493996444592696e+00,1.020489249236865126e+00
4.849081682800976401e-01,4.706697642227188894e-01,9.940575669002319481e-01,9.999086824044507438e-01
4.696194727287155146e+00,8.497042538626852215e-01,9.950311264038645964e-01,9.948366235415057046e-01
3.757537742939343062e+00,7.140856364247122334e-01,9.966858455236473624e-01,1.010069135436403975e+00
3.565670047971195800e+00,4.264508461199121303e-01,1.001552694828158341e+00,1.016847514082336534e+00
3.851405001624423008e+00,8.319331749416590815e-01,9.946650040762615719e-01,9.899112199691210146e-01
4.318915654536338522e+00,1.481341188960402511e-01,1.001872697942231216e+00,1.003454096746962065e+00
2.344638995170048368e+00,1.297601237715545475e-01,1.015399522467514748e+00,9.985931164037951113e-01
4.057567315582533141e+00,1.685805374495016606e-01,1.002426282001579017e+00,9.987850072753875486e-01
5.508908083464969518e-01,5.062762395464504017e-01,1.022024393058089675e+00,1.013186877460761304e+00
3.501831091028159371e+00,7.708578334958526845e-01,9.958224257633611076e-01,9.936817011044887238e-01
3.755751290532035824e+00,3.471117632882261272e-01,1.001888816416960815e+00,9.970724709503326899e-01
1.056934957178606860e+00,1.501519509476731129e-01,1.026367914582540175e+00,1.024707415934150045e+00
5.566899380400874842e-01,4.754472578894844981e-01,1.018617497840351493e+00,1.017587152530202266e+00
4.584064966919077833e+00,2.429061709968072802e-01,1.000871257908889200e+00,1.005805939069230881e+00
4.457560068187135016e+00,5.458157262802439957e-01,9.984508356774024485e-01,1.000760220488499108e+00
5.496127329348077240e-01,1.470050887419354635e-01,8.933482797404819209e-01,8.877302365381187776e-01
2.946739788232173307e+00,1.021647893594388457e-01,1.008555693360938976e+00,9.956640630861185448e-01
9.039395970684965809e-01,8.646985563060908264e-01,9.924935304268633907e-01,1.004842048085595962e+00
1.023511585754803832e+00,3.455744746339176610e-01,1.042129568602717438e+00,1.056302592807174978e+00
4.645961637099768282e+00,3.026914506909947900e-01,1.000396369552203124e+00,9.958519197174164894e-01
3.313984510262987015e+00,7.626321905895158126e-01,9.961580082217500465e-01,1.001772151410914580e+00
3.792315977170373387e+00,8.726777997317161084e-01,9.939086223258331021e-01,9.786475732410379047e-01
1.410671195718870674e+00,8.979722834327248382e-01,9.918772966028658322e-01,9.762551469950233596e-01
3.879068152932785285e+00,8.218298421400945797e-01,9.948485343816380055e-01,9.921496891775041238e-01
3.346797307752573225e+00,4.666306200635895740e-01,1.001783354138033877e+00,1.016500171152765919e+00
1.731334629010708337e+00,5.143017984153869238e-01,1.016865617745255745e+00,1.006400102812618602e+00
2.481182312694325098e+00,8.966339987379365883e-01,9.930005699858949209e-01,9.846593270575498824e-01
1.245392575676122604e+00,7.805305096516341745e-01,1.003502086381762970e+00,1.019578033920070625e+00
2.972510285704474953e+00,6.276676192310464142e-01,1.000121371954008298e+00,9.811868928282889701e-01
9.347193793237323911e-01,6.431195693792555179e-01,1.023282250322544717e+00,1.029744472792763155e+00
2.243328858738040221e+00,1.187039966769701249e-01,1.016845136421558049e+00,1.021723275594462299e+00
4.276632941095051876e+00,2.822945810292660784e-01,1.001138839908080724e+00,9.990761321420498220e-01
3.289214161497958422e+00,5.270199592074654715e-01,1.000969294306904622e+00,1.002855544011157951e+00
3.011202917932064960e+00,3.744346496496779864e-01,1.005165282530528170e+00,1.031382699001933023e+00
5.595910206951393295e-01,1.110781818030854851e-01,8.762376842885837291e-01,8.649692522830862984e-01
4.108403757005413937e+00,3.232260534956686304e-01,1.001161037937728260e+00,9.980216359755892386e-01
3.097679051529230954e+00,5.056630992285804371e-01,1.002221088191134646e+00,9.998398540711990190e-01
4.741995627720285711e+00,4.148949002483331983e-01,9.994538440441086413e-01,9.925570330955721943e-01
4.668877662805276607e+00,5.759251181346095594e-01,9.980410593313822076e-01,9.846222304837953798e-01
4.658994731165646108e+00,2.790235630408697820e-01,1.000538220491622887e+00,1.016471223162539017e+00
2.672108789513526261e+00,8.620691950688122995e-01,9.941555433903525030e-01,9.963564941297723410e-01
3.848475415395056665e+00,1.685973101251957706e-01,1.003090692582355059e+00,9.855107712063516656e-01
5.081564246495678949e-01,6.656810902383449857e-01,1.024344064728970105e+00,1.017316022295092104e+00
2.237299141010856696e-01,2.934200760027364518e-01,6.248684047860887381e-01,6.289224117560239247e-01
3.931491080752051559e+00,8.480004131208251916e-01,9.944325053506681833e-01,9.984667066414950609e-01
3.366251189269222621e+00,3.476035232090722848e-01,1.003462034564472471e+00,9.890587633572928139e-01
4.735061725405076416e+00,5.580961363469268965e-01,9.981942940259509456e-01,9.972800253492170031e-01
1.521986280339912012e+00,7.808476410191067529e-01,1.002044676504972198e+00,1.004653493844650303e+00
2.474980824245442079e+00,8.475310317678274030e-01,9.949328141293020122e-01,9.988585326348744520e-01
3.933643545527224283e+00,5.878177430769276901e-01,9.984408341611763493e-01,1.002386830106910098e+00
3.044895211273242808e+00,5.335312924167711079e-01,1.001917147394849161e+00,9.836870051788816349e-01
4.242515731010415792e+00,5.741459071821827242e-01,9.982925378777892655e-01,1.016762365996261686e+00
1.973626679268456918e+00,3.620501615610679513e-01,1.018389518161842977e+00,1.020500854247941902e+00
4.225812333395027487e+00,5.176449194326629977e-01,9.989667403184966377e-01,1.017026637540688450e+00
4.306486648918529170e+00,1.344401499402516353e-01,1.001959478659817160e+00,1.030590468544543281e+00
4.514919962244245966e+00,7.599049373314280542e-01,9.959934882555372404e-01,9.943879145538797593e-01
1.989732242467317391e+00,7.183595248643269704e-01,1.002790836873338476e+00,9.904532098832319331e-01
4.541379699326183683e+00,6.865252753789048423e-01,9.968705734056771961e-01,1.005511878743907905e+00
1.545516343404617077e+00,7.647833808687324320e-01,1.003165994832110774e+00,1.001357659249106025e+00
2.969525492153803903e+00,3.650607181345927321e-01,1.005623743871436382e+00,1.001109645808051951e+00
4.899652468531265015e+00,7.325816662412190094e-01,9.964749593025934438e-01,9.861420954093608193e-01
3.222440621538665173e+00,4.483555474419547160e-01,1.002652565796615214e+00,1.019530411477715282e+00
2.962083709525950681e+00,1.106381253188129937e-01,1.008419165880390489e+00,1.003992421272053681e+00
1.804937267364574272e+00,3.089054145649030581e-01,1.023632040300649360e+00,1.009636192506411678e+00
2.568047382752638885e+00,8.029184940281351990e-01,9.963910499857178138e-01,9.919153361157768689e-01
2.452994718770045157e+00,2.200867101363506717e-01,1.013304771126501969e+00,1.001732182715248776e+00
3.387927558633889280e+00,3.841501221215098960e-01,1.002859557836554449e+00,1.004438599493846063e+00
2.699212678737210602e+00,8.186865799866012150e-01,9.955713921588215110e-01,9.913777464378703552e-01
1.592179443756776447e+00,3.425549012842437069e-01,1.027988379100102989e+00,1.017414136933330493e+00
9.540732613851804489e-01,5.564534284171851475e-01,1.032484056590771582e+00,1.038501718180476763e+00
4.936642165258971815e+00,5.360764695302360217e-01,9.983394317371271365e-01,9.919050926124395318e-01
3.096745141734065232e+00,7.206314096621543319e-01,9.974857151118505794e-01,1.004723327462495153e+00
8.656984678699825020e-01,3.673525698935624639e-01,1.041426456363405917e+00,1.054036291402073111e+00
1.689765645365290947e+00,4.404713487694783547e-01,1.021431606621600485e+00,1.017812078871408232e+00
3.250810319438888207e+00,8.572390821434668906e-01,9.940260557816119613e-01,9.875609120560200349e-01
1.193092349289554654e+00,6.733327379847124927e-01,1.015049604399928640e+00,1.017042565059222081e+00
4.476695478420669616e+00,3.415656483033192581e-01,1.000335683515768626e+00,1.009250178928558839e+00
2.702617156490902506e+00,8.328305872679439004e-01,9.951009446062114572e-01,9.950730139920411776e-01
3.404300053030251849e+00,7.698228892516184585e-01,9.959156067800815082e-01,9.973151652812941581e-01
3.317501624524869186e+00,5.484835612190733789e-01,1.000473199874424735e+00,1.000204291941980683e+00
8.087204468402109381e-01,6.202907202242790019e-01,1.028948479225076706e+00,1.032060625439918500e+00
4.660737021967806371e+00,5.187266070818218333e-01,9.985997136675481833e-01,1.004887143796122650e+00
4.228913802494335350e+00,7.312736129537613650e-01,9.962905089981415330e-01,9.892298797590266535e-01
7.299348800725441455e-01,7.274546404777398889e-01,1.015276892212150006e+00,1.010451553850875372e+00
2.847814306699251397e+00,3.534830637176868962e-01,1.006791203411757207e+00,1.007227092688710135e+00
2.639663993953052845e+00,5.388101437989912812e-01,1.004329112356078690e+00,9.976717909876663404e-01
1.547932747446140844e+00,6.799558316502378741e-01,1.009515957175271650e+00,1.010877211675903276e+00
1.876107486691332316e+00,7.978480498370762453e-01,9.991020267436065971e-01,1.004463517898123603e+00
1.295969584671067931e+00,6.567688744288278091e-01,1.014989592236129834e+00,1.014772373656923410e+00
3.156716243583471915e+00,7.627117846060655904e-01,9.963632898930439019e-01,9.903277931796496958e-01
2.143123472520807482e+00,8.538919307175685258e-01,9.952418587627011037e-01,9.874698355147530915e-01
5.021170963154852895e-01,2.753668356199959755e-01,9.302766231887742432e-01,9.477888775641636343e-01
1.135872427759518910e+00,4.395584243145562731e-01,1.036632884254045095e+00,1.045417942659261801e+00
7.577329141677069391e-01,3.399829854622578584e-01,1.032392985580953937e+00,1.021193770617744967e+00
3.147493494607034759e+00,2.010545496954576628e-01,1.006447310407722062e+00,9.980370426876437051e-01
2.771003092902659670e+00,1.186904906926808528e-01,1.010177744436909331e+00,1.028916191539680502e+00
1.962669268923189936e+00,7.949915004420363696e-01,9.988788449440509920e-01,1.013991821999344012e+00
2.735791097280237949e+00,1.418480361404393375e-01,1.010483030981607522e+00,1.011764794174833115e+00
3.144035231840909272e+00,5.897796664447941817e-01,1.000295058903905465e+00,1.011873547902045090e+00
1.082505104937100393e+00,3.760199608713182817e-01,1.040832165242568275e+00,1.025962352262679511e+00
2.781208278276980916e-01,4.366091715495081793e-01,7.876269385005694179e-01,7.876400580518065908e-01
4.810793960210768105e+00,4.359286709912594260e-01,9.992333828461634759e-01,1.006641474673057202e+00
9.275652666495615151e-01,1.489975824581885877e-01,1.015223847302918703e+00,9.966241737890387808e-01
1.209677279531792937e+00,1.457367267778157671e-01,1.030806602663026261e+00,1.022976660362458823e+00
3.521002844548455357e+00,4.372339396360297448e-01,1.001559864601982097e+00,1.009388413085365865e+00
4.929080552338475307e+00,6.578820943458518755e-01,9.972275685342970597e-01,1.008543867372172942e+00
6.179386413602139250e-01,4.715608941274779253e-01,1.029590277227745654e+00,1.023657202462230131e+00
2.012030280725859654e+00,2.128723723189208938e-01,1.020846946205139272e+00,1.023745040594926436e+00
4.279123907312661679e+00,4.066451240825239566e-01,1.000059672798637500e+00,1.016066798340710120e+00
4.245795305711691503e-01,2.058082174442234791e-01,8.327255001773857801e-01,8.289061693175537870e-01
1.251682187101053501e+00,4.458432343175400270e-01,1.032842036663800034e+00,1.019508396129632288e+00
3.068588906565109298e+00,6.956250211440154763e-01,9.981572102778151212e-01,9.975431342149190250e-01
4.146160278255603515e+00,2.203900922203847479e-01,1.001874341931253909e+00,9.979427655161646760e-01
5.131817922382253538e-01,2.950475142876262113e-01,9.457961529553322588e-01,9.588066357167058795e-01
2.081777372039921747e+00,1.677461351031640513e-01,1.019747990811469496e+00,1.021349146410857500e+00
2.960658546517861645e+00,8.720831620467549561e-01,9.936778685605726080e-01,9.856569226539523276e-01
2.735254452387879454e+00,1.457633154786108776e-01,1.010472225886993147e+00,1.034477671580377400e+00
2.677707067500538329e+00,3.412695645750749573e-01,1.008608718747157740e+00,1.003607548726784593e+00
4.965082971046332005e+00,5.592536450859481034e-01,9.981333402705477864e-01,1.002857798250846422e+00
4.920595745310131441e+00,7.171614319044965491e-01,9.966412006253252409e-01,1.003403516055320299e+00
1.051535694205373295e+00,4.267702312676135978e-01,1.039607465533629371e+00,1.047450686405269948e+00
1.278200721891284530e+00,2.608497972854416647e-01,1.037680658033542258e+00,1.039409817011961001e+00
2.000209882435963760e+00,2.214964095684836265e-01,1.020994228067644061e+00,1.026860966455791058e+00
5.048421835992361606e-01,4.200464582980599770e-01,9.877138488396368654e-01,9.870348275445166575e-01
7.318657512708043322e-01,2.454282576076651512e-01,1.009770987516889207e+00,9.955791677592981115e-01
2.825076173542448110e+00,7.925623167387892964e-01,9.961480566466902609e-01,9.939499504541287056e-01
4.934721007156078088e+00,7.090227144682724747e-01,9.967285159270743433e-01,9.947443953210423073e-01
1.468915081606764206e+00,3.799241502216624822e-01,1.029952061874003011e+00,1.028174859302163124e+00
9.922943516142751497e-01,3.799552743503097352e-01,1.042237163587401039e+00,1.043598080924894811e+00
3.082599714217956866e+00,3.467760418051410998e-01,1.005120720415493496e+00,9.988736915696266871e-01
1.487527382866987713e+00,3.203053867417930967e-01,1.031582890812910103e+00,1.044815465689376000e+00
6.797094616645849019e-02,4.332769039455266480e-01,3.602125657656561897e-01,3.758797147650561055e-01
4.685204581298257898e-01,7.389030006960933816e-01,1.017040093999169281e+00,9.950364778357945195e-01
4.388763084575338702e+00,8.272386412079695273e-01,9.950562712212805971e-01,9.951495314503865375e-01
5.436300904361507369e-01,6.110225471890842197e-01,1.028076433998431405e+00,1.020970488679006305e+00
3.207070661830043967e+00,1.371921334755764887e-01,1.006470048886234148e+00,9.804076102196740417e-01
2.093577782011333710e+00,2.110367345064555755e-01,1.019278752095593488e+00,1.023380111112105251e+00
3.847420264524598732e+00,6.531379396341689958e-01,9.975860368690339097e-01,9.913980407583476984e-01
2.545680198375515513e+00,3.607891016919122507e-01,1.009647167144278379e+00,1.005889821178490795e+00
1.154490201094254154e+00,7.541369101682767750e-01,1.006897352550955471e+00,1.000381573027581794e+00
1.055847213580466404e+00,5.245966809615540960e-01,1.032686110039243710e+00,1.043556164992790025e+00
1.176205394157554096e+00,4.911234032145301853e-01,1.031961579427968623e+00,1.044354560335391202e+00
1.168551429906268257e+00,1.740456951239617855e-01,1.033594020762334642e+00,1.036361974574165234e+00
1.254101458180150619e+00,6.102055783266436828e-01,1.019963034425724002e+00,1.026894123181452789e+00
1.496831905181631450e+00,7.071138528582959770e-01,1.008068169491793453e+00,1.006943886454034542e+00
2.990597093659478567e+00,5.651268364912098718e-01,1.001497973939706521e+00,1.002899566338079307e+00
2.638855311870307307e+00,3.412182186265074746e-01,1.009016634373029131e+00,1.001599008115223732e+00
3.435880662540768959e-01,2.942304779422391103e-01,7.974353752861982336e-01,7.977808033071124294e-01
2.103619787561157750e+00,4.527445623509654959e-01,1.013035266160041692e+00,1.005898561217869247e+00
4.649900674173810700e+00,1.995367954601389993e-01,1.001017603735387951e+00,1.004747866132123857e+00
4.697979231786034937e+00,1.488807849583746179e-01,1.001182174431465288e+00,1.009455486479615693e+00
1.598361162502881516e+00,1.036466856531950143e-01,1.026214828250096467e+00,1.029325255844705689e+00
7.777016514740064945e-01,6.881907485536836733e-01,1.020449442442307397e+00,1.032290733450198950e+00
1.463847097064152614e+00,3.739069697016694782e-01,1.030353505380006363e+00,1.057255958131426254e+00
6.633915625083658396e-01,1.062642346992845460e-01,9.283179322055760130e-01,9.072523203332431008e-01
1.292845424215313788e+00,1.192338646150473136e-01,1.028365295790366396e+00,1.028502135983588417e+00
4.623978119094275030e+00,2.194378575462412329e-01,1.000948726413382950e+00,9.952619210069864053e-01
4.385411833232903511e+00,6.376577459768254519e-01,9.974575919728477791e-01,9.928906371645781492e-01
2.261325329188972777e+00,5.354745530870664849e-01,1.007992014385820978e+00,9.944102633782767597e-01
2.748968491017850901e+00,6.243288670763276205e-01,1.001265687342705935e+00,1.001791039749515777e+00
3.503081043047809651e+00,1.844497983192606994e-01,1.004447597284570781e+00,1.001864870188148515e+00
3.506611350259357884e+00,5.521970044989013005e-01,9.998208094464217099e-01,9.934931025485562728e-01
3.468294633326455489e+00,8.324239831490329866e-01,9.945757738384517488e-01,9.920325475820968020e-01
3.680314852577047269e+00,8.554094675347378995e-01,9.941640868207803905e-01,9.882366491969940547e-01
2.954922485145182520e+00,2.844407864653463180e-01,1.006982887381890679e+00,9.835536681016113780e-01
6.647344208349426076e-01,6.859325722527406244e-01,1.022971810216495525e+00,1.033745899881904906e+00
3.434639148454918800e+00,1.206802354020992674e-01,1.005160441132900040e+00,1.002125714482955177e+00
3.344716149070351641e+00,8.161435102361854765e-01,9.949542367041778190e-01,9.854578632319072051e-01
8.117334171851531277e-01,1.567027441510306929e-01,9.993510216991200457e-01,1.002415142517464774e+00
9.748040909709465573e-01,8.458715977998033653e-01,9.956725348399723119e-01,9.890481510102906437e-01
3.182874689424488146e+00,5.505413460936582348e-01,1.000943790025543789e+00,9.792038148899572247e-01
1.929193334378114244e+00,3.909836371967824187e-01,1.018312466251905857e+00,1.027181489943473469e+00
4.054131700967869456e+00,5.781678752075338767e-01,9.984250925239804841e-01,9.816580010473565654e-01
1.385986292677692688e+00,3.724791770444166872e-01,1.032664827210193481e+00,1.030480756328939540e+00
3.330895296931843497e+00,3.614639401796571061e-01,1.003451866839100592e+00,1.004653429302807321e+00
3.074420926588703917e+00,6.773817342942566322e-01,9.985749777994827880e-01,1.012071660762523528e+00
5.528034588725821985e-01,3.517113410405624530e-01,9.868359949483215265e-01,9.987366016531400437e-01
1.392171260160921520e+00,8.182643530603564974e-01,9.993224136791680756e-01,1.000979894424443906e+00
1.767281931283783969e+00,1.200036510971826537e-01,1.024803678813717589e+00,1.017169763084798007e+00
1.509710974338765332e+00,3.294614338937484899e-01,1.030688356406938899e+00,1.026529384812667534e+00
4.549774398267308895e-01,3.321124798981401338e-01,9.240642525471441937e-01,9.349412695195422618e-01
1.177514565318908968e+00,1.565451810998565729e-01,1.031651986280848643e+00,1.049516479772817368e+00
2.686098626986322291e+00,5.055513610503713506e-01,1.004844188814593142e+00,1.010282075291057957e+00
1.130390847544540556e+00,3.467145787294824144e-01,1.040462524230342689e+00,1.034014079051214230e+00
3.178952715849417299e+00,8.018888650214320846e-01,9.953942011510492627e-01,1.005687922127532108e+00
2.075195636450279046e+00,7.463364400938954368e-01,1.000805047015947746e+00,9.970526462758646513e-01
2.281814744897219249e+00,2.056752203266890844e-01,1.016039980368343532e+00,1.011961487031896700e+00
1.034867535860296561e+00,8.239734084486539656e-01,9.988226237686281817e-01,9.960329371986256231e-01
3.932593973333812443e+00,4.273155927634352258e-01,1.000497058660149374e+00,1.006398548498058654e+00
3.872754733986405462e-01,6.115405784565053349e-01,9.897945627266997448e-01,9.925473114348416503e-01
4.722017439163730401e+00,7.450537023242880252e-01,9.962586253498749711e-01,1.006186639545625816e+00
2.946715870254305258e+00,6.625603004222612169e-01,9.993624448334527122e-01,1.012326377736140204e+00
4.721256739330343066e+00,6.784286066666943560e-01,9.969821491492512067e-01,1.002114605030285155e+00
2.746096480417963726e+00,5.249800689938550757e-01,1.003905281374482872e+00,9.805826463234017520e-01
1.757995389036828282e+00,7.911246758959051828e-01,1.000073461134431740e+00,9.831074858095968372e-01
1.849278211996974619e+00,8.141364841816796094e-01,9.982294312715610518e-01,9.998153144588471930e-01
4.646505273976571537e+00,1.817034038193822976e-01,1.001112235148641005e+00,1.000465160190341152e+00
2.604353048469538301e+00,1.584989746708645453e-01,1.011888972862951430e+00,1.033480933825398740e+00
1.971902469689855053e+00,8.962711989423099990e-01,9.931229347653420803e-01,9.928207941642767098e-01
7.799225400635784178e-01,7.803550510037776666e-01,1.005955958236573133e+00,1.004429858908212791e+00
7.587014087799220929e-01,3.300876001017708505e-01,1.031183173955100729e+00,1.040622054939995156e+00
2.079932010863032588e+00,3.502805571982741117e-01,1.016719806209658072e+00,1.027364140452199592e+00
2.260194105064727399e+00,1.109200603734438878e-01,1.016515456098971759e+00,1.014161354631929246e+00
4.021140951100480976e+00,2.993671261697898878e-01,1.001584367471581416e+00,1.006316388453334154e+00
6.084394769441126005e-01,7.859217804074866143e-01,1.007048129052009244e+00,9.957126623164990198e-01
2.270585773223900983e+00,4.628903365592219599e-01,1.010319718972908065e+00,1.000888201221852514e+00
6.650289568969208753e-01,1.807051355893394273e-01,9.678535127129148652e-01,9.801842441643440207e-01
1.269780501891741853e+00,3.208170243162469237e-01,1.037595722966025313e+00,1.023524366865383284e+00
2.465641231631115371e+00,7.436174489123571485e-01,9.988749751921066622e-01,1.008098101457311602e+00
4.384579412486045769e+00,8.890171986440031926e-01,9.942043490562466612e-01,1.000983232893210007e+00
6.615317797554132184e-01,6.842417417695272341e-01,1.023273488296207567e+00,1.030971040689264706e+00
8.712409499101908539e-01,6.813272731033295226e-01,1.019613540335497781e+00,1.028741855430479024e+00
3.530998031417164285e+00,4.214388210013064739e-01,1.001746606825770547e+00,1.007385237020614666e+00
2.636092295477336922e+00,5.350798087191251939e-01,1.004458352139993460e+00,9.830437638795922473e-01
4.384750022846095607e-01,6.964710577274346726e-01,1.018009803340160557e+00,1.007966008201345964e+00
3.405018025536968196e+00,8.657505269849438134e-01,9.938488935620430897e-01,9.878357771328267756e-01
4.791745133784855781e+00,6.589709820789864114e-01,9.971943905028209931e-01,1.006342595331481293e+00
3.691274358159911007e+00,5.645342776246783378e-01,9.991833143946550200e-01,9.879052616204095916e-01
4.982408007689301144e+00,7.318140296138956336e-01,9.965230704997449784e-01,9.894741200858963026e-01
3.713957706590080843e+00,6.123652348036525694e-01,9.983961736540284404e-01,9.947680532386656838e-01
1.644651981963733522e+00,2.989772493379679874e-01,1.027888216340987926e+00,1.041052533874106567e+00
4.001729774445344390e+00,8.017792227601258093e-01,9.952174307588490532e-01,9.808069029281221152e-01
2.839376742492324190e+00,8.614516925792762292e-01,9.940462896408168714e-01,9.805069940691087949e-01
4.566997558938401536e-01,6.872358836285467065e-01,1.019902470437226372e+00,1.026174082348925154e+00
1.812163538163844567e+00,6.156270521673926632e-01,1.010099711276207568e+00,9.888444324434481070e-01
4.731378015428482797e+00,1.868260351252038487e-01,1.000964854811320581e+00,1.004284634136071386e+00
3.274636920851222044e+00,4.367196471901436672e-01,1.002593377442942746e+00,9.980529682214830389e-01
1.849581959804996734e+00,6.386756287921329100e-01,1.008365143768004568e+00,9.925956296106922538e-01
3.542521773196007473e+00,1.290310465935227136e-01,1.004572801581320229e+00,1.000370087620771065e+00
3.415789101457087806e+00,8.242034069151732423e-01,9.947563729199939697e-01,9.847350032439241563e-01
7.916171684647543838e-01,3.614650082638622974e-01,1.037631162277408592e+00,1.039309009821612451e+00
2.303624782461648479e+00,2.052443189495924136e-01,1.015695209938522803e+00,1.019333430693538434e+00
4.029310599034888973e+00,6.593077637463363727e-01,9.973448696477846820e-01,1.012234485496012804e+00
5.817519573272672551e-01,7.887180819996459924e-01,1.006985640896097989e+00,1.006857788536051457e+00
2.738191974691994712e+00,5.651804147337115003e-01,1.002926024125800897e+00,1.003931559150019748e+00
5.943036605084844881e-01,5.817943794014496239e-01,1.031886274610349208e+00,1.026113166692052214e+00
1.374479503567174188e+00,6.489043152402230730e-01,1.014400704610348924e+00,1.014164353407399632e+00
3.832271000417560192e+00,7.841473528672809890e-01,9.954787567679650451e-01,1.005974781406739682e+00
1.788490992182730110e+00,8.172944119353148240e-01,9.982473005512765285e-01,9.789901434527592539e-01
4.112080115561483673e+00,8.124602748944859121e-01,9.950965506940397942e-01,1.001687839459211249e+00
3.630558697977417815e+00,5.974129990119451117e-01,9.987856450861086755e-01,9.934338757152199051e-01
3.178434823992974945e+00,6.195140516826980193e-01,9.995441331530878770e-01,1.000283035451251523e+00
7.519164966057539923e-01,1.176516089412043553e-01,9.676517124753486465e-01,9.709021606756590428e-01
2.260978383718981188e+00,2.192344396029926590e-01,1.016226097474596024e+00,1.024732039182181254e+00
4.391393212467463059e+00,1.529400000376851532e-01,1.001697839243947730e+00,1.004081871648624835e+00
3.163353290215392910e+00,1.781897810281065364e-01,1.006520583650182488e+00,1.002595481996058302e+00
3.434425412692460045e-01,7.151237165071956392e-01,9.988328243877719892e-01,1.001949767836705751e+00
2.510443516758718907e+00,1.045544204390509435e-01,1.013073298991302051e+00,1.013192030425586365e+00
2.334440107211666060e+00,5.929074339089143164e-01,1.005206425062255660e+00,1.003161426571786752e+00
2.436084099264756553e+00,8.851861377298851918e-01,9.934809325256540591e-01,9.955324093471507041e-01
2.072732364562566154e+00,5.202991538759960122e-01,1.010944955461731798e+00,1.019680760334833458e+00
4.068377085451602149e+00,6.012574412748822317e-01,9.981071345967656994e-01,9.994904550494055906e-01
2.661374891271907295e+00,1.180839839468236091e-01,1.011340132903715272e+00,1.012894825443573232e+00
4.291566140641933202e+00,3.984804617220640832e-01,1.000118104282060161e+00,9.872430002668769466e-01
4.767559125103667306e+00,1.467773272642870497e-01,1.001091526025357004e+00,9.998214136628691406e-01
4.476039999202949815e+00,2.484815812431324378e-01,1.001008499969216592e+00,9.824283248242425826e-01
3.849072697275920163e+00,7.293337856981078060e-01,9.963832435604559334e-01,1.003583350012300368e+00
1.073503194012009887e-01,5.124305969472147115e-01,4.765031657450930491e-01,4.671106286387760043e-01
