t,P,S_set,R,dP_dt,dP_dt_noisy
1.802760552110422054e+01,5.499964442144087418e-01,1.926594417248942148e-01,1.132720802487235251e-01,-9.287149669162553245e-02,3.405271191230793693e-01
1.803960792158431659e+01,5.488832094123710093e-01,1.926263873627364898e-01,1.130663657867079508e-01,-9.263068912776908914e-02,4.771501358984164831e-01
1.805161032206441263e+01,5.477728604941327628e-01,1.925933142489184291e-01,1.128610112636207197e-01,-9.239061538272305696e-02,1.777763131938299990e-01
1.806361272254450867e+01,5.466653886616242852e-01,1.925602224571416610e-01,1.126560161620651784e-01,-9.215127290158015017e-02,-3.240913371569055790e-01
1.807561512302460471e+01,5.455607851472373815e-01,1.925271120608811615e-01,1.124513799648390877e-01,-9.191265913911197960e-02,-1.727525377394184269e-01
1.808761752350470076e+01,5.444590412138253788e-01,1.924939831333855045e-01,1.122471021549345388e-01,-9.167477155975184422e-02,-4.214554295749098345e-02
1.809961992398479680e+01,5.433601481547032375e-01,1.924608357476765841e-01,1.120431822155380647e-01,-9.143760763757766141e-02,3.221878931616849462e-01
1.811162232446489284e+01,5.422640972936472181e-01,1.924276699765498644e-01,1.118396196300305290e-01,-9.120116485629473080e-02,4.412290166314067341e-02
1.812362472494498888e+01,5.411708799848954365e-01,1.923944858925742407e-01,1.116364138819872509e-01,-9.096544070921872005e-02,1.497090402113388508e-01
1.813562712542508493e+01,5.400804876131471977e-01,1.923612835680920674e-01,1.114335644551778942e-01,-9.073043269925860910e-02,-1.255208090216188566e-01
1.814762952590518097e+01,5.389929115935635506e-01,1.923280630752191578e-01,1.112310708335665227e-01,-9.049613833889963432e-02,2.756076092323371529e-02
1.815963192638527701e+01,5.379081433717669558e-01,1.922948244858447842e-01,1.110289325013115724e-01,-9.026255515018630216e-02,5.337589604385983844e-02
1.817163432686537305e+01,5.368261744238417288e-01,1.922615678716317056e-01,1.108271489427659073e-01,-9.002968066470548592e-02,-1.812913797573236785e-01
1.818363672734546910e+01,5.357469962563332633e-01,1.922282933040160846e-01,1.106257196424767358e-01,-8.979751242356927288e-02,6.566808030730029999e-02
1.819563912782556514e+01,5.346706004062488082e-01,1.921950008542076260e-01,1.104246440851856942e-01,-8.956604797739828316e-02,1.245960707678543111e-01
1.820764152830566118e+01,5.335969784410570238e-01,1.921616905931894381e-01,1.102239217558287770e-01,-8.933528488630466946e-02,-1.210084318374678447e-01
1.821964392878575723e+01,5.325261219586880923e-01,1.921283625917181437e-01,1.100235521395363791e-01,-8.910522071987519999e-02,1.145240861038895330e-01
1.823164632926585327e+01,5.314580225875337183e-01,1.920950169203237690e-01,1.098235347216332952e-01,-8.887585305715457740e-02,2.407150890068678883e-01
1.824364872974594931e+01,5.303926719864473505e-01,1.920616536493098270e-01,1.096238689876386785e-01,-8.864717948662854952e-02,-7.538719179126607273e-02
1.825565113022604535e+01,5.293300618447436268e-01,1.920282728487533175e-01,1.094245544232660960e-01,-8.841919760620710333e-02,-8.835476205086269241e-02
1.826765353070614140e+01,5.282701838821990403e-01,1.919948745885046715e-01,1.092255905144235151e-01,-8.819190502320782554e-02,-1.501153640284957347e-01
1.827965593118623744e+01,5.272130298490514955e-01,1.919614589381877789e-01,1.090269767472132334e-01,-8.796529935433912428e-02,-2.118271907595336012e-01
1.829165833166633348e+01,5.261585915260003077e-01,1.919280259672000444e-01,1.088287126079320183e-01,-8.773937822568353417e-02,-5.650914889654934381e-02
1.830366073214642952e+01,5.251068607242064257e-01,1.918945757447122757e-01,1.086307975830709538e-01,-8.751413927268110460e-02,-1.698795096381143788e-01
1.831566313262652557e+01,5.240578292573976338e-01,1.918611083398535366e-01,1.084332311599505577e-01,-8.728958013513361813e-02,-1.496857118151982691e-01
1.832766553310662161e+01,5.230114888858600208e-01,1.918276238220651964e-01,1.082360128279846873e-01,-8.706569844719895535e-02,-2.417639532792637547e-01
1.833966793358671765e+01,5.219678315025658710e-01,1.917941222598636142e-01,1.080391420744479108e-01,-8.684249187060123776e-02,-3.940521118621294061e-01
1.835167033406681369e+01,5.209268490386532724e-01,1.917606037214872605e-01,1.078426183866458415e-01,-8.661995807773381628e-02,-2.740687764229949308e-01
1.836367273454690974e+01,5.198885334509479872e-01,1.917270682749804001e-01,1.076464412522000758e-01,-8.639809474941612111e-02,-2.059860875799997271e-02
1.837567513502700578e+01,5.188528767219635629e-01,1.916935159881932027e-01,1.074506101590481932e-01,-8.617689957487828512e-02,-3.228045743602423467e-01
1.838767753550710182e+01,5.178198708599008881e-01,1.916599469287815494e-01,1.072551245954437016e-01,-8.595637025174575341e-02,-2.155511489658692992e-01
1.839967993598719787e+01,5.167895078986485258e-01,1.916263611642072262e-01,1.070599840499561195e-01,-8.573650448602408713e-02,2.426955209039914352e-01
1.841168233646729391e+01,5.157617798977827128e-01,1.915927587617377581e-01,1.068651880114709213e-01,-8.551729999208375343e-02,1.397858529033544905e-01
1.842368473694738995e+01,5.147366789425670275e-01,1.915591397884466029e-01,1.066707359691895646e-01,-8.529875449264467946e-02,-2.239819649655706291e-01
1.843568713742748599e+01,5.137141971439529442e-01,1.915255043112129574e-01,1.064766274126294487e-01,-8.508086571876125048e-02,3.559501963630021248e-02
1.844768953790757848e+01,5.126943266385795006e-01,1.914918523967218678e-01,1.062828618316240398e-01,-8.486363140980711373e-02,-2.149208203112366600e-01
1.845969193838767453e+01,5.116770595887726314e-01,1.914581841114641469e-01,1.060894387163225788e-01,-8.464704931345977401e-02,2.408707840060390071e-01
1.847169433886777057e+01,5.106623881825466116e-01,1.914244995217365686e-01,1.058963575571904708e-01,-8.443111718568581392e-02,-2.015698562531971494e-01
1.848369673934786661e+01,5.096503046336031684e-01,1.913907986936415617e-01,1.057036178450089930e-01,-8.421583279072564210e-02,-6.787249271854833843e-02
1.849569913982796265e+01,5.086408011813314811e-01,1.913570816930874607e-01,1.055112190708754477e-01,-8.400119390107839423e-02,1.929605293488694251e-01
1.850770154030805870e+01,5.076338700908081814e-01,1.913233485857884775e-01,1.053191607262030649e-01,-8.378719829748690340e-02,-2.493625501947471512e-01
1.851970394078815474e+01,5.066295036527979079e-01,1.912895994372645347e-01,1.051274423027210858e-01,-8.357384376892272593e-02,1.773329977588077311e-01
1.853170634126825078e+01,5.056276941837523076e-01,1.912558343128414051e-01,1.049360632924746795e-01,-8.336112811257115340e-02,-2.468513960268586827e-01
1.854370874174834682e+01,5.046284340258111456e-01,1.912220532776507387e-01,1.047450231878250121e-01,-8.314904913381618301e-02,-3.550990015974352793e-02
1.855571114222844287e+01,5.036317155468014173e-01,1.911882563966299797e-01,1.045543214814492194e-01,-8.293760464622569606e-02,-1.420605432153456693e-01
1.856771354270853891e+01,5.026375311402377921e-01,1.911544437345223668e-01,1.043639576663404206e-01,-8.272679247153642834e-02,-1.004277997922475157e-01
1.857971594318863495e+01,5.016458732253225028e-01,1.911206153558769882e-01,1.041739312358076625e-01,-8.251661043963923192e-02,-5.049855043386644593e-02
1.859171834366873099e+01,5.006567342469455673e-01,1.910867713250487265e-01,1.039842416834760169e-01,-8.230705638856415651e-02,-9.717593480026490149e-02
1.860372074414882704e+01,4.996701066756842335e-01,1.910529117061983140e-01,1.037948885032864976e-01,-8.209812816446560024e-02,-2.855648099891862080e-01
1.861572314462892308e+01,4.986859830078035904e-01,1.910190365632923049e-01,1.036058711894960738e-01,-8.188982362160757145e-02,9.142614106009969155e-02
1.862772554510901912e+01,4.977043557652561789e-01,1.909851459601030477e-01,1.034171892366777395e-01,-8.168214062234900597e-02,6.242572516740589605e-02
1.863972794558911517e+01,4.967252174956822142e-01,1.909512399602087684e-01,1.032288421397204170e-01,-8.147507703712884852e-02,1.764922278094992469e-01
1.865173034606921121e+01,4.957485607724094190e-01,1.909173186269934319e-01,1.030408293938289976e-01,-8.126863074445153656e-02,1.957210006214060993e-01
1.866373274654930725e+01,4.947743781944530794e-01,1.908833820236468803e-01,1.028531504945243563e-01,-8.106279963087220652e-02,-3.498563648859130404e-01
1.867573514702940329e+01,4.938026623865161557e-01,1.908494302131648057e-01,1.026658049376433512e-01,-8.085758159098206665e-02,1.762446757187315916e-01
1.868773754750949934e+01,4.928334059989891158e-01,1.908154632583486388e-01,1.024787922193388101e-01,-8.065297452739393635e-02,1.788939602287054620e-01
1.869973994798959538e+01,4.918666017079499908e-01,1.907814812218056877e-01,1.022921118360795023e-01,-8.044897635072739694e-02,-1.868976150622466692e-01
1.871174234846969142e+01,4.909022422151644860e-01,1.907474841659490550e-01,1.021057632846501806e-01,-8.024558497959449754e-02,1.272353361943990291e-01
1.872374474894978746e+01,4.899403202480858144e-01,1.907134721529977206e-01,1.019197460621516088e-01,-8.004279834058503074e-02,2.136034359785042858e-01
1.873574714942988351e+01,4.889808285598547521e-01,1.906794452449764310e-01,1.017340596660004787e-01,-7.984061436825218294e-02,-1.876077150693283291e-01
1.874774954990997955e+01,4.880237599292996942e-01,1.906454035037157546e-01,1.015487035939294513e-01,-7.963903100509793498e-02,-3.553909008497885824e-01
1.875975195039007559e+01,4.870691071609366540e-01,1.906113469908521096e-01,1.013636773439871852e-01,-7.943804620155876794e-02,-1.513453514435605385e-01
1.877175435087017163e+01,4.861168630849690420e-01,1.905772757678277085e-01,1.011789804145382943e-01,-7.923765791599120256e-02,4.793037549664778685e-01
1.878375675135026768e+01,4.851670205572881645e-01,1.905431898958906134e-01,1.009946123042633620e-01,-7.903786411465731077e-02,-3.178577355459773213e-02
1.879575915183036372e+01,4.842195724594726691e-01,1.905090894360946807e-01,1.008105725121589691e-01,-7.883866277171062975e-02,-3.216805531206038959e-01
1.880776155231045976e+01,4.832745116987887668e-01,1.904749744492996444e-01,1.006268605375376102e-01,-7.864005186918150703e-02,-1.292295063505811692e-01
1.881976395279055581e+01,4.823318312081903980e-01,1.904408449961709493e-01,1.004434758800278327e-01,-7.844202939696311161e-02,-2.772524723162940186e-01
1.883176635327065185e+01,4.813915239463189555e-01,1.904067011371800011e-01,1.002604180395740702e-01,-7.824459335279708438e-02,-1.581007125161360549e-01
1.884376875375074789e+01,4.804535828975035616e-01,1.903725429326039165e-01,1.000776865164368090e-01,-7.804774174225923011e-02,-5.901891803089227839e-02
1.885577115423084393e+01,4.795180010634528811e-01,1.903383704425813394e-01,9.989528081135130855e-02,-7.785147257727501047e-02,-5.901708735656481242e-01
1.886777355471093998e+01,4.785847713823944694e-01,1.903041837276437664e-01,9.971320042708645137e-02,-7.765578386180276016e-02,-5.575627565925792006e-03
1.887977595519103602e+01,4.776538868900259138e-01,1.902699828476253907e-01,9.953144486538471891e-02,-7.746067362031415493e-02,2.054732537859720320e-01
1.889177835567113206e+01,4.767253406730649901e-01,1.902357678619944759e-01,9.935001362783316137e-02,-7.726613988954539325e-02,-1.167399009588459546e-01
1.890378075615122810e+01,4.757991258398544532e-01,1.902015388300528631e-01,9.916890621642311665e-02,-7.707218071327957831e-02,-1.536111652942731276e-01
1.891578315663132415e+01,4.748752355203625930e-01,1.901672958109360267e-01,9.898812213355019651e-02,-7.687879414233385333e-02,1.418392950406325848e-01
1.892778555711142019e+01,4.739536628661826234e-01,1.901330388636129909e-01,9.880766088201423103e-02,-7.668597823454594009e-02,-3.300137034464407648e-01
1.893978795759151623e+01,4.730344010505333485e-01,1.900987680468864127e-01,9.862752196501933799e-02,-7.649373105476145462e-02,-3.256717672764761762e-01
1.895179035807161227e+01,4.721174432682584965e-01,1.900644834193924992e-01,9.844770488617389514e-02,-7.630205067482059844e-02,-3.544092632141256360e-01
1.896379275855170832e+01,4.712027827358273302e-01,1.900301850396011183e-01,9.826820914949051244e-02,-7.611093517354530769e-02,-1.075865265466768861e-01
1.897579515903180436e+01,4.702904126913340921e-01,1.899958729658156598e-01,9.808903425938608756e-02,-7.592038263672620801e-02,2.885012886713986258e-03
1.898779755951190040e+01,4.693803263944983928e-01,1.899615472561731744e-01,9.791017972068175035e-02,-7.573039115710966662e-02,-9.384497996908361395e-02
1.899979995999199645e+01,4.684725171266652111e-01,1.899272079686442349e-01,9.773164503860290453e-02,-7.554095883438489978e-02,3.441428582523393953e-02
1.901180236047209249e+01,4.675669781908045053e-01,1.898928551610330751e-01,9.755342971877921376e-02,-7.535208377517099709e-02,9.079735621731954698e-02
1.902380476095218853e+01,4.666637029115116575e-01,1.898584888909774782e-01,9.737553326724460168e-02,-7.516376409300416783e-02,2.415328936129920723e-02
1.903580716143228457e+01,4.657626846350073069e-01,1.898241092159488330e-01,9.719795519043721022e-02,-7.497599790832479294e-02,-2.367067592165771894e-01
1.904780956191238062e+01,4.648639167291372387e-01,1.897897161932521615e-01,9.702069499519951068e-02,-7.478878334846464360e-02,-1.284063211757307810e-01
1.905981196239247666e+01,4.639673925833725510e-01,1.897553098800260352e-01,9.684375218877816494e-02,-7.460211854763409978e-02,1.750473204944514583e-01
1.907181436287257270e+01,4.630731056088095432e-01,1.897208903332426033e-01,9.666712627882415032e-02,-7.441600164690941044e-02,-2.837533202916349140e-01
1.908381676335266874e+01,4.621810492381698277e-01,1.896864576097076760e-01,9.649081677339264862e-02,-7.423043079421989821e-02,-1.249151716914079502e-01
1.909581916383276479e+01,4.612912169258001627e-01,1.896520117660605853e-01,9.631482318094312933e-02,-7.404540414433531670e-02,-1.575001668773021168e-01
1.910782156431286083e+01,4.604036021476726193e-01,1.896175528587743242e-01,9.613914501033933580e-02,-7.386091985885312461e-02,-1.098786516510506239e-01
1.911982396479295687e+01,4.595181984013845256e-01,1.895830809441554354e-01,9.596378177084922967e-02,-7.367697610618588466e-02,-2.888106744525691383e-01
1.913182636527305291e+01,4.586349992061583558e-01,1.895485960783440671e-01,9.578873297214504645e-02,-7.349357106154860708e-02,-3.433602715790107229e-01
1.914382876575314896e+01,4.577539981028419525e-01,1.895140983173139448e-01,9.561399812430330936e-02,-7.331070290694613467e-02,4.378820930429518365e-01
1.915583116623324500e+01,4.568751886539083595e-01,1.894795877168724552e-01,9.543957673780475992e-02,-7.312836983116065281e-02,1.160518471863729445e-01
1.916783356671334104e+01,4.559985644434558227e-01,1.894450643326604788e-01,9.526546832353439964e-02,-7.294657002973906068e-02,-2.154700170252138725e-01
1.917983596719343709e+01,4.551241190772079004e-01,1.894105282201525853e-01,9.509167239278151773e-02,-7.276530170498053673e-02,-8.455829699327822857e-02
1.919183836767353313e+01,4.542518461825132969e-01,1.893759794346568381e-01,9.491818845723964948e-02,-7.258456306592400709e-02,6.275713999273493937e-02
1.920384076815362917e+01,4.533817394083461405e-01,1.893414180313150175e-01,9.474501602900657626e-02,-7.240435232833572488e-02,-1.411365481046726045e-01
1.921584316863372521e+01,4.525137924253055388e-01,1.893068440651024253e-01,9.457215462058433941e-02,-7.222466771469683577e-02,5.108004547594181821e-02
1.922784556911382126e+01,4.516479989256161343e-01,1.892722575908279137e-01,9.439960374487924022e-02,-7.204550745419095736e-02,-1.951024461162200185e-01
1.923984796959391730e+01,4.507843526231275488e-01,1.892376586631340507e-01,9.422736291520185381e-02,-7.186686978269182791e-02,-1.435726997466401644e-01
1.925185037007401334e+01,4.499228472533148837e-01,1.892030473364968712e-01,9.405543164526700139e-02,-7.168875294275098287e-02,-8.864250411103079264e-02
1.926385277055410938e+01,4.490634765732782752e-01,1.891684236652260986e-01,9.388380944919376414e-02,-7.151115518358540368e-02,-1.630102573350029616e-01
1.927585517103420543e+01,4.482062343617433386e-01,1.891337877034649784e-01,9.371249584150546930e-02,-7.133407476106530531e-02,-5.618985728859007267e-01
1.928785757151430147e+01,4.473511144190606137e-01,1.890991395051904445e-01,9.354149033712971795e-02,-7.115750993770175725e-02,-6.692709313173789143e-02
1.929985997199439751e+01,4.464981105672062300e-01,1.890644791242129252e-01,9.337079245139837114e-02,-7.098145898263463760e-02,-1.865705583697055414e-02
1.931186237247449355e+01,4.456472166497813525e-01,1.890298066141764821e-01,9.320040170004752211e-02,-7.080592017162024021e-02,2.443337352737083579e-02
1.932386477295458960e+01,4.447984265320124031e-01,1.889951220285588096e-01,9.303031759921756572e-02,-7.063089178701921489e-02,-2.694278934466894926e-01
1.933586717343468564e+01,4.439517341007511164e-01,1.889604254206711242e-01,9.286053966545311511e-02,-7.045637211778445208e-02,-1.606898998575703730e-03
1.934786957391478168e+01,4.431071332644744287e-01,1.889257168436583034e-01,9.269106741570305730e-02,-7.028235945944887042e-02,-2.714224208140439409e-02
1.935987197439487772e+01,4.422646179532845334e-01,1.888909963504987743e-01,9.252190036732053924e-02,-7.010885211411344020e-02,-4.238724263954303795e-01
1.937187437487497377e+01,4.414241821189088810e-01,1.888562639940045695e-01,9.235303803806296785e-02,-6.993584839043504031e-02,-5.103229094822865353e-01
1.938387677535506981e+01,4.405858197347001237e-01,1.888215198268213268e-01,9.218447994609199614e-02,-6.976334660361446782e-02,2.553077032357491116e-02
1.939587917583516585e+01,4.397495247956362818e-01,1.887867639014282894e-01,9.201622560997356481e-02,-6.959134507538453085e-02,-2.604284123091674674e-01
1.940788157631526190e+01,4.389152913122056909e-01,1.887519962701796894e-01,9.184827454877045327e-02,-6.941984213292468064e-02,1.310214234357143237e-01
1.941988397679535794e+01,4.380831132383872784e-01,1.887172169857838921e-01,9.168062628316100970e-02,-6.924883609621816649e-02,3.588254231699551378e-01
1.943188637727545398e+01,4.372529846093791694e-01,1.886824261003592351e-01,9.151328033338927692e-02,-6.907832530222393630e-02,-1.856237064954351923e-01
1.944388877775555002e+01,4.364248995066582482e-01,1.886476236656885186e-01,9.134623621974580221e-02,-6.890830809871546780e-02,-2.067872593808436910e-01
1.945589117823564607e+01,4.355988520298840760e-01,1.886128097334119624e-01,9.117949346298624691e-02,-6.873878283933616828e-02,-7.107800785618748063e-02
1.946789357871574211e+01,4.347748362968988922e-01,1.885779843550271784e-01,9.101305158433134479e-02,-6.856974788358816131e-02,6.637958749348640830e-02
1.947989597919583815e+01,4.339528464437275024e-01,1.885431475818891700e-01,9.084691010546691592e-02,-6.840120159682142043e-02,-2.955610443187810521e-01
1.949189837967593419e+01,4.331328766245773343e-01,1.885082994652102772e-01,9.068106854854388055e-02,-6.823314235022261143e-02,1.808611901714700099e-01
1.950390078015603024e+01,4.323149210118384933e-01,1.884734400560603151e-01,9.051552643617825911e-02,-6.806556852080415665e-02,1.301787470017781723e-01
1.951590318063612628e+01,4.314989737960836513e-01,1.884385694053664073e-01,9.035028329145117221e-02,-6.789847849139322988e-02,6.432281717694975087e-02
1.952790558111622232e+01,4.306850291860681024e-01,1.884036875639131248e-01,9.018533863790879901e-02,-6.773187065062087620e-02,-1.757000666953549839e-01
1.953990798159631836e+01,4.298730814087298735e-01,1.883687945823423471e-01,9.002069199956244661e-02,-6.756574339291103459e-02,1.156946757758942207e-01
1.955191038207641441e+01,4.290631247091895584e-01,1.883338905111534567e-01,8.985634290088850840e-02,-6.740009511846964396e-02,1.040424768876269113e-01
1.956391278255651045e+01,4.282551533507502617e-01,1.882989754007031447e-01,8.969229086682846408e-02,-6.723492423327383227e-02,-3.074291038902629003e-01
1.957591518303660649e+01,4.274491616148978212e-01,1.882640493012054661e-01,8.952853542278887966e-02,-6.707022914906100863e-02,3.509666307193175516e-01
1.958791758351670254e+01,4.266451438013007524e-01,1.882291122627319513e-01,8.936507609464142132e-02,-6.690600828331809413e-02,-1.270114748295787244e-01
1.959991998399679858e+01,4.258430942278101372e-01,1.881941643352114668e-01,8.920191240872286931e-02,-6.674226005927075267e-02,7.094934783856476912e-03
1.961192238447689462e+01,4.250430072304596241e-01,1.881592055684302711e-01,8.903904389183504853e-02,-6.657898290587249690e-02,-1.714100702337511550e-01
1.962392478495699066e+01,4.242448771634655391e-01,1.881242360120319868e-01,8.887647007124493959e-02,-6.641617525779415498e-02,1.056317904944178987e-02
1.963592718543708671e+01,4.234486983992268860e-01,1.880892557155176836e-01,8.871419047468455388e-02,-6.625383555541300429e-02,1.657626479630160410e-01
1.964792958591718275e+01,4.226544653283251796e-01,1.880542647282457958e-01,8.855220463035104461e-02,-6.609196224480209936e-02,-2.275656938427119136e-01
1.965993198639727879e+01,4.218621723595247230e-01,1.880192630994320935e-01,8.839051206690663742e-02,-6.593055377771973868e-02,-3.970157273035530565e-01
1.967193438687737483e+01,4.210718139197722754e-01,1.879842508781497945e-01,8.822911231347864425e-02,-6.576960861159861227e-02,-1.557667059386060315e-01
1.968393678735747088e+01,4.202833844541972730e-01,1.879492281133295084e-01,8.806800489965947720e-02,-6.560912520953540716e-02,-3.268183277950658105e-01
1.969593918783756692e+01,4.194968784261118855e-01,1.879141948537592088e-01,8.790718935550664859e-02,-6.544910204028013545e-02,-2.171636474885298429e-01
1.970794158831766296e+01,4.187122903170107380e-01,1.878791511480842336e-01,8.774666521154274312e-02,-6.528953757822550386e-02,-9.058613862433843866e-02
1.971994398879775900e+01,4.179296146265711887e-01,1.878440970448073677e-01,8.758643199875548735e-02,-6.513043030339654704e-02,-7.796191083404964417e-02
1.973194638927785505e+01,4.171488458726532733e-01,1.878090325922887327e-01,8.742648924859762471e-02,-6.497177870143996947e-02,1.931740139036036974e-01
1.974394878975795109e+01,4.163699785912994278e-01,1.877739578387458419e-01,8.726683649298706824e-02,-6.481358126361377869e-02,-2.677732514933350849e-01
1.975595119023804713e+01,4.155930073367349875e-01,1.877388728322536837e-01,8.710747326430677562e-02,-6.465583648677677986e-02,5.885844218736030475e-03
1.976795359071814318e+01,4.148179266813676880e-01,1.877037776207444719e-01,8.694839909540481859e-02,-6.449854287337808412e-02,-1.660120334506228201e-01
1.977995599119823922e+01,4.140447312157881088e-01,1.876686722520079786e-01,8.678961351959435522e-02,-6.434169893144689456e-02,2.086697081041430646e-01
1.979195839167833526e+01,4.132734155487692296e-01,1.876335567736912568e-01,8.663111607065361597e-02,-6.418530317458195911e-02,4.413543959589172339e-01
1.980396079215843130e+01,4.125039743072668186e-01,1.875984312332987791e-01,8.647290628282597313e-02,-6.402935412194125930e-02,-3.341406954905173921e-03
1.981596319263852735e+01,4.117364021364192106e-01,1.875632956781923821e-01,8.631498369081985755e-02,-6.387385029823178240e-02,2.709643599917849199e-01
1.982796559311862339e+01,4.109706936995473625e-01,1.875281501555913222e-01,8.615734782980880024e-02,-6.371879023369909911e-02,-1.697599085215060200e-01
1.983996799359871943e+01,4.102068436781548533e-01,1.874929947125722751e-01,8.599999823543141853e-02,-6.356417246411713573e-02,-3.834454742225399393e-01
1.985197039407881547e+01,4.094448467719278839e-01,1.874578293960692255e-01,8.584293444379144378e-02,-6.340999553077797390e-02,-3.174896987306781160e-01
1.986397279455891152e+01,4.086846976987353330e-01,1.874226542528735773e-01,8.568615599145766593e-02,-6.325625798048162274e-02,-3.790742454738529332e-01
1.987597519503900756e+01,4.079263911946285903e-01,1.873874693296341543e-01,8.552966241546400283e-02,-6.310295836552577697e-02,-2.540528227856738153e-01
1.988797759551910360e+01,4.071699220138418895e-01,1.873522746728571164e-01,8.537345325330945867e-02,-6.295009524369570009e-02,-1.109938360863410856e-01
1.989997999599919964e+01,4.064152849287918090e-01,1.873170703289060712e-01,8.521752804295811001e-02,-6.279766717825405187e-02,1.672230218673231572e-01
1.991198239647929569e+01,4.056624747300777711e-01,1.872818563440019624e-01,8.506188632283914752e-02,-6.264567273793078539e-02,7.732614972130724684e-02
1.992398479695939173e+01,4.049114862264816539e-01,1.872466327642231532e-01,8.490652763184683427e-02,-6.249411049691308562e-02,3.025865768696284208e-02
1.993598719743948777e+01,4.041623142449681794e-01,1.872113996355053711e-01,8.475145150934056126e-02,-6.234297903483530107e-02,-1.470901930015978964e-01
1.994798959791958382e+01,4.034149536306844697e-01,1.871761570036417632e-01,8.459665749514477806e-02,-6.219227693676887547e-02,-2.065747409810334001e-01
1.995999199839967986e+01,4.026693992469604355e-01,1.871409049142828129e-01,8.444214512954904828e-02,-6.204200279321233497e-02,-5.538907166397310372e-02
1.997199439887977590e+01,4.019256459611011967e-01,1.871056434130337620e-01,8.428791395346300896e-02,-6.189215519760829509e-02,-3.435880913661339131e-02
1.998399679935987194e+01,4.011836885966685307e-01,1.870703725457703859e-01,8.413396350899077225e-02,-6.174273273803977669e-02,-1.050049086460398684e-02
1.999599919983996799e+01,4.004435220620829461e-01,1.870350923577535351e-01,8.398029333805789864e-02,-6.159373401961314859e-02,1.271589081607465282e-02
2.000800160032006403e+01,3.997051412930099912e-01,1.869998028940387802e-01,8.382690298296803511e-02,-6.144515765440145688e-02,-8.496794808225556495e-02
2.002000400080016007e+01,3.989685412403908837e-01,1.869645041995594281e-01,8.367379198652839800e-02,-6.129700225935059282e-02,-4.462282613657913566e-01
2.003200640128025611e+01,3.982337168704424557e-01,1.869291963191265227e-01,8.352095989204980087e-02,-6.114926645626980045e-02,-2.841970726770763345e-01
2.004400880176035216e+01,3.975006631646570976e-01,1.868938792974288443e-01,8.336840624334657113e-02,-6.100194887182259357e-02,-2.261248163062842542e-01
2.005601120224044820e+01,3.967693751198027030e-01,1.868585531790329379e-01,8.321613058473663338e-02,-6.085504813751750619e-02,2.784914929221531943e-01
2.006801360272054424e+01,3.960398477479229462e-01,1.868232180083830851e-01,8.306413246104148163e-02,-6.070856288969895403e-02,-1.461630572442868259e-01
2.008001600320064028e+01,3.953120760763368935e-01,1.867878738298012764e-01,8.291241141758615152e-02,-6.056249176953804048e-02,7.444433417535198383e-02
2.009201840368073633e+01,3.945860551476393363e-01,1.867525206874872945e-01,8.276096700019926200e-02,-6.041683342302342496e-02,2.324308618919545266e-01
2.010402080416083237e+01,3.938617800197006247e-01,1.867171586255186033e-01,8.260979875521298754e-02,-6.027158650095228859e-02,6.401143699481297300e-03
2.011602320464092841e+01,3.931392457656666672e-01,1.866817876878505145e-01,8.245890622946305815e-02,-6.012674965892114698e-02,-1.386850625878334742e-01
2.012802560512102446e+01,3.924184474739589312e-01,1.866464079183159652e-01,8.230828897028877322e-02,-5.998232155731687137e-02,-1.186265232345639076e-01
2.014002800560112050e+01,3.916993802482746090e-01,1.866110193606257128e-01,8.215794652553301547e-02,-5.983830086130764031e-02,-2.643168380387606042e-01
2.015203040608121654e+01,3.909820392075863960e-01,1.865756220583682234e-01,8.200787844354222311e-02,-5.969468624083389130e-02,1.613092594357996845e-03
2.016403280656131258e+01,3.902664194861424907e-01,1.865402160550097277e-01,8.185808427316636215e-02,-5.955147637059934190e-02,1.660624833388358867e-01
2.017603520704140863e+01,3.895525162334668723e-01,1.865048013938941374e-01,8.170856356375902352e-02,-5.940866993006206631e-02,5.455361235713439283e-02
2.018803760752150467e+01,3.888403246143589675e-01,1.864693781182432120e-01,8.155931586517732590e-02,-5.926626560342553030e-02,9.499716788904997988e-02
2.020004000800159716e+01,3.881298398088940393e-01,1.864339462711563922e-01,8.141034072778198516e-02,-5.912426207962963309e-02,8.441192819438823880e-02
2.021204240848169320e+01,3.874210570124223540e-01,1.863985058956108276e-01,8.126163770243718942e-02,-5.898265805234181175e-02,3.418219551728293171e-01
2.022404480896178924e+01,3.867139714355702917e-01,1.863630570344614601e-01,8.111320634051079337e-02,-5.884145221994824954e-02,-1.856040730027489483e-01
2.023604720944188529e+01,3.860085783042397356e-01,1.863275997304409959e-01,8.096504619387417945e-02,-5.870064328554498723e-02,-2.719587278411327719e-02
2.024804960992198133e+01,3.853048728596081274e-01,1.862921340261598224e-01,8.081715681490228564e-02,-5.856022995692905520e-02,8.253497749839555642e-02
2.026005201040207737e+01,3.846028503581284674e-01,1.862566599641060916e-01,8.066953775647363323e-02,-5.842021094658969571e-02,1.910330522670606601e-01
2.027205441088217341e+01,3.839025060715293147e-01,1.862211775866457475e-01,8.052218857197028512e-02,-5.828058497169959912e-02,-5.438090715525980556e-01
2.028405681136226946e+01,3.832038352868148423e-01,1.861856869360223876e-01,8.037510881527790141e-02,-5.814135075410611225e-02,-1.626096708574125971e-01
