dIdt,T,emf,emf_noisy
1.926810838028131184e+04,3.397404054399585220e+02,1.348455603136538838e-01,1.352125560687026384e-01
4.009490676682060439e+04,2.890932134228369250e+02,1.124123939634199820e-01,1.112919082121156117e-01
6.338550584927079399e+03,3.433244377610163838e+02,7.112243291289585545e-02,7.025436237880509915e-02
7.951189334160929320e+03,3.337531064276589632e+02,8.417769973458827382e-02,8.448538902075820867e-02
7.056586188687590766e+04,2.962589995237289600e+02,8.293968005580820702e-02,8.126310236129583031e-02
1.388249102023100477e+03,2.796785796131790676e+02,1.485687793853063612e-02,1.317595235053738503e-02
2.053059110958660312e+03,3.342259677822222557e+02,2.418292632696459471e-02,2.570286805578056791e-02
8.823986216076009441e+04,3.333085217859012346e+02,7.597434781631105805e-02,7.638108925538748817e-02
6.706603223700761737e+04,3.049149408519309077e+02,8.707203660294722536e-02,9.038936380457759934e-02
1.966690901194263688e+03,2.987656434143465844e+02,2.175495199348484801e-02,1.973899599562786017e-02
8.849493895756435813e+04,3.476287148702802483e+02,7.759437661567004929e-02,7.399244491835903215e-02
3.395555732045600053e+03,3.289041812977073960e+02,3.915224785268323071e-02,4.098980562101899039e-02
6.084343608880969259e+04,3.180576080532835590e+02,9.478210838009287764e-02,9.665039721767545999e-02
6.449862482766970788e+04,3.181152766424791025e+02,9.135919872985449885e-02,8.983483207771804369e-02
1.115556541715687217e+03,3.653976885246704569e+02,1.390811362867736337e-02,1.092239960288432510e-02
1.045738915602681573e+03,2.744500367644670860e+02,1.109262590891037063e-02,1.094824472651484935e-02
4.508060362819708644e+03,3.618132426858799136e+02,5.409908957746245584e-02,5.054327879904296078e-02
7.283782261856005061e+04,3.166199329181771418e+02,8.415754604931777183e-02,8.341961675600026438e-02
3.825492692438693484e+04,2.762539957854647810e+02,1.118228283902311937e-01,1.074010039902076330e-01
5.938844539154972153e+03,3.432309819578636620e+02,6.723180249988462698e-02,6.669591097274790714e-02
5.200218927121972229e+04,2.890231814227240079e+02,9.883191027018925490e-02,9.452920972979729497e-02
4.122148760472263348e+03,3.208941790572148420e+02,4.641978993696964373e-02,4.588211073409506624e-02
4.952617697438678078e+03,3.156956796357964095e+02,5.451050459591516573e-02,5.747952711693652544e-02
2.404122780549994332e+03,3.661520644454892590e+02,2.979601776060768897e-02,2.919462730907610576e-02
8.300460913806984900e+04,3.416188753910889773e+02,8.030599462569824876e-02,8.177647178942813733e-02
4.048193529775922798e+04,3.619797099912051408e+02,1.268760061278528528e-01,1.255218526383359290e-01
8.411038305115680487e+03,3.605347897515473505e+02,9.190853466360607293e-02,9.005156858539323239e-02
3.377171698897449915e+03,3.407734618120129539e+02,3.975278352431989987e-02,3.668262677625583335e-02
8.549863890938043187e+04,3.633195245935369826e+02,8.143134472912569310e-02,8.343596165483284366e-02
6.217845565231858927e+03,2.929217838031007091e+02,6.395782590001880541e-02,6.376386643885674499e-02
2.638828275257484165e+03,3.514365730157615531e+02,3.186155723604297552e-02,3.502619377160079428e-02
7.068264011554969329e+03,3.378487406322942093e+02,7.718042429368485169e-02,7.474078727328123395e-02
2.743111245157587473e+04,3.671459599518341292e+02,1.427957407712384108e-01,1.422655559694334382e-01
3.478320512971486460e+04,3.391368575014145108e+02,1.293707845721202010e-01,1.294431581482294868e-01
1.651851888821526472e+03,3.426079861914172398e+02,1.978423230503469424e-02,2.252057570223746016e-02
7.795815191056946060e+04,3.258078124752505573e+02,8.166114736851465272e-02,8.521501667103549560e-02
2.234300101418600389e+04,3.386223030609164653e+02,1.371479814273862119e-01,1.357587947122863847e-01
1.333495406867210477e+03,3.297220305370789220e+02,1.564474138276049364e-02,1.328417355906131789e-02
4.730127805709336826e+04,2.909178205892595201e+02,1.043819259816650413e-01,1.008142350252742014e-01
8.786329254912790202e+04,2.858033382805695624e+02,7.021404774831546680e-02,7.279149408576449098e-02
4.736911649284775922e+04,3.272801634130618140e+02,1.112175603168030075e-01,1.109455718550293873e-01
1.046091705540249222e+03,3.293890425012308469e+02,1.227876943093990370e-02,1.088381560293249020e-02
8.834415402940514468e+03,3.552644486621576903e+02,9.448918485790631927e-02,9.428630484463494665e-02
1.507813224088968855e+04,3.519532286063380866e+02,1.279653362851243259e-01,1.227475193399059222e-01
5.970316949965045933e+04,3.512515479595695069e+02,1.013336482957306744e-01,9.778038224436230719e-02
1.012793652522154480e+04,3.381677453769477779e+02,1.009765300595825976e-01,1.027441346333280159e-01
1.427735081094215730e+03,3.078230261520516819e+02,1.610397928828712771e-02,1.679204439599105148e-02
7.362935738010358182e+04,2.732634366333974185e+02,7.731164243960096660e-02,7.750780142578561627e-02
8.007032580204730039e+04,3.619555833446011093e+02,8.499611551516028651e-02,8.288874169431161010e-02
9.382626534273331345e+03,3.447635513026596641e+02,9.693246868437772890e-02,9.800315878212198517e-02
1.279043965247362166e+03,3.660257834394463998e+02,1.595296302033106031e-02,1.940477367139904416e-02
4.761911922547021095e+04,3.440189820988755400e+02,1.140571507201912915e-01,1.115026142482530291e-01
3.043304112529315535e+04,2.740262737774080506e+02,1.192393725988062092e-01,1.191630463415707941e-01
8.759274964564536640e+04,2.847415587059718973e+02,7.022669081023509563e-02,6.925032335350780888e-02
1.034254428330476003e+03,2.909538027255946417e+02,1.132407628823535982e-02,1.193929995781435952e-02
7.430001458981532778e+03,3.074091248074294072e+02,7.616428510929625084e-02,7.608543468230657969e-02
3.694917936784904214e+03,3.228535014634142044e+02,4.199985821112956624e-02,4.159861830082686729e-02
1.642140043103648168e+03,2.964597732471885365e+02,1.812046446109208744e-02,1.624883376757744330e-02
2.953039154566485013e+04,3.726744755122983861e+02,1.424110154810361573e-01,1.422718449726619316e-01
4.813154834742077583e+03,2.758652912416115441e+02,4.930520392310910882e-02,4.796862160420013038e-02
1.196570463107937940e+03,3.162926998962498146e+02,1.371714823365791959e-02,1.331635507545505560e-02
1.850348836860471010e+03,3.123799865615116005e+02,2.099822720261567896e-02,2.076319964793122211e-02
4.092612199198959570e+04,3.484540724406654135e+02,1.235530532901221862e-01,1.247536443294250397e-01
1.628328544050986966e+04,3.180369289272196625e+02,1.241997772272794148e-01,1.229271425641609711e-01
2.692162374882775111e+03,2.829413763586372852e+02,2.874811593214170874e-02,2.799327552526696683e-02
2.466518947471209322e+04,3.071685610109535105e+02,1.300398085061808262e-01,1.320757423097230210e-01
1.823096206659168502e+03,3.410793264025530789e+02,2.175831519113148940e-02,2.121366079989210618e-02
2.220115224413510805e+04,3.592016733644073838e+02,1.418517367597367795e-01,1.412198083187324316e-01
2.042116483409037028e+04,3.622834109765119592e+02,1.413347270519098586e-01,1.429552673467251733e-01
1.025773471243622225e+03,2.994203755438661005e+02,1.141051019754503806e-02,1.184756256736159592e-02
1.054462033884155426e+04,3.620180363817954117e+02,1.078628182430492605e-01,1.079373034908111262e-01
2.835507914723499198e+04,3.653141905247090904e+02,1.417303826987833248e-01,1.420627736691183196e-01
3.289027307291082980e+04,3.189742285748040445e+02,1.270764488698251649e-01,1.244904082580796656e-01
2.578794162540261823e+04,3.158123240140906205e+02,1.317832145697679092e-01,1.325996218677490956e-01
5.889673606332074996e+04,3.112617423349915953e+02,9.557675823531142090e-02,9.812435416971862501e-02
3.253986006406941306e+04,3.396938945073064247e+02,1.320410347453829236e-01,1.331008676341994823e-01
6.981999285823809623e+04,3.709854654552229931e+02,9.451795255567976839e-02,9.130559843402916154e-02
6.754823524034291040e+03,3.436316893905843131e+02,7.507806088919953547e-02,7.554858148452020528e-02
1.170366745417996071e+03,3.242080482434545274e+02,1.360769211141362595e-02,1.170224227456240045e-02
2.301478011753794362e+03,3.025170176040476235e+02,2.557696494107960031e-02,2.503028569035505371e-02
3.763262932567218286e+03,3.671370411414017099e+02,4.605743492843609316e-02,4.622525436861817105e-02
1.212224975670104413e+03,3.344431798537098643e+02,1.434558770111031209e-02,1.187152665567116350e-02
1.645580315662806242e+03,3.583951031069439068e+02,2.023652170910834186e-02,2.282073258944435773e-02
1.090330704403462369e+04,3.280991964531771146e+02,1.040411703359211265e-01,1.038178470186471442e-01
3.198738711585226611e+03,2.999683727585842803e+02,3.509457527736765947e-02,3.659538805724879551e-02
3.724519649173148991e+03,3.529997343997555959e+02,4.456120890422409636e-02,4.574816862150579005e-02
3.040458312832043885e+04,3.703916596791020766e+02,1.410754332858545068e-01,1.436821466284728677e-01
5.121052977212205587e+04,3.091957921013471378e+02,1.033639904834075113e-01,1.056675272319677478e-01
5.297605526508814364e+04,3.513254535095686606e+02,1.088558181115250739e-01,1.058294977309553742e-01
5.511162222753081551e+03,3.109681146947861521e+02,5.950340764750815942e-02,5.951302945343715789e-02
2.625790946684031587e+04,3.530518407899750741e+02,1.402133458629509222e-01,1.358685348296660711e-01
5.065347745333967032e+04,2.928797686291142668e+02,1.009977857046265998e-01,1.000302317413301750e-01
2.004080120754210839e+03,3.453616168985655577e+02,2.406619086098759491e-02,2.542303623317524602e-02
2.518299243078653490e+03,3.649724227180928438e+02,3.112297937551395527e-02,3.287957268111514619e-02
1.976608170315745883e+04,3.058653676889892381e+02,1.276746674031855044e-01,1.301823193196144091e-01
3.397040462605996709e+03,2.767202022071466558e+02,3.558467407998017890e-02,3.476111878068079836e-02
2.428590588189245409e+03,3.669875706637638473e+02,3.013427626548183941e-02,3.070620442771757400e-02
5.433009377605651935e+03,3.291629653237384332e+02,6.067777344899324965e-02,6.080512071065716229e-02
1.076382167947979269e+03,2.970372575235373347e+02,1.191868565836611688e-02,1.438605928191802504e-02
7.527288348699897142e+03,2.771790269561917626e+02,7.271432368169809812e-02,7.582492366307241882e-02
1.243196802405670724e+03,3.074634023290983578e+02,1.402403666975336229e-02,1.324097007239422377e-02
3.086174629935880148e+03,3.298070935297213282e+02,3.576279413954653458e-02,4.326606407407924959e-02
2.723230495119742500e+03,3.245183812562730736e+02,3.137661204836357520e-02,3.130453058000480515e-02
4.559219146101008846e+03,3.045141427713953703e+02,4.951148160244719931e-02,4.871370473585857203e-02
1.781475741752032263e+03,3.345167447376256860e+02,2.102896490022440265e-02,2.216464497371883891e-02
8.757755832843327880e+03,3.501748920134419336e+02,9.309892563458400938e-02,9.455331040469967807e-02
2.375271657566131762e+04,3.134580975822005939e+02,1.315624382703297346e-01,1.325936667798540414e-01
4.762750672391451189e+03,3.455349447769727362e+02,5.539404918787628473e-02,5.403469592085456685e-02
7.151323716951115057e+04,3.669103611818483159e+02,9.244317014424008327e-02,9.533077208727488983e-02
5.242443490184631810e+04,2.828592652891156263e+02,9.726757014419071257e-02,9.731921787198033469e-02
4.092891867014952368e+03,2.940811688865530868e+02,4.391432516520484691e-02,4.693526549856896768e-02
1.196191761673081601e+03,3.366948496209336099e+02,1.421162160315762174e-02,1.694474532618587756e-02
3.438613798126304027e+04,3.455527674382004761e+02,1.312313969871140851e-01,1.286336865284463671e-01
3.020122965650170954e+03,3.606729896881129775e+02,3.689388295053731143e-02,3.488525669667562334e-02
4.616598234576888899e+03,3.046722948879192359e+02,5.010132603838715615e-02,4.805285976276631177e-02
1.441021474019350717e+04,3.550529358578825168e+02,1.262295442008837532e-01,1.266836993220664398e-01
9.948540076209923427e+04,3.712742777992029914e+02,7.423482062547710758e-02,7.429904887047870943e-02
3.975164755496516136e+03,2.870793452958120611e+02,4.216291299990440611e-02,4.265806347897238560e-02
8.650595517391177054e+03,3.670406263483870362e+02,9.484961970498852202e-02,9.318419808622285805e-02
1.798464069539941192e+04,3.604369091379884367e+02,1.374302084781613142e-01,1.382445032099921256e-01
2.326723403871489427e+04,3.034849267013111103e+02,1.291832545471683358e-01,1.319534637667048593e-01
2.656637917342285164e+03,3.344589622033184924e+02,3.116184025681095413e-02,2.845465082751947455e-02
1.551113204609462446e+04,3.345737034421334215e+02,1.256385385399388099e-01,1.252109480526436835e-01
1.225216638214417253e+04,2.853038412151254306e+02,1.030383016268467261e-01,1.035003131358532419e-01
2.075676773273088475e+04,3.104058260445144697e+02,1.296679870771777765e-01,1.293738859200170566e-01
1.698219995265916168e+03,3.069253514236858109e+02,1.909845602564841371e-02,1.867020113613062499e-02
1.788912224724749422e+03,3.510268227462790946e+02,2.171541335050842375e-02,2.521994131959896454e-02
8.934185816190349578e+04,3.692873210272180131e+02,7.972583345269319832e-02,8.225996846226280024e-02
4.391401330166606931e+04,2.780287139385628734e+02,1.057276881835041565e-01,1.073944780701564655e-01
4.519752255808306654e+04,3.560884454115015387e+02,1.194466719274093758e-01,1.178922728006264603e-01
7.382591123914242780e+04,3.329211495748743346e+02,8.571814301005066528e-02,9.016935644999436728e-02
8.342486643946026743e+04,3.468390332225981751e+02,8.070186413967005146e-02,8.139366946511482348e-02
6.123152335331226823e+03,3.443379318550945527e+02,6.916423578268185435e-02,6.797828389700052987e-02
3.222065408840683085e+04,3.510132961580352458e+02,1.348889370594915926e-01,1.341841824965539220e-01
1.919730147478432627e+04,3.469163296945509956e+02,1.363833555293219035e-01,1.353746982910065122e-01
1.317348068222936854e+04,3.138236516064096122e+02,1.127972795895689495e-01,1.170103528774916191e-01
2.284003508189526838e+04,3.652665412092792963e+02,1.434648694323008289e-01,1.438472433836543163e-01
4.353784232921389048e+03,3.008595478626886575e+02,4.711944289438809580e-02,4.721808226027358890e-02
5.300995503851207468e+04,3.575205232011184080e+02,1.099014194327289223e-01,1.055681951140924335e-01
6.516954013230390046e+03,3.340804447725061550e+02,7.167645213444726049e-02,7.312407263900179422e-02
1.978597132884101711e+03,2.804766192373400600e+02,2.114159131241110864e-02,1.899859939824072655e-02
1.051869111349766627e+03,3.278169848111226656e+02,1.231255529010101893e-02,1.002664202260822660e-02
1.898360392381546626e+04,2.880971588784487949e+02,1.226140215974541731e-01,1.238131369933821863e-01
2.905784333410607815e+03,3.546164886561605272e+02,3.518452908011392155e-02,3.343171204574098276e-02
8.168289466656767763e+04,3.391402289871916196e+02,8.086684569272196976e-02,8.251251559373380673e-02
2.454759304359074576e+03,3.428184722947862610e+02,2.925740700002558634e-02,3.147519317592258059e-02
4.289027354677832591e+03,3.635486608526740042e+02,5.179610929735398855e-02,4.819131945637223496e-02
9.295299070023288368e+04,3.661005451321797750e+02,7.719676635664037001e-02,7.689854628690377669e-02
1.095744351531583561e+04,3.487662937081601626e+02,1.081035096189674194e-01,1.049298736811451055e-01
6.983115059851888509e+04,3.646946471129360816e+02,9.359477582186946643e-02,9.344490785623994766e-02
3.654898726937485480e+04,3.692676284596788037e+02,1.336077237432017062e-01,1.354061197002141559e-01
1.729543091592948258e+03,3.563923414054801242e+02,2.118954425965512839e-02,1.843588952784467813e-02
2.703752126133514594e+03,2.812964811026928373e+02,2.877787716471731649e-02,3.235619678619513356e-02
5.947782993899465509e+03,2.968005122044884274e+02,6.199824327629446796e-02,6.134896099853574120e-02
5.779795884695777931e+04,3.525949427839234431e+02,1.035955085772655160e-01,1.012003729771862315e-01
4.655609703397619342e+03,3.029458867054570419e+02,5.033204799489117420e-02,5.005341329092946601e-02
8.436534310983770411e+03,3.439186228160366454e+02,8.960821141220315367e-02,9.116176086765295783e-02
9.152315105216483062e+03,3.096883203483245666e+02,8.958884993879612235e-02,8.680298334674019234e-02
4.461804058648356659e+03,3.346395153453404987e+02,5.119649369144935180e-02,5.116796176915276023e-02
3.740852366070549033e+04,3.726341558410278481e+02,1.331806166870584396e-01,1.304009916945128855e-01
1.287222004211784224e+03,3.525860778460528877e+02,1.570383318098734007e-02,1.807892552403634126e-02
2.830220826813015265e+03,3.104949477986659190e+02,3.177297632873513078e-02,3.204872211440042140e-02
4.468589021312591649e+04,2.789230948231946741e+02,1.050260307607440990e-01,1.041406610521173060e-01
1.708769197654465097e+04,3.424068225614315111e+02,1.315297780526247240e-01,1.335647510013868722e-01
1.055965330284229276e+04,3.218392339374794346e+02,1.008551567592940873e-01,9.824193424009843023e-02
5.482970730639979593e+03,3.676567335877063556e+02,6.525302298254899436e-02,6.442964939533750435e-02
1.820870892614307422e+03,3.521534438900997657e+02,2.214089859747492978e-02,2.579593573149114097e-02
8.195370995840146861e+03,3.343419397751960105e+02,8.624487576257712507e-02,8.595874300164899062e-02
9.422994803650447284e+04,3.306191429283960588e+02,7.229791704881184666e-02,7.497303891052667368e-02
1.549447799402994133e+04,3.408952518214206293e+02,1.269470522956060443e-01,1.272985241962489855e-01
1.422848634703845710e+04,3.357293421525856729e+02,1.215247055699034129e-01,1.200854556465339451e-01
9.555142536317741906e+04,2.952577603520045386e+02,6.742550796432701665e-02,6.689306522209886863e-02
5.899385284000656975e+04,3.569371150255457223e+02,1.030155232685747990e-01,1.031293913517075805e-01
9.963195140604668995e+04,3.036763843194304400e+02,6.649104603493187493e-02,6.563101860364606299e-02
8.077308662469631236e+04,2.914230710057253191e+02,7.511239764445289124e-02,7.342299418493240803e-02
2.162687168256585937e+04,3.086854235276057352e+02,1.298496058148514709e-01,1.282448224586571761e-01
4.079663916693469218e+03,3.288589465836187173e+02,4.661732550910775014e-02,4.360838963558035658e-02
1.804206969183442925e+04,3.119799729268235637e+02,1.266258182317524794e-01,1.268040247716301916e-01
4.970724252582516783e+03,2.806422658673734531e+02,5.124806283944145779e-02,5.199222452925113952e-02
4.183493143930653605e+04,3.312834949357580285e+02,1.189178038272956650e-01,1.203724036313931212e-01
1.881918979207404391e+03,3.474290071687233876e+02,2.269500864032385906e-02,1.903983614886199313e-02
8.415746922718335554e+03,3.642707998254466588e+02,9.250889060427573696e-02,9.407662604733457723e-02
4.803436394505054341e+04,2.752284023708231757e+02,1.005632139974445560e-01,1.004850018519275467e-01
8.110061973510840289e+03,3.025412632947137581e+02,8.085627453896909733e-02,7.795504263523460320e-02
1.592339611376805988e+04,2.939307883088753215e+02,1.179667069949014852e-01,1.181183772197976906e-01
1.572410285468111169e+03,3.186792592969246130e+02,1.807332735473862750e-02,1.965851697706478760e-02
3.717148974305674528e+03,2.861211702058920991e+02,3.949206596464070046e-02,4.049290742700571016e-02
8.109058945850787859e+04,3.163455170878535228e+02,7.824865238730074890e-02,7.965530686256544479e-02
2.060056305443904421e+04,3.387669586009961904e+02,1.361019639105651158e-01,1.379486327807782076e-01
5.368813742263982931e+03,2.915452881646704100e+02,5.608812850860360466e-02,5.783604301832349914e-02
1.080842347220321244e+04,3.500343597853411666e+02,1.074161627526434987e-01,1.073012626549453424e-01
3.545987140217601700e+04,2.799092282598040811e+02,1.157018209691149241e-01,1.114933597521258341e-01
3.757860896219520509e+04,3.202199049063250982e+02,1.219529473952531973e-01,1.203904842504069095e-01
4.528307161164442368e+04,3.361216624397526402e+02,1.154946585393717834e-01,1.161638508161356442e-01
3.795642996309652517e+03,3.642357119960653904e+02,4.621566550813709096e-02,4.523391986538818216e-02
2.996483410165694295e+03,3.085078074160526285e+02,3.346450763010769963e-02,3.479327204672558183e-02
1.892417541374995199e+04,2.794374110052058882e+02,1.205345566335315477e-01,1.220881928434983943e-01
1.133447202083357115e+04,3.543136186851187404e+02,1.113655393783076902e-01,1.114202506009660115e-01
1.348259543256417419e+04,3.609126886188708454e+02,1.236358155422356414e-01,1.273541897469718798e-01
2.686765954082935878e+03,3.167861028161028685e+02,3.054526554782548142e-02,2.855419966472252935e-02
4.337587576270326281e+03,3.530773722196821041e+02,5.144910646463925208e-02,5.327122312982690566e-02
3.192319576181088996e+04,3.630861959426306385e+02,1.378786189864619760e-01,1.368934469795554387e-01
5.207706673508354470e+03,2.857766168068513934e+02,5.398295408237833992e-02,5.238202145415610939e-02
3.273189137414253855e+04,3.610873353052676293e+02,1.365403745721371909e-01,1.376780051119872172e-01
1.239622143980008104e+03,2.740017506466942336e+02,1.312873009625799281e-02,1.185750255755405567e-02
7.975030623858832405e+04,3.131493391528000529e+02,7.870867315580672152e-02,8.038725111923895883e-02
2.607030291760559066e+03,3.162494807337238285e+02,2.963086154162220681e-02,2.725827416718576077e-02
9.045139435090590268e+03,3.513208581061910536e+02,9.548864468613652012e-02,9.551981255424830952e-02
6.946571440259045630e+04,3.631630715840383345e+02,9.369663484834890588e-02,9.197077500374188641e-02
3.213359866856686949e+03,3.672713139694830033e+02,3.959772589303726248e-02,3.908876977380483508e-02
2.849499237950338738e+03,3.385501270661296758e+02,3.360062820441605397e-02,3.281780552111604465e-02
9.360119898365568952e+04,3.638196087199428348e+02,7.655906803359992241e-02,7.426312927139322451e-02
6.439621392469361308e+04,3.530214116949573508e+02,9.688022692961163751e-02,9.815278626221522751e-02
1.160091899915121758e+04,2.809904441881325283e+02,9.908724885433130292e-02,9.655876177192969367e-02
1.324475380881855017e+03,3.589944176411775061e+02,1.632801620383763849e-02,1.432983706992578717e-02
1.619337661068012130e+04,3.052144505857220906e+02,1.211479581678150674e-01,1.228934605051395790e-01
3.185344252922264332e+03,3.234409743834465871e+02,3.646462818133924116e-02,3.837410888335483772e-02
2.679297579925868831e+03,2.807345041437869781e+02,2.849291928290386203e-02,2.979180983358542187e-02
7.316208494621954742e+04,3.440465512567844826e+02,8.781834336335611613e-02,8.846242454530743593e-02
1.733191236424828458e+04,3.306136073320564606e+02,1.294432147389535381e-01,1.339637598061680646e-01
7.728212406332821047e+03,3.309918874803330482e+02,8.193806766806194242e-02,7.948325684313831130e-02
1.334497354468871890e+03,3.408851239150717447e+02,1.596007474562050402e-02,1.443809838294076581e-02
5.536595522976231223e+03,3.200502682884042542e+02,6.072575836916958847e-02,5.870320346111672360e-02
5.345228797649492481e+04,2.927496801226900516e+02,9.796377933837399632e-02,9.972669700327155273e-02
4.030440973789711734e+03,3.081561034948924203e+02,4.442110260253542137e-02,4.496312249638383801e-02
4.421692593727875646e+03,3.000068114586571255e+02,4.772792420726913037e-02,4.991589607261243122e-02
1.635731938645739319e+04,2.941838014953061702e+02,1.191187342885542400e-01,1.210302589530605905e-01
3.193606159575861966e+03,2.860749424019259664e+02,3.413888333234702671e-02,3.365563341678743520e-02
1.299779028882587954e+04,3.006202384807355088e+02,1.093875494595464293e-01,1.077167561225918224e-01
3.446395127737142320e+04,3.050898959544451827e+02,1.223107666928557602e-01,1.202938667622455021e-01
3.744100979805682073e+03,3.439232324759695985e+02,4.410764804233369141e-02,4.849899546558653768e-02
8.820673393591809145e+03,3.641391617631611552e+02,9.576420443718683395e-02,9.766785113120238226e-02
1.420805642828095370e+04,2.976111518605331980e+02,1.134871387439213147e-01,1.146422027623019840e-01
5.329209370945062801e+03,3.298095888969527323e+02,5.970801281989738390e-02,5.899935193585687659e-02
2.800507558196283753e+03,3.456221500259484856e+02,3.343714910134428647e-02,3.301035275982103917e-02
1.693572269850368457e+03,2.982969058661414010e+02,1.874690495271302826e-02,1.802872068118657398e-02
1.351971648026469302e+04,3.218143112445328597e+02,1.158670349812225137e-01,1.151894653241066491e-01
7.496498108380039048e+04,3.625319341421520676e+02,8.896141397869582190e-02,8.412441524149279204e-02
1.090265839867552359e+03,3.476882116305359887e+02,1.320211618377157246e-02,1.304971735050897835e-02
5.386751282625097519e+04,3.108235186013292264e+02,1.007242525074447531e-01,9.992998517397651270e-02
8.412909565310835023e+04,3.178850827513351760e+02,7.651012917398998525e-02,7.706004182052422768e-02
1.215214668053856803e+04,3.116560590690922368e+02,1.076953101819729669e-01,1.080849893083120211e-01
8.625155168973207765e+04,3.182127052871149999e+02,7.525866772152550732e-02,7.693610370817650923e-02
2.567821749588084640e+04,3.540182589732269207e+02,1.406692365967649461e-01,1.406139380358997493e-01
1.231545370642286798e+04,2.930613815475296633e+02,1.048503802161780130e-01,1.064152438007318208e-01
8.459604037100278219e+03,3.302403407362367034e+02,8.771395931740419427e-02,8.256307327442675981e-02
8.566393379559562163e+03,3.103232933687887112e+02,8.547189541635730192e-02,8.324054124720862979e-02
2.312029942117627434e+04,3.399829291167042129e+02,1.376772030773608380e-01,1.411000886714860458e-01
2.944494432952947136e+03,3.299530146133743074e+02,3.417863368490609705e-02,3.171159588947010388e-02
2.696511327473313577e+04,2.745356923322350440e+02,1.216497842905429616e-01,1.210631747524925222e-01
9.593552886895562551e+03,3.516122633061213492e+02,9.957697683649895104e-02,1.009621839066881382e-01
2.235241422909147514e+04,3.302872765198465572e+02,1.352153597988467459e-01,1.334219205960228416e-01
7.615939770259089710e+04,3.155948660208368892e+02,8.153832579606927478e-02,8.295507478645079702e-02
2.930268142923669529e+03,2.780645028229705531e+02,3.092947496388196230e-02,2.804496207190889517e-02
6.403995777919816646e+03,2.789670333504568589e+02,6.387013861651509583e-02,6.001512624904921378e-02
3.550751326383746800e+03,3.594401559603927581e+02,4.303130004229080430e-02,4.034439543972975772e-02
1.274538120515929904e+03,3.319586152973892013e+02,1.501479251539745638e-02,1.167905768740217128e-02
1.754605209103339439e+04,3.165635286890731663e+02,1.267341922482467520e-01,1.266704734986592029e-01
1.807340705473718845e+04,3.607370422225713469e+02,1.376667350364655928e-01,1.370028563705965041e-01
9.972905418606035528e+04,3.177225979707507122e+02,6.805808447929985461e-02,6.868663966218849226e-02
1.592406008030839257e+04,2.752853149261233057e+02,1.138624248658964971e-01,1.117626359257236218e-01
6.197448481363285282e+03,3.401012439915210734e+02,6.938522113706763195e-02,7.444273587993224806e-02
6.343331947365359520e+04,3.250563838075176477e+02,9.343155393778802831e-02,9.321231228113296963e-02
1.073417428438901197e+03,3.365691806443689416e+02,1.275572438547336110e-02,1.263588960806577566e-02
4.031010584276146346e+03,3.252873743622965890e+02,4.580677481054749867e-02,4.669009508243817524e-02
3.190495191566823996e+04,2.929890449238301358e+02,1.222522790589234409e-01,1.217370795515809040e-01
2.103652627179350930e+03,3.134325958993965742e+02,2.388024653425371152e-02,2.258920496633544384e-02
5.278031166268448942e+03,3.494091298489329347e+02,6.120536331712372879e-02,6.134896040381437182e-02
4.990307105657461943e+04,3.283921217906620313e+02,1.083778058263796945e-01,1.101873609865535036e-01
4.890455356206816759e+03,3.393363432028735360e+02,5.615818293518695659e-02,5.746170103936504292e-02
3.061409445889839844e+03,3.527748964326672763e+02,3.689827222859796280e-02,3.875443293633906716e-02
6.041941786330689501e+04,3.506024070935482086e+02,1.004804828039217585e-01,9.932492140747359310e-02
1.428349248242747080e+03,3.016705533217526067e+02,1.593045828196207672e-02,1.435385485846296660e-02
5.168727240418358997e+04,3.048864277695111582e+02,1.020503781576882069e-01,1.060327123036908514e-01
4.273357581721438692e+03,3.042060192193001740e+02,4.659232716730753870e-02,4.608854763690373862e-02
2.603571052888565191e+03,3.123040729333175705e+02,2.938364315269053825e-02,3.031503064459640726e-02
9.457090087681359364e+03,3.463071757005479867e+02,9.772276401455477768e-02,9.917460769230607154e-02
9.264803859133273363e+03,3.600090008021716130e+02,9.853823857141347231e-02,1.013552432753515031e-01
8.499511669796859496e+04,2.849736730088886816e+02,7.171438208857759677e-02,6.898792562160785402e-02
3.198964341510616941e+04,3.028179613134191186e+02,1.243841700406819045e-01,1.234000315822035010e-01
8.322328744849608483e+03,3.402333607558248900e+02,8.814115397741480173e-02,8.725056736738427687e-02
1.314911000724114274e+04,3.265948467180162424e+02,1.152638986432170526e-01,1.146377372680586204e-01
4.332479677794163763e+03,3.515358105521571019e+02,5.126094639871249525e-02,4.641247616816307486e-02
9.235133645268234250e+04,3.321836675574485298e+02,7.349554586180011284e-02,7.328035367200648464e-02
5.913949425487438930e+03,3.624603786371790193e+02,6.916153492857805840e-02,6.335118839482709041e-02
5.907161628674824897e+04,3.492637418393150028e+02,1.016760418498890983e-01,1.022502286456855175e-01
2.051891400627312396e+04,3.179143892123943260e+02,1.312112388350453740e-01,1.322649342655861371e-01
6.796544188726427092e+04,3.171045540970114303e+02,8.816471756371087320e-02,8.933956224385505851e-02
5.118412947869518575e+03,2.934673656566869226e+02,5.392457816403930376e-02,5.149441483634841638e-02
6.813854462475961554e+03,3.541123222238600192e+02,7.696168062719917213e-02,7.885177626391091932e-02
5.478402365600275516e+03,3.682560894745337237e+02,6.526782083575868865e-02,6.352000629745939431e-02
