N,mu,t_dwell,T,F_max,F_max_noisy
8.573531714395096515e+01,7.762224241174395800e-01,5.435079560031584656e+00,3.123779879443646905e+02,8.717760842503545859e+01,8.744302052684402327e+01
2.287594721272182952e+01,5.931896914211546301e-01,9.165147717210933251e+02,2.927646140436893916e+02,3.194499572440175683e+01,3.258428739451875344e+01
1.749173447605608089e+01,4.315367204197434470e-01,3.751104468694998104e+02,3.024591024261682719e+02,2.174269390041756722e+01,2.201656366200810666e+01
9.163810398755703091e+01,7.207652269774731391e-01,5.481795676366245118e+01,2.552935993703505915e+02,9.333321749206649542e+01,9.324909384877807383e+01
1.656793696286328910e+01,5.285592475953110325e-01,5.053454048474671367e+01,3.707590608981952869e+02,2.177255572446591358e+01,2.178396324719717825e+01
7.596342631544352741e+01,2.524848862818985795e-01,1.799902950465074980e+00,3.677539645257218694e+02,3.852257613290353788e+01,3.837781266255798585e+01
3.193918456539925188e+01,4.125111139164020502e-01,4.709942675379907406e+00,3.140488868232424693e+02,2.970202006728042221e+01,2.946730049449559630e+01
3.675734931661887828e+01,2.802410312097139422e-01,2.333504102927518943e+03,2.596486411040347662e+02,3.168785962384592381e+01,3.163258702318053395e+01
5.581873995080994888e+01,6.832810876120445354e-01,1.826146999685674999e+01,3.018239483806389671e+02,6.000715200510857983e+01,6.006583641277011765e+01
9.267045257491039933e+01,3.352756087692219111e-01,2.774877885343113082e+00,3.438000598200457603e+02,5.069138759528249238e+01,5.124215807128576472e+01
1.203627463397364039e+00,4.069397161938025365e-01,9.367709681338382666e+00,2.708717556844326282e+02,1.721287394516749503e+00,1.736897135502767586e+00
1.706644610582966948e+01,5.869230620995257164e-01,8.754500662893589080e+00,3.125202809087782043e+02,2.234954083123059121e+01,2.275674825371962129e+01
7.230096608733494179e+01,5.361313670552736443e-01,1.560234271187175182e+03,3.576440045705380157e+02,7.081883594019662098e+01,7.134908266453403769e+01
4.005218641302508331e+01,6.631630311662064514e-01,5.962122783269543334e+02,2.914335632455787390e+02,5.148988710879342534e+01,5.151352946987133663e+01
2.949323156978297078e+01,6.517254684778561735e-01,1.831650212432145652e+00,3.632482534786951192e+02,3.480634027134678377e+01,3.528867993763165600e+01
9.632667015462659776e+01,7.568998076646042961e-01,1.789747573961719581e+03,3.510947979999976951e+02,1.151197525277546845e+02,1.153342331491253532e+02
2.713881390910368907e+01,5.186129527565175312e-01,4.547315167172268957e+03,3.376550182344012114e+02,3.532981060924286965e+01,3.520455002075498641e+01
7.170252882897048607e+01,4.280779957417081838e-01,6.825443211826858715e+03,3.667761967966895895e+02,6.304831392167967863e+01,6.312786792913433942e+01
9.645834124016295164e+01,2.325906135629081106e-01,2.017811575787449740e+00,3.620983962047146747e+02,4.196554051225176352e+01,4.197240385766524184e+01
7.651383956839731582e+01,2.805325704702166245e-01,1.130576388816002833e+02,3.368024087223913625e+02,4.524860806341889941e+01,4.517890635443541214e+01
7.123198955613067085e+01,3.226413561343896008e-01,8.836132447757909176e+02,2.584096998401683436e+02,4.943472475706109037e+01,4.937509038716260790e+01
7.259746456400131365e+01,2.619141333069396338e-01,7.196261930867901668e+00,3.056610952073690441e+02,3.927507029722330856e+01,3.931833308826520579e+01
8.071738457626362617e+01,2.013411488422907070e-01,3.396439495754223572e+03,3.766834119423540415e+02,4.290525605078352100e+01,4.303551039292818814e+01
2.785015124307237144e+01,4.584518647350766529e-01,5.952436721515816487e+00,2.703937160721185364e+02,2.846069419903121656e+01,2.819522963648359948e+01
6.304198579266405034e+01,2.695491256873163710e-01,1.259331221668217324e+02,2.826416345738118707e+02,3.971864534380499379e+01,3.971582904520613511e+01
8.048570351031312953e+01,3.928897060591520773e-01,1.346513895667736278e+03,3.302300080466484928e+02,6.141601675373238578e+01,6.095931024714888480e+01
8.893473448838641104e+01,3.840645857651952544e-01,3.041593925932991738e+02,3.632239751883768122e+02,6.194700207368364175e+01,6.202524072346770367e+01
9.067758116759775078e+01,4.481855573960199512e-01,1.083086850968054193e+02,2.810825542169586129e+02,6.701740288831909709e+01,6.720448273105351689e+01
9.048574296516210325e+01,5.230948299193436402e-01,3.685603928671696394e+02,3.635643401935899419e+02,7.823971591519764957e+01,7.828890236670558522e+01
1.066574614702239820e+01,3.936007111241900946e-01,2.654273539222219370e+03,3.553948080674391576e+02,1.464490667983334760e+01,1.473066262540896965e+01
3.826420265041025459e+01,3.380119218746430176e-01,8.937463032010442987e+01,2.818429608152819128e+02,3.268837439781751186e+01,3.286535732888540906e+01
4.618281626555149444e+01,5.974333807765430659e-01,1.510517226071921737e+00,2.920382728959177143e+02,4.528007542796194684e+01,4.508054517469684441e+01
8.927685499272470793e+01,2.660732969447338059e-01,4.408651037733236990e+03,2.722009810164742021e+02,5.296365164971138029e+01,5.289193699191400100e+01
4.250610831860647210e+01,4.070732897875535272e-01,2.139088350425715745e+01,2.571065056762075756e+02,3.671648605783022390e+01,3.686976267097495708e+01
2.722629823255391912e+01,2.927905092888658523e-01,9.626998302675644936e+00,3.862047571933610470e+02,2.368386702901123186e+01,2.398443274942997405e+01
2.966018542766573951e+00,2.152959210120872213e-01,7.564848456108883283e+02,3.254101307137553931e+02,3.781932253191819804e+00,3.900408673595395559e+00
2.958667349845437755e+01,6.937537172015476594e-01,2.599969495603726841e+02,2.546331455225763705e+02,4.101763543636398879e+01,4.178349326307054667e+01
7.829169428860936364e+01,6.502712019515388686e-01,7.622983926124490495e+01,3.358009123420543460e+02,7.806227638275611014e+01,7.803486821110064398e+01
2.996922867925308154e+00,7.145582895002178248e-01,9.599928912987053309e+02,2.949053529765654389e+02,5.777274965412892982e+00,6.077173094219347149e+00
1.733439886690027976e+01,5.869542762725735718e-01,5.944379749085087639e+01,3.679056498670062183e+02,2.383063789378573816e+01,2.421065619726076434e+01
3.178587366380987689e+01,6.984375645893345919e-01,5.340388457764945684e+01,3.461142155357460410e+02,4.176658035611454522e+01,4.172644940221201182e+01
5.366909611656753754e+01,4.589283973928788285e-01,6.663223610819925646e+00,3.313246620370236428e+02,4.430449500206219682e+01,4.405834113740137070e+01
3.694128850128655728e+01,4.913940494322643349e-01,2.109377660840611668e+02,3.257739840630471235e+02,3.953542963594448878e+01,3.918064875768633470e+01
8.838132976438681965e+01,4.907302965943937667e-01,3.923991475380419303e+01,3.370031175010515199e+02,6.805296355868952674e+01,6.810164665863827338e+01
2.154028525633457392e+01,2.427098051211759033e-01,7.288880157104966173e+00,3.699887151861540815e+02,1.896394685617141818e+01,1.929703444253306799e+01
5.660180564148333104e+01,7.111005997938806278e-01,1.838377528263333431e+02,3.291580864432683597e+02,6.738726515799865524e+01,6.746876567765528421e+01
7.800393300863225932e+01,7.118103243694877680e-01,3.155906871184077644e+00,3.504244518669922286e+02,7.507188312647515716e+01,7.512373994908608665e+01
9.303121468030465735e+01,7.907558902952012136e-01,2.360312955639257666e+02,3.394071581057813773e+02,1.080137820382577445e+02,1.079000178733539315e+02
8.747454706079618347e+01,7.135353033467679573e-01,8.092651824831995100e+01,2.598316235724295780e+02,9.065473372799348795e+01,9.082304264783155645e+01
1.441657937032737458e+01,7.594701771642824450e-01,1.928266543214236208e+03,3.837593334280246609e+02,2.569687263293183932e+01,2.505612331749872368e+01
7.938820788491335634e+01,7.865183600114906692e-01,2.073638119750052766e+01,3.356390704642241190e+02,8.693759577933899152e+01,8.700730775475140888e+01
6.785928068030311522e+01,4.385248648652189662e-01,5.016219224682359709e+03,2.735473733668719660e+02,6.081915645827936601e+01,6.082759435114525104e+01
4.273875218131335885e+01,2.428947645001088007e-01,1.119021951680121560e+02,3.182813727859166875e+02,3.057509137451458514e+01,3.016398930054606353e+01
3.531142797283848722e+00,5.360601786285454917e-01,3.967882835504504868e+01,3.020931592514366457e+02,5.524678257058679876e+00,6.177357634301838374e+00
1.763016562484064664e+01,6.657768276080118230e-01,1.167429991552180809e+03,2.990952786666695715e+02,2.779718670462802876e+01,2.738096273516165269e+01
7.519662179697371585e+01,7.749643694428995921e-01,1.318079733416213344e+02,2.516661847834917012e+02,8.739028346282577786e+01,8.706702731377147586e+01
9.316472009900692797e+00,3.606665930256541808e-01,1.213478810475485892e+00,3.799127238141336420e+02,1.089649327814962732e+01,1.053623434588378061e+01
3.195234257381834553e+01,4.020913546963761354e-01,3.792077855709256255e+03,3.726867895981553147e+02,3.472541422989058191e+01,3.505852457041818582e+01
2.626603138938384063e+01,7.758835758805007199e-01,5.093213703692113370e+01,3.133166380388036032e+02,3.830009489214487672e+01,3.803366943379712239e+01
7.486398879296542930e+01,6.846904696094202603e-01,4.165316571491791464e+00,3.237295208133061806e+02,7.122070832943720120e+01,7.142130525332646585e+01
3.654692308845543636e+01,3.031590264202463914e-01,1.593523230258511489e+02,3.864307119835009416e+02,3.087788535977270854e+01,3.105413840552908411e+01
9.631635857886436725e+00,7.812160477799583447e-01,2.676884593507349308e+01,2.632884563948920800e+02,1.625767175179073121e+01,1.633557287510517497e+01
3.767376807979554343e+01,2.184312315702667540e-01,1.401244208863255835e+03,3.410256638459147780e+02,2.894200644885206231e+01,2.854973277685498800e+01
3.335615779514949963e+01,2.048215171680707880e-01,4.689228462108433249e+00,3.463759375863210153e+02,2.349516309587734497e+01,2.331153118248099787e+01
7.198511536462034144e+01,3.127513106458157943e-01,5.283591938321862472e+03,3.524378027727300946e+02,5.156558565201878253e+01,5.206752014302900733e+01
3.269209979967011037e+01,3.156705675557373025e-01,5.029586417080330563e+01,3.816720666615929076e+02,2.847225344873573505e+01,2.808502712892094877e+01
6.966794926011195344e+01,3.752640899513115524e-01,3.380061741356099958e+01,2.899362027844683212e+02,4.854329813909150459e+01,4.829380165098097422e+01
5.432085088994214317e+01,5.618135616607978777e-01,4.211838028925984645e+01,3.951024073135920958e+02,5.344306305575303639e+01,5.339438909891892138e+01
8.888555004372268797e+01,7.520413703958319651e-01,2.962687057488526676e+01,2.665335793011098531e+02,9.225744711801476683e+01,9.250014413962597359e+01
7.360315212141517804e+01,4.548225440967558764e-01,4.458388951491302578e+03,2.997630794913560521e+02,6.581401041916186045e+01,6.588950217634332773e+01
4.138395551110226478e+01,3.271467067245450444e-01,2.053428326345222104e+03,3.600241001630926121e+02,3.669051354074518656e+01,3.691312678853378770e+01
4.900604230164598363e+01,4.718961342093168643e-01,3.241192990428991379e+03,2.673627974545464099e+02,5.036992713433745905e+01,5.004973886444586384e+01
4.766719022666833183e+01,2.882467429615986343e-01,8.009103611431497711e+02,2.759702717673519601e+02,3.664727342876489757e+01,3.693070640693969864e+01
8.729853735433397333e+01,7.257738720761883755e-01,9.314795261650603209e+01,3.026736696481528952e+02,9.257362417925627085e+01,9.274433282422991454e+01
1.466558099954204408e+01,3.990732729877114471e-01,4.928940166403170764e+01,3.795292985856374912e+02,1.754247701804003867e+01,1.706410765150294750e+01
4.299877123042291771e+01,5.458536425036808470e-01,8.948220994237108243e+03,2.646150542857628807e+02,5.161031446401587885e+01,5.207228932638805929e+01
5.395629369064774039e+01,7.501884540121099842e-01,6.490335799900786640e+01,3.694794087777294749e+02,6.538327186144049108e+01,6.607099121949306664e+01
4.418606039163091026e+01,5.005573030835104298e-01,7.043864920644426775e+02,2.517083928540297109e+02,4.652371913631814238e+01,4.629314592917413052e+01
6.020481833187925957e+01,4.811004474379614870e-01,1.796425237021942849e+03,3.151508917222182049e+02,5.796813002516719848e+01,5.798482587015220702e+01
5.038546644656506857e+01,5.713114853588237008e-01,2.942850817076745898e+03,3.920793076094872731e+02,5.820828282374276341e+01,5.862750959867502587e+01
4.195587852353477132e+01,7.214796540867287611e-01,4.994760056882057597e+02,3.330451431699740397e+02,5.618537905020193790e+01,5.574100698137377918e+01
6.899448428898358543e+01,2.607552934958078383e-01,2.755451778864274814e+01,3.677277778203949765e+02,3.959605156249961055e+01,3.899909346677868882e+01
3.360292410513823569e+01,6.088529039617600613e-01,6.180003941147506197e+01,3.825020903270320787e+02,4.037981808120782290e+01,3.999073484454784477e+01
6.108320035323332320e+01,4.027919064708600505e-01,2.132547800085806557e+03,2.977603856639523769e+02,5.256499232849908054e+01,5.239487229259226098e+01
7.312727638605356617e+01,2.910306855876025334e-01,8.969114603143594877e+01,3.399186949804316100e+02,4.468765545402840189e+01,4.451412279043293552e+01
1.393401694359440768e+01,7.380524740625238334e-01,4.631000879320178683e+03,3.335647205382041420e+02,2.505373857535887439e+01,2.523594272751165235e+01
3.331875804898826487e+01,7.536903997181652048e-01,1.213035610261087527e+00,3.764592462416600256e+02,4.118546761508218879e+01,4.126602852667110710e+01
9.452575100426192023e+01,2.831542718335836595e-01,3.098139701603319281e+03,3.018230001097381319e+02,5.654462355291683195e+01,5.617080037351611566e+01
9.663610746869981938e+01,4.872652537214734458e-01,2.956717861060427595e+02,2.842300713338676132e+02,7.694587090171927457e+01,7.711608489274593126e+01
9.924648755043037340e+01,7.969015133429508957e-01,1.924182329980126269e+03,3.658287116334286111e+02,1.234393943890597143e+02,1.240016187915640700e+02
5.210057554938820168e+00,6.243641484325943569e-01,1.760808964587357650e+01,2.679664275079913409e+02,8.290636968738729351e+00,8.649753252459813524e+00
8.282436812227305722e+01,4.431181941947370806e-01,4.961499269535065650e+02,2.534694606530927956e+02,6.543544678869572806e+01,6.573277902300078779e+01
9.359230489242676754e+01,3.030112815078827571e-01,1.221075822433650501e+03,3.102403493380273858e+02,5.713284471653612684e+01,5.713889809509253581e+01
9.029249956546914291e+01,7.915227067905898917e-01,6.396304928259613007e+03,3.967545104254322723e+02,1.183938974614047055e+02,1.186889868797980654e+02
7.177918904458080362e+01,5.658082093570395710e-01,9.751149774285338935e+03,3.593312511135187037e+02,7.729729914179729633e+01,7.700745929580642724e+01
6.788631494590107707e+01,4.327799125520190859e-01,4.696790951229763778e+01,3.294878501777496353e+02,5.270497543578837707e+01,5.293027982688929001e+01
7.224105503235026049e+01,3.500213360982383781e-01,2.931011804498241347e+01,3.711042387111874064e+02,4.769576917892924683e+01,4.766959465308489996e+01
5.791369599655414646e+01,7.642800835646579305e-01,4.995161207949239724e+03,2.718376978781626008e+02,7.983587343827588256e+01,8.017514514763971079e+01
7.905358790448832451e+01,5.912825643341230730e-01,9.830594864115533710e+03,3.989231342931076369e+02,8.599304236678091229e+01,8.613284553215827088e+01
5.069103077626417075e+01,2.051534713159968992e-01,2.435145234416041149e+03,3.784415857380317902e+02,3.369288136724189542e+01,3.336591743152818879e+01
2.336781248923160703e+01,5.818166522838230659e-01,3.056994592900094176e+03,2.865056332596871584e+02,3.312878938409107121e+01,3.316718727013312673e+01
1.034055347283852200e+01,6.635514905583593803e-01,2.693051046976140242e+03,3.106894306569007540e+02,1.799673831843882610e+01,1.836220475938236163e+01
9.091731660693486106e+01,5.010821376395251381e-01,1.580526142660802975e+02,2.728083344473201919e+02,7.349241025469648037e+01,7.315364008917643446e+01
7.573301915890554881e+01,2.763582804595159370e-01,5.538473277299859774e+02,3.958712093088012125e+02,4.675295072296647447e+01,4.658520875951107598e+01
1.854695164027396359e+01,4.239664812578582964e-01,6.297159264975168753e+02,3.112831312550868006e+02,2.286633474418151479e+01,2.263573284166519173e+01
8.242336945501881473e+01,4.876319342154283865e-01,9.572981304584085365e+02,2.822061485430663197e+02,7.132227064697431729e+01,7.087357686484058661e+01
3.073432853949356769e+01,5.244316963105831730e-01,1.690374320618841182e+02,3.622646948553179982e+02,3.579980850034907292e+01,3.608818898292998512e+01
6.392984223875119199e+01,2.592507242044634896e-01,1.908216795855548709e+00,3.843049700205973522e+02,3.570327757037417626e+01,3.609657676126998638e+01
3.625913291712116404e+01,4.044625606010459062e-01,1.546941856070612175e+03,2.962126094630336866e+02,3.703045474472813225e+01,3.727046770684523835e+01
2.220214554673365370e+01,4.880945141213187122e-01,9.791727194329976669e+01,3.409173979712086293e+02,2.675141449844364061e+01,2.682418559307482298e+01
1.838526761449834268e+01,3.397981287270056550e-01,1.313289532228807399e+00,3.663582679878892350e+02,1.837229594205180305e+01,1.835668652675746415e+01
8.024080763696353813e+00,2.316522306469683823e-01,2.884873229866290103e+02,3.813626491749565730e+02,9.332023221857237871e+00,9.403837312014633909e+00
8.369417083071198249e+00,2.495189256280005985e-01,5.739800651657969865e+01,3.515120994131510201e+02,9.555169454397951512e+00,9.335702679270628579e+00
7.839930862525632094e+00,5.055213514274679021e-01,5.248814740488068082e+02,3.605139057665710425e+02,1.197045339289583765e+01,1.223860707303133921e+01
9.901957897099793016e+00,2.093342997833275154e-01,1.954404873728540437e+00,3.791479675108480478e+02,1.000122505659906835e+01,1.031487275381058311e+01
8.356889961100539210e+01,2.786887207271488975e-01,3.227790684015461409e+01,3.607647756033657629e+02,4.579588583652470390e+01,4.607564889672587327e+01
5.226302422611823317e+01,3.781515408230211039e-01,4.294435065058084547e+03,3.112600765691153129e+02,4.665912155378016735e+01,4.649983708846453112e+01
1.372981746514746604e+01,4.291849715701465673e-01,1.716173053308312433e+02,3.614200185854660390e+02,1.760947879111146719e+01,1.763300009369550736e+01
5.297447023939816546e+01,4.630061445798318576e-01,2.831648701182926775e+00,2.714765920057358244e+02,4.317393361512647232e+01,4.312419936943266663e+01
5.472035035385478352e+01,4.460184296649225000e-01,2.395417866265607245e+03,2.756995351047883105e+02,5.206854749007518990e+01,5.260511992646539170e+01
5.016261145947321864e+01,2.429977748973066454e-01,3.898796613263431482e+03,2.630698985429783079e+02,3.618237584384530692e+01,3.623628470442207572e+01
2.144215009707609454e+01,7.418085287997586708e-01,6.295921384896690142e+03,3.538915646295474176e+02,3.636779562499634721e+01,3.580317435681723026e+01
4.400539083522851058e+01,7.105474676790717314e-01,4.405410753791274146e+03,3.967053412011724731e+02,6.165662228180403304e+01,6.177617397705335378e+01
8.721478890336867096e+01,4.398561240999767641e-01,5.486528027576591526e+00,2.500023874199252418e+02,5.849683531843140116e+01,5.906151519315269383e+01
3.898981230072234894e+01,7.355250383945812764e-01,1.474594397820149425e+03,2.765568423369811626e+02,5.538657289381309567e+01,5.559212560867986497e+01
5.089453904830417486e+01,7.234756997528279943e-01,1.860197984456001677e+03,3.674379208186369397e+02,6.788990394714822685e+01,6.815374786016208475e+01
9.309399750842656829e+01,7.291223805700686178e-01,3.145757169978738332e+01,2.780366243139483231e+02,9.366482000913832451e+01,9.367563838919299712e+01
2.404733839649721716e+01,3.505309921608742996e-01,1.019437766033275627e+00,2.713800036516569776e+02,2.239807299045168776e+01,2.180665614459613266e+01
7.282526099381762208e+01,5.040926332886567218e-01,1.048421972814307068e+01,3.374431483930872560e+02,5.811952888797745231e+01,5.757645156176157286e+01
4.890029211588677782e+01,7.824082013287467774e-01,8.556185638526147159e+03,3.103771783300699667e+02,7.260900020913140906e+01,7.223521587671064026e+01
7.894942341666451568e+01,5.129032006941300903e-01,2.065816879255086835e+00,2.705851106215684467e+02,5.936306768711807536e+01,5.932501807600615962e+01
3.660767796775269289e+01,6.981535909905616233e-01,7.744711191350708759e+03,2.851107071322928732e+02,5.347776691348023803e+01,5.357076646242763474e+01
5.469350287251982934e+01,5.241791994541411537e-01,4.373634689266100217e+00,2.562415455422225250e+02,4.778231209884646802e+01,4.798913634448832255e+01
3.746030842149734497e+01,7.320774546955592932e-01,1.609403146399734252e+00,3.888321484597530571e+02,4.432627327613347745e+01,4.422413586330406332e+01
8.674877480484320813e+01,5.072409378871962637e-01,7.620181411355278378e+00,2.943053724827995552e+02,6.498435334665921914e+01,6.527143212418253881e+01
9.156697107620013298e+01,6.641438789991425118e-01,3.225596213786125599e+00,3.974717115902957403e+02,8.053131380410498252e+01,8.044738917659110200e+01
6.355030710155509155e+01,2.689769294722188508e-01,1.094206786063447367e+01,3.670720352372890147e+02,3.753497849351752791e+01,3.732363163891341884e+01
9.812100340981925228e+01,5.580815769962996775e-01,8.262731862473430056e+00,3.606111024743554481e+02,7.644883694903472815e+01,7.670432946366820204e+01
7.347351250887700758e+01,2.173530408198115771e-01,6.644732210884370716e+00,2.516141104780031412e+02,3.599802858953166407e+01,3.572369509460041570e+01
8.321196926485485790e+01,5.630430413497955477e-01,8.179673553384468221e+01,3.155964211806198136e+02,7.357655326084406511e+01,7.275782778159774011e+01
8.957734433633058302e+01,5.751220557590391858e-01,1.560688589759331535e+02,3.389102011896776503e+02,8.077930197069252927e+01,8.046131494300816200e+01
2.791867041484590573e+01,7.565422712332612321e-01,1.695373924106335028e+00,2.975490265699913266e+02,3.623133809272253814e+01,3.625958595637340665e+01
9.868111510139380016e+01,2.979822311753960729e-01,5.243012226005909042e+02,2.994426977019260789e+02,5.699154409341151961e+01,5.606749076569662549e+01
3.965098831093866494e+01,7.597702755261470653e-01,3.963746359413829801e+00,2.970309434487552949e+02,4.800947198385659931e+01,4.790233057000302352e+01
5.022404183776931319e+01,7.340825751854618275e-01,3.478976518496095196e+03,2.620300554142284000e+02,6.869854861006572833e+01,6.859892150243682352e+01
1.885204943463669025e+01,5.381786094812543997e-01,1.887491038259785148e+00,2.988021723702370878e+02,2.253122305689522875e+01,2.210328626620444581e+01
8.232639971532741185e+01,2.442915220246794916e-01,2.038437885515146945e+03,3.972922435405473607e+02,4.744333130545366117e+01,4.699858026607432038e+01
3.435286504242785099e+01,7.589359385120189039e-01,6.922897345614068172e+02,3.889305479256544800e+02,5.051877442922017281e+01,5.038003584479039176e+01
6.924510010299860596e+01,5.330645799022741826e-01,5.053513038034699093e+03,2.955818279287973951e+02,7.053598730198430644e+01,7.037185725109385714e+01
2.261720389196293368e+01,3.559006905631154072e-01,2.437107927991204903e+00,3.504536985441102388e+02,2.184762180536761633e+01,2.222559735818510873e+01
3.578494299495782371e+01,5.350692758131119220e-01,2.077352742035595057e+00,3.636155940160269893e+02,3.597511227439802894e+01,3.608757118793786844e+01
3.904020414200776656e+01,4.777539908683023917e-01,1.023844863938724416e+03,2.684263510471633367e+02,4.206102564465622606e+01,4.158676901100454870e+01
2.442577539963557598e+01,2.579113621897687336e-01,2.421146483831130070e+02,3.684225186750376224e+02,2.261035758110757143e+01,2.235396214015655048e+01
4.471280764849666411e+00,4.979708919613209939e-01,2.892027074179807045e+01,3.556521773367456376e+02,6.670351191642676980e+00,6.881893649779287081e+00
7.725068269362546403e+01,2.295903195546604714e-01,1.793970150168613387e+00,3.061145413797934225e+02,3.706223036313348018e+01,3.763102339382085404e+01
9.508511164261125259e+01,2.512440031302689003e-01,1.651813381136880921e+00,2.989425018229360376e+02,4.315472671896328904e+01,4.327067656708655363e+01
2.339853789807123263e+01,6.675021845794751885e-01,9.355581481624118112e+01,2.866244544132258625e+02,3.258041784234249860e+01,3.267363160574034708e+01
1.710248513210006749e+01,4.648253025066612087e-01,3.675963714604713317e+01,2.845111476053021988e+02,2.082783225941912875e+01,2.138605799867072932e+01
3.541281336020220039e+01,7.804421165612771549e-01,3.911760539215978660e+00,3.730856705729953546e+02,4.504273055653760593e+01,4.503592912333190412e+01
9.193834161341547073e+00,6.560410527259561420e-01,1.798797364527242371e+00,3.397648413179891236e+02,1.358034681952805300e+01,1.348761653202763355e+01
6.532355470056072022e+01,3.078142406542311860e-01,2.881559807643736537e+00,3.204435926619045745e+02,3.944205766360951770e+01,3.901808302892201397e+01
3.748669940076138829e+01,5.485438615802351592e-01,1.536869553307774652e+02,3.370944617482084595e+02,4.214456473577700990e+01,4.199065991110870044e+01
5.668537687241455814e+01,6.993332225012908188e-01,2.532860332630365008e+01,3.331610540770827242e+02,6.244974405836680376e+01,6.310335788114625188e+01
9.067914865013158021e+01,3.468932496838674773e-01,4.308779787878890602e+03,3.586855772498611259e+02,6.345507298338949909e+01,6.302855056564288105e+01
8.629635356050097528e+01,4.886292609996019110e-01,1.891762271576298460e+01,3.297516786268338933e+02,6.509516497504323240e+01,6.509852248708720879e+01
9.224600904565086523e+01,7.760096106566118923e-01,1.502972808698414653e+00,3.609381267695545716e+02,8.950547728589884855e+01,8.908297905751315682e+01
9.357071396036769784e+01,4.370077906537457313e-01,1.184883109930306411e+01,2.717699254363466821e+02,6.253404830809094506e+01,6.257259103250647314e+01
5.939211664856333073e+01,4.346056186746400929e-01,1.957480213918572787e+01,2.796354791425625876e+02,4.703980308415768263e+01,4.730609724519332104e+01
5.072772830043211201e+01,3.854181787213902810e-01,4.167540169326532578e+02,2.847504247636231867e+02,4.342528765939810143e+01,4.335219286345414247e+01
4.723901398069898505e+00,6.707303526749062161e-01,4.303546969229915931e+01,3.600112556341832715e+02,8.025162884943522812e+00,8.244267066033371449e+00
1.114168982662775065e+01,5.106493349139036297e-01,2.147592030915816519e+00,3.637543512186367707e+02,1.444383581591108978e+01,1.466008896356374080e+01
5.286841609258505059e+01,4.228544081336554905e-01,2.261435255304482528e+00,3.956159615833562953e+02,4.102690768187882497e+01,4.116101512671090035e+01
8.574482215650495220e+01,7.541378404050926854e-01,1.150046287842255452e+02,3.379870757618483026e+02,9.502958961817705585e+01,9.554446401800184674e+01
4.383082151046145469e+01,7.617430291562503619e-01,1.673693383578772227e+03,2.739626038149999658e+02,6.223977069859174804e+01,6.247342196479116438e+01
1.369206866352399299e+00,6.228589341230459375e-01,4.240482257023654711e+02,3.082877326961422568e+02,2.488733979851966538e+00,2.397246110011671760e+00
2.201800751332181960e+01,3.099216836438114520e-01,1.780519510338573923e+02,2.604361004685163721e+02,2.218875395565449438e+01,2.198450689110686085e+01
7.623707140375711333e+01,5.618184029089010600e-01,1.790880398713320005e+02,2.633611682234313207e+02,7.048457348299567116e+01,7.023098157874436254e+01
1.668338086444801860e+01,3.521623306138600418e-01,9.488420196680405070e+02,3.940697384971473980e+02,1.977409436312898805e+01,1.991685459441949035e+01
2.075805718038482794e+01,6.433415447945789456e-01,3.663633342170436208e+03,2.531704279227724896e+02,3.196060399576977318e+01,3.186348745149472350e+01
2.926807035614138641e+01,5.603574718272135158e-01,2.200778573734959537e+03,3.203292002372662637e+02,3.827839875067903108e+01,3.909714886238032250e+01
6.131905427958538013e+01,6.542343212062897706e-01,4.267929724515986891e+03,3.057124189491925108e+02,7.427702485148866174e+01,7.482975913317410743e+01
8.380414992230357996e+01,5.544344571708268443e-01,1.279822477931139929e+03,3.293222094025307456e+02,8.017930873468358755e+01,8.011495153483168963e+01
2.267058890536394244e+01,6.206146100198105531e-01,1.329858856452240978e+01,3.263229477326350434e+02,2.903251379725297454e+01,2.893377442100407748e+01
6.034731950436430026e+01,7.810478345564229041e-01,4.271199728213662894e+01,2.571152201106734765e+02,7.151651704397646370e+01,7.202357000997139380e+01
5.346412070152175744e+01,4.953421948546498643e-01,1.036278564305149985e+03,3.706527710992729112e+02,5.372297265900232333e+01,5.315796472461082800e+01
4.504155644113867396e+01,7.565122940804995810e-01,2.879317418599976364e+00,3.384942625076329819e+02,5.229523969106108439e+01,5.215977437326954913e+01
5.846163184192219120e+01,4.168211826735918057e-01,1.422309477047068782e+00,3.275597101576134378e+02,4.291027782955536907e+01,4.319550491485398425e+01
8.159773383367576116e+01,3.238056357903107974e-01,2.390494922586028224e+03,3.406510330415982253e+02,5.572897557616261111e+01,5.545534630488692329e+01
2.253131761116758724e+01,7.979775738190364454e-01,3.927211561187711908e+01,3.494595198638920124e+02,3.429512399517608401e+01,3.415207500324803647e+01
5.022618093706319797e+01,6.003717328255316898e-01,9.840261463123622434e+02,3.651379593341202963e+02,5.806815623388902736e+01,5.796281388406062263e+01
1.069413555346670641e+01,2.444942697178359992e-01,5.580486529386944312e+02,2.687133932620109817e+02,1.213543405708907130e+01,1.233367660604104010e+01
5.181051795180173514e+01,7.287493637809239200e-01,2.542120316004531105e+03,3.597673036577353969e+02,6.979555324224665469e+01,6.983681130769359413e+01
7.930977787470652629e+01,6.320597106975003321e-01,9.446424620673502432e+03,3.126259296472889559e+02,9.014211361878133744e+01,9.026273984186778421e+01
9.985733017451870808e+01,2.095608667106172995e-01,1.124820467604392071e+01,2.698476647720451069e+02,4.185991210501833848e+01,4.203849722257334065e+01
