t,H,dH_dt,dH_dt_noisy
3.860857968437430543e+01,2.333863741506560230e-01,-2.711215165045895246e-03,-2.697584066900471107e-03
3.867526116914869760e+01,2.332058205120663419e-01,-2.704171308249427724e-03,-2.862315191384438504e-03
3.874194265392309688e+01,2.330257388412506347e-01,-2.697051727720826964e-03,-2.321759759600105100e-03
3.880862413869748906e+01,2.328461341898199477e-01,-2.689857042194277077e-03,-3.033409083516998370e-03
3.887530562347188123e+01,2.326670115791000248e-01,-2.682587883021619532e-03,-2.254246641680382121e-03
3.894198710824628051e+01,2.324883760001314192e-01,-2.675244893981217845e-03,-2.566446401280893502e-03
3.900866859302067269e+01,2.323102324136695485e-01,-2.667828731082463357e-03,-2.845684761152198362e-03
3.907535007779506486e+01,2.321325857501846390e-01,-2.660340062366011414e-03,-2.905350136058075083e-03
3.914203156256946414e+01,2.319554409098616432e-01,-2.652779567699933144e-03,-2.308121632251483590e-03
3.920871304734385632e+01,2.317788027626003777e-01,-2.645147938571853086e-03,-2.710284241949575696e-03
3.927539453211824849e+01,2.316026761480154683e-01,-2.637445877877256546e-03,-2.520248476495086983e-03
3.934207601689264067e+01,2.314270658698181493e-01,-2.629674099579088712e-03,-2.682532288138802373e-03
3.940875750166703995e+01,2.312519761985974698e-01,-2.621833317429882355e-03,-2.288308300693279486e-03
3.947543898644143212e+01,2.310774114746971253e-01,-2.613924258163728784e-03,-2.598606556850621002e-03
3.954212047121582430e+01,2.309033762840900783e-01,-2.605947665181170946e-03,-2.483788957067747331e-03
3.960880195599022358e+01,2.307298751541808635e-01,-2.597904291553792232e-03,-2.477632348181539601e-03
3.967548344076461575e+01,2.305569125538056152e-01,-2.589794899793186438e-03,-2.083511020869105619e-03
3.974216492553900792e+01,2.303844928932320402e-01,-2.581620261617226329e-03,-2.444934142247059353e-03
3.980884641031340720e+01,2.302126205241594448e-01,-2.573381157713712335e-03,-3.065062807220285748e-03
3.987552789508779938e+01,2.300412997397187076e-01,-2.565078377501556206e-03,-1.887384925799773846e-03
3.994220937986219155e+01,2.298705347744723071e-01,-2.556712718889674399e-03,-2.311924754704910469e-03
4.000889086463658373e+01,2.297003298044142661e-01,-2.548284988033697011e-03,-2.673738545543009795e-03
4.007557234941098301e+01,2.295306889469702349e-01,-2.539795999090686124e-03,-2.674038081806542552e-03
4.014225383418537518e+01,2.293616162609974363e-01,-2.531246573971978903e-03,-2.153156418819840608e-03
4.020893531895976736e+01,2.291931157467846925e-01,-2.522637542094296852e-03,-2.489971819325017665e-03
4.027561680373416664e+01,2.290251913460523148e-01,-2.513969740129315053e-03,-2.529367293196522863e-03
4.034229828850855881e+01,2.288578469419523531e-01,-2.505244011751803744e-03,-3.264102615424280610e-03
4.040897977328295099e+01,2.286910863590683185e-01,-2.496461207386474913e-03,-2.403152593748418466e-03
4.047566125805735027e+01,2.285249133634153496e-01,-2.487622183953737756e-03,-2.532558475088888660e-03
4.054234274283174244e+01,2.283593316624401848e-01,-2.478727804614461443e-03,-1.884160601917254495e-03
4.060902422760613462e+01,2.281943449050211348e-01,-2.469778938513901741e-03,-2.476274485760420700e-03
4.067570571238052679e+01,2.280299566814680545e-01,-2.460776460524967141e-03,-2.624296826769399824e-03
4.074238719715492607e+01,2.278661705235224544e-01,-2.451721250990925548e-03,-2.341080794546434012e-03
4.080906868192931825e+01,2.277029899043573613e-01,-2.442614195467728445e-03,-2.203529081194096229e-03
4.087575016670371042e+01,2.275404182385774299e-01,-2.433456184466084408e-03,-2.271418096062446067e-03
4.094243165147810970e+01,2.273784588822188868e-01,-2.424248113193412917e-03,-2.337904619818571492e-03
4.100911313625250187e+01,2.272171151327495309e-01,-2.414990881295854541e-03,-2.163845372225596010e-03
4.107579462102689405e+01,2.270563902290687608e-01,-2.405685392600430319e-03,-2.766391676505748978e-03
4.114247610580129333e+01,2.268962873515075473e-01,-2.396332554857512950e-03,-2.738280842569298240e-03
4.120915759057568550e+01,2.267368096218284890e-01,-2.386933279483765928e-03,-2.175134298667111450e-03
4.127583907535007768e+01,2.265779601032257007e-01,-2.377488481305616540e-03,-2.166317348826987763e-03
4.134252056012446985e+01,2.264197418003248974e-01,-2.367999078303495170e-03,-2.362252640154885713e-03
4.140920204489886913e+01,2.262621576591833661e-01,-2.358465991356864348e-03,-2.967895023861387600e-03
4.147588352967326131e+01,2.261052105672900769e-01,-2.348890143990260866e-03,-2.663885601072659044e-03
4.154256501444765348e+01,2.259489033535654889e-01,-2.339272462120406924e-03,-3.310378022602984693e-03
4.160924649922205276e+01,2.257932387883616332e-01,-2.329613873804529944e-03,-1.550968197014141771e-03
4.167592798399644494e+01,2.256382195834621684e-01,-2.319915308990062788e-03,-2.131173394540243453e-03
4.174260946877083711e+01,2.254838483920823533e-01,-2.310177699265766882e-03,-2.024020998619352647e-03
4.180929095354523639e+01,2.253301278088689630e-01,-2.300401977614450425e-03,-2.247908939752092401e-03
4.187597243831962857e+01,2.251770603699004281e-01,-2.290589078167359297e-03,-2.603612641090692625e-03
4.194265392309402074e+01,2.250246485526867235e-01,-2.280739935960382925e-03,-2.051295587026604264e-03
4.200933540786841291e+01,2.248728947750267271e-01,-2.270855486667119373e-03,-2.492276034079460040e-03
4.207601689264281219e+01,2.247218013634987577e-01,-2.260936665668750872e-03,-2.277862068128857012e-03
4.214269837741720437e+01,2.245713705508320668e-01,-2.250984407760969232e-03,-2.686790359255839152e-03
4.220937986219159654e+01,2.244216045089166001e-01,-2.240999647643219465e-03,-2.624662111675365832e-03
4.227606134696599582e+01,2.242725053502970523e-01,-2.230983319718457189e-03,-1.871702218178985123e-03
4.234274283174038800e+01,2.241240751281730059e-01,-2.220936357862557040e-03,-1.971254121281143089e-03
4.240942431651478017e+01,2.239763158363987650e-01,-2.210859695196183521e-03,-2.607227971898932149e-03
4.247610580128917945e+01,2.238292294094834656e-01,-2.200754263859274786e-03,-2.009978416274622783e-03
4.254278728606357163e+01,2.236828177225910763e-01,-2.190620994788201360e-03,-2.280964880517779257e-03
4.260946877083796380e+01,2.235370825915402870e-01,-2.180460817495646648e-03,-2.085876944287971563e-03
4.267615025561235598e+01,2.233920257728045922e-01,-2.170274659853361435e-03,-1.563287148194193689e-03
4.274283174038675526e+01,2.232476489635123740e-01,-2.160063447877787635e-03,-2.177222132501179224e-03
4.280951322516114743e+01,2.231039538014467083e-01,-2.149828105518697841e-03,-2.121237483285707669e-03
4.287619470993553961e+01,2.229609418650455310e-01,-2.139569554450845932e-03,-1.953019523628319806e-03
4.294287619470993889e+01,2.228186146734015549e-01,-2.129288713868761427e-03,-2.237169087230109210e-03
4.300955767948433106e+01,2.226769736862622973e-01,-2.118986500284714483e-03,-1.739925579878277145e-03
4.307623916425872324e+01,2.225360203040300522e-01,-2.108663827329912248e-03,-2.401449719518006318e-03
4.314292064903312252e+01,2.223957558677619184e-01,-2.098321605558992921e-03,-2.334865976049725188e-03
4.320960213380751469e+01,2.222561816591698269e-01,-2.087960742257880843e-03,-2.320390705665458658e-03
4.327628361858190686e+01,2.221172989006204579e-01,-2.077582141255012588e-03,-2.036807195835164345e-03
4.334296510335630614e+01,2.219791087551352682e-01,-2.067186702736033797e-03,-1.261489683244639221e-03
4.340964658813069832e+01,2.218416123263906581e-01,-2.056775323061981083e-03,-2.212828065913904994e-03
4.347632807290509049e+01,2.217048106587176381e-01,-2.046348894590974132e-03,-2.173170457829832081e-03
4.354300955767948267e+01,2.215687047371021068e-01,-2.035908305503503039e-03,-1.761802688894840291e-03
4.360969104245388195e+01,2.214332954871847670e-01,-2.025454439631310406e-03,-2.200193778000326950e-03
4.367637252722827412e+01,2.212985837752610985e-01,-2.014988176289894250e-03,-2.136531650992485286e-03
4.374305401200266630e+01,2.211645704082813857e-01,-2.004510390114696769e-03,-1.997324026418495838e-03
4.380973549677706558e+01,2.210312561338506898e-01,-1.994021950900960738e-03,-2.432198327150340237e-03
4.387641698155145775e+01,2.208986416402289044e-01,-1.983523723447326841e-03,-2.006349477846775323e-03
4.394309846632584993e+01,2.207667275563307274e-01,-1.973016567403132471e-03,-1.855298515233165827e-03
4.400977995110024921e+01,2.206355144517255507e-01,-1.962501337119473138e-03,-1.838544786883763776e-03
4.407646143587464138e+01,2.205050028366377368e-01,-1.951978881504052958e-03,-2.242506563672733936e-03
4.414314292064903356e+01,2.203751931619463145e-01,-1.941450043879753076e-03,-1.247684282665584721e-03
4.420982440542342573e+01,2.202460858191851167e-01,-1.930915661847051185e-03,-2.396383517603824145e-03
4.427650589019782501e+01,2.201176811405428368e-01,-1.920376567150181100e-03,-2.262126815062341124e-03
4.434318737497221719e+01,2.199899793988629171e-01,-1.909833585547120660e-03,-2.339292405157963363e-03
4.440986885974660936e+01,2.198629808076436321e-01,-1.899287536683350475e-03,-2.406311465205676885e-03
4.447655034452100864e+01,2.197366855210380054e-01,-1.888739233969421484e-03,-2.065406917486982755e-03
4.454323182929540081e+01,2.196110936338539210e-01,-1.878189484462320681e-03,-2.336092447094688211e-03
4.460991331406979299e+01,2.194862051815540116e-01,-1.867639088750594912e-03,-1.678612978049257151e-03
4.467659479884419227e+01,2.193620201402557146e-01,-1.857088840843266336e-03,-1.963209497667917774e-03
4.474327628361858444e+01,2.192385385043693347e-01,-1.846539529709490153e-03,-1.578468485546450674e-03
4.480995776839297662e+01,2.191157605853189527e-01,-1.835991945497693952e-03,-1.961083426571229478e-03
4.487663925316736879e+01,2.189936862216406155e-01,-1.825446862672873340e-03,-1.915015363503258690e-03
4.494332073794176807e+01,2.188723151288143876e-01,-1.814905047362377812e-03,-1.762990438621909496e-03
4.501000222271616025e+01,2.187516469820010578e-01,-1.804367259018378657e-03,-1.619725351636296280e-03
4.507668370749055242e+01,2.186316814160420285e-01,-1.793834250327168076e-03,-1.935360766080621801e-03
4.514336519226495170e+01,2.185124180254594262e-01,-1.783306767122088202e-03,-1.739270542713376635e-03
4.521004667703934388e+01,2.183938563644560737e-01,-1.772785548300062717e-03,-1.587998955257127927e-03
4.527672816181373605e+01,2.182759959469154076e-01,-1.762271325741680958e-03,-2.100709397168614486e-03
4.534340964658813533e+01,2.181588362464016440e-01,-1.751764824234853385e-03,-1.919015207486876899e-03
4.541009113136252751e+01,2.180423766961596399e-01,-1.741266761401980955e-03,-1.668809467397765938e-03
4.547677261613691968e+01,2.179266166891148937e-01,-1.730777847630594370e-03,-1.692865729718361686e-03
4.554345410091131185e+01,2.178115555778736279e-01,-1.720298786007472096e-03,-1.689223246118463397e-03
4.561013558568571113e+01,2.176971926747227060e-01,-1.709830272256165386e-03,-1.546204135304778690e-03
4.567681707046010331e+01,2.175835272516297714e-01,-1.699372994677927472e-03,-1.698905814159188321e-03
4.574349855523449548e+01,2.174705585402430530e-01,-1.688927634095976470e-03,-1.263284275758354887e-03
4.581018004000889476e+01,2.173582857318914763e-01,-1.678494863803080056e-03,-1.401666538586184311e-03
4.587686152478328694e+01,2.172467079775846910e-01,-1.668075349512423760e-03,-1.739270581126383351e-03
4.594354300955767911e+01,2.171358243880130157e-01,-1.657669749311702599e-03,-1.573738643003804371e-03
4.601022449433207839e+01,2.170256340335474099e-01,-1.647278713620414347e-03,-1.357679902648396657e-03
4.607690597910647057e+01,2.169161359442395576e-01,-1.636902885150310662e-03,-1.659873357281235924e-03
4.614358746388086274e+01,2.168073291098218114e-01,-1.626542898868936233e-03,-1.743817225475526641e-03
4.621026894865525492e+01,2.166992124797072206e-01,-1.616199381966266363e-03,-1.827660334621645762e-03
4.627695043342965420e+01,2.165917849629895031e-01,-1.605872953824323719e-03,-2.162401137220671451e-03
4.634363191820404637e+01,2.164850454284430459e-01,-1.595564225989819576e-03,-1.521660565502305123e-03
4.641031340297843855e+01,2.163789927045229600e-01,-1.585273802149674265e-03,-1.293048779399591508e-03
4.647699488775283783e+01,2.162736255793649698e-01,-1.575002278109446973e-03,-1.597048651057470956e-03
4.654367637252723000e+01,2.161689428007855518e-01,-1.564750241774595305e-03,-2.222553072395423799e-03
4.661035785730162218e+01,2.160649430762818513e-01,-1.554518273134508459e-03,-1.473870029001242768e-03
4.667703934207602146e+01,2.159616250730316267e-01,-1.544306944249282127e-03,-1.515260164446218839e-03
4.674372082685041363e+01,2.158589874178934442e-01,-1.534116819239178531e-03,-2.197307158298294084e-03
4.681040231162480580e+01,2.157570286974064555e-01,-1.523948454276724540e-03,-1.733229157359561122e-03
4.687708379639919798e+01,2.156557474577905087e-01,-1.513802397581377399e-03,-1.782905508784945157e-03
4.694376528117359726e+01,2.155551422049461485e-01,-1.503679189416750901e-03,-1.384438732185568240e-03
4.701044676594798943e+01,2.154552114044545885e-01,-1.493579362090296635e-03,-1.347356753402437299e-03
4.707712825072238161e+01,2.153559534815777665e-01,-1.483503439955442251e-03,-1.072358082845735515e-03
4.714380973549678089e+01,2.152573668212582614e-01,-1.473451939416078101e-03,-1.381287704027701294e-03
4.721049122027117306e+01,2.151594497681193485e-01,-1.463425368933393353e-03,-9.601813910663196819e-04
4.727717270504556524e+01,2.150622006264649722e-01,-1.453424229034991095e-03,-1.626008433351650538e-03
4.734385418981996452e+01,2.149656176602797730e-01,-1.443449012326197649e-03,-1.431781255755398873e-03
4.741053567459435669e+01,2.148696990932290607e-01,-1.433500203503574114e-03,-1.433226153783676883e-03
4.747721715936874887e+01,2.147744431086588690e-01,-1.423578279370529311e-03,-1.367824321064156504e-03
4.754389864414314104e+01,2.146798478495958451e-01,-1.413683708854995315e-03,-1.707549364581740711e-03
4.761058012891754032e+01,2.145859114187473604e-01,-1.403816953029134347e-03,-1.509378386971558551e-03
4.767726161369193250e+01,2.144926318785014829e-01,-1.393978465130986388e-03,-1.145601260503682642e-03
4.774394309846632467e+01,2.144000072509269494e-01,-1.384168690588042771e-03,-1.534412681957243903e-03
4.781062458324072395e+01,2.143080355177731378e-01,-1.374388067042670285e-03,-1.702243042196653492e-03
4.787730606801511613e+01,2.142167146847115400e-01,-1.364637025674594537e-03,-1.653518669705559109e-03
4.794398755278950830e+01,2.141260434826382786e-01,-1.354916005345862488e-03,-8.792366844543076125e-04
4.801066903756390758e+01,2.140360200197361229e-01,-1.345225425427806504e-03,-1.352758616149072213e-03
4.807735052233829975e+01,2.139466421285401709e-01,-1.335565692874569063e-03,-1.589635350319781697e-03
4.814403200711269193e+01,2.138579076263846801e-01,-1.325937207511387970e-03,-1.073881976332344886e-03
4.821071349188708410e+01,2.137698143154030950e-01,-1.316340362067200918e-03,-1.399301676031862582e-03
4.827739497666148338e+01,2.136823599825281028e-01,-1.306775542208754278e-03,-8.991323149328230620e-04
4.834407646143587556e+01,2.135955423994914670e-01,-1.297243126576174028e-03,-1.480966443477582141e-03
4.841075794621026773e+01,2.135093593228242215e-01,-1.287743486819938141e-03,-1.362072611064159972e-03
4.847743943098466701e+01,2.134238084938565316e-01,-1.278276987639230880e-03,-1.416846832046457809e-03
4.854412091575905919e+01,2.133388876387177779e-01,-1.268843986821596628e-03,-1.187755530719211607e-03
4.861080240053345136e+01,2.132545944683365002e-01,-1.259444835283882614e-03,-1.863359781976768039e-03
4.867748388530785064e+01,2.131709266784404255e-01,-1.250079877114391395e-03,-8.719121517872915807e-04
4.874416537008224282e+01,2.130878819495564680e-01,-1.240749449616242867e-03,-5.017743503300774177e-04
4.881084685485663499e+01,2.130054579470107567e-01,-1.231453883351845205e-03,-1.182640961980257815e-03
4.887752833963102717e+01,2.129236523209285248e-01,-1.222193502188462146e-03,-1.131048205713969896e-03
4.894420982440542645e+01,2.128424627062342200e-01,-1.212968623344861220e-03,-1.616070875775401467e-03
4.901089130917981862e+01,2.127618867226515331e-01,-1.203779557438937331e-03,-9.275523179068047210e-04
4.907757279395421079e+01,2.126819219747032585e-01,-1.194626608536309732e-03,-1.628456744045063322e-03
4.914425427872861007e+01,2.126025660517114058e-01,-1.185510074199846000e-03,-1.130085348262905133e-03
4.921093576350300225e+01,2.125238165277971991e-01,-1.176430245540080900e-03,-9.229625237007559827e-04
4.927761724827739442e+01,2.124456709618809669e-01,-1.167387407266445160e-03,-1.428429089613090109e-03
4.934429873305179370e+01,2.123681268976822523e-01,-1.158381837739329723e-03,-1.549052117282470392e-03
4.941098021782618588e+01,2.122911818637198411e-01,-1.149413809022894421e-03,-1.065505160100039790e-03
4.947766170260057805e+01,2.122148333733116232e-01,-1.140483586938598280e-03,-1.033444501892469324e-03
4.954434318737497023e+01,2.121390789245747033e-01,-1.131591431119439561e-03,-1.124974354340904864e-03
4.961102467214936951e+01,2.120639160004253454e-01,-1.122737595064803159e-03,-8.788430171852840405e-04
4.967770615692376168e+01,2.119893420685790564e-01,-1.113922326195971538e-03,-8.169210175489082567e-04
4.974438764169815386e+01,2.119153545815504469e-01,-1.105145865912157601e-03,-1.184638880236711222e-03
4.981106912647255314e+01,2.118419509766533426e-01,-1.096408449647127796e-03,-1.094189697688608678e-03
4.987775061124694531e+01,2.117691286760008118e-01,-1.087710306926289051e-03,-6.127997866365469427e-04
4.994443209602133749e+01,2.116968850865049989e-01,-1.079051661424271832e-03,-9.924908362731099578e-04
5.001111358079573677e+01,2.116252175998772633e-01,-1.070432731022946237e-03,-1.101268563639016835e-03
5.007779506557012894e+01,2.115541235926282349e-01,-1.061853727869843146e-03,-1.165475842074544010e-03
5.014447655034452112e+01,2.114836004260676194e-01,-1.053314858436938794e-03,-1.146925715749366921e-03
5.021115803511891329e+01,2.114136454463043102e-01,-1.044816323579789326e-03,-1.209453387658885985e-03
5.027783951989331257e+01,2.113442559842464430e-01,-1.036358318596983458e-03,-1.066202182079996515e-03
5.034452100466770474e+01,2.112754293556013130e-01,-1.027941033289853394e-03,-1.071673795017594492e-03
5.041120248944209692e+01,2.112071628608754026e-01,-1.019564652022463078e-03,-7.313349246794971850e-04
5.047788397421649620e+01,2.111394537853742981e-01,-1.011229353781789662e-03,-1.232602889236540048e-03
5.054456545899088837e+01,2.110722993992029117e-01,-1.002935312238134157e-03,-1.206435838097761823e-03
5.061124694376528055e+01,2.110056969572652597e-01,-9.946826958056563528e-04,-1.194374018799749084e-03
5.067792842853967983e+01,2.109396436992644619e-01,-9.864716677030851456e-04,-8.417427545642222272e-04
5.074460991331407200e+01,2.108741368497029922e-01,-9.783023860145268879e-04,-9.883821314916373460e-04
5.081129139808846418e+01,2.108091736178823727e-01,-9.701750037503538556e-04,-1.137643819874339891e-03
5.087797288286285635e+01,2.107447511979033405e-01,-9.620896689081754423e-04,-1.070438144234329286e-03
5.094465436763725563e+01,2.106808667686658476e-01,-9.540465245338182422e-04,-1.082036933130641095e-03
5.101133585241164781e+01,2.106175174938690053e-01,-9.460457087823644648e-04,-8.511438714000980812e-04
5.107801733718603998e+01,2.105547005220111123e-01,-9.380873549791306091e-04,-1.165435810505223956e-03
5.114469882196043926e+01,2.104924129863896265e-01,-9.301715916806521005e-04,-5.993681816099274799e-04
5.121138030673483144e+01,2.104306520051011931e-01,-9.222985427356062381e-04,-7.951045893717025199e-04
5.127806179150922361e+01,2.103694146810416998e-01,-9.144683273456518735e-04,-9.133001181570980656e-04
5.134474327628362289e+01,2.103086981019061663e-01,-9.066810601261870170e-04,-1.057037659913428627e-03
5.141142476105801506e+01,2.102484993401887436e-01,-8.989368511669841447e-04,-5.042696789085616450e-04
5.147810624583240724e+01,2.101888154531828812e-01,-8.912358060926956187e-04,-6.887299098085300671e-04
5.154478773060680652e+01,2.101296434829811044e-01,-8.835780261232035245e-04,-1.265956084738595420e-03
5.161146921538119869e+01,2.100709804564752092e-01,-8.759636081338026490e-04,-1.276413756283176605e-03
5.167815070015559087e+01,2.100128233853560955e-01,-8.683926447151937237e-04,-5.423412289571490335e-04
5.174483218492998304e+01,2.099551692661139057e-01,-8.608652242332629715e-04,-9.675816785819681956e-04
5.181151366970438232e+01,2.098980153538025639e-01,-8.533814360476263449e-04,-4.344978865018969531e-04
5.187819515447877450e+01,2.098413592496355951e-01,-8.459413721918199094e-04,-2.938971531455718484e-04
5.194487663925316667e+01,2.097851980007643391e-01,-8.385451104683243773e-04,-8.722875267537563010e-04
5.201155812402756595e+01,2.097295286337909903e-01,-8.311927245837753787e-04,-1.238586056672882603e-03
5.207823960880195813e+01,2.096743481756043470e-01,-8.238842845990747635e-04,-1.867762624052289903e-04
5.214492109357635030e+01,2.096196536533799226e-01,-8.166198569861373097e-04,-1.293130623275907639e-03
5.221160257835074958e+01,2.095654420945799734e-01,-8.093995046843726693e-04,-1.059720973945290842e-03
5.227828406312514176e+01,2.095117105269533042e-01,-8.022232871568456313e-04,-6.500019896000426307e-04
5.234496554789953393e+01,2.094584559785354627e-01,-7.950912604461290133e-04,-9.075860106286576159e-04
5.241164703267392611e+01,2.094056754776487117e-01,-7.880034772298452790e-04,-1.625355647247869652e-03
5.247832851744832539e+01,2.093533660529018903e-01,-7.809599868758536215e-04,-9.746304783339718083e-04
5.254501000222271756e+01,2.093015247331906081e-01,-7.739608354971147129e-04,-7.445324860062016523e-04
5.261169148699710973e+01,2.092501485476971068e-01,-7.670060660061726225e-04,-5.277881594484978714e-04
5.267837297177150901e+01,2.091992345258903152e-01,-7.600957181692920674e-04,-5.327954698492845574e-04
5.274505445654590119e+01,2.091487796975257940e-01,-7.532298286602182513e-04,-7.214214026255007326e-04
5.281173594132029336e+01,2.090987810926458745e-01,-7.464084311135433560e-04,-1.058310361080889170e-03
5.287841742609469264e+01,2.090492357415794367e-01,-7.396315561776797918e-04,-1.153712844838982506e-03
5.294509891086908482e+01,2.090001406749421586e-01,-7.328992315674578810e-04,-1.931056606435410140e-04
5.301178039564347699e+01,2.089514929236363228e-01,-7.262114821162811863e-04,-6.810907655778432801e-04
5.307846188041786917e+01,2.089032895188509265e-01,-7.195683298278830698e-04,-4.155067491956807566e-04
5.314514336519226845e+01,2.088555274920615712e-01,-7.129697939276729906e-04,-9.305153542965177195e-04
5.321182484996666062e+01,2.088082038750306568e-01,-7.064158909136278698e-04,-9.588724945207331100e-04
5.327850633474105280e+01,2.087613156998071040e-01,-6.999066346067640875e-04,-3.304820574517428511e-04
5.334518781951545208e+01,2.087148599987266595e-01,-6.934420362011698346e-04,-9.300979254834797379e-04
5.341186930428984425e+01,2.086688338044116464e-01,-6.870221043135847031e-04,-9.957294207017920815e-04
5.347855078906423643e+01,2.086232341497711307e-01,-6.806468450325254280e-04,-5.552930224387398828e-04
5.354523227383863571e+01,2.085780580680007545e-01,-6.743162619669586504e-04,-1.191577826459352864e-03
5.361191375861302788e+01,2.085333025925829586e-01,-6.680303562945183156e-04,-1.097432894002162629e-03
5.367859524338742006e+01,2.084889647572867877e-01,-6.617891268092429861e-04,-7.132101546202129381e-04
5.374527672816181223e+01,2.084450415961679459e-01,-6.555925699688557300e-04,-4.907094990016013045e-04
5.381195821293621151e+01,2.084015301435688805e-01,-6.494406799415634911e-04,1.847727559833313134e-04
5.387863969771060368e+01,2.083584274341186426e-01,-6.433334486523833128e-04,-6.725353596962446159e-04
5.394532118248499586e+01,2.083157305027330264e-01,-6.372708658289896700e-04,-6.283523580034126041e-04
5.401200266725939514e+01,2.082734363846144299e-01,-6.312529190470659961e-04,-8.087166070983079456e-04
5.407868415203378731e+01,2.082315421152520218e-01,-6.252795937751955309e-04,-7.478085371826515308e-04
5.414536563680817949e+01,2.081900447304215473e-01,-6.193508734192390173e-04,-9.759646465869015967e-04
5.421204712158257877e+01,2.081489412661854665e-01,-6.134667393662394681e-04,-6.050584841521273582e-04
5.427872860635697094e+01,2.081082287588929269e-01,-6.076271710278192007e-04,-2.846702032444237834e-04
5.434541009113136312e+01,2.080679042451797633e-01,-6.018321458831099070e-04,-7.058638176444091434e-04
5.441209157590575529e+01,2.080279647619684424e-01,-5.960816395211495115e-04,-6.308483611654419967e-06
5.447877306068015457e+01,2.079884073464681460e-01,-5.903756256828168346e-04,-5.073223203775735837e-04
5.454545454545454675e+01,2.079492290361747153e-01,-5.847140763022574397e-04,-6.935881230018915234e-04
5.461213603022893892e+01,2.079104268688706514e-01,-5.790969615478031582e-04,-6.627943531445690045e-04
5.467881751500333820e+01,2.078719978826251702e-01,-5.735242498623978682e-04,-9.506822526642439136e-04
5.474549899977773038e+01,2.078339391157941196e-01,-5.679959080035384186e-04,-4.412747064018372701e-04
5.481218048455212255e+01,2.077962476070200903e-01,-5.625119010826931838e-04,-8.464841293392634698e-04
5.487886196932652183e+01,2.077589203952322217e-01,-5.570721926042319699e-04,-7.021296507066334455e-04
5.494554345410091400e+01,2.077219545196464789e-01,-5.516767445038660766e-04,-2.484094118773020124e-04
5.501222493887530618e+01,2.076853470197654317e-01,-5.463255171865726055e-04,-2.770696743015499939e-04
5.507890642364969835e+01,2.076490949353782811e-01,-5.410184695640332620e-04,-3.950283716792271768e-04
5.514558790842409763e+01,2.076131953065609714e-01,-5.357555590915605466e-04,-1.112351128501757984e-03
5.521226939319848981e+01,2.075776451736761341e-01,-5.305367418045532938e-04,-5.987234237466939907e-04
5.527895087797288198e+01,2.075424415773730047e-01,-5.253619723544216032e-04,-5.548214456408393815e-04
5.534563236274728126e+01,2.075075815585875616e-01,-5.202312040440466466e-04,-2.680617046637249882e-04
5.541231384752167344e+01,2.074730621585424151e-01,-5.151443888627311183e-04,-6.421271136293364495e-04
5.547899533229606561e+01,2.074388804187468627e-01,-5.101014775206516019e-04,-4.184255192786010685e-04
5.554567681707046489e+01,2.074050333809968893e-01,-5.051024194828448392e-04,-1.095184665925467244e-03
5.561235830184485707e+01,2.073715180873751673e-01,-5.001471630026729310e-04,-1.074224040568792175e-03
5.567903978661924924e+01,2.073383315877478650e-01,-4.952356552884339862e-04,-4.961228946936826296e-04
5.574572127139364142e+01,2.073054711151694762e-01,-4.903678456589450133e-04,-5.668492087295817078e-05
5.581240275616804070e+01,2.072729338216040551e-01,-4.855436808600283602e-04,-4.788711375608579036e-04
5.587908424094243287e+01,2.072407167887789503e-01,-4.807631052949927139e-04,-8.243283006662431361e-04
5.594576572571682505e+01,2.072088171032280823e-01,-4.760260623939560490e-04,-3.016431115246842208e-04
5.601244721049122433e+01,2.071772318562920268e-01,-4.713324946441553673e-04,-1.039184896903975423e-03
5.607912869526561650e+01,2.071459581441178754e-01,-4.666823436197955425e-04,-1.064123142080299392e-04
5.614581018004000867e+01,2.071149930676593198e-01,-4.620755500114250187e-04,3.760430173823650288e-06
5.621249166481440795e+01,2.070843337326766787e-01,-4.575120536548502904e-04,-2.862362053439137903e-04
5.627917314958880013e+01,2.070539772497368147e-01,-4.529917935595958838e-04,-5.823554219938556617e-04
5.634585463436319230e+01,2.070239207342131904e-01,-4.485147079368920599e-04,-1.061625160692547445e-03
5.641253611913758448e+01,2.069941613062858954e-01,-4.440807342272262356e-04,-6.211963335313086575e-05
5.647921760391198376e+01,2.069646960909415356e-01,-4.396898091274201734e-04,-3.715615088313253974e-04
5.654589908868637593e+01,2.069355222179734000e-01,-4.353418686172745751e-04,-2.749151625640799609e-04
5.661258057346076811e+01,2.069066368219812935e-01,-4.310368479857573350e-04,-4.179105856023781823e-04
5.667926205823516739e+01,2.068780370423716208e-01,-4.267746818567426078e-04,-6.344750485093627723e-04
5.674594354300955956e+01,2.068497200233574140e-01,-4.225553042143186892e-04,-4.637229638265616015e-04
5.681262502778395174e+01,2.068216829139582491e-01,-4.183786484276526751e-04,-5.915288276907106936e-04
5.687930651255835102e+01,2.067939228680002739e-01,-4.142446472754094050e-04,-5.896371498755409663e-04
5.694598799733274319e+01,2.067664370441163468e-01,-4.101532329697545054e-04,-9.007129350495220958e-04
5.701266948210713537e+01,2.067392226057457316e-01,-4.061043371799083566e-04,-6.230988902954134444e-04
5.707935096688152754e+01,2.067122767211344581e-01,-4.020978910552937009e-04,-6.353424816138929752e-07
5.714603245165592682e+01,2.066855965633350167e-01,-3.981338252482322223e-04,-8.241703588645740621e-04
