t,q,dq_dt,dq_dt_noisy
2.240497888419648476e+01,5.115732959328261886e-01,2.402987653734093426e-03,-3.284637648558569670e-03
2.242276061346965932e+01,5.116159751596565108e-01,2.397363711636974620e-03,-1.434953526269695107e-02
2.244054234274283033e+01,5.116585545083808251e-01,2.391753521190295717e-03,1.112240462296447581e-02
2.245832407201600134e+01,5.117010342232125586e-01,2.386157046040515012e-03,-5.129848585188426582e-03
2.247610580128917235e+01,5.117434145476827956e-01,2.380574249947652737e-03,-2.674115381520952330e-03
2.249388753056234691e+01,5.117856957246390559e-01,2.375005096785249431e-03,6.173548830431635839e-03
2.251166925983551792e+01,5.118278779962459613e-01,2.369449550540188992e-03,-8.050699841967694920e-05
2.252945098910868893e+01,5.118699616039853462e-01,2.363907575312532150e-03,1.202158829808017831e-02
2.254723271838185994e+01,5.119119467886555919e-01,2.358379135315495645e-03,1.379232335400734947e-03
2.256501444765503450e+01,5.119538337903724035e-01,2.352864194875230186e-03,-1.632106063885327418e-02
2.258279617692820551e+01,5.119956228485681438e-01,2.347362718430719836e-03,1.194859368807246573e-02
2.260057790620137652e+01,5.120373142019923884e-01,2.341874670533667518e-03,4.884256559342874116e-03
2.261835963547454753e+01,5.120789080887117040e-01,2.336400015848338896e-03,2.181781970562563736e-03
2.263614136474771854e+01,5.121204047516972890e-01,2.330938718416112471e-03,5.165621938882520789e-03
2.265392309402089310e+01,5.121618044327865826e-01,2.325490742450309067e-03,1.390684358490937994e-04
2.267170482329406411e+01,5.122031073672107526e-01,2.320056053056081258e-03,1.091628214827832996e-02
2.268948655256723512e+01,5.122443137896531828e-01,2.314634615432822201e-03,8.927841520738374892e-03
2.270726828184040613e+01,5.122854239342504723e-01,2.309226394873933191e-03,6.367227753099708940e-03
2.272505001111358069e+01,5.123264380345914359e-01,2.303831356766813249e-03,7.251553250670097518e-03
2.274283174038675170e+01,5.123673563237179929e-01,2.298449466592678708e-03,-1.293332235231412462e-02
2.276061346965992271e+01,5.124081790341245002e-01,2.293080689926473015e-03,6.609004734601150663e-03
2.277839519893309372e+01,5.124489063977581971e-01,2.287724992436748761e-03,-2.154995668327291947e-02
2.279617692820626473e+01,5.124895386460190938e-01,2.282382339885556666e-03,6.126876022642993233e-03
2.281395865747943930e+01,5.125300760097597497e-01,2.277052698128320674e-03,1.608146104162702303e-02
2.283174038675261031e+01,5.125705187192857171e-01,2.271736033113761627e-03,2.273389513399495798e-02
2.284952211602578132e+01,5.126108670043548754e-01,2.266432310883768897e-03,1.574055728292654468e-03
2.286730384529895233e+01,5.126511210941780972e-01,2.261141497573275483e-03,2.059328163215821961e-04
2.288508557457212689e+01,5.126912812174190259e-01,2.255863559410153929e-03,-1.116995538550301197e-02
2.290286730384529790e+01,5.127313476021937433e-01,2.250598462715129588e-03,1.849858937904485731e-02
2.292064903311846891e+01,5.127713204760714349e-01,2.245346173901627967e-03,-1.470228048077771091e-02
2.293843076239163992e+01,5.128112000660737246e-01,2.240106659475726153e-03,-3.712327020779787254e-03
2.295621249166481093e+01,5.128509865986750071e-01,2.234879886036000157e-03,-9.877994850460932764e-04
2.297399422093798549e+01,5.128906802998024483e-01,2.229665820273403487e-03,-5.545970966215745326e-03
2.299177595021115650e+01,5.129302813948359852e-01,2.224464428971222041e-03,5.893896833544721992e-03
2.300955767948432751e+01,5.129697901086081036e-01,2.219275679004924923e-03,5.669813724854802159e-03
2.302733940875749852e+01,5.130092066654041716e-01,2.214099537342046481e-03,3.568658806893726040e-03
2.304512113803067308e+01,5.130485312889623284e-01,2.208935971042089164e-03,1.572994910153394793e-02
2.306290286730384409e+01,5.130877642024731511e-01,2.203784947256481885e-03,8.898662798779433114e-03
2.308068459657701510e+01,5.131269056285802099e-01,2.198646433228357983e-03,-2.782271062421385124e-03
2.309846632585018611e+01,5.131659557893797352e-01,2.193520396292555213e-03,-4.976206087190921529e-03
2.311624805512336067e+01,5.132049149064206173e-01,2.188406803875445755e-03,2.390702279188528651e-02
2.313402978439653168e+01,5.132437832007044065e-01,2.183305623494880693e-03,-1.122137969968090357e-02
2.315181151366970269e+01,5.132825608926857575e-01,2.178216822760016547e-03,-1.620279794265608222e-03
2.316959324294287370e+01,5.133212482022714296e-01,2.173140369371325681e-03,3.028121765559006751e-03
2.318737497221604471e+01,5.133598453488213975e-01,2.168076231120377728e-03,-1.266402508258629434e-02
2.320515670148921927e+01,5.133983525511482959e-01,2.163024375889794487e-03,7.218826409000426644e-03
2.322293843076239028e+01,5.134367700275171975e-01,2.157984771653159717e-03,-6.513349414436889195e-03
2.324072016003556129e+01,5.134750979956460570e-01,2.152957386474897705e-03,2.186359208260088907e-02
2.325850188930873230e+01,5.135133366727058224e-01,2.147942188510137962e-03,-1.567376104288047915e-03
2.327628361858190686e+01,5.135514862753197685e-01,2.142939146004683992e-03,9.834164252468087508e-03
2.329406534785507787e+01,5.135895470195639412e-01,2.137948227294905745e-03,5.464863452496920501e-03
2.331184707712824888e+01,5.136275191209673796e-01,2.132969400807548793e-03,1.286458915452379573e-03
2.332962880640141989e+01,5.136654027945115608e-01,2.128002635059762088e-03,-2.198506513878701989e-03
2.334741053567459090e+01,5.137031982546308440e-01,2.123047898658910609e-03,-2.583998141988111917e-03
2.336519226494776547e+01,5.137409057152121372e-01,2.118105160302519857e-03,1.298315184468509624e-02
2.338297399422093648e+01,5.137785253895954529e-01,2.113174388778140539e-03,9.906781924509285020e-03
2.340075572349410749e+01,5.138160574905731304e-01,2.108255552963282653e-03,-4.026202353008072853e-04
2.341853745276727850e+01,5.138535022303902799e-01,2.103348621825356507e-03,4.433035245655246245e-03
2.343631918204045306e+01,5.138908598207448941e-01,2.098453564421474959e-03,-5.504694162300644358e-03
2.345410091131362407e+01,5.139281304727876254e-01,2.093570349898422195e-03,3.839054128750511285e-04
2.347188264058679508e+01,5.139653143971218974e-01,2.088698947492566987e-03,-3.997799291431843732e-03
2.348966436985996609e+01,5.140024118038036827e-01,2.083839326529751679e-03,-2.705345634246356448e-03
2.350744609913314065e+01,5.140394229023418360e-01,2.078991456425167278e-03,2.564661548376291969e-02
2.352522782840631166e+01,5.140763479016979831e-01,2.074155306683301420e-03,4.447477398133187904e-03
2.354300955767948267e+01,5.141131870102861878e-01,2.069330846897862036e-03,-1.381427981360303439e-02
2.356079128695265368e+01,5.141499404359735070e-01,2.064518046751603886e-03,2.314348316055592908e-02
2.357857301622582469e+01,5.141866083860796577e-01,2.059716876016290388e-03,-2.411850899632987134e-03
2.359635474549899925e+01,5.142231910673771278e-01,2.054927304552613826e-03,1.170500819255771915e-02
2.361413647477217026e+01,5.142596886860909544e-01,2.050149302310070448e-03,-4.511035902546423060e-03
2.363191820404534127e+01,5.142961014478989457e-01,2.045382839326887608e-03,2.439339252998011000e-03
2.364969993331851228e+01,5.143324295579317917e-01,2.040627885729898866e-03,-3.996169425066664962e-03
2.366748166259168684e+01,5.143686732207728429e-01,2.035884411734502353e-03,2.651779914450581171e-03
2.368526339186485785e+01,5.144048326404578875e-01,2.031152387644567098e-03,1.630975733498906538e-02
2.370304512113802886e+01,5.144409080204759288e-01,2.026431783852249147e-03,1.874923582428116020e-02
2.372082685041119987e+01,5.144768995637684084e-01,2.021722570838029726e-03,2.247442159977683721e-02
2.373860857968437088e+01,5.145128074727293166e-01,2.017024719170579933e-03,-1.041526899770019426e-03
2.375639030895754544e+01,5.145486319492058591e-01,2.012338199506590736e-03,6.792506231074919854e-03
2.377417203823071645e+01,5.145843731944974575e-01,2.007662982590845829e-03,-1.235669286000266442e-03
2.379195376750388746e+01,5.146200314093564154e-01,2.002999039255968367e-03,4.482028366508052520e-04
2.380973549677705847e+01,5.146556067939880297e-01,1.998346340422431366e-03,2.035095274329900422e-02
2.382751722605023303e+01,5.146910995480500350e-01,1.993704857098425876e-03,7.421200111650721847e-03
2.384529895532340404e+01,5.147265098706529374e-01,1.989074560379819334e-03,-2.122959282302273182e-02
2.386308068459657505e+01,5.147618379603599026e-01,1.984455421450034146e-03,7.172102058455134040e-04
2.388086241386974606e+01,5.147970840151869787e-01,1.979847411579936656e-03,7.054261555002040024e-03
2.389864414314291707e+01,5.148322482326028737e-01,1.975250502127798985e-03,9.646116114522398227e-03
2.391642587241609164e+01,5.148673308095289558e-01,1.970664664539222705e-03,-2.787455610169728426e-03
2.393420760168926265e+01,5.149023319423393641e-01,1.966089870346972301e-03,-7.305066206393229580e-03
2.395198933096243366e+01,5.149372518268610088e-01,1.961526091170964770e-03,-1.564142996625660434e-02
2.396977106023560466e+01,5.149720906603585391e-01,1.956973298458768856e-03,1.025035063210735439e-02
2.398755278950877923e+01,5.150068486444344673e-01,1.952431463106675535e-03,3.545594701895835726e-03
2.400533451878195024e+01,5.150415259731909723e-01,1.947900557006606442e-03,-1.033528305806640304e-02
2.402311624805512125e+01,5.150761228396090186e-01,1.943380552212256585e-03,9.868933855466353877e-03
2.404089797732829226e+01,5.151106394362312546e-01,1.938871420849756083e-03,1.701842952531683328e-02
2.405867970660146682e+01,5.151450759551625680e-01,1.934373135117531395e-03,-4.217629611912417087e-03
2.407646143587463783e+01,5.151794325880693082e-01,1.929885667286319190e-03,1.476523007128175032e-02
2.409424316514780884e+01,5.152137095261796196e-01,1.925408989699076145e-03,-9.520192352148596979e-03
2.411202489442097985e+01,5.152479069602838857e-01,1.920943074770805475e-03,6.421851672019550372e-03
2.412980662369415086e+01,5.152820250807338409e-01,1.916487894988626317e-03,-6.496818230163721106e-05
2.414758835296732542e+01,5.153160640774433476e-01,1.912043422911579443e-03,1.218917848005941947e-02
2.416537008224049643e+01,5.153500241398879522e-01,1.907609631170630732e-03,3.275159181570119326e-03
2.418315181151366744e+01,5.153839054571051070e-01,1.903186492468528918e-03,1.732301998812182248e-02
2.420093354078683845e+01,5.154177082176939484e-01,1.898773979579809063e-03,2.231682287709452206e-03
2.421871527006001301e+01,5.154514326098157406e-01,1.894372065350615614e-03,-1.073711889601789912e-02
2.423649699933318402e+01,5.154850788211932100e-01,1.889980722698761384e-03,5.330720956190245635e-03
2.425427872860635503e+01,5.155186470391110998e-01,1.885599924613529793e-03,2.810996156747461866e-03
2.427206045787952604e+01,5.155521374504159482e-01,1.881229644155678338e-03,1.204877182935610268e-02
2.428984218715269705e+01,5.155855502415161995e-01,1.876869854457310222e-03,-7.883168304422911651e-03
2.430762391642587161e+01,5.156188855983819819e-01,1.872520528721870886e-03,1.142056903122611565e-02
2.432540564569904262e+01,5.156521437065453295e-01,1.868181640224005763e-03,-8.401186865823057071e-03
2.434318737497221363e+01,5.156853247511000715e-01,1.863853162309529049e-03,-1.824822232751279610e-02
2.436096910424538464e+01,5.157184289167019431e-01,1.859535068395336971e-03,-2.648031274637724364e-03
2.437875083351855920e+01,5.157514563875683633e-01,1.855227331969366150e-03,2.410593178602280905e-03
2.439653256279173021e+01,5.157844073474786573e-01,1.850929926590451358e-03,2.077487278001119431e-02
2.441431429206490122e+01,5.158172819797739450e-01,1.846642825888349798e-03,3.003428925483296597e-03
2.443209602133807223e+01,5.158500804673573636e-01,1.842366003563571109e-03,-6.129852231585916980e-03
2.444987775061124680e+01,5.158828029926935121e-01,1.838099433387394704e-03,1.591832275721351622e-02
2.446765947988441781e+01,5.159154497378090065e-01,1.833843089201755289e-03,1.701800674271318481e-02
2.448544120915758882e+01,5.159480208842924798e-01,1.829596944919149176e-03,1.432220306267609385e-02
2.450322293843075983e+01,5.159805166132940268e-01,1.825360974522648172e-03,-1.236175819174594945e-02
2.452100466770393083e+01,5.160129371055258707e-01,1.821135152065722629e-03,-2.952564867856420812e-03
2.453878639697710540e+01,5.160452825412618072e-01,1.816919451672269203e-03,1.135836314028295692e-02
2.455656812625027641e+01,5.160775531003377603e-01,1.812713847536454731e-03,-1.485939735725214095e-02
2.457434985552344742e+01,5.161097489621511158e-01,1.808518313922750920e-03,2.367062782908414820e-03
2.459213158479661843e+01,5.161418703056613877e-01,1.804332825165760879e-03,2.224331002865567557e-03
2.460991331406979299e+01,5.161739173093898847e-01,1.800157355670201770e-03,1.937531463709561783e-03
2.462769504334296400e+01,5.162058901514193776e-01,1.795991879910883993e-03,2.378518017942744551e-03
2.464547677261613501e+01,5.162377890093949873e-01,1.791836372432527302e-03,5.528215507830195816e-03
2.466325850188930602e+01,5.162696140605232964e-01,1.787690807849802443e-03,-2.449758411672364397e-03
2.468104023116247703e+01,5.163013654815730158e-01,1.783555160847199311e-03,1.556904051055725546e-02
2.469882196043565159e+01,5.163330434488742071e-01,1.779429406179020012e-03,3.198766075855394471e-03
2.471660368970882260e+01,5.163646481383192821e-01,1.775313518669219270e-03,9.529420874314551565e-03
2.473438541898199361e+01,5.163961797253621144e-01,1.771207473211452998e-03,1.487149780345825567e-02
2.475216714825516462e+01,5.164276383850184837e-01,1.767111244768932582e-03,1.569266776060092988e-02
2.476994887752833918e+01,5.164590242918662977e-01,1.763024808374352020e-03,9.487281904427111515e-03
2.478773060680151019e+01,5.164903376200448148e-01,1.758948139129891397e-03,1.921574451143901949e-02
2.480551233607468120e+01,5.165215785432554219e-01,1.754881212207112795e-03,5.190135260344733853e-05
2.482329406534785221e+01,5.165527472347611893e-01,1.750824002846883970e-03,4.129407335959190892e-03
2.484107579462102677e+01,5.165838438673870936e-01,1.746776486359312430e-03,9.582480768109588294e-04
2.485885752389419778e+01,5.166148686135200174e-01,1.742738638123728090e-03,-1.935160254273474243e-03
2.487663925316736879e+01,5.166458216451084162e-01,1.738710433588565307e-03,6.139316129684644664e-03
2.489442098244053980e+01,5.166767031336627625e-01,1.734691848271328191e-03,-1.474972071246942549e-04
2.491220271171371081e+01,5.167075132502554347e-01,1.730682857758510801e-03,3.290976886291191623e-03
2.492998444098688537e+01,5.167382521655202732e-01,1.726683437705558988e-03,-9.629758764197701194e-04
2.494776617026005638e+01,5.167689200496534685e-01,1.722693563836773245e-03,-1.006724228582365870e-02
2.496554789953322739e+01,5.167995170724125620e-01,1.718713211945274016e-03,1.003072191136161057e-02
2.498332962880639840e+01,5.168300434031172230e-01,1.714742357892949653e-03,1.206296745116067388e-02
2.500111135807957297e+01,5.168604992106486939e-01,1.710780977610345394e-03,5.392913708941980688e-03
2.501889308735274398e+01,5.168908846634503451e-01,1.706829047096639074e-03,3.541779826784961782e-03
2.503667481662591499e+01,5.169211999295271198e-01,1.702886542419575211e-03,5.721411169185701938e-03
2.505445654589908600e+01,5.169514451764458673e-01,1.698953439715412961e-03,3.151602282271887163e-03
2.507223827517225700e+01,5.169816205713353430e-01,1.695029715188835912e-03,1.229465350014411450e-02
2.509002000444543157e+01,5.170117262808859859e-01,1.691115345112910451e-03,-3.759395937912528469e-03
2.510780173371860258e+01,5.170417624713501414e-01,1.687210305829037194e-03,5.669282703311107584e-04
2.512558346299177359e+01,5.170717293085420607e-01,1.683314573746853837e-03,-5.663901937634526276e-03
2.514336519226494460e+01,5.171016269578376789e-01,1.679428125344214345e-03,-1.087477086683595953e-02
2.516114692153811916e+01,5.171314555841747262e-01,1.675550937167129967e-03,-5.045370495330156642e-03
2.517892865081129017e+01,5.171612153520529498e-01,1.671682985829651275e-03,5.047292780637056830e-03
2.519671038008446118e+01,5.171909064255337807e-01,1.667824248013861227e-03,-2.889052485529393192e-03
2.521449210935763219e+01,5.172205289682405560e-01,1.663974700469837004e-03,-1.278921458626446073e-02
2.523227383863080320e+01,5.172500831433581858e-01,1.660134320015549392e-03,5.654832015563355119e-04
2.525005556790397776e+01,5.172795691136339302e-01,1.656303083536772580e-03,9.565812067032714375e-03
2.526783729717714877e+01,5.173089870413762892e-01,1.652480967987129262e-03,1.792005043192057556e-02
2.528561902645031978e+01,5.173383370884560017e-01,1.648667950387924103e-03,1.154209647781678783e-02
2.530340075572349079e+01,5.173676194163053799e-01,1.644864007828171493e-03,-6.375241493621961256e-03
2.532118248499666535e+01,5.173968341859187525e-01,1.641069117464467181e-03,1.198558998495852582e-02
2.533896421426983636e+01,5.174259815578522437e-01,1.637283256520967456e-03,-1.974458256190173358e-02
2.535674594354300737e+01,5.174550616923890844e-01,1.633506402267864699e-03,4.091922734542586051e-03
2.537452767281617838e+01,5.174840747547345687e-01,1.629738531346704850e-03,8.711936947572418086e-03
2.539230940208935294e+01,5.175130209062930309e-01,1.625979620903297146e-03,1.313062202733464474e-02
2.541009113136252395e+01,5.175419003052185163e-01,1.622229648515997186e-03,3.853448291130454149e-03
2.542787286063569496e+01,5.175707131093145730e-01,1.618488591819036010e-03,-6.358636247796260049e-03
2.544565458990886597e+01,5.175994594760345846e-01,1.614756428502381325e-03,1.311087610996491265e-02
2.546343631918203698e+01,5.176281395624816595e-01,1.611033136311789543e-03,1.417612733892971259e-02
2.548121804845521154e+01,5.176567535254084085e-01,1.607318693048680885e-03,4.372994999912352410e-03
2.549899977772838255e+01,5.176853015212172782e-01,1.603613076570111623e-03,-1.424350040249707308e-02
2.551678150700155356e+01,5.177137837059602177e-01,1.599916264788749792e-03,-5.140887807138061483e-03
2.553456323627472457e+01,5.177422002353390118e-01,1.596228235672774581e-03,-3.541288828048952397e-03
2.555234496554789914e+01,5.177705512647049479e-01,1.592548967245869390e-03,-1.149241367150379521e-02
2.557012669482107015e+01,5.177988369490593712e-01,1.588878437587100401e-03,-1.022761260621344800e-02
2.558790842409424116e+01,5.178270574430527962e-01,1.585216624831024129e-03,-8.799691796059539578e-03
2.560569015336741217e+01,5.178552129009856841e-01,1.581563507167430688e-03,4.807578065504666646e-04
2.562347188264058317e+01,5.178833034768082211e-01,1.577919062841437459e-03,3.859929822307398180e-03
2.564125361191375774e+01,5.179113293241203175e-01,1.574283270153388481e-03,1.064772946830052150e-02
2.565903534118692875e+01,5.179392905961711646e-01,1.570656107458850981e-03,4.310476866651659876e-03
2.567681707046009976e+01,5.179671874458601222e-01,1.567037553168462716e-03,1.704861459289364750e-02
2.569459879973327077e+01,5.179950200257358306e-01,1.563427585748046467e-03,1.589928378350575350e-02
2.571238052900644533e+01,5.180227884879969880e-01,1.559826183718353299e-03,-1.261703238874273530e-03
2.573016225827961634e+01,5.180504929844917950e-01,1.556233325655204808e-03,6.396315171120054398e-03
2.574794398755278735e+01,5.180781336667178438e-01,1.552648990189347405e-03,6.252132617691130538e-03
2.576572571682595836e+01,5.181057106858228956e-01,1.549073156006424562e-03,1.200767430061147438e-03
2.578350744609913292e+01,5.181332241926041027e-01,1.545505801846914357e-03,4.186687849713921321e-03
2.580128917537230393e+01,5.181606743375083424e-01,1.541946906506112130e-03,7.191664027296136227e-03
2.581907090464547494e+01,5.181880612706321054e-01,1.538396448834074975e-03,-1.418854656618653322e-03
2.583685263391864595e+01,5.182153851417218293e-01,1.534854407735524590e-03,1.931241890484903471e-03
2.585463436319181696e+01,5.182426461001732321e-01,1.531320762169878502e-03,5.906335701822742687e-03
2.587241609246499152e+01,5.182698442950320894e-01,1.527795491151163337e-03,-3.410683589843010663e-03
2.589019782173816253e+01,5.182969798749935686e-01,1.524278573747941956e-03,1.596803615134752968e-02
2.590797955101133354e+01,5.183240529884026726e-01,1.520769989083337742e-03,-1.194007314328586651e-02
2.592576128028450455e+01,5.183510637832540180e-01,1.517269716334930518e-03,1.236125790339032658e-02
2.594354300955767911e+01,5.183780124071918349e-01,1.513777734734697566e-03,-1.156171926539140658e-03
2.596132473883085012e+01,5.184048990075101893e-01,1.510294023569041383e-03,-1.773849709628060392e-02
2.597910646810402113e+01,5.184317237311527604e-01,1.506818562178678655e-03,-1.596555297121383422e-03
2.599688819737719214e+01,5.184584867247129525e-01,1.503351329958577814e-03,1.863574943944914641e-03
2.601466992665036315e+01,5.184851881344335611e-01,1.499892306358035360e-03,-1.163429107211581132e-02
2.603245165592353771e+01,5.185118281062075507e-01,1.496441470880457286e-03,-8.758063056888776635e-04
2.605023338519670872e+01,5.185384067855771661e-01,1.492998803083463166e-03,2.991487690846558918e-03
2.606801511446987973e+01,5.185649243177343770e-01,1.489564282578754312e-03,-7.113062619249491819e-03
2.608579684374305074e+01,5.185913808475210995e-01,1.486137889032096426e-03,7.652624225550197674e-03
2.610357857301622531e+01,5.186177765194286415e-01,1.482719602163284911e-03,7.582296837315894225e-03
2.612136030228939632e+01,5.186441114775980354e-01,1.479309401746078945e-03,-4.851039410677755390e-03
2.613914203156256733e+01,5.186703858658200383e-01,1.475907267608191076e-03,-3.269970601070711948e-03
2.615692376083573834e+01,5.186965998275352430e-01,1.472513179631172731e-03,9.146816150454376709e-03
2.617470549010891290e+01,5.187227535058337446e-01,1.469127117750441969e-03,2.234505907647931118e-03
2.619248721938208391e+01,5.187488470434551413e-01,1.465749061955259197e-03,7.465120915821463372e-03
2.621026894865525492e+01,5.187748805827890886e-01,1.462378992288571045e-03,-4.458779975036915311e-03
2.622805067792842593e+01,5.188008542658747446e-01,1.459016888847062404e-03,-5.168386304962505409e-03
2.624583240720159694e+01,5.188267682344007703e-01,1.455662731781125208e-03,8.457868336880999122e-03
2.626361413647477150e+01,5.188526226297058841e-01,1.452316501294705769e-03,3.424941028644367183e-03
2.628139586574794251e+01,5.188784175927780851e-01,1.448978177645398463e-03,6.474144324713559245e-03
2.629917759502111352e+01,5.189041532642553189e-01,1.445647741144303472e-03,1.830379109107022062e-02
2.631695932429428453e+01,5.189298297844251451e-01,1.442325172156026791e-03,5.490387051755200171e-03
2.633474105356745909e+01,5.189554472932248474e-01,1.439010451098621246e-03,1.358204131741921634e-04
2.635252278284063010e+01,5.189810059302411016e-01,1.435703558443596900e-03,-1.531050843029800948e-02
2.637030451211380111e+01,5.190065058347106408e-01,1.432404474715775339e-03,4.202258658251294132e-03
2.638808624138697212e+01,5.190319471455197009e-01,1.429113180493341712e-03,6.629971452258652531e-03
2.640586797066014313e+01,5.190573300012041313e-01,1.425829656407771873e-03,3.640211008960172415e-03
2.642364969993331769e+01,5.190826545399496172e-01,1.422553883143780340e-03,1.319364873565444934e-02
2.644143142920648870e+01,5.191079208995913463e-01,1.419285841439306417e-03,1.728456645846956560e-02
2.645921315847965971e+01,5.191331292176144530e-01,1.416025512085399701e-03,3.548280485543377650e-03
2.647699488775283072e+01,5.191582796311533521e-01,1.412772875926317229e-03,-5.397117241434825144e-03
2.649477661702600528e+01,5.191833722769925163e-01,1.409527913859329185e-03,-3.175392736502106669e-03
2.651255834629917629e+01,5.192084072915659210e-01,1.406290606834784823e-03,1.616283104409665852e-03
2.653034007557234730e+01,5.192333848109571548e-01,1.403060935856029201e-03,1.515916952549176307e-02
2.654812180484551831e+01,5.192583049708996423e-01,1.399838881979361543e-03,3.072818228398396280e-03
2.656590353411868932e+01,5.192831679067763107e-01,1.396624426314017897e-03,1.460047618872771513e-02
2.658368526339186388e+01,5.193079737536200335e-01,1.393417550022094803e-03,-9.841330259626451110e-03
2.660146699266503489e+01,5.193327226461129653e-01,1.390218234318577051e-03,1.386041046095874696e-02
2.661924872193820590e+01,5.193574147185874290e-01,1.387026460471174616e-03,7.908076343906948052e-03
2.663703045121137691e+01,5.193820501050249172e-01,1.383842209800451029e-03,-9.244074274292655123e-04
2.665481218048455148e+01,5.194066289390569802e-01,1.380665463679629085e-03,5.850936059015622408e-03
2.667259390975772249e+01,5.194311513539645597e-01,1.377496203534656766e-03,1.255819605834522686e-02
2.669037563903089350e+01,5.194556174826786554e-01,1.374334410844092746e-03,8.117416673038254163e-03
2.670815736830406451e+01,5.194800274577795474e-01,1.371180067139134151e-03,1.278821856134502132e-02
2.672593909757723907e+01,5.195043814114973513e-01,1.368033154003543694e-03,7.499545867953694850e-03
2.674372082685041008e+01,5.195286794757119075e-01,1.364893653073590701e-03,9.674953376642965105e-03
2.676150255612358109e+01,5.195529217819526702e-01,1.361761546038075393e-03,1.181560921454742619e-02
2.677928428539675210e+01,5.195771084613989288e-01,1.358636814638203988e-03,2.677473419334664741e-03
2.679706601466992311e+01,5.196012396448793647e-01,1.355519440667637271e-03,2.855986172743278911e-03
2.681484774394309767e+01,5.196253154639219884e-01,1.352409405836849099e-03,8.914966253955228237e-03
2.683262947321626868e+01,5.196493360539861106e-01,1.349306691355627030e-03,9.050018980894613749e-03
2.685041120248943969e+01,5.196733015450589743e-01,1.346211279147760398e-03,-9.231544238831417698e-03
2.686819293176261070e+01,5.196972120659971717e-01,1.343123151290072370e-03,-4.776515932064764186e-03
2.688597466103578526e+01,5.197210677453777405e-01,1.340042289902459299e-03,-1.011753878710814659e-02
2.690375639030895627e+01,5.197448687114983867e-01,1.336968677147842149e-03,-8.830637477769340271e-04
2.692153811958212728e+01,5.197686150923771509e-01,1.333902295232131802e-03,-6.754387690957293702e-03
2.693931984885529829e+01,5.197923070157527414e-01,1.330843126404197829e-03,1.510525758843590111e-02
2.695710157812846930e+01,5.198159446090844238e-01,1.327791152955844212e-03,-1.299491028751384100e-02
2.697488330740164386e+01,5.198395279995517981e-01,1.324746357221760762e-03,-1.428556142346792870e-03
2.699266503667481487e+01,5.198630573140552436e-01,1.321708721579474555e-03,4.860225944385802334e-03
2.701044676594798588e+01,5.198865326792154740e-01,1.318678228449370743e-03,-1.598550420313233494e-02
2.702822849522115689e+01,5.199099542213738712e-01,1.315654860294598882e-03,1.065916547266860387e-02
2.704601022449433145e+01,5.199333220665921518e-01,1.312638599621086810e-03,-9.605619400048243800e-04
2.706379195376750246e+01,5.199566363406527003e-01,1.309629428977478194e-03,9.309151407630817873e-04
2.708157368304067347e+01,5.199798971690583471e-01,1.306627330955122124e-03,7.007975851098956557e-03
2.709935541231384448e+01,5.200031046770324794e-01,1.303632288188007193e-03,2.348417285722182238e-02
2.711713714158701904e+01,5.200262589895191523e-01,1.300644283352747621e-03,1.504412850580178450e-04
2.713491887086019005e+01,5.200493602311827557e-01,1.297663299168548556e-03,-3.472841267692756799e-03
2.715270060013336106e+01,5.200724085264082364e-01,1.294689318397202610e-03,7.746975501477925720e-03
2.717048232940653207e+01,5.200954039993009870e-01,1.291722323843037812e-03,-1.104549387641781504e-02
2.718826405867970308e+01,5.201183467736872901e-01,1.288762298352820468e-03,6.363182342609736801e-03
2.720604578795287765e+01,5.201412369731134300e-01,1.285809224815852303e-03,6.535383362957613261e-03
2.722382751722604866e+01,5.201640747208465809e-01,1.282863086163817806e-03,-1.550160594920694385e-02
2.724160924649921967e+01,5.201868601398743630e-01,1.279923865370836272e-03,-3.603460248590636093e-03
2.725939097577239068e+01,5.202095933529048422e-01,1.276991545453357718e-03,1.703372433466719335e-02
2.727717270504556524e+01,5.202322744823667522e-01,1.274066109470221864e-03,8.781398587223192970e-03
2.729495443431873625e+01,5.202549036504091617e-01,1.271147540522536701e-03,9.658054002010503861e-04
2.731273616359190726e+01,5.202774809789018073e-01,1.268235821753702780e-03,2.087507752679342021e-02
2.733051789286507827e+01,5.203000065894349824e-01,1.265330936349347291e-03,-1.947589484685420189e-02
2.734829962213824928e+01,5.203224806033193151e-01,1.262432867537341408e-03,5.959640169954259423e-04
2.736608135141142384e+01,5.203449031415861015e-01,1.259541598587717026e-03,7.523624891141875159e-03
2.738386308068459485e+01,5.203672743249870836e-01,1.256657112812666760e-03,5.707131611219823722e-03
2.740164480995776586e+01,5.203895942739946712e-01,1.253779393566491901e-03,6.387979490641024563e-03
2.741942653923093687e+01,5.204118631088017199e-01,1.250908424245581602e-03,-5.767693280739184455e-03
2.743720826850411143e+01,5.204340809493215314e-01,1.248044188288419815e-03,-7.250669496889620980e-03
2.745498999777728244e+01,5.204562479151880749e-01,1.245186669175481209e-03,2.024819184950922557e-02
2.747277172705045345e+01,5.204783641257556548e-01,1.242335850429265864e-03,5.318753707584667791e-03
2.749055345632362446e+01,5.205004297000992430e-01,1.239491715614229883e-03,9.423229410996424374e-03
2.750833518559679547e+01,5.205224447570144797e-01,1.236654248336757633e-03,-6.492948393169603767e-03
2.752611691486997003e+01,5.205444094150171175e-01,1.233823432245182566e-03,-7.323991671232129089e-03
