t,V,w,z,ca,dV_dt,dV_dt_noisy
1.093018603720744153e+02,-7.899264159361399917e-01,-2.020498026338223008e-01,1.029033866999157915e-01,7.722542255507942703e-03,9.150157269574229479e-01,9.438062686667987311e-01
1.093818763752750556e+02,-6.985919101009425702e-01,-2.029895338814904915e-01,1.025025100100124265e-01,8.116230226802738368e-03,1.429663885768816645e+00,1.346360889413517725e+00
1.094618923784756959e+02,-5.443689315428035247e-01,-2.030807652570356114e-01,1.026497572517919010e-01,8.762938342051556848e-03,2.600316341685232402e+00,2.533505390122634537e+00
1.095419083816763361e+02,-2.292582628071337669e-01,-2.014591841692550400e-01,1.043834386423953403e-01,1.016512425686152271e-02,5.875480883405037602e+00,5.942059086333256523e+00
1.096219243848769764e+02,5.583378335011471849e-01,-1.952499336682039788e-01,1.120192022048180774e-01,1.440801314505806355e-02,1.480569464913697431e+01,1.504036448622310473e+01
1.097019403880776167e+02,1.719214928337737813e+00,-1.808857034971921296e-01,1.260186685944499896e-01,2.162757639711448965e-02,8.576377370254286703e+00,8.313340632123493279e+00
1.097819563912782570e+02,1.975625002750217130e+00,-1.619421156280068941e-01,1.404802808910768364e-01,2.887937710842268871e-02,5.352278372701371190e-01,6.076194510524093317e-01
1.098619723944788973e+02,1.984394707096526211e+00,-1.425213455713858490e-01,1.548774255461757010e-01,3.590476283497437415e-02,-5.983404952282292411e-02,-8.093876782499037636e-02
1.099419883976795376e+02,1.977811414830562109e+00,-1.231838616866910430e-01,1.691915269251103859e-01,4.269737030273230982e-02,-9.124922498732826459e-02,-1.331275361330959417e-02
1.100220044008801779e+02,1.970404182919411662e+00,-1.039640298032778326e-01,1.834130646143647403e-01,4.925592651368605746e-02,-9.318859036055569811e-02,-6.416452554028326261e-03
1.101020204040808181e+02,1.962930931380096666e+00,-8.486662662768644505e-02,1.975338629203760299e-01,5.558048833904496305e-02,-9.356483334309831368e-02,-8.828102483924352151e-02
1.101820364072814584e+02,1.955432912502527154e+00,-6.589513968802582222e-02,2.115466693309886737e-01,6.167223563798417824e-02,-9.384379314870266997e-02,-1.954411478509222033e-01
1.102620524104820987e+02,1.947913446273330962e+00,-4.705318426009855864e-02,2.254450534561591724e-01,6.753338418660433107e-02,-9.410169444882431067e-02,-2.338068837991237325e-01
1.103420684136827390e+02,1.940373979088849898e+00,-2.834451300254767214e-02,2.392233310449828065e-01,7.316708454088216573e-02,-9.434483180306030281e-02,-2.817627006623767416e-01
1.104220844168833793e+02,1.932815729967105822e+00,-9.772944190217357913e-03,2.528764962990859844e-01,7.857730849084482161e-02,-9.457022985427920858e-02,2.766433016921242272e-02
1.105021004200840196e+02,1.925240083405809211e+00,8.657715223154508616e-03,2.664001605966205832e-01,8.376873020731874508e-02,-9.478022582188921907e-02,-1.157504623975887242e-01
1.105821164232846598e+02,1.917648307597227708e+00,2.694374702812732739e-02,2.797904968440703688e-01,8.874660790937036192e-02,-9.497352417087212562e-02,-1.490010209067277047e-01
1.106621324264853001e+02,1.910041688035114094e+00,4.508159376188697332e-02,2.930441887978930682e-01,9.351667030508364897e-02,-9.515063511969477916e-02,-1.229225762023341412e-01
1.107421484296859404e+02,1.902421502821413313e+00,6.306792361968759086e-02,3.061583848755154991e-01,9.808501074325468028e-02,-9.531373592138120410e-02,-2.292605077610384290e-01
1.108221644328865807e+02,1.894788851202168001e+00,8.089968589741246274e-02,3.191306560291178318e-01,1.024579908681013812e-01,-9.546169291421244263e-02,-6.500023496210646790e-02
1.109021804360872210e+02,1.887144859124119778e+00,9.857415406319459950e-02,3.319589572960479074e-01,1.066421546880140653e-01,-9.559746112756481451e-02,3.627268847681475172e-02
1.109821964392878613e+02,1.879490484739542833e+00,1.160889575488551623e-01,3.446415927356674125e-01,1.106441533151283491e-01,-9.572215566710558232e-02,1.812390740999070271e-02
1.110622124424885016e+02,1.871826537568432647e+00,1.334421007478422683e-01,3.571771834359419029e-01,1.144706801248027705e-01,-9.583612190859833180e-02,-2.524160290313703370e-01
1.111422284456891418e+02,1.864153788434467440e+00,1.506319701561192603e-01,3.695646383323766271e-01,1.181284157767965720e-01,-9.594265490599253321e-02,4.040853347490265535e-02
1.112222444488897821e+02,1.856472804873163129e+00,1.676573317813481456e-01,3.818031276155588460e-01,1.216239823363643308e-01,-9.604290285122572823e-02,-1.724665923238593024e-01
1.113022604520904224e+02,1.848784003980669777e+00,1.845173191202554019e-01,3.938920584822260818e-01,1.249639056111957885e-01,-9.613763417984401427e-02,-2.874328607041205519e-01
1.113822764552910627e+02,1.841087733589448883e+00,2.012114139026212889e-01,4.058310530345448086e-01,1.281545847955890272e-01,-9.622966110141815965e-02,-2.191768846424796136e-01
1.114622924584917030e+02,1.833384178053486302e+00,2.177394219200776693e-01,4.176199281505576510e-01,1.312022685223422358e-01,-9.632080762031272614e-02,-1.929722187448181248e-01
1.115423084616923433e+02,1.825673350507723169e+00,2.341014449517025975e-01,4.292586771388680056e-01,1.341130364560988719e-01,-9.641157495365038077e-02,-9.710635898765428153e-02
1.116223244648929835e+02,1.817955184656445455e+00,2.502978502589854881e-01,4.407474530164660620e-01,1.368927856295621692e-01,-9.650369239534023480e-02,-1.997012396939649159e-01
1.117023404680936238e+02,1.810229521988364398e+00,2.663292395099969290e-01,4.520865532755889427e-01,1.395472208021884541e-01,-9.659946372377950508e-02,-2.476240098017723767e-01
1.117823564712942641e+02,1.802496049684865875e+00,2.821964180649300657e-01,4.632764060028069508e-01,1.420818481920853860e-01,-9.669974411335713338e-02,-1.231491476264873486e-01
1.118623724744949044e+02,1.794754350386571717e+00,2.979003650011270987e-01,4.743175572177074639e-01,1.445019720054764867e-01,-9.680519746670390724e-02,9.558519681265331691e-02
1.119423884776955447e+02,1.787003937815743848e+00,3.134422048213877932e-01,4.852106593265119172e-01,1.468126932684764574e-01,-9.691708102085583310e-02,-1.671521692597159325e-01
1.120224044808961850e+02,1.779244253847762414e+00,3.288231813275911408e-01,4.959564605909652646e-01,1.490189105316325202e-01,-9.703692841756608733e-02,-5.061157687259154603e-02
1.121024204840968252e+02,1.771474647366400479e+00,3.440446338467337828e-01,5.065557955184772920e-01,1.511253220783558004e-01,-9.716577592503647387e-02,-8.917109280208988797e-02
1.121824364872974655e+02,1.763694374968737488e+00,3.591079757998841826e-01,5.170095760865548451e-01,1.531364293226754603e-01,-9.730404593386587919e-02,1.685027254855915313e-01
1.122624524904981058e+02,1.755902637424894053e+00,3.740146755669807588e-01,5.273187837231362307e-01,1.550565411312028741e-01,-9.745240244076122660e-02,-2.872782184067090849e-01
1.123424684936987461e+02,1.748098581628103387e+00,3.887662397815900284e-01,5.374844619790070110e-01,1.568897788498908319e-01,-9.761166425967318649e-02,1.192650046182471002e-02
1.124224844968993864e+02,1.740281300719116464e+00,4.033641988338628193e-01,5.475077098269331977e-01,1.586400818498337750e-01,-9.778269573848530349e-02,-2.259211953184966648e-01
1.125025005001000267e+02,1.732449834432617353e+00,4.178100944136620698e-01,5.573896755302283346e-01,1.603112134391123100e-01,-9.796632911025643375e-02,-1.572078545122699844e-01
1.125825165033006670e+02,1.724603163193051403e+00,4.321054689338891808e-01,5.671315510296541795e-01,1.619067670152170568e-01,-9.816315360439351045e-02,-1.078313189437347247e-01
1.126625325065013072e+02,1.716740213511867230e+00,4.462518565908938362e-01,5.767345668002136216e-01,1.634301723545063534e-01,-9.837361700052102420e-02,2.202350031792830454e-01
1.127425485097019475e+02,1.708859867876701522e+00,4.602507758934365478e-01,5.861999871356379233e-01,1.648847019558037919e-01,-9.859824496686736550e-02,-1.748987759951999843e-01
1.128225645129025878e+02,1.700960964313475543e+00,4.741037235287573481e-01,5.955291058236816815e-01,1.662734773719960479e-01,-9.883760936035893008e-02,-2.877260206851926516e-01
1.129025805161032281e+02,1.693042295651625340e+00,4.878121693652748281e-01,6.047232421763771848e-01,1.675994754762103744e-01,-9.909230514528882816e-02,3.064405488883378825e-02
1.129825965193038684e+02,1.685102608671990243e+00,5.013775524350917445e-01,6.137837373835354216e-01,1.688655346210042596e-01,-9.936293882173707903e-02,-1.832865496547473882e-01
1.130626125225045087e+02,1.677140603059342761e+00,5.148012777545688534e-01,6.227119511607276392e-01,1.700743606585143897e-01,-9.965012502776010583e-02,-1.239451603968293181e-01
1.131426285257051489e+02,1.669154930092984657e+00,5.280847138556648002e-01,6.315092586656152474e-01,1.712285327973717131e-01,-9.995448863085176772e-02,-1.023586709252774229e-01
1.132226445289057892e+02,1.661144191018761429e+00,5.412291909148393421e-01,6.401770476588501957e-01,1.723305092786552584e-01,-1.002766702023788481e-01,-9.057779164428959862e-02
1.133026605321064295e+02,1.653106935054413196e+00,5.542359993796860396e-01,6.487167158878952566e-01,1.733826328584440468e-01,-1.006173332773113716e-01,-1.176311961130005329e-01
1.133826765353070698e+02,1.645041656987556999e+00,5.671063890058605228e-01,6.571296686740186743e-01,1.743871360888283872e-01,-1.009771722465815924e-01,-7.420152864917621549e-02
1.134626925385077101e+02,1.636946794331808119e+00,5.798415682281663486e-01,6.654173166844288279e-01,1.753461463927146746e-01,-1.013569201141997778e-01,-6.262095989062541057e-02
1.135427085417083504e+02,1.628820724011707854e+00,5.924427037998069023e-01,6.735810738730461100e-01,1.762616909305401713e-01,-1.017573556814518887e-01,-1.636507385965793593e-02
1.136227245449089907e+02,1.620661758551222187e+00,6.049109206428199270e-01,6.816223555747770169e-01,1.771357012592225944e-01,-1.021793100005274901e-01,-1.449026235904936899e-01
1.137027405481096309e+02,1.612468141743618633e+00,6.172473018606133843e-01,6.895425767393843497e-01,1.779700177853978660e-01,-1.026236721734422042e-01,-1.774966865089325774e-01
1.137827565513102712e+02,1.604238043782467482e+00,6.294528888704004066e-01,6.973431502921260128e-01,1.787663940163328191e-01,-1.030913947636935557e-01,-2.094464226303989485e-01
1.138627725545109115e+02,1.595969555834325426e+00,6.415286816192474761e-01,7.050254856093053357e-01,1.795265006129055929e-01,-1.035834992411402422e-01,-4.431260922422035342e-02
1.139427885577115518e+02,1.587660684033206149e+00,6.534756388525039261e-01,7.125909870977202853e-01,1.802519292497803960e-01,-1.041010819983770319e-01,-1.087308965179885484e-01
1.140228045609121921e+02,1.579309342875144351e+00,6.652946784076375630e-01,7.200410528677442246e-01,1.809441962884164312e-01,-1.046453215625811617e-01,-4.932486441979785918e-02
1.141028205641128324e+02,1.570913347987856312e+00,6.769866775100541467e-01,7.273770734904090318e-01,1.816047462688781533e-01,-1.052174876836425854e-01,-5.139786350205544779e-02
1.141828365673134726e+02,1.562470408245476783e+00,6.885524730503865820e-01,7.346004308294141749e-01,1.822349552265918604e-01,-1.058189530091180330e-01,6.276874032634249811e-02
1.142628525705141129e+02,1.553978117191393116e+00,6.999928618250751411e-01,7.417124969394358613e-01,1.828361338402461345e-01,-1.064512080624621659e-01,-8.570069850575856574e-02
1.143428685737147532e+02,1.545433943722998249e+00,7.113086007238734743e-01,7.487146330224800916e-01,1.834095304169832130e-01,-1.071158802248825537e-01,-3.187874855587626011e-02
1.144228845769153935e+02,1.536835221980355159e+00,7.225004068492475451e-01,7.556081884343017752e-01,1.839563337208907912e-01,-1.078147573849247420e-01,-2.280737400144061122e-01
1.145029005801160338e+02,1.528179140365868438e+00,7.335689575535362383e-01,7.623944997330999174e-01,1.844776756505946691e-01,-1.085498168657453300e-01,-2.165799844847406674e-01
1.145829165833166741e+02,1.519462728073647018e+00,7.445148903878577862e-01,7.690748897632992964e-01,1.849746337716982880e-01,-1.093232344319836069e-01,-1.404970090124196824e-01
1.146629325865173143e+02,1.510682831504032153e+00,7.553388029871884735e-01,7.756506667692534274e-01,1.854482337105103074e-01,-1.101372534718481067e-01,-2.318090210532928186e-01
1.147429485897179546e+02,1.501836102237324111e+00,7.660412527745251721e-01,7.821231235248408131e-01,1.858994514108949503e-01,-1.109942883136358360e-01,-4.203496653452107323e-02
1.148229645929185949e+02,1.492918983516284159e+00,7.766227565277051825e-01,7.884935364742401420e-01,1.863292152601661866e-01,-1.118970286580964202e-01,-2.452023074855284868e-01
1.149029805961192352e+02,1.483927692109591634e+00,7.870837898080934592e-01,7.947631648765060008e-01,1.867384080884622044e-01,-1.128485003879797777e-01,-1.060101985144084324e-01
1.149829965993198755e+02,1.474858198341038484e+00,7.974247862201188086e-01,8.009332499443223563e-01,1.871278690445848103e-01,-1.138521361202238236e-01,-3.596616982701839049e-01
1.150630126025205158e+02,1.465706196046556276e+00,8.076461365271391246e-01,8.070050139708947468e-01,1.874983953526911662e-01,-1.149117380826250590e-01,-2.253897104231595838e-01
1.151430286057211561e+02,1.456467050754637782e+00,8.177481876729962851e-01,8.129796594408248422e-01,1.878507439550084479e-01,-1.160311878346934056e-01,-1.499347214615881219e-01
1.152230446089217963e+02,1.447135788102897669e+00,8.277312413437615257e-01,8.188583680884913285e-01,1.881856330298507518e-01,-1.172148334062234065e-01,-1.431188020927458837e-01
1.153030606121224366e+02,1.437707067944090866e+00,8.375955523204591247e-01,8.246422999103899532e-01,1.885037433947214514e-01,-1.184677062225053534e-01,-2.976322805591329335e-01
1.153830766153230769e+02,1.428175144092742155e+00,8.473413265948680495e-01,8.303325921182186375e-01,1.888057197946725885e-01,-1.197956018536297518e-01,-1.089286939443833147e-01
1.154630926185237030e+02,1.418533776262227875e+00,8.569687194269987041e-01,8.359303580366522768e-01,1.890921720841329812e-01,-1.212046204689162798e-01,-2.371821759858790124e-02
1.155431086217243433e+02,1.408776188588772627e+00,8.664778327371848166e-01,8.414366858812033501e-01,1.893636762775256777e-01,-1.227014920527708108e-01,-5.787745152901054013e-02
1.156231246249249836e+02,1.398895041058416888e+00,8.758687119341136418e-01,8.468526374029271553e-01,1.896207754685181601e-01,-1.242941582476744800e-01,-1.901524646914653227e-01
1.157031406281256238e+02,1.388882339532996557e+00,8.851413425804273150e-01,8.521792464156623392e-01,1.898639806319365464e-01,-1.259916823455817236e-01,-1.847213661624355907e-01
1.157831566313262641e+02,1.378729293331100836e+00,8.942956468190208508e-01,8.574175171822822072e-01,1.900937713035291965e-01,-1.278037454651201332e-01,-2.464337736350643571e-01
1.158631726345269044e+02,1.368426282920389037e+00,9.033314783427992545e-01,8.625684225139221839e-01,1.903105960736801716e-01,-1.297417176479576106e-01,-6.676291818676176326e-02
1.159431886377275447e+02,1.357962744667303046e+00,9.122486170250241333e-01,8.676329016487585033e-01,1.905148729346261005e-01,-1.318189061432412101e-01,1.234697763195427567e-02
1.160232046409281850e+02,1.347326944844913443e+00,9.210467633779167995e-01,8.726118579004000786e-01,1.907069894840778823e-01,-1.340498962346961531e-01,-1.866454437847487324e-01
1.161032206441288253e+02,1.336505901060072166e+00,9.297255307377721989e-01,8.775061558046782784e-01,1.908873028620235446e-01,-1.364519405080699688e-01,-3.062337472028480168e-01
1.161832366473294655e+02,1.325485165979850555e+00,9.382844369636078596e-01,8.823166178831699513e-01,1.910561394879506103e-01,-1.390451983796087143e-01,-1.190447741191188735e-01
1.162632526505301058e+02,1.314248512413114467e+00,9.467228952316909529e-01,8.870440209224774719e-01,1.912137945602397360e-01,-1.418525680956836399e-01,-7.107562568503046629e-02
1.163432686537307461e+02,1.302777764467943467e+00,9.550402014470676937e-01,8.916890913747913539e-01,1.913605311380909835e-01,-1.449016466960120764e-01,-4.171140316685213456e-01
1.164232846569313864e+02,1.291052318312681635e+00,9.632355215879335741e-01,8.962525001551483461e-01,1.914965789562027287e-01,-1.482244360450177267e-01,-1.343888320817998583e-01
1.165033006601320267e+02,1.279048787880772586e+00,9.713078747030536864e-01,9.007348561682521071e-01,1.916221326640474842e-01,-1.518593343903751336e-01,6.457936357770896474e-02
1.165833166633326670e+02,1.266740421650333293e+00,9.792561137166904128e-01,9.051366986185085395e-01,1.917373495400993832e-01,-1.558522886740285052e-01,-7.378752773105963503e-02
1.166633326665333072e+02,1.254096413649434805e+00,9.870789020079464571e-01,9.094584876017585140e-01,1.918423464636005160e-01,-1.602587511295883171e-01,-1.052128710373427256e-01
1.167433486697339475e+02,1.241081065327649169e+00,9.947746844915271724e-01,9.137005924325217743e-01,1.919371959145790008e-01,-1.651465297094478757e-01,-1.249344019769412506e-01
1.168233646729345878e+02,1.227652640178655830e+00,1.002341652984382936e+00,9.178632772385612038e-01,1.920219208207993022e-01,-1.705990292998324498e-01,-6.440914717036644310e-02
1.169033806761352281e+02,1.213761945158457589e+00,1.009777702536927446e+00,9.219466826775772894e-01,1.920964877558898609e-01,-1.767202041647167321e-01,-2.708369295454113312e-01
1.169833966793358684e+02,1.199350450843155835e+00,1.017080376985056267e+00,9.259508026476419573e-01,1.921607980207306887e-01,-1.836412283109822852e-01,-2.681750085546815709e-01
1.170634126825365087e+02,1.184347717528631438e+00,1.024246800827642856e+00,9.298754542863008066e-01,1.922146758976837067e-01,-1.915294615065316064e-01,-1.507725306171179558e-01
1.171434286857371490e+02,1.168668066254922255e+00,1.031273589653093792e+00,9.337202381646884097e-01,1.922578527201188048e-01,-2.006022676648205882e-01,-2.691352021138575523e-01
1.172234446889377892e+02,1.152205794347266332e+00,1.038156736171013339e+00,9.374844855628432505e-01,1.922899454856729362e-01,-2.111460040132628890e-01,-1.852757619917834719e-01
1.173034606921384295e+02,1.134828586745028733e+00,1.044891457155097569e+00,9.411671861697229469e-01,1.923104270979331676e-01,-2.235452990234837456e-01,-4.148015473865230285e-01
1.173834766953390698e+02,1.116368013679119420e+00,1.051471987005699660e+00,9.447668873034739123e-01,1.923185844098766750e-01,-2.383277186698090633e-01,-1.625322522983457252e-01
1.174634926985397101e+02,1.096605487345819974e+00,1.057891293684995571e+00,9.482815499574215323e-01,1.923134577097539710e-01,-2.562341250547356397e-01,-1.715369838347521603e-01
1.175435087017403504e+02,1.075250983561455209e+00,1.064140676682396869e+00,9.517083367340740674e-01,1.922937507781736777e-01,-2.783335553608906610e-01,-2.739657651511648306e-01
1.176235247049409907e+02,1.051909680001770209e+00,1.070209182271200543e+00,9.550432886878995609e-01,1.922576927532816116e-01,-3.062176690838774862e-01,-2.897753749690680225e-01
1.177035407081416309e+02,1.026027787672280756e+00,1.076082724237820809e+00,9.582808131695850218e-01,1.922028175388424964e-01,-3.423446853522915667e-01,-1.802795767819672657e-01
1.177835567113422712e+02,9.968003304085810701e-01,1.081742711673060464e+00,9.614128321685381229e-01,1.921255946289118222e-01,-3.906782395305202771e-01,-4.989877023187206939e-01
1.178635727145429115e+02,9.630061946521175642e-01,1.087163803911633586e+00,9.644272823695334562e-01,1.920207747845788238e-01,-4.579479310524853242e-01,-5.492635966810075487e-01
1.179435887177435518e+02,9.226937608545421332e-01,1.092310026191297467e+00,9.673052766792139545e-01,1.918801448794271169e-01,-5.563195366718981516e-01,-6.657001660634433993e-01
1.180236047209441921e+02,8.725355433452082199e-01,1.097127571608471186e+00,9.700152332400395760e-01,1.916899399117266978e-01,-7.095636088873841230e-01,-7.520366260129387470e-01
1.181036207241448324e+02,8.063676403429409500e-01,1.101530181685219878e+00,9.724991664097429878e-01,1.914247774545284053e-01,-9.689279446628479286e-01,-1.070042936763685004e+00
1.181836367273454727e+02,7.114730496137809945e-01,1.105365717348091303e+00,9.746351629380681780e-01,1.910310310734958661e-01,-1.459830469403797126e+00,-1.456125621684903226e+00
1.182636527305461129e+02,5.575647243911722173e-01,1.108325236945309822e+00,9.761082737375905705e-01,1.903698444916460952e-01,-2.543339588408416230e+00,-2.608413269008324598e+00
1.183436687337467532e+02,2.580792264628353205e-01,1.109620285879184154e+00,9.758051713783657544e-01,1.889557008994479648e-01,-5.455813268705933083e+00,-5.600728180671470824e+00
1.184236847369473935e+02,-4.565600550110668343e-01,1.106685856741910445e+00,9.691535538695770224e-01,1.849217329459930947e-01,-1.341250363454434513e+01,-1.356752140816181829e+01
1.185037007401480338e+02,-1.607649988114135953e+00,1.095946699858468598e+00,9.546887875118941214e-01,1.779695873268333783e-01,-1.000757435878581703e+01,-9.886408648097674501e+00
1.185837167433486741e+02,-1.935011398169947494e+00,1.080210834018638932e+00,9.395762605767036257e-01,1.709999472392592090e-01,-8.282546956853181763e-01,-8.351425774806725544e-01
1.186637327465493144e+02,-1.953387559825432662e+00,1.063811106316356225e+00,9.246878882125708632e-01,1.643342952641890231e-01,1.606953537970912116e-02,-6.664247053747299893e-03
1.187437487497499546e+02,-1.949329512159791555e+00,1.047486921961567896e+00,9.100355443826770863e-01,1.579663894792564527e-01,6.478037792796154104e-02,6.743733646826273465e-02
1.188237647529505949e+02,-1.943984049525451896e+00,1.031285387811599286e+00,8.956161762873027232e-01,1.518842215556831521e-01,6.766194908980616152e-02,5.942573750539145716e-02
1.189037807561512352e+02,-1.938556425557517393e+00,1.015208829734814966e+00,8.814261321497123269e-01,1.460755669609438423e-01,6.793385415760078150e-02,1.435451477158372624e-01
1.189837967593518755e+02,-1.933115762090358736e+00,9.992570338846161748e-01,8.674617819987866518e-01,1.405283148629646317e-01,6.805046479834014894e-02,1.242763676178636062e-01
1.190638127625525158e+02,-1.927666365418878369e+00,9.834296458236354566e-01,8.537195516154639785e-01,1.352305593509493253e-01,6.815550214617077662e-02,9.184727510783703697e-03
1.191438287657531561e+02,-1.922208720955217442e+00,9.677263080923130811e-01,8.401959236343651272e-01,1.301706646409816759e-01,6.825753411211638033e-02,-1.409517160921169854e-02
1.192238447689537963e+02,-1.916743063818379555e+00,9.521466683298852596e-01,8.268874367560270500e-01,1.253373170147323024e-01,6.835643730041807142e-02,-4.031564155569150598e-02
1.193038607721544366e+02,-1.911269624415540269e+00,9.366903798430189498e-01,8.137906848615086286e-01,1.207195652142189768e-01,6.845204466851551039e-02,-5.666108495264279843e-02
1.193838767753550769e+02,-1.905788637987897882e+00,9.213571016276527192e-01,8.009023161335266927e-01,1.163068504955402788e-01,6.854449801829282096e-02,2.087590620253272078e-01
1.194638927785557172e+02,-1.900300341066654353e+00,9.061464983516090976e-01,7.882190321916220377e-01,1.120890275664891966e-01,6.863414229730940841e-02,-2.301978116913236394e-02
1.195439087817563575e+02,-1.894804967252807559e+00,8.910582403239968308e-01,7.757375872415656071e-01,1.080563776302530393e-01,6.872139576397928717e-02,-1.331831835901854111e-01
1.196239247849569978e+02,-1.889302731017753922e+00,8.760920034208470319e-01,7.634547872382857481e-01,1.041996147127028649e-01,6.880623012781722503e-02,-1.554221605793583427e-02
1.197039407881576381e+02,-1.883793834483055152e+00,8.612474690495228735e-01,7.513674890635194670e-01,1.005098863765619410e-01,6.888841422870439768e-02,-9.947755202464644841e-03
1.197839567913582783e+02,-1.878278479155407243e+00,8.465243241078819203e-01,7.394725997172970633e-01,9.697876983074134316e-02,6.896790126061508319e-02,1.019530626765950687e-01
1.198639727945589186e+02,-1.872756864072363747e+00,8.319222608894661919e-01,7.277670755222088728e-01,9.359826433852470873e-02,6.904476183196839312e-02,-1.955349674656955972e-02
1.199439887977595589e+02,-1.867229184366666850e+00,8.174409769664030545e-01,7.162479213407755285e-01,9.036078072097046554e-02,6.911913074549164149e-02,1.225944374491587247e-01
1.200240048009601992e+02,-1.861695630262940604e+00,8.030801750480107692e-01,7.049121898056839308e-01,8.725912864590089357e-02,6.919116784406681431e-02,1.080438653042223029e-01
1.201040208041608395e+02,-1.856156386441058626e+00,7.888395628129519777e-01,6.937569805626562225e-01,8.428650229254693038e-02,6.926103068030237120e-02,1.959439824837979904e-01
1.201840368073614798e+02,-1.850611631700682880e+00,7.747188527128325841e-01,6.827794395257184012e-01,8.143646488930750271e-02,6.932885682272710293e-02,2.860281647300795260e-01
1.202640528105621200e+02,-1.845061537092458348e+00,7.607177617405564973e-01,6.719767581445519333e-01,7.870293253831706082e-02,6.939469978584217325e-02,3.542851122989349455e-01
1.203440688137627603e+02,-1.839506266130821022e+00,7.468360111708924887e-01,6.613461726838844035e-01,7.608015766643021205e-02,6.945853092167192377e-02,2.045419952099484517e-01
1.204240848169634006e+02,-1.833945978964274470e+00,7.330733262769554281e-01,6.508849635148269419e-01,7.356271237703843058e-02,6.952035985523102868e-02,-4.644967227243168573e-02
1.205041008201640409e+02,-1.828380832209288043e+00,7.194294359990583976e-01,6.405904544175207160e-01,7.114547192092909866e-02,6.958022034544986134e-02,2.916028104529663767e-02
1.205841168233646812e+02,-1.822810978841947982e+00,7.059040725756279278e-01,6.304600118951053656e-01,6.882359845687315014e-02,6.963815897938346877e-02,9.440277328051389916e-02
1.206641328265653215e+02,-1.817236568181230361e+00,6.924969711348327728e-01,6.204910444988103180e-01,6.659252523214555242e-02,6.969422771845312781e-02,2.765069781180844455e-01
1.207441488297659618e+02,-1.811657745932949259e+00,6.792078692455039146e-01,6.106810021639788033e-01,6.444794127955623397e-02,6.974847933890471197e-02,1.374105125986224141e-01
1.208241648329666020e+02,-1.806074654267439961e+00,6.660365064260798107e-01,6.010273755568358300e-01,6.238577669977123097e-02,6.980096495973198145e-02,1.901382054200107530e-01
1.209041808361672423e+02,-1.800487431908016411e+00,6.529826236105040760e-01,5.915276954318174907e-01,6.040218857498055177e-02,6.985173299662306157e-02,5.245654483544293090e-02
1.209841968393678826e+02,-1.794896214211144425e+00,6.400459625702059618e-01,5.821795319992862927e-01,5.849354754159458852e-02,6.990082901768418511e-02,1.289292786487508669e-01
1.210642128425685229e+02,-1.789301133223167639e+00,6.272262652915520098e-01,5.729804943034586540e-01,5.665642503496737259e-02,6.994829610733332981e-02,1.417675217043564140e-01
1.211442288457691632e+02,-1.783702317702230866e+00,6.145232733084298182e-01,5.639282296103801384e-01,5.488758120756575404e-02,6.999417546638131427e-02,2.436332592007221104e-02
1.212242448489698035e+02,-1.778099893097841777e+00,6.019367269899499329e-01,5.550204228057844524e-01,5.318395351301535845e-02,7.003850709053072165e-02,1.477713034559655081e-01
1.213042608521704437e+02,-1.772493981484225545e+00,5.894663647836029252e-01,5.462547958026821027e-01,5.154264594160853225e-02,7.008133047381737146e-02,1.771623898464436686e-01
1.213842768553710840e+02,-1.766884701447317685e+00,5.771119224146110671e-01,5.376291069585252824e-01,4.996091888777465934e-02,7.012268538055532741e-02,5.428611190497373284e-02
1.214642928585717243e+02,-1.761272167928831900e+00,5.648731320426408908e-01,5.291411505018016603e-01,4.843617962636171531e-02,7.016261281510005610e-02,1.719772662269824226e-01
1.215443088617723646e+02,-1.755656492034409100e+00,5.527497213775275364e-01,5.207887559679170719e-01,4.696597337208487100e-02,7.020115639722324108e-02,2.349966274292344670e-01
1.216243248649730049e+02,-1.750037780816306787e+00,5.407414127561631645e-01,5.125697876442270040e-01,4.554797489493175866e-02,7.023836441836656119e-02,7.686835826604780653e-02
1.217043408681736452e+02,-1.744416137044460413e+00,5.288479221832579347e-01,5.044821440240875310e-01,4.417998066348279018e-02,7.027429291215497864e-02,7.030651068982718410e-02
1.217843568713742854e+02,-1.738791658983041000e+00,5.170689583392533706e-01,4.965237572697960844e-01,4.285990148784925291e-02,7.030901012135132300e-02,3.934728061870736149e-02
1.218643728745749257e+02,-1.733164440192753286e+00,5.054042215592784437e-01,4.886925926842999313e-01,4.158575563412048037e-02,7.034260278133974698e-02,8.411657078742515448e-03
1.219443888777755660e+02,-1.727534569383478713e+00,4.938534027876685939e-01,4.809866481915565095e-01,4.035566238273812639e-02,7.037518470192627440e-02,8.599029936649336958e-02
1.220244048809762063e+02,-1.721902130007074927e+00,4.824161825120610314e-01,4.734039538253982937e-01,3.916783600399389303e-02,7.040689976363923019e-02,2.922421458092258617e-02
1.221044208841768466e+02,-1.716267195604713747e+00,4.710922296696952727e-01,4.659425712264129160e-01,3.802058012458535419e-02,7.043782171088155963e-02,3.923975587084923417e-02
1.221844368873774869e+02,-1.710629830322569100e+00,4.598812005624168808e-01,4.586005931475680697e-01,3.691228246087306653e-02,7.046798702624867961e-02,-6.881140389783713118e-03
