t,x,v,z,e,dv_dt,dv_dt_noisy
4.148829765953190751e+00,6.250623943895857737e-01,-2.284127692559557166e-01,3.482587487117712599e-01,5.790871344143276866e-01,-1.132591504200573862e+00,-1.146223786535422562e+00
4.152830566113222766e+00,6.241394976823012586e-01,-2.329429734854045475e-01,3.473358520044867448e-01,5.787661533939861824e-01,-1.132056265467106027e+00,-1.136976957759498141e+00
4.156831366273254780e+00,6.231984808515963481e-01,-2.374710187386422644e-01,3.463948351737817788e-01,5.784397472195369483e-01,-1.131512161901107039e+00,-1.135965094951259635e+00
4.160832166433286794e+00,6.222393525610613318e-01,-2.419968688655553257e-01,3.454357068832467625e-01,5.781079700599256466e-01,-1.130958769006113585e+00,-1.134089575881905843e+00
4.164832966593318808e+00,6.212621216513538602e-01,-2.465204858809385557e-01,3.444584759735392909e-01,5.777708770847711506e-01,-1.130395653981311366e+00,-1.154638005134058343e+00
4.168833766753350822e+00,6.202667971401987224e-01,-2.510418299644951445e-01,3.434631514623842086e-01,5.774285244643658777e-01,-1.129822375670471502e+00,-1.130898336619439615e+00
4.172834566913382837e+00,6.192533882223882902e-01,-2.555608594608366757e-01,3.424497425445737209e-01,5.770809693696759002e-01,-1.129238484513097829e+00,-1.158290217181852766e+00
4.176835367073414851e+00,6.182219042697818523e-01,-2.600775308794829321e-01,3.414182585919672830e-01,5.767282699723406125e-01,-1.128643522497856821e+00,-1.125772588518874739e+00
4.180836167233446865e+00,6.171723548313060581e-01,-2.645917988948622290e-01,3.403687091534914888e-01,5.763704854446728421e-01,-1.128037023118350746e+00,-1.122768545965646902e+00
4.184836967393478879e+00,6.161047496329549178e-01,-2.691036163463110809e-01,3.393011039551403485e-01,5.760076759596590712e-01,-1.127418511331300222e+00,-1.121544287930579253e+00
4.188837767553510893e+00,6.150190985777896913e-01,-2.736129342380745344e-01,3.382154528999751220e-01,5.756399026909593264e-01,-1.126787503517200140e+00,-1.138938320155654660e+00
4.192838567713542908e+00,6.139154117459387772e-01,-2.781197017393056692e-01,3.371117660681242634e-01,5.752672278129068451e-01,-1.126143507443514657e+00,-1.116693029259955949e+00
4.196839367873574922e+00,6.127936994148429628e-01,-2.826238660979862871e-01,3.359900537370284490e-01,5.748897144988603936e-01,-1.125486022239444495e+00,-1.134225094930940925e+00
4.200840168033606936e+00,6.116539722003025981e-01,-2.871253719709102037e-01,3.348503265224880288e-01,5.745074269188221727e-01,-1.124814538380205509e+00,-1.137182809905339376e+00
4.204840968193638950e+00,6.104962407909862998e-01,-2.916241624917647601e-01,3.336925951131717860e-01,5.741204302701067297e-01,-1.124128537494634816e+00,-1.134026827227435863e+00
4.208841768353670965e+00,6.093205161039583206e-01,-2.961201787298849974e-01,3.325168704261438624e-01,5.737287907503552109e-01,-1.123427492472264699e+00,-1.131997875087207284e+00
4.212842568513702979e+00,6.081268093343662473e-01,-3.006133594919591090e-01,3.313231636565516780e-01,5.733325755518853262e-01,-1.122710867454201455e+00,-1.121075773070756787e+00
4.216843368673734993e+00,6.069151319554407786e-01,-3.051036413220284405e-01,3.301114862776262093e-01,5.729318528616909045e-01,-1.121978117796882168e+00,-1.113818010756332910e+00
4.220844168833767007e+00,6.056854957184961696e-01,-3.095909585014877119e-01,3.288818500406816558e-01,5.725266918614421163e-01,-1.121228690039371312e+00,-1.142329250494084070e+00
4.224844968993799021e+00,6.044379126529302315e-01,-3.140752430490847957e-01,3.276342669751156622e-01,5.721171627274856952e-01,-1.120462021874275571e+00,-1.125954792250900782e+00
4.228845769153831036e+00,6.031723950662237765e-01,-3.185564247209208277e-01,3.263687493884092627e-01,5.717033366308444942e-01,-1.119677542122353486e+00,-1.110737825609430240e+00
4.232846569313863050e+00,6.018889555439412842e-01,-3.230344310104500405e-01,3.250853098661268259e-01,5.712852857372178184e-01,-1.118874670710904295e+00,-1.116912721283263910e+00
4.236847369473895064e+00,6.005876069497305680e-01,-3.275091871484800410e-01,3.237839612719160542e-01,5.708630832069813144e-01,-1.118052818656006142e+00,-1.113035085761336695e+00
4.240848169633927078e+00,5.992683624253226649e-01,-3.319806161031716440e-01,3.224647167475082066e-01,5.704368031951867479e-01,-1.117211388048686471e+00,-1.132258097744521352e+00
4.244848969793959093e+00,5.979312353905321675e-01,-3.364486385800387613e-01,3.211275897127177092e-01,5.700065208515625592e-01,-1.116349772045097888e+00,-1.106862397913726870e+00
4.248849769953991107e+00,5.965762396571486770e-01,-3.409131726032545995e-01,3.197725939793341632e-01,5.695723123002712773e-01,-1.115467354905638198e+00,-1.131156796650619967e+00
4.252850570114023121e+00,5.952033894343942144e-01,-3.453741333715614203e-01,3.183997437565797006e-01,5.691342546619362341e-01,-1.114563511900010351e+00,-1.112662797259718950e+00
4.256851370274055135e+00,5.938126990780026038e-01,-3.498314342121451870e-01,3.170090534001879790e-01,5.686924260947486820e-01,-1.113637609225125891e+00,-1.100025035316245958e+00
4.260852170434087149e+00,5.924041833437977411e-01,-3.542849857536649050e-01,3.156005376659832273e-01,5.682469057310889360e-01,-1.112689004176904639e+00,-1.093895500278434962e+00
4.264852970594119164e+00,5.909778573943177404e-01,-3.587346959033201332e-01,3.141742117165032266e-01,5.677977736760975169e-01,-1.111717045150845795e+00,-1.106601679650382586e+00
4.268853770754151178e+00,5.895337367988139343e-01,-3.631804698468510950e-01,3.127300911209993650e-01,5.673451110076753734e-01,-1.110721071644065194e+00,-1.101911379624482379e+00
4.272854570914183192e+00,5.880718375332512071e-01,-3.676222100485386779e-01,3.112681918554366378e-01,5.668889997764838817e-01,-1.109700414262577262e+00,-1.115763730604294901e+00
4.276855371074215206e+00,5.865921759803082169e-01,-3.720598162512043228e-01,3.097885303024936476e-01,5.664295230059444020e-01,-1.108654394733898929e+00,-1.113468836056258127e+00
4.280856171234247221e+00,5.850947689293771736e-01,-3.764931854762101349e-01,3.082911232515625488e-01,5.659667646922387219e-01,-1.107582325925077882e+00,-1.095888092211202203e+00
4.284856971394279235e+00,5.835796335765636167e-01,-3.809222120234589393e-01,3.067759878987491029e-01,5.655008098043090570e-01,-1.106483511866218628e+00,-1.106467448041493995e+00
4.288857771554311249e+00,5.820467875246871925e-01,-3.853467874713939478e-01,3.052431418468726232e-01,5.650317442838579396e-01,-1.105357247779604535e+00,-1.106630386018214507e+00
4.292858571714343263e+00,5.804962487832806550e-01,-3.897668006769992588e-01,3.036926031054660302e-01,5.645596550453477747e-01,-1.104202820114495109e+00,-1.118308401116365758e+00
4.296859371874375277e+00,5.789280357685905321e-01,-3.941821377757995237e-01,3.021243900907759627e-01,5.640846299760018390e-01,-1.103019506587686216e+00,-1.101513596808738837e+00
4.300860172034407292e+00,5.773421674013211602e-01,-3.985926818951793793e-01,3.005385217235067019e-01,5.636067579027911334e-01,-1.101806576292964968e+00,-1.095347942222138604e+00
4.304860972194439306e+00,5.757386632564315265e-01,-4.029983126000367677e-01,2.989350175786170682e-01,5.631261285698748731e-01,-1.100563289754288299e+00,-1.108504984506692770e+00
4.308861772354471320e+00,5.741175431036902310e-01,-4.073989072263706768e-01,2.973138974258756617e-01,5.626428327998630463e-01,-1.099288898669107617e+00,-1.104359696893594922e+00
4.312862572514503334e+00,5.724788272478290585e-01,-4.117943400159000400e-01,2.956751815700146002e-01,5.621569623485556111e-01,-1.097982646290126318e+00,-1.082178080329917469e+00
4.316863372674535348e+00,5.708225365589825184e-01,-4.161844820321528582e-01,2.940188908811680046e-01,5.616686098934015048e-01,-1.096643767509417611e+00,-1.094861106017928964e+00
4.320864172834567363e+00,5.691486924726870678e-01,-4.205692011604656999e-01,2.923450467948724985e-01,5.611778690334990882e-01,-1.095271488925533721e+00,-1.098157425381383723e+00
4.324864972994598489e+00,5.674573169898818881e-01,-4.249483621079830353e-01,2.906536713120673743e-01,5.606848342895960347e-01,-1.093865028917753612e+00,-1.105234856811146971e+00
4.328865773154630503e+00,5.657484326769074423e-01,-4.293218264036610665e-01,2.889447869990928730e-01,5.601896011040892187e-01,-1.092423597727561813e+00,-1.098619388040372291e+00
4.332866573314662517e+00,5.640220626655074732e-01,-4.336894523982617877e-01,2.872184169876929039e-01,5.596922658410246054e-01,-1.090946397547443159e+00,-1.093446360057858335e+00
4.336867373474694531e+00,5.622782306528276708e-01,-4.380510952643569267e-01,2.854745849750131570e-01,5.591929257860979163e-01,-1.089432622617083180e+00,-1.075741344104945929e+00
4.340868173634726546e+00,5.605169609014161169e-01,-4.424066069963271119e-01,2.837133152236015476e-01,5.586916791466538523e-01,-1.087881459327057598e+00,-1.093986406308879999e+00
4.344868973794758560e+00,5.587382782392229519e-01,-4.467558364103616508e-01,2.819346325614084381e-01,5.581886250516862047e-01,-1.086292086330093554e+00,-1.068348728655432955e+00
4.348869773954790574e+00,5.569422080596009295e-01,-4.510986291444587515e-01,2.801385623817863602e-01,5.576838635518384102e-01,-1.084663674659989141e+00,-1.093950552829497713e+00
4.352870574114822588e+00,5.551287763213047510e-01,-4.554348276584252453e-01,2.783251306434902372e-01,5.571774956194028849e-01,-1.082995387858262770e+00,-1.086571255906523259e+00
4.356871374274854603e+00,5.532980098238418076e-01,-4.597642706405599133e-01,2.764943641460271828e-01,5.566696230040729665e-01,-1.081286382412327995e+00,-1.072850945933218725e+00
4.360872174434886617e+00,5.514499360130096228e-01,-4.640867932314018951e-01,2.746462903351949980e-01,5.561603483934752790e-01,-1.079535807513494206e+00,-1.081937756824844943e+00
4.364872974594918631e+00,5.495845827441017128e-01,-4.684022276334136592e-01,2.727809370662871435e-01,5.556497755112942416e-01,-1.077742805025452721e+00,-1.086045425449458701e+00
4.368873774754950645e+00,5.477019786254810896e-01,-4.727104024833647666e-01,2.708983329476665203e-01,5.551380089048670863e-01,-1.075906510113414205e+00,-1.077224944228230896e+00
4.372874574914982659e+00,5.458021530189582915e-01,-4.770111428515818597e-01,2.689985073411436667e-01,5.546251539449672530e-01,-1.074026051407088511e+00,-1.069538926472799245e+00
4.376875375075014674e+00,5.438851360397918278e-01,-4.813042702419483843e-01,2.670814903619772029e-01,5.541113168258037236e-01,-1.072100551172146643e+00,-1.089257893320637161e+00
4.380876175235046688e+00,5.419509585566879561e-01,-4.855896025919048120e-01,2.651473128788733868e-01,5.535966045650214662e-01,-1.070129125490707489e+00,-1.072614488948194111e+00
4.384876975395078702e+00,5.399996521918009051e-01,-4.898669542724485848e-01,2.631960065139863358e-01,5.530811250037011018e-01,-1.068110884450924392e+00,-1.069204250695440894e+00
4.388877775555110716e+00,5.380312493207325408e-01,-4.941361360881341147e-01,2.612276036429179715e-01,5.525649868063592374e-01,-1.066044932345733054e+00,-1.070082409944989710e+00
4.392878575715142730e+00,5.360457830725327000e-01,-4.983969552770726175e-01,2.592421373947181862e-01,5.520482994609481331e-01,-1.063930367880831840e+00,-1.056576807217041836e+00
4.396879375875174745e+00,5.340432873296989680e-01,-5.026492155109325566e-01,2.572396416518844542e-01,5.515311732788559240e-01,-1.061766284391946646e+00,-1.067451806087105437e+00
4.400880176035206759e+00,5.320237967281767899e-01,-5.068927168949388662e-01,2.552201510503622206e-01,5.510137193949065093e-01,-1.059551770071444299e+00,-1.063196918557307580e+00
4.404880976195238773e+00,5.299873466573592484e-01,-5.111272559678740057e-01,2.531837009795446791e-01,5.504960497673598852e-01,-1.057285908204344205e+00,-1.056909482330719019e+00
4.408881776355270787e+00,5.279339732600875079e-01,-5.153526257020769608e-01,2.511303275822729941e-01,5.499782771779114787e-01,-1.054967777413777785e+00,-1.047679286470623250e+00
4.412882576515302802e+00,5.258637136824724223e-01,-5.195686152400290636e-01,2.490600680046577420e-01,5.494605150323318421e-01,-1.052596452419923390e+00,-1.054808078596400467e+00
4.416883376675334816e+00,5.237766060648361144e-01,-5.237750096700650726e-01,2.469729603870215173e-01,5.489428774449306436e-01,-1.050171004079552217e+00,-1.035005031370534567e+00
4.420884176835366830e+00,5.216726890451227616e-01,-5.279715906142051773e-01,2.448690433673081646e-01,5.484254796171293966e-01,-1.047690498712630536e+00,-1.056767681712867724e+00
4.424884976995398844e+00,5.195520022169557439e-01,-5.321581359240585840e-01,2.427483565391411469e-01,5.479084374145229974e-01,-1.045153999469169426e+00,-1.032288855945828532e+00
4.428885777155430858e+00,5.174145861382274392e-01,-5.363344196734569636e-01,2.406109404604127866e-01,5.473918673594778683e-01,-1.042560566644704201e+00,-1.051138782155810913e+00
4.432886577315462873e+00,5.152604823310986681e-01,-5.405002121584548958e-01,2.384568366532840711e-01,5.468758866311314026e-01,-1.039909257987141622e+00,-1.041539922806900442e+00
4.436887377475494887e+00,5.130897332819995826e-01,-5.446552798973295362e-01,2.362860876041849023e-01,5.463606130653925197e-01,-1.037199129013815835e+00,-1.033558667160140443e+00
4.440888177635526901e+00,5.109023824416285553e-01,-5.487993856305805052e-01,2.340987367638139305e-01,5.458461651549411098e-01,-1.034429233338765908e+00,-1.013880834726168967e+00
4.444888977795558915e+00,5.086984742249531788e-01,-5.529322883209304429e-01,2.318948285471385262e-01,5.453326620492288113e-01,-1.031598623010248961e+00,-1.022640361543718068e+00
4.448889777955590930e+00,5.064780540112095997e-01,-5.570537431533244543e-01,2.296744083333949193e-01,5.448202235544781225e-01,-1.028706348858493769e+00,-1.032764977354063252e+00
4.452890578115622944e+00,5.042411681439027404e-01,-5.611635015349302202e-01,2.274375224660881156e-01,5.443089701336828456e-01,-1.025751460853694397e+00,-1.012760269697777105e+00
4.456891378275654958e+00,5.019878639308065216e-01,-5.652613110951382192e-01,2.251842182529919245e-01,5.437990229066085313e-01,-1.022733008474248084e+00,-1.024870057523185052e+00
4.460892178435686972e+00,4.997181896439635285e-01,-5.693469156855616164e-01,2.229145439661488759e-01,5.432905036497913676e-01,-1.019650041085212955e+00,-1.027564499648209395e+00
4.464892978595718986e+00,4.974321945196850114e-01,-5.734200553800362643e-01,2.206285488418703589e-01,5.427835347965391799e-01,-1.016501608326983330e+00,-1.012014761409116614e+00
4.468893778755751001e+00,4.951299288170696866e-01,-5.774804665101120893e-01,2.183262831392550063e-01,5.422782393654503874e-01,-1.013286760724681157e+00,-1.012342052244348256e+00
4.472894578915783015e+00,4.928114442808835260e-01,-5.815278817407738554e-01,2.160077986030688735e-01,5.417747404630708363e-01,-1.010004551577119880e+00,-1.000467887904487485e+00
4.476895379075815029e+00,4.904767933532339641e-01,-5.855620293995499326e-01,2.136731476754193393e-01,5.412731623128573810e-01,-1.006654034365626504e+00,-1.012151418007099624e+00
4.480896179235847043e+00,4.881260295192786924e-01,-5.895826340272092292e-01,2.113223838414640121e-01,5.407736297217330401e-01,-1.003234264740167525e+00,-9.994192297635582367e-01
4.484896979395879058e+00,4.857592074470996613e-01,-5.935894165006675438e-01,2.089555617692849809e-01,5.402762678967182319e-01,-9.997443015042771775e-01,-9.933988081759295152e-01
4.488897779555911072e+00,4.833763829877032459e-01,-5.975820940329876763e-01,2.065727373098886210e-01,5.397812024449304413e-01,-9.961832070723307675e-01,-9.934027514768239975e-01
4.492898579715943086e+00,4.809776131750202466e-01,-6.015603801733788725e-01,2.041739674972055940e-01,5.392885593735842198e-01,-9.925500479365778617e-01,-9.928398832574913957e-01
4.496899379875975100e+00,4.785629562259056669e-01,-6.055239848071977127e-01,2.017593105480910143e-01,5.387984650899915184e-01,-9.888438951438640601e-01,-9.958200788847740847e-01
4.500900180036007114e+00,4.761324715401388796e-01,-6.094726141559472232e-01,1.993288258623242548e-01,5.383110464015611329e-01,-9.850638247819512028e-01,-9.760263068683973087e-01
4.504900980196039129e+00,4.736862197004236830e-01,-6.134059707772774317e-01,1.968825740226090582e-01,5.378264305157991476e-01,-9.812089184753478577e-01,-9.798366734722234739e-01
4.508901780356071143e+00,4.712242624723881335e-01,-6.173237535649851448e-01,1.944206167945735086e-01,5.373447450403089354e-01,-9.772782638905472830e-01,-9.723152241654586803e-01
4.512902580516103157e+00,4.687466628045847128e-01,-6.212256577490141707e-01,1.919430171267700602e-01,5.368661179827907137e-01,-9.732709552505707240e-01,-9.767787376591766657e-01
4.516903380676135171e+00,4.662534848284901612e-01,-6.251113748954548743e-01,1.894498391506754809e-01,5.363906777510419888e-01,-9.691860938586924767e-01,-9.690559769512709920e-01
4.520904180836167185e+00,4.637447938585055329e-01,-6.289805929065447332e-01,1.869411481806908804e-01,5.359185531529574442e-01,-9.650227886312369163e-01,-9.753950685482840610e-01
4.524904980996199200e+00,4.612206563919564184e-01,-6.328329960206678928e-01,1.844170107141417381e-01,5.354498733965288304e-01,-9.607801566393049386e-01,-9.599249036879469177e-01
4.528905781156231214e+00,4.586811402848169350e-01,-6.366682653537557579e-01,1.818774946070022547e-01,5.349847677669834489e-01,-9.564573247179991577e-01,-9.488052214814560736e-01
4.532906581316263228e+00,4.561263149856715771e-01,-6.404860791079689530e-01,1.793226693078569245e-01,5.345233653600892643e-01,-9.520534309594134159e-01,-9.511234980986150722e-01
4.536907381476295242e+00,4.535562508419391237e-01,-6.442861104008422712e-01,1.767526051641244988e-01,5.340657963694160904e-01,-9.475676210723997794e-01,-9.389736929672173327e-01
4.540908181636327257e+00,4.509710195535771571e-01,-6.480680291808860183e-01,1.741673738757625045e-01,5.336121910890192499e-01,-9.429990521785578395e-01,-9.398699473573310925e-01
4.544908981796359271e+00,4.483706942055616929e-01,-6.518315023438905342e-01,1.715670485277470403e-01,5.331626798486153174e-01,-9.383468936116101666e-01,-9.247083273114169444e-01
4.548909781956391285e+00,4.457553492678874574e-01,-6.555761937329255273e-01,1.689517035900728326e-01,5.327173930135831181e-01,-9.336103275126517165e-01,-9.355108238341797167e-01
4.552910582116423299e+00,4.431250605955678323e-01,-6.593017641383407401e-01,1.663214149177531520e-01,5.322764609849628403e-01,-9.287885494318437463e-01,-9.451748516973728087e-01
4.556911382276455313e+00,4.404799054286346327e-01,-6.630078712977652833e-01,1.636762597508200079e-01,5.318400141994565899e-01,-9.238807689363333076e-01,-9.195558866454776048e-01
4.560912182436487328e+00,4.378199623921385508e-01,-6.666941698961081908e-01,1.610163167143238705e-01,5.314081831294278357e-01,-9.188862102241804886e-01,-9.205381051029560835e-01
4.564912982596519342e+00,4.351453114961486568e-01,-6.703603115655577538e-01,1.583416658183339765e-01,5.309810982829021864e-01,-9.138041127440551525e-01,-9.235470465668818019e-01
4.568913782756551356e+00,4.324560341357527316e-01,-6.740059448855825197e-01,1.556523884579380790e-01,5.305588902035666132e-01,-9.086337318204719127e-01,-9.021210782412442120e-01
4.572914582916583370e+00,4.297522130910572113e-01,-6.776307153829302932e-01,1.529485674132425588e-01,5.301416894707701166e-01,-9.033743392843089914e-01,-9.007310478917626151e-01
4.576915383076615385e+00,4.270339325271870767e-01,-6.812342655316285800e-01,1.502302868493723964e-01,5.297296266995229486e-01,-8.980252241083588327e-01,-8.935718380890126378e-01
4.580916183236647399e+00,4.243012779942859636e-01,-6.848162347529848093e-01,1.474976323164712833e-01,5.293228325404976120e-01,-8.925856930476445683e-01,-8.959094525555114652e-01
4.584916983396679413e+00,4.215543364275160521e-01,-6.883762594155857784e-01,1.447506907497013995e-01,5.289214376800277506e-01,-8.870550712842302232e-01,-8.850845996417526784e-01
4.588917783556711427e+00,4.187931962879259951e-01,-6.919139740937105820e-01,1.419895506101113425e-01,5.285255723680695183e-01,-8.814327046885294115e-01,-8.788893142469751396e-01
4.592918583716743441e+00,4.160179477701315687e-01,-6.954290122964555954e-01,1.392143020923169161e-01,5.281353660570604625e-01,-8.757179618003300137e-01,-8.579714107349130092e-01
4.596919383876775456e+00,4.132286822634445023e-01,-6.989210015803060116e-01,1.364250365856298775e-01,5.277509492312997263e-01,-8.699102282511510520e-01,-8.767498258957379109e-01
4.600920184036807470e+00,4.104254926705275253e-01,-7.023895674997218119e-01,1.336218469927128449e-01,5.273724520120884884e-01,-8.640089120920376731e-01,-8.641138540876116547e-01
4.604920984196839484e+00,4.076084734301828050e-01,-7.058343338436381398e-01,1.308048277523681524e-01,5.270000040716000811e-01,-8.580134447332874448e-01,-8.543748466105909323e-01
4.608921784356871498e+00,4.047777205173523907e-01,-7.092549226354646352e-01,1.279740748395377659e-01,5.266337346328803237e-01,-8.519232815923462043e-01,-8.691711508533002117e-01
4.612922584516903513e+00,4.019333314431179360e-01,-7.126509541330857678e-01,1.251296857653032835e-01,5.262737724698473007e-01,-8.457379027410861783e-01,-8.617675864153681031e-01
4.616923384676935527e+00,3.990754052547006436e-01,-7.160220468288611695e-01,1.222717595768859911e-01,5.259202459072914726e-01,-8.394568135521205399e-01,-8.177986298438424395e-01
4.620924184836967541e+00,3.962040425354614870e-01,-7.193678174496247468e-01,1.194003968576468067e-01,5.255732828208755647e-01,-8.330795453437999099e-01,-8.507507348804166369e-01
4.624924984996999555e+00,3.933193454049009885e-01,-7.226878809566855688e-01,1.165156997270863359e-01,5.252330106371347895e-01,-8.266056560235324202e-01,-8.208563645769798578e-01
4.628925785157031569e+00,3.904214175186594415e-01,-7.259818505458274229e-01,1.136177718408448029e-01,5.248995563334764025e-01,-8.200347307290596355e-01,-8.285169847897053685e-01
4.632926585317063584e+00,3.875103640685167994e-01,-7.292493376473088151e-01,1.107067183907021191e-01,5.245730464381803682e-01,-8.133663824673194043e-01,-8.209979834948306632e-01
4.636927385477095598e+00,3.845862917823924532e-01,-7.324899519258631919e-01,1.077826461045778283e-01,5.242536070303988049e-01,-8.066002527505156117e-01,-8.264255017932390368e-01
4.640928185637127612e+00,3.816493089243457870e-01,-7.357033012806987182e-01,1.048456632465311622e-01,5.239413637401560964e-01,-7.997360122290162465e-01,-8.087433979522696825e-01
4.644928985797159626e+00,3.786995252945755674e-01,-7.388889918454982775e-01,1.018958796167609426e-01,5.236364417483490019e-01,-7.927733613206841001e-01,-7.849295751656473197e-01
4.648929785957191640e+00,3.757370522298921212e-01,-7.420466280065464160e-01,9.893340655207744083e-02,5.233389657815397111e-01,-7.857120308535303632e-01,-7.995994592626954889e-01
4.652930586117223655e+00,3.727620027480230691e-01,-7.451758163605207708e-01,9.595835707020841654e-02,5.230490589533924872e-01,-7.785517865771085511e-01,-7.725975177736906785e-01
4.656931386277255669e+00,3.697744915351816597e-01,-7.482761612801464013e-01,9.297084585736697937e-02,5.227668439839775472e-01,-7.712924258427525936e-01,-7.681594483492667491e-01
4.660932186437287683e+00,3.667746348117393307e-01,-7.513472640442545591e-01,8.997098913392463648e-02,5.224924435073543538e-01,-7.639337770356098289e-01,-7.437507540420859042e-01
4.664932986597319697e+00,3.637625503861816600e-01,-7.543887261009042389e-01,8.695890470836697972e-02,5.222259791503323090e-01,-7.564757031527633568e-01,-7.612210389853405479e-01
4.668933786757351712e+00,3.607383576551084214e-01,-7.574001490673819559e-01,8.393471197729372724e-02,5.219675715324700871e-01,-7.489181023488227229e-01,-7.362839619567946858e-01
4.672934586917383726e+00,3.577021776032334177e-01,-7.603811347302020796e-01,8.089853192541873739e-02,5.217173402660758574e-01,-7.412609084708037255e-01,-7.323722189283893291e-01
4.676935387077415740e+00,3.546541328033845919e-01,-7.633312850451067222e-01,7.785048712556988382e-02,5.214754039562073951e-01,-7.335040915819011076e-01,-7.363707757550839172e-01
4.680936187237447754e+00,3.515943474165039717e-01,-7.662502021370655170e-01,7.479070173868926363e-02,5.212418802006721918e-01,-7.256476584737596713e-01,-7.422772183631213272e-01
4.684936987397479768e+00,3.485229471916476696e-01,-7.691374883002758400e-01,7.171930151383298924e-02,5.210168855900270124e-01,-7.176916531668545707e-01,-7.025972493709894406e-01
4.688937787557511783e+00,3.454400594659859935e-01,-7.719927459981625884e-01,6.863641378817132710e-02,5.208005357075783381e-01,-7.096361573985829896e-01,-7.232800464570183774e-01
4.692938587717543797e+00,3.423458131648033365e-01,-7.748155778633787349e-01,6.554216748698865613e-02,5.205929451293820343e-01,-7.014812910986791827e-01,-7.062154506249070929e-01
4.696939387877575811e+00,3.392403388014981203e-01,-7.776055866978043296e-01,6.243669312368343993e-02,5.203942274242437938e-01,-6.932272128515579723e-01,-6.843954474515561159e-01
4.700940188037607825e+00,3.361237684775829626e-01,-7.803623754725476092e-01,5.932012279976826147e-02,5.202044951537183604e-01,-6.848741203452002324e-01,-6.737145646572674229e-01
4.704940988197639840e+00,3.329962358826844548e-01,-7.830855473279443313e-01,5.619259020486980227e-02,5.200238598721105276e-01,-6.764222508061876749e-01,-6.848767177677675955e-01
4.708941788357671854e+00,3.298578762756352312e-01,-7.857747067927223217e-01,5.305423059782054390e-02,5.198524318287869317e-01,-6.678718823067352206e-01,-6.681918991657174178e-01
4.712942588517703868e+00,3.267088264997862201e-01,-7.884294622695774413e-01,4.990518082197149818e-02,5.196903193407794719e-01,-6.592233361005679360e-01,-6.618091205212613959e-01
4.716943388677735882e+00,3.235492250594767527e-01,-7.910494206337900236e-01,4.674557938166205157e-02,5.195376301107473838e-01,-6.504769730063895139e-01,-6.386613872505658707e-01
4.720944188837767896e+00,3.203792119963210783e-01,-7.936341906804524893e-01,4.357556631850639794e-02,5.193944704094370923e-01,-6.416331960319804351e-01,-6.165868622901712337e-01
4.724944988997799911e+00,3.171989288814536789e-01,-7.961833834547225042e-01,4.039528320363897779e-02,5.192609449959821877e-01,-6.326924508855201745e-01,-6.509913191407195043e-01
4.728945789157831925e+00,3.140085188155291585e-01,-7.986966122518227573e-01,3.720487313771447813e-02,5.191371571179030919e-01,-6.236552262332443197e-01,-6.144909971334016063e-01
4.732946589317863939e+00,3.108081264287225198e-01,-8.011734926170410720e-01,3.400448075090783950e-02,5.190232085111071703e-01,-6.145220539365713330e-01,-6.431038077056385749e-01
4.736947389477895953e+00,3.075978978807289432e-01,-8.036136423457304057e-01,3.079425220291424556e-02,5.189191993998887309e-01,-6.052935092684144092e-01,-6.051528455467679590e-01
4.740948189637927968e+00,3.043779808607638415e-01,-8.060166814833085169e-01,2.757433518294914385e-02,5.188252284969290251e-01,-5.959702111084133058e-01,-6.070580563479052172e-01
4.744948989797959982e+00,3.011485245875629158e-01,-8.083822323252585207e-01,2.434487890974823543e-02,5.187413930032962472e-01,-5.865528221168233580e-01,-5.666346342157227989e-01
4.748949789957991996e+00,2.979096798093821552e-01,-8.107099194171286660e-01,2.110603413156744712e-02,5.186677886084455347e-01,-5.770420488868097664e-01,-5.753783636037991256e-01
4.752950590118024010e+00,2.946615987985100049e-01,-8.129993696944000092e-01,1.785795312069527602e-02,5.186045094600345573e-01,-5.674386421532569003e-01,-5.748063596328147895e-01
4.756951390278056024e+00,2.914044352678978878e-01,-8.152502144184938793e-01,1.460078959008316232e-02,5.185516477435242466e-01,-5.577433979374277762e-01,-5.627365264845159976e-01
4.760952190438088039e+00,2.881383443940211952e-01,-8.174620880881301455e-01,1.133469871620650105e-02,5.185092939131900058e-01,-5.479571568825432060e-01,-5.537101144029654698e-01
4.764952990598120053e+00,2.848634828172609268e-01,-8.196346284068887211e-01,8.059837139446241264e-03,5.184775367023156667e-01,-5.380808042500899724e-01,-5.361976881644631154e-01
4.768953790758152067e+00,2.815800086223523291e-01,-8.217674766900419092e-01,4.776362944537646156e-03,5.184564630369730143e-01,-5.281152701147805439e-01,-5.296967548185775865e-01
4.772954590918184081e+00,2.782880813197659009e-01,-8.238602780841853823e-01,1.484435641951192819e-03,5.184461579901397110e-01,-5.180615293939565547e-01,-5.115026736541413710e-01
4.776955391078216095e+00,2.749878618316212719e-01,-8.259126829293920169e-01,-1.814134075191109648e-03,5.184467037487945351e-01,-5.079222523611077733e-01,-4.925196415418608420e-01
4.780956191238247222e+00,2.716795124359679958e-01,-8.279243679985195392e-01,-5.111025041068730825e-03,5.184581621785702144e-01,-4.977066770932109252e-01,-4.906925566241360781e-01
4.784956991398279236e+00,2.683631966468082997e-01,-8.298950341254969221e-01,-8.404926229719628800e-03,5.184805767790789943e-01,-4.874170858921990646e-01,-4.996771163692400042e-01
