t,x,y,a,s,dx_dt,dx_dt_noisy
9.709941988397679324e+01,1.094831369912629276e-02,9.998732316723673019e-01,2.167823878854809316e-01,8.389645696996314017e-01,1.800400178616436055e-04,-1.907711708065563255e-02
9.721944388877776078e+01,1.096998223872052564e-02,9.998741503100919692e-01,2.166547332562579475e-01,8.391356751120561119e-01,1.810289737011332742e-04,6.772317738872530787e-03
9.733946789357871410e+01,1.099176918509753471e-02,9.998750578684671986e-01,2.165271533249276126e-01,8.393065270400447142e-01,1.820130540129719044e-04,-5.169756316875816562e-03
9.745949189837968163e+01,1.101367395462279734e-02,9.998759544792602538e-01,2.163996480340108775e-01,8.394771255382749153e-01,1.829923158051027841e-04,9.218946139687508737e-04
9.757951590318063495e+01,1.103569597031292190e-02,9.998768402726403437e-01,2.162722173261871217e-01,8.396474706623812123e-01,1.839668155033401297e-04,3.434415015813777495e-03
9.769953990798158827e+01,1.105783466183567557e-02,9.998777153771786219e-01,2.161448611442940704e-01,8.398175624689545593e-01,1.849366089512692038e-04,8.690878316536533935e-03
9.781956391278255580e+01,1.108008946550996347e-02,9.998785799198486313e-01,2.160175794313278497e-01,8.399874010155432558e-01,1.859017514102273962e-04,2.569934156087259718e-03
9.793958791758350912e+01,1.110245982303417235e-02,9.998794340264609559e-01,2.158903721304128442e-01,8.401569863604397836e-01,1.868622976685553735e-04,-3.738239356455704768e-03
9.805961192238447666e+01,1.112494518651855821e-02,9.998802778210118536e-01,2.157632391848781084e-01,8.403263185637180888e-01,1.878183015947816430e-04,3.304761750528449962e-03
9.817963592718542998e+01,1.114754501844927859e-02,9.998811114252441623e-01,2.156361805382754626e-01,8.404953976871396559e-01,1.887698161466270683e-04,3.075012504310230418e-04
9.829965993198639751e+01,1.117025878680776539e-02,9.998819349596000938e-01,2.155091961342926465e-01,8.406642237932043793e-01,1.897168937999366351e-04,-1.855281596669058853e-03
9.841968393678735083e+01,1.119308596504686205e-02,9.998827485432271178e-01,2.153822859167530412e-01,8.408327969451457884e-01,1.906595865506973677e-04,2.242136408047289576e-03
9.853970794158831836e+01,1.121602603209085995e-02,9.998835522939776288e-01,2.152554498296153640e-01,8.410011172069314922e-01,1.915979459150057493e-04,8.927402819016577729e-03
9.865973194638927168e+01,1.123907847233546545e-02,9.998843463284087241e-01,2.151286878169740568e-01,8.411691846432625130e-01,1.925320229289990645e-04,1.575852475568909321e-03
9.877975595119023922e+01,1.126224277564782938e-02,9.998851307617829809e-01,2.150019998230589813e-01,8.413369993195743968e-01,1.934618681488267222e-04,1.748154408006801115e-03
9.889977995599119254e+01,1.128551843736651759e-02,9.998859057080675683e-01,2.148753857922355293e-01,8.415045613020358806e-01,1.943875316506093814e-04,-1.268071648353255414e-02
9.901980396079216007e+01,1.130890495830154385e-02,9.998866712799348022e-01,2.147488456690045955e-01,8.416718706575500031e-01,1.953090630303820304e-04,-1.074803299457436322e-03
9.913982796559311339e+01,1.133240184473433172e-02,9.998874275887621454e-01,2.146223793980027161e-01,8.418389274537535494e-01,1.962265114040500226e-04,-1.838394863356991246e-02
9.925985197039408092e+01,1.135600860841775618e-02,9.998881747446318746e-01,2.144959869240018191e-01,8.420057317590170509e-01,1.971399254073594501e-04,7.397246377251782447e-03
9.937987597519503424e+01,1.137972476657610199e-02,9.998889128563311912e-01,2.143696681919094182e-01,8.421722836424448966e-01,1.980493531958544271e-04,-9.194487753121207210e-03
9.949989997999600178e+01,1.140354984190510186e-02,9.998896420313525546e-01,2.142434231467685579e-01,8.423385831738755547e-01,1.989548424448346696e-04,1.315277055683809412e-02
9.961992398479695510e+01,1.142748336257190696e-02,9.998903623758932380e-01,2.141172517337578129e-01,8.425046304238811290e-01,1.998564403493125342e-04,3.013422768640173360e-02
9.973994798959792263e+01,1.145152486221510425e-02,9.998910739948556614e-01,2.139911538981912054e-01,8.426704254637675806e-01,2.007541936239912801e-04,-3.773238140269169916e-03
9.985997199439887595e+01,1.147567387994470785e-02,9.998917769918469478e-01,2.138651295855183987e-01,8.428359683655748391e-01,2.016481485032162256e-04,1.349794982138191601e-02
9.997999599919984348e+01,1.149992996018824910e-02,9.998924714692193350e-01,2.137391787413213950e-01,8.430012592020489359e-01,2.025383507543316306e-04,4.238527894682877009e-03
1.001000200040007968e+02,1.152429265222423491e-02,9.998931575285393558e-01,2.136133013112921641e-01,8.431662980466222423e-01,2.034248457133666426e-04,-5.366448093995801819e-03
1.002200440088017643e+02,1.154876151687277488e-02,9.998938352693261811e-01,2.134874972413509375e-01,8.433310849746991078e-01,2.043076776963076077e-04,-8.208805279522449899e-03
1.003400680136027177e+02,1.157333612114940652e-02,9.998945047897189742e-01,2.133617664775652456e-01,8.434956200625601808e-01,2.051868904741213032e-04,5.824603791675306286e-03
1.004600920184036852e+02,1.159801603653893599e-02,9.998951661868114016e-01,2.132361089661189146e-01,8.436599033870317843e-01,2.060625274244555028e-04,1.415428097604158261e-02
1.005801160232046385e+02,1.162280083899542259e-02,9.998958195566512996e-01,2.131105246533123165e-01,8.438239350254852500e-01,2.069346315316015442e-04,3.743989270951156127e-03
1.007001400280056060e+02,1.164769010894219428e-02,9.998964649942412297e-01,2.129850134855621469e-01,8.439877150558376950e-01,2.078032453864215527e-04,-1.491117759640345035e-02
1.008201640328065594e+02,1.167268343127183042e-02,9.998971025935378121e-01,2.128595754094016190e-01,8.441512435565511341e-01,2.086684111863747323e-04,-1.021392715036094530e-02
1.009401880376075269e+02,1.169778039534618772e-02,9.998977324474522810e-01,2.127342103714802701e-01,8.443145206066333674e-01,2.095301707354019259e-04,-2.070212816852824191e-03
1.010602120424084802e+02,1.172298059499636731e-02,9.998983546478503737e-01,2.126089183185641829e-01,8.444775462856374260e-01,2.103885654439340447e-04,1.378205133585376496e-02
1.011802360472094477e+02,1.174828362852274426e-02,9.998989692855518863e-01,2.124836991975357914e-01,8.446403206736615710e-01,2.112436363288571297e-04,3.045396852688923069e-03
1.013002600520104011e+02,1.177368909869494322e-02,9.998995764503314509e-01,2.123585529553939644e-01,8.448028438513495164e-01,2.120954240134530731e-04,3.484715024617916421e-03
1.014202840568113544e+02,1.179919661275186105e-02,9.999001762309177588e-01,2.122334795392540330e-01,8.449651158998905398e-01,2.129439687273751967e-04,1.231798146337743059e-02
1.015403080616123219e+02,1.182480578240165461e-02,9.999007687149941148e-01,2.121084788963476520e-01,8.451271369010189272e-01,2.137893103066149125e-04,-1.832165240969972891e-03
1.016603320664132752e+02,1.185051622382173389e-02,9.999013539891981051e-01,2.119835509740230772e-01,8.452889069370146391e-01,2.146314881934718258e-04,-6.765285790466497385e-04
1.017803560712142428e+02,1.187632755765877755e-02,9.999019321391219295e-01,2.118586957197448328e-01,8.454504260907028668e-01,2.154705414365203422e-04,-1.603190573318671180e-03
1.019003800760151961e+02,1.190223940902872257e-02,9.999025032493118470e-01,2.117339130810939607e-01,8.456116944454542539e-01,2.163065086905656214e-04,-1.756329933700064710e-02
1.020204040808161636e+02,1.192825140751676942e-02,9.999030674032688415e-01,2.116092030057678541e-01,8.457727120851846747e-01,2.171394282166367738e-04,4.883927674954206821e-03
1.021404280856171169e+02,1.195436318699316831e-02,9.999036246834975827e-01,2.114845654415766774e-01,8.459334790943232596e-01,2.179693378979221394e-04,4.326357284073768274e-03
1.022604520904180845e+02,1.198057438589023027e-02,9.999041751718665827e-01,2.113600003364337343e-01,8.460939955579417360e-01,2.187962752093480106e-04,9.973220377373241685e-03
1.023804760952190378e+02,1.200688465298037702e-02,9.999047189485311682e-01,2.112355076384574148e-01,8.462542615628484421e-01,2.196202767090194279e-04,-1.166941166517835270e-02
1.025005001000200053e+02,1.203329364191735827e-02,9.999052560925743016e-01,2.111110872958886775e-01,8.464142771964793255e-01,2.204413785240123315e-04,-7.938190950861475845e-03
1.026205241048209587e+02,1.205980100997643828e-02,9.999057866822377294e-01,2.109867392570690392e-01,8.465740425466570240e-01,2.212596164612757612e-04,9.565954684437496039e-03
1.027405481096219262e+02,1.208640641805441840e-02,9.999063107949217599e-01,2.108624634704405754e-01,8.467335577015916437e-01,2.220750260075633623e-04,3.452691230306340758e-03
1.028605721144228795e+02,1.211310953066961453e-02,9.999068285071857076e-01,2.107382598845459476e-01,8.468928227498799810e-01,2.228876423294356892e-04,1.397314454694113632e-02
1.029805961192238470e+02,1.213991001596187794e-02,9.999073398947472269e-01,2.106141284480283482e-01,8.470518377805059673e-01,2.236975002731915756e-04,-8.406624876064692706e-03
1.031006201240248004e+02,1.216680754569257096e-02,9.999078450324828671e-01,2.104900691096315835e-01,8.472106028828406687e-01,2.245046343648588372e-04,2.232534684019237513e-03
1.032206441288257679e+02,1.219380179524459824e-02,9.999083439944279617e-01,2.103660818181999625e-01,8.473691181466421751e-01,2.253090788101474345e-04,-6.534665024528795926e-03
1.033406681336267212e+02,1.222089244362237204e-02,9.999088368537762950e-01,2.102421665226784364e-01,8.475273836620556001e-01,2.261108674944347816e-04,3.323644173443830643e-03
1.034606921384276887e+02,1.224807917345184689e-02,9.999093236828805464e-01,2.101183231721124589e-01,8.476853995196129699e-01,2.269100339826970352e-04,-4.623537914708714634e-03
1.035807161432286421e+02,1.227536167098048497e-02,9.999098045532520684e-01,2.099945517156481256e-01,8.478431658102336677e-01,2.277066115195323774e-04,5.587377671142663288e-03
1.037007401480296096e+02,1.230273962607729074e-02,9.999102795355606643e-01,2.098708521025319795e-01,8.480006826252237673e-01,2.285006330290868023e-04,1.104213813141347207e-02
1.038207641528305629e+02,1.233021273223277627e-02,9.999107486996352545e-01,2.097472242821112887e-01,8.481579500562766993e-01,2.292921311150575585e-04,6.981997031479274252e-03
1.039407881576315305e+02,1.235778068655899765e-02,9.999112121144630994e-01,2.096236682038337129e-01,8.483149681954726962e-01,2.300811380606258198e-04,-1.785264979501999597e-02
1.040608121624324838e+02,1.238544318978951862e-02,9.999116698481902432e-01,2.095001838172476372e-01,8.484717371352791249e-01,2.308676858284734637e-04,9.634904068858940809e-03
1.041808361672334513e+02,1.241319994627943998e-02,9.999121219681216255e-01,2.093767710720018937e-01,8.486282569685505983e-01,2.316518060607248219e-04,4.707073418742273481e-03
1.043008601720344046e+02,1.244105066398361499e-02,9.999125685407257436e-01,2.092534299178455959e-01,8.487845277885246453e-01,2.324335300808245193e-04,-1.019777341750992966e-02
1.044208841768353722e+02,1.246899505416343076e-02,9.999130096319787109e-01,2.091301603046133162e-01,8.489405496888237090e-01,2.332128889149040626e-04,-8.624448561281963452e-03
1.045409081816363255e+02,1.249703283709159042e-02,9.999134453066165218e-01,2.090069621823151536e-01,8.490963227645782485e-01,2.339899127848895147e-04,3.170571559489358229e-04
1.046609321864372930e+02,1.252516373819827222e-02,9.999138756283411089e-01,2.088838355010859127e-01,8.492518471116051737e-01,2.347646314553753649e-04,5.970058468218861561e-03
1.047809561912382463e+02,1.255338748582090005e-02,9.999143006601792782e-01,2.087607802111479394e-01,8.494071228259764128e-01,2.355370744324700801e-04,-4.271471995789211280e-03
1.049009801960391997e+02,1.258170381120417118e-02,9.999147204644835973e-01,2.086377962628110094e-01,8.495621500040189122e-01,2.363072709637950206e-04,-1.598880942898129112e-02
1.050210042008401672e+02,1.261011244850004584e-02,9.999151351029311741e-01,2.085148836064723288e-01,8.497169287423145256e-01,2.370752500384166507e-04,3.052866020102838231e-03
1.051410282056411205e+02,1.263861313476773510e-02,9.999155446365248778e-01,2.083920421926166722e-01,8.498714591377000138e-01,2.378410403868310070e-04,1.935927420021268464e-03
1.052610522104420880e+02,1.266720560997372340e-02,9.999159491255925625e-01,2.082692719718162444e-01,8.500257412872672669e-01,2.386046704809474087e-04,2.464993302740852918e-02
1.053810762152430414e+02,1.269588961699174949e-02,9.999163486297871772e-01,2.081465728947306804e-01,8.501797752883630821e-01,2.393661685340375540e-04,-1.264622747127923906e-02
1.055011002200440089e+02,1.272466490160282203e-02,9.999167432080869888e-01,2.080239449121071282e-01,8.503335612385892750e-01,2.401255625007305873e-04,2.547763112815992076e-02
1.056211242248449622e+02,1.275353121249520223e-02,9.999171329187954704e-01,2.079013879747802218e-01,8.504870992358024573e-01,2.408828800769528713e-04,1.768790635320921512e-02
1.057411482296459297e+02,1.278248830126442123e-02,9.999175178195413016e-01,2.077789020336720249e-01,8.506403893781143699e-01,2.416381486999391820e-04,3.272866318089714434e-03
1.058611722344468831e+02,1.281153592241326793e-02,9.999178979672782575e-01,2.076564870397920870e-01,8.507934317638917721e-01,2.423913955481785522e-04,1.683223255997666479e-02
1.059811962392478506e+02,1.284067383335179592e-02,9.999182734182855414e-01,2.075341429442374430e-01,8.509462264917563301e-01,2.431426475414035112e-04,1.208746552997850762e-03
1.061012202440488039e+02,1.286990179439731659e-02,9.999186442281673415e-01,2.074118696981925858e-01,8.510987736605846177e-01,2.438919313405493727e-04,1.002226396975874206e-02
1.062212442488497715e+02,1.289921956877441295e-02,9.999190104518530520e-01,2.072896672529294659e-01,8.512510733695083376e-01,2.446392733477508472e-04,-7.093019040475620138e-03
1.063412682536507248e+02,1.292862692261491364e-02,9.999193721435974958e-01,2.071675355598075474e-01,8.514031257179139889e-01,2.453846997062945532e-04,1.042364161722248057e-03
1.064612922584516923e+02,1.295812362495792937e-02,9.999197293569804801e-01,2.070454745702736965e-01,8.515549308054431998e-01,2.461282363006166867e-04,-9.899824800073080480e-03
1.065813162632526456e+02,1.298770944749171562e-02,9.999200821450169308e-01,2.069234842358559923e-01,8.517064887319585331e-01,2.468699087779760329e-04,-1.550783967502263397e-02
1.067013402680536132e+02,1.301738416744319289e-02,9.999204305601844256e-01,2.068015645081965337e-01,8.518577995981878592e-01,2.476097422851673943e-04,-2.468995753569251574e-03
1.068213642728545665e+02,1.304714756941064563e-02,9.999207746538200103e-01,2.066797153390913522e-01,8.520088635060006910e-01,2.483477613113843760e-04,-6.340590722673082082e-03
1.069413882776555340e+02,1.307699944055758581e-02,9.999211144766754211e-01,2.065579366804175532e-01,8.521596805574596090e-01,2.490839901164199912e-04,5.977207016078411178e-03
1.070614122824564873e+02,1.310693957035512398e-02,9.999214500789626037e-01,2.064362284841289863e-01,8.523102508547726330e-01,2.498184527533172717e-04,1.295785753482911473e-02
1.071814362872574549e+02,1.313696775058198658e-02,9.999217815103537133e-01,2.063145907022562175e-01,8.524605745002933332e-01,2.505511730683564198e-04,-1.440978642145158539e-03
1.073014602920584082e+02,1.316708377532448994e-02,9.999221088199815588e-01,2.061930232869065016e-01,8.526106515965212740e-01,2.512821747010085126e-04,8.406046295794079252e-04
1.074214842968593757e+02,1.319728744097657322e-02,9.999224320564388258e-01,2.060715261902638373e-01,8.527604822461011258e-01,2.520114810839184263e-04,2.131205599955974389e-03
1.075415083016603290e+02,1.322757854623976201e-02,9.999227512677786311e-01,2.059500993645889400e-01,8.529100665518235536e-01,2.527391154428996318e-04,-1.652694294928339080e-02
1.076615323064612966e+02,1.325795689212320647e-02,9.999230665015144126e-01,2.058287427622192134e-01,8.530594046166245503e-01,2.534651007968572161e-04,2.944275729017571674e-03
1.077815563112622499e+02,1.328842228194364143e-02,9.999233778046199284e-01,2.057074563355688335e-01,8.532084965435858814e-01,2.541894599578258841e-04,3.676945985398999417e-04
1.079015803160632174e+02,1.331897452132542632e-02,9.999236852235291462e-01,2.055862400371286369e-01,8.533573424359348625e-01,2.549122155308840352e-04,-2.083171400150144121e-04
1.080216043208641707e+02,1.334961341820050870e-02,9.999239888041363544e-01,2.054650938194662046e-01,8.535059423970444703e-01,2.556333899141886748e-04,-1.074811629022535964e-02
1.081416283256651383e+02,1.338033878280845725e-02,9.999242885917960511e-01,2.053440176352258340e-01,8.536542965304332320e-01,2.563530052989027724e-04,-1.956244743915233619e-02
1.082616523304660916e+02,1.341115042769643051e-02,9.999245846313230546e-01,2.052230114371285385e-01,8.538024049397652249e-01,2.570710836692071343e-04,-2.245532315601639611e-03
1.083816763352670591e+02,1.344204816771920469e-02,9.999248769669925041e-01,2.051020751779720486e-01,8.539502677288501875e-01,2.577876468022484695e-04,3.419355151491758164e-03
1.085017003400680125e+02,1.347303182003915106e-02,9.999251656425398593e-01,2.049812088106308383e-01,8.540978850016435198e-01,2.585027162681315842e-04,1.366763306522591169e-02
1.086217243448689658e+02,1.350410120412625162e-02,9.999254507011607895e-01,2.048604122880560430e-01,8.542452568622460607e-01,2.592163134299135807e-04,1.157097618398446152e-02
1.087417483496699333e+02,1.353525614175809903e-02,9.999257321855111735e-01,2.047396855632755697e-01,8.543923834149044216e-01,2.599284594435548519e-04,1.481310556938462107e-02
1.088617723544708866e+02,1.356649645700007574e-02,9.999260101378838472e-01,2.046190285893888239e-01,8.545392647640474015e-01,2.606391752567455405e-04,3.960150398669592953e-03
1.089817963592718542e+02,1.359782198080580415e-02,9.999262845999343785e-01,2.044984413196288542e-01,8.546859010152341174e-01,2.613484811944902925e-04,1.182302327169409799e-02
1.091018203640728075e+02,1.362923254899561960e-02,9.999265556125153109e-01,2.043779237073432842e-01,8.548322922746673935e-01,2.620563971459165622e-04,-1.798052762673750613e-03
1.092218443688737750e+02,1.366072799920445106e-02,9.999268232160467562e-01,2.042574757059476831e-01,8.549784386486073418e-01,2.627629428359235268e-04,6.547096831451108129e-03
1.093418683736747283e+02,1.369230817087293238e-02,9.999270874505180595e-01,2.041370972689257046e-01,8.551243402433699181e-01,2.634681378259352271e-04,9.581613681838836369e-03
1.094618923784756959e+02,1.372397290524742484e-02,9.999273483554880215e-01,2.040167883498288093e-01,8.552699971653265898e-01,2.641720015139090790e-04,2.715742016932567310e-02
1.095819163832766492e+02,1.375572204537998597e-02,9.999276059700848984e-01,2.038965489022765143e-01,8.554154095209046682e-01,2.648745531342484318e-04,2.691178406110153552e-03
1.097019403880776167e+02,1.378755543612840244e-02,9.999278603330064019e-01,2.037763788799561993e-01,8.555605774165871980e-01,2.655758117578517377e-04,-1.246012067779557128e-02
1.098219643928785700e+02,1.381947292415615890e-02,9.999281114825195882e-01,2.036562782366231894e-01,8.557055009589130679e-01,2.662757962920280917e-04,1.404360543855195063e-02
1.099419883976795376e+02,1.385147435793246569e-02,9.999283594564607469e-01,2.035362469261007556e-01,8.558501802544767889e-01,2.669745254805055805e-04,-7.646015770489681534e-03
1.100620124024804909e+02,1.388355958773223632e-02,9.999286042922359563e-01,2.034162849022801145e-01,8.559946154099286053e-01,2.676720179034132842e-04,-3.390999617961468898e-04
1.101820364072814584e+02,1.391572846563610827e-02,9.999288460268203060e-01,2.032963921191204004e-01,8.561388065319746055e-01,2.683682919772253320e-04,-2.673778915622549920e-03
1.103020604120824117e+02,1.394798084553041523e-02,9.999290846967585633e-01,2.031765685306486935e-01,8.562827537273762779e-01,2.690633659547858928e-04,-8.808502403415852111e-03
1.104220844168833793e+02,1.398031658310722701e-02,9.999293203381646178e-01,2.030568140909600194e-01,8.564264571029513995e-01,2.697572579252425508e-04,1.361748286296408407e-02
1.105421084216843326e+02,1.401273553586430271e-02,9.999295529867221477e-01,2.029371287542173496e-01,8.565699167655729251e-01,2.704499858140607259e-04,6.231060869594284672e-03
1.106621324264853001e+02,1.404523756310513405e-02,9.999297826776839537e-01,2.028175124746515456e-01,8.567131328221700981e-01,2.711415673829825276e-04,-5.849112756874675842e-03
1.107821564312862535e+02,1.407782252593891073e-02,9.999300094458722921e-01,2.026979652065614701e-01,8.568561053797273397e-01,2.718320202300071858e-04,9.652190359006514999e-04
1.109021804360872210e+02,1.411049028728054815e-02,9.999302333256788744e-01,2.025784869043138203e-01,8.569988345452851375e-01,2.725213617893771723e-04,-4.059834850067171180e-03
1.110222044408881743e+02,1.414324071185066312e-02,9.999304543510646459e-01,2.024590775223433781e-01,8.571413204259398233e-01,2.732096093315685521e-04,6.425165672471262746e-03
1.111422284456891418e+02,1.417607366648423496e-02,9.999306725557255415e-01,2.023397370151521490e-01,8.572835631289543734e-01,2.738967799321819158e-04,-3.511674129825582361e-03
1.112622524504900952e+02,1.420898902487684537e-02,9.999308879727916155e-01,2.022204653373737560e-01,8.574255627627196397e-01,2.745828900444403789e-04,-7.387051566362077409e-03
1.113822764552910627e+02,1.424198666447539646e-02,9.999311006347867403e-01,2.021012624437373284e-01,8.575673194360585727e-01,2.752679557833024844e-04,-6.167807041225038985e-03
1.115023004600920160e+02,1.427506646411350923e-02,9.999313105738921736e-01,2.019821282890329195e-01,8.577088332577763596e-01,2.759519931363631608e-04,-4.092584560571152670e-03
1.116223244648929835e+02,1.430822830401151657e-02,9.999315178219462252e-01,2.018630628281112560e-01,8.578501043366613121e-01,2.766350179638464579e-04,3.170307000189967212e-03
1.117423484696939369e+02,1.434147206577642344e-02,9.999317224104444790e-01,2.017440660158839882e-01,8.579911327814836453e-01,2.773170459985919403e-04,-8.911434091094391774e-03
1.118623724744949044e+02,1.437479763240193803e-02,9.999319243705396820e-01,2.016251378073235234e-01,8.581319187009964766e-01,2.779980928460163065e-04,-6.156987603403334727e-04
1.119823964792958577e+02,1.440820488826844922e-02,9.999321237330417445e-01,2.015062781574630535e-01,8.582724622039352713e-01,2.786781739840965837e-04,4.714488517409486101e-03
1.121024204840968110e+02,1.444169371914304223e-02,9.999323205284178506e-01,2.013874870213966106e-01,8.584127633990181749e-01,2.793573047633495280e-04,2.365210898810262904e-02
1.122224444888977786e+02,1.447526401217949857e-02,9.999325147867925700e-01,2.012687643542790117e-01,8.585528223949456805e-01,2.800355004068092357e-04,8.842490250771840518e-03
1.123424684936987319e+02,1.450891565591827179e-02,9.999327065379473023e-01,2.011501101113258860e-01,8.586926393004008506e-01,2.807127760100160303e-04,-2.955693777209418560e-02
1.124624924984996994e+02,1.454264854028652562e-02,9.999328958113209431e-01,2.010315242478136755e-01,8.588322142240494284e-01,2.813891465409770515e-04,-4.829370922880947374e-03
1.125825165033006527e+02,1.457646255659809931e-02,9.999330826360094404e-01,2.009130067190796343e-01,8.589715472745392821e-01,2.820646268401592080e-04,-3.687187781403995085e-03
1.127025405081016203e+02,1.461035759755353707e-02,9.999332670407660162e-01,2.007945574805217737e-01,8.591106385605014051e-01,2.827392316204685777e-04,3.486592543216965930e-03
1.128225645129025736e+02,1.464433355724005514e-02,9.999334490540011666e-01,2.006761764875990006e-01,8.592494881905486936e-01,2.834129754672205922e-04,1.597727208307481508e-02
1.129425885177035411e+02,1.467839033113157998e-02,9.999336287037825510e-01,2.005578636958309235e-01,8.593880962732769468e-01,2.840858728381378141e-04,7.704839038741762187e-03
1.130626125225044945e+02,1.471252781608870831e-02,9.999338060178347698e-01,2.004396190607980188e-01,8.595264629172644222e-01,2.847579380633151339e-04,-2.274434166597488760e-02
1.131826365273054620e+02,1.474674591035874706e-02,9.999339810235401416e-01,2.003214425381415753e-01,8.596645882310718356e-01,2.854291853451996043e-04,3.355203471427248112e-03
1.133026605321064153e+02,1.478104451357567690e-02,9.999341537479378150e-01,2.002033340835636666e-01,8.598024723232423616e-01,2.860996287585974331e-04,1.366731395212799922e-03
1.134226845369073828e+02,1.481542352706724866e-02,9.999343242178334590e-01,2.000852936528282888e-01,8.599401153024025524e-01,2.867692822205575569e-04,4.416587515626477743e-03
1.135427085417083362e+02,1.484988285834215951e-02,9.999344924596452744e-01,1.999673212018183155e-01,8.600775172781952582e-01,2.874381590835815349e-04,1.387612759470363208e-02
1.136627325465093037e+02,1.488442241875292775e-02,9.999346584992613307e-01,1.998494166865108224e-01,8.602146783607225178e-01,2.881062723514526383e-04,-1.062040889824246957e-02
1.137827565513102570e+02,1.491904212070178579e-02,9.999348223622951393e-01,1.997315800629382021e-01,8.603515986600116516e-01,2.887736349295702185e-04,1.131947508847433448e-02
1.139027805561112245e+02,1.495374187762847640e-02,9.999349840740877626e-01,1.996138112871878312e-01,8.604882782860133750e-01,2.894402596260105438e-04,-1.624919819946105820e-02
1.140228045609121779e+02,1.498852160401020761e-02,9.999351436597080367e-01,1.994961103154021809e-01,8.606247173486017976e-01,2.901061591514856003e-04,7.983305265933538647e-04
1.141428285657131454e+02,1.502338121536169260e-02,9.999353011439522376e-01,1.993784771037787340e-01,8.607609159575748681e-01,2.907713461193351767e-04,4.096743794752093909e-03
1.142628525705140987e+02,1.505832062823511848e-02,9.999354565513441928e-01,1.992609116085700127e-01,8.608968742226534854e-01,2.914358330455116318e-04,2.313675815594783483e-02
1.143828765753150662e+02,1.509333976022017403e-02,9.999356099061356140e-01,1.991434137860836062e-01,8.610325922534821652e-01,2.920996323485286657e-04,-6.731210345477999998e-03
1.145029005801160196e+02,1.512843852994402195e-02,9.999357612323056532e-01,1.990259835926821708e-01,8.611680701596289289e-01,2.927627563494893462e-04,-1.664658981900437457e-02
1.146229245849169871e+02,1.516361685707132319e-02,9.999359105535609027e-01,1.989086209847833742e-01,8.613033080505853034e-01,2.934252172720269117e-04,7.164679499138387926e-03
1.147429485897179404e+02,1.519887466230421778e-02,9.999360578933360610e-01,1.987913259188599513e-01,8.614383060357659883e-01,2.940870272423091623e-04,-6.318222273260788203e-03
1.148629725945189080e+02,1.523421186738234227e-02,9.999362032747929341e-01,1.986740983514396486e-01,8.615730642245092996e-01,2.947481982889896160e-04,1.593300473393716860e-02
1.149829965993198613e+02,1.526962839508281058e-02,9.999363467208212120e-01,1.985569382391053073e-01,8.617075827260771703e-01,2.954087423432314699e-04,-6.785157993350354223e-03
1.151030206041208288e+02,1.530512416922023833e-02,9.999364882540381361e-01,1.984398455384947801e-01,8.618418616496544837e-01,2.960686712386478067e-04,-8.476635420499914128e-03
1.152230446089217821e+02,1.534069911464670984e-02,9.999366278967886101e-01,1.983228202063009871e-01,8.619759011043500729e-01,2.967279967113161223e-04,1.274171016986828074e-02
1.153430686137227497e+02,1.537635315725181633e-02,9.999367656711449781e-01,1.982058621992718872e-01,8.621097011991958325e-01,2.973867303997317600e-04,1.151695546354948585e-03
1.154630926185237030e+02,1.541208622396262121e-02,9.999369015989074683e-01,1.980889714742105068e-01,8.622432620431473849e-01,2.980448838448091029e-04,1.030588389823958173e-02
1.155831166233246705e+02,1.544789824274369130e-02,9.999370357016036381e-01,1.979721479879748558e-01,8.623765837450836358e-01,2.987024684898587513e-04,-1.400344809309956098e-02
1.157031406281256238e+02,1.548378914268447315e-02,9.999371680005347818e-01,1.978553916974781779e-01,8.625096664138426350e-01,2.993594956716809103e-04,1.681024728477489502e-02
1.158231646329265772e+02,1.551975885767146839e-02,9.999372985167954697e-01,1.977387025597319714e-01,8.626425101590302624e-01,3.000159762845228898e-04,-5.589037030690445669e-03
1.159431886377275447e+02,1.555580732648806364e-02,9.999374272710029876e-01,1.976220805318523455e-01,8.627751150909407363e-01,3.006719207760870718e-04,8.495091579561780265e-03
1.160632126425284980e+02,1.559193448882874485e-02,9.999375542835368114e-01,1.975055255710082280e-01,8.629074813197727956e-01,3.013273395071193548e-04,-9.748068712023225460e-03
1.161832366473294655e+02,1.562814028513479989e-02,9.999376795745604785e-01,1.973890376344189512e-01,8.630396089556013894e-01,3.019822427659962804e-04,-1.520490878722680246e-02
1.163032606521304189e+02,1.566442465659428213e-02,9.999378031640211439e-01,1.972726166793543068e-01,8.631714981083777882e-01,3.026366407686771664e-04,-2.265599755355360376e-03
1.164232846569313864e+02,1.570078754514203992e-02,9.999379250716502465e-01,1.971562626631344350e-01,8.633031488879294724e-01,3.032905436587243265e-04,2.047913064471551525e-03
1.165433086617323397e+02,1.573722889345968712e-02,9.999380453169627314e-01,1.970399755431300193e-01,8.634345614039602435e-01,3.039439615072505956e-04,1.607042520591717497e-02
1.166633326665333072e+02,1.577374864497563603e-02,9.999381639192578275e-01,1.969237552767620358e-01,8.635657357660503353e-01,3.045969043129138540e-04,3.805075274469195412e-03
1.167833566713342606e+02,1.581034674386505925e-02,9.999382808976184922e-01,1.968076018215019485e-01,8.636966720836561917e-01,3.052493820018958859e-04,7.460406589980038070e-03
