t,N,crowding_load,dN_dt
8.629725945189036906e+00,1.510000218897805780e+03,7.410874857759678207e+02,1.290433592382022994e+02
8.641728345669132949e+00,1.511544518300335994e+03,7.429328851118153807e+02,1.282868133075644721e+02
8.653730746149228992e+00,1.513079700219461984e+03,7.447775520703578422e+02,1.275244816903190781e+02
8.665733146629325034e+00,1.514605700131746289e+03,7.466214661903661636e+02,1.267562856654775203e+02
8.677735547109421077e+00,1.516122448340546725e+03,7.484646070043603459e+02,1.259821485638022978e+02
8.689737947589517120e+00,1.517629870949464475e+03,7.503069541184314630e+02,1.252019958627349610e+02
8.701740348069613162e+00,1.519127893610349474e+03,7.521484870025236660e+02,1.244157557753524230e+02
8.713742748549709205e+00,1.520616441523299727e+03,7.539891849904337278e+02,1.236233592835458239e+02
8.725745149029805248e+00,1.522095439436661763e+03,7.558290272798111573e+02,1.228247401700714647e+02
8.737747549509901290e+00,1.523564811647029501e+03,7.576679929321583131e+02,1.220198350494614630e+02
8.749749949989997333e+00,1.525024481999245609e+03,7.595060608728304032e+02,1.212085833977813678e+02
8.761752350470093376e+00,1.526474373886400599e+03,7.613432098910353716e+02,1.203909275812230959e+02
8.773754750950189418e+00,1.527914410249833509e+03,7.631794186398341253e+02,1.195668128835198019e+02
8.785757151430285461e+00,1.529344513579130989e+03,7.650146656361399664e+02,1.187361875321745686e+02
8.797759551910381504e+00,1.530764605912128218e+03,7.668489292607195011e+02,1.178990027234878966e+02
8.809761952390477546e+00,1.532174608834908668e+03,7.686821877581917306e+02,1.170552126463778961e+02
8.821764352870573589e+00,1.533574443481803655e+03,7.705144192370285054e+02,1.162047745049802216e+02
8.833766753350669632e+00,1.534964030535392567e+03,7.723456016695547532e+02,1.153476485400194917e+02
8.845769153830765674e+00,1.536343290226503314e+03,7.741757128919479101e+02,1.144837980489448483e+02
8.857771554310861717e+00,1.537712142334211649e+03,7.760047306042382615e+02,1.136131894048175042e+02
8.869773954790957760e+00,1.539070506185841623e+03,7.778326323703089429e+02,1.127357920739468824e+02
8.881776355271053802e+00,1.540418300656965584e+03,7.796593956178958251e+02,1.118515786322643777e+02
8.893778755751149845e+00,1.541755444171403497e+03,7.814849976385877426e+02,1.109605247804295800e+02
8.905781156231245888e+00,1.543081854701224302e+03,7.833094155878261518e+02,1.100626093576623816e+02
8.917783556711341930e+00,1.544397449766744330e+03,7.851326264849052450e+02,1.091578143542955246e+02
8.929785957191437973e+00,1.545702146436528665e+03,7.869546072129721779e+02,1.082461249230400284e+02
8.941788357671534015e+00,1.546995861327389775e+03,7.887753345190267282e+02,1.073275293889624464e+02
8.953790758151630058e+00,1.548278510604389339e+03,7.905947850139217508e+02,1.064020192581657227e+02
8.965793158631726101e+00,1.549550009980836194e+03,7.924129351723626087e+02,1.054695892251733795e+02
8.977795559111822143e+00,1.550810274718287928e+03,7.942297613329076285e+02,1.045302371790103564e+02
8.989797959591918186e+00,1.552059219626550203e+03,7.960452396979676450e+02,1.035839642079817793e+02
9.001800360072014229e+00,1.553296765499212825e+03,7.978593463742480481e+02,1.026307751458426623e+02
9.013802760552110271e+00,1.554522834137495011e+03,7.996720572116478252e+02,1.016706782327311487e+02
9.025805161032206314e+00,1.555737340342254811e+03,8.014833478149352004e+02,1.007036844008256793e+02
9.037807561512302357e+00,1.556940199525658045e+03,8.032931936665165722e+02,9.972980786660797037e+01
9.049809961992398399e+00,1.558131327722829383e+03,8.051015701265666848e+02,9.874906612618217139e+01
9.061812362472494442e+00,1.559310641591854392e+03,8.069084524330288559e+02,9.776147994829588583e+01
9.073814762952590485e+00,1.560478058413777262e+03,8.087138157016147488e+02,9.676707336601178611e+01
9.085817163432686527e+00,1.561633496092602400e+03,8.105176349258047139e+02,9.576587366703270732e+01
9.097819563912782570e+00,1.562776873155293970e+03,8.123198849768475611e+02,9.475791138268490954e+01
9.109821964392878613e+00,1.563908108751775444e+03,8.141205406037607872e+02,9.374322027555942327e+01
9.121824364872974655e+00,1.565027122654930054e+03,8.159195764333298939e+02,9.272183732582139726e+01
9.133826765353070698e+00,1.566133835260601018e+03,8.177169669701095245e+02,9.169380271618624079e+01
9.145829165833166741e+00,1.567228167587591088e+03,8.195126865964223271e+02,9.065915981557516545e+01
9.157831566313262783e+00,1.568310041277662322e+03,8.213067095723598641e+02,8.961795516144950113e+01
9.169833966793358826e+00,1.569379378595536991e+03,8.230990100357817028e+02,8.857023844083830966e+01
9.181836367273454869e+00,1.570436102428896675e+03,8.248895620023165520e+02,8.751606247005952355e+01
9.193838767753550911e+00,1.571480136288382710e+03,8.266783393653610119e+02,8.645548317315017073e+01
9.205841168233646954e+00,1.572511404307596422e+03,8.284653158960807104e+02,8.538855955900883998e+01
9.217843568713742997e+00,1.573529831243098442e+03,8.302504652434093941e+02,8.431535369726452700e+01
9.229845969193837263e+00,1.574535342474408708e+03,8.320337609340492691e+02,8.323593069287927904e+01
9.241848369673933306e+00,1.575527864004008052e+03,8.338151763724717966e+02,8.215035865949684535e+01
9.253850770154029348e+00,1.576507322457336159e+03,8.355946848409162158e+02,8.105870869155040737e+01
9.265853170634125391e+00,1.577473645082792018e+03,8.373722594993903385e+02,7.996105483513814249e+01
9.277855571114221434e+00,1.578426759751735062e+03,8.391478733856706640e+02,7.885747405768258034e+01
9.289857971594317476e+00,1.579366594958483802e+03,8.409214994153021507e+02,7.774804621638614321e+01
9.301860372074413519e+00,1.580293079820317189e+03,8.426931103815983306e+02,7.663285402549706760e+01
9.313862772554509561e+00,1.581206144077473027e+03,8.444626789556410813e+02,7.551198302239988891e+01
9.325865173034605604e+00,1.582105718093149335e+03,8.462301776862809675e+02,7.438552153254684640e+01
9.337867573514701647e+00,1.582991736600031572e+03,8.479955792830864993e+02,7.325356067240748814e+01
9.349869973994797689e+00,1.583864138921920130e+03,8.497588565352943988e+02,7.211619437495396312e+01
9.361872374474893732e+00,1.584722859470204867e+03,8.515199816224039751e+02,7.097351922953724568e+01
9.373874774954989775e+00,1.585567834002096106e+03,8.532789266652488323e+02,6.982563445426406190e+01
9.385877175435085817e+00,1.586398999766330917e+03,8.550356637378353071e+02,6.867264185282694200e+01
9.397879575915181860e+00,1.587216295503172432e+03,8.567901648673419004e+02,6.751464576928977124e+01
9.409881976395277903e+00,1.588019661444410531e+03,8.585424020341199594e+02,6.635175304184186018e+01
9.421884376875373945e+00,1.588809039313361836e+03,8.602923471716929953e+02,6.518407295554575853e+01
9.433886777355469988e+00,1.589584372324869037e+03,8.620399721667571384e+02,6.401171719409956040e+01
9.445889177835566031e+00,1.590345605185302247e+03,8.637852488591810243e+02,6.283479979063660181e+01
9.457891578315662073e+00,1.591092684092557192e+03,8.655281490420055661e+02,6.165343707758795233e+01
9.469893978795758116e+00,1.591825556736056797e+03,8.672686444614441825e+02,6.046774763562903132e+01
9.481896379275854159e+00,1.592544172296749821e+03,8.690067068168830247e+02,5.927785224173741341e+01
9.493898779755950201e+00,1.593248481447112681e+03,8.707423077608804078e+02,5.808387381638640079e+01
9.505901180236046244e+00,1.593938436351147175e+03,8.724754188991671526e+02,5.688593736989808747e+01
9.517903580716142287e+00,1.594613990664382300e+03,8.742060117906466985e+02,5.568416994798366915e+01
9.529905981196238329e+00,1.595275099533873572e+03,8.759340579473949902e+02,5.447870057649752340e+01
9.541908381676334372e+00,1.595921719598203026e+03,8.776595288346601365e+02,5.326966020543029856e+01
9.553910782156430415e+00,1.596553808987478988e+03,8.793823958708628652e+02,5.205718165216930515e+01
9.565913182636526457e+00,1.597171327323336527e+03,8.811026304275966368e+02,5.084139954405325312e+01
9.577915583116622500e+00,1.597774235718937234e+03,8.828202038296268483e+02,4.962245026025018291e+01
9.589917983596718543e+00,1.598362496778969444e+03,8.845350873548919708e+02,4.840047187298507936e+01
9.601920384076814585e+00,1.598936074599647782e+03,8.862472522345022981e+02,4.717560408814750872e+01
9.613922784556910628e+00,1.599494934768713620e+03,8.879566696527411978e+02,4.594798818530686191e+01
9.625925185037006671e+00,1.600039044365434620e+03,8.896633107470640880e+02,4.471776695716567929e+01
9.637927585517102713e+00,1.600568371960604964e+03,8.913671466080990058e+02,4.348508464847852650e+01
9.649929985997198756e+00,1.601082888497786598e+03,8.930681485016274337e+02,4.225008676383760076e+01
9.661932386477294799e+00,1.601582569276290315e+03,8.947662882436561631e+02,4.101291980399431480e+01
9.673934786957390841e+00,1.602067389065979341e+03,8.964615369501342457e+02,3.977373193947344276e+01
9.685937187437486884e+00,1.602537324249111407e+03,8.981538657219241486e+02,3.853267251936742355e+01
9.697939587917582926e+00,1.602992353087353422e+03,8.998432457183286033e+02,3.728989196232125636e+01
9.709941988397678969e+00,1.603432455721783072e+03,9.015296481570916285e+02,3.604554169148085663e+01
9.721944388877775012e+00,1.603857614172886997e+03,9.032130443143979619e+02,3.479977406916745508e+01
9.733946789357871054e+00,1.604267812340562386e+03,9.048934055248734012e+02,3.355274233130896278e+01
9.745949189837967097e+00,1.604663036004116066e+03,9.065707031815842356e+02,3.230460052166021967e+01
9.757951590318063140e+00,1.605043272822264271e+03,9.082449087360382691e+02,3.105550342584417578e+01
9.769953990798159182e+00,1.605408512333133558e+03,9.099159936981835699e+02,2.980560650524823174e+01
9.781956391278255225e+00,1.605758745954260121e+03,9.115839296364093798e+02,2.855506583080554606e+01
9.793958791758351268e+00,1.606093966982589791e+03,9.132486881775458869e+02,2.730403801669517705e+01
9.805961192238447310e+00,1.606414170594478719e+03,9.149102410068641120e+02,2.605268015399343540e+01
9.817963592718543353e+00,1.606719353845692694e+03,9.165685598680757948e+02,2.480114974430790298e+01
9.829965993198639396e+00,1.607009515671406916e+03,9.182236165633338487e+02,2.354960463342656141e+01
9.841968393678735438e+00,1.607284656886206903e+03,9.198753829532319060e+02,2.229820294501482181e+01
9.853970794158831481e+00,1.607544780184088040e+03,9.215238309568044315e+02,2.104710301439190445e+01
9.865973194638927524e+00,1.607789890138454894e+03,9.231689325515268365e+02,1.979646332241816253e+01
9.877975595119023566e+00,1.608019993202122805e+03,9.248106597733155922e+02,1.854644242952579702e+01
9.889977995599119609e+00,1.608235097707316072e+03,9.264489847165278888e+02,1.729719890992414122e+01
9.901980396079215652e+00,1.608435213865669311e+03,9.280838795339616354e+02,1.604889128601187664e+01
9.913982796559311694e+00,1.608620353768227005e+03,9.297153164368560283e+02,1.480167796302488092e+01
9.925985197039407737e+00,1.608790531385443273e+03,9.313432676948907556e+02,1.355571716395441406e+01
9.937987597519503780e+00,1.608945762567182101e+03,9.329677056361866789e+02,1.231116686476325839e+01
9.949989997999599822e+00,1.609086064807269395e+03,9.345886028352824724e+02,1.106818457769237085e+01
9.961992398479695865e+00,1.609211457112131029e+03,9.362059325611772920e+02,9.826926938837097225e+00
9.973994798959791908e+00,1.609321961675967032e+03,9.378196675411672913e+02,8.587550648723748736e+00
9.985997199439887950e+00,1.609417602577141224e+03,9.394297805782651949e+02,7.350211890783123536e+00
9.997999599919983993e+00,1.609498405640979854e+03,9.410362446384298210e+02,6.115066197859443164e+00
1.001000200040008004e+01,1.609564398439771139e+03,9.426390328505661955e+02,4.882268390862985363e+00
1.002200440088017608e+01,1.609615610292765496e+03,9.442381185065249838e+02,3.651972517968836485e+00
1.003400680136027212e+01,1.609652072266175082e+03,9.458334750611031723e+02,2.424331794388032257e+00
1.004600920184036816e+01,1.609673817173174939e+03,9.474250761320438414e+02,1.199498542739396711e+00
1.005801160232046421e+01,1.609680879573901620e+03,9.490128955000358246e+02,-2.237586595170149018e-02
1.007001400280056025e+01,1.609673295775454108e+03,9.505969071087142765e+02,-1.241141070602047147e+00
1.008201640328065629e+01,1.609651103831893124e+03,9.521770850646601048e+02,-2.456647777739954464e+00
1.009401880376075233e+01,1.609614343544242047e+03,9.537534036374004245e+02,-3.668747818470454725e+00
1.010602120424084660e+01,1.609563056460486223e+03,9.553258372594082175e+02,-4.877294204711846604e+00
1.011802360472094264e+01,1.609497285875572743e+03,9.568943605261030143e+02,-6.082141184679317192e+00
1.013002600520103869e+01,1.609417076831411350e+03,9.584589481958496435e+02,-7.283144297590018468e+00
1.014202840568113473e+01,1.609322476116873759e+03,9.600195751899594825e+02,-8.480160427569728654e+00
1.015403080616123077e+01,1.609213532267793425e+03,9.615762165926896614e+02,-9.673047856735085048e+00
1.016603320664132681e+01,1.609090295566966688e+03,9.631288476512435182e+02,-1.086166631743149225e+01
1.017803560712142286e+01,1.608952818044151172e+03,9.646774437757701435e+02,-1.204587704360319655e+01
1.019003800760151890e+01,1.608801153476067384e+03,9.662219805393650631e+02,-1.322554282127658709e+01
1.020204040808161494e+01,1.608635357386397573e+03,9.677624336780694421e+02,-1.440052803813383342e+01
1.021404280856171098e+01,1.608455487045786185e+03,9.692987790908708803e+02,-1.557069873215919742e+01
1.022604520904180703e+01,1.608261601471839640e+03,9.708309928397026169e+02,-1.673592263933683455e+01
1.023804760952190307e+01,1.608053761429126553e+03,9.723590511494442126e+02,-1.789606924038311675e+01
1.025005001000199911e+01,1.607832028552427118e+03,9.738829305242895771e+02,-1.905100990269042427e+01
1.026205241048209515e+01,1.607596462598813332e+03,9.754026081876695571e+02,-2.020061827634784990e+01
1.027405481096219120e+01,1.607347129196988135e+03,9.769180610913265355e+02,-2.134476951279534518e+01
1.028605721144228724e+01,1.607084095898494525e+03,9.784292663364304872e+02,-2.248334067121010449e+01
1.029805961192238328e+01,1.606807431425933828e+03,9.799362012661270001e+02,-2.361621083526019760e+01
1.031006201240247933e+01,1.606517205672966156e+03,9.814388434655375022e+02,-2.474326115105963453e+01
1.032206441288257537e+01,1.606213489704310632e+03,9.829371707617589209e+02,-2.586437486404910047e+01
1.033406681336267141e+01,1.605896355755745390e+03,9.844311612238640237e+02,-2.697943735478988714e+01
1.034606921384276745e+01,1.605565877234107120e+03,9.859207931629011910e+02,-2.808833617366124713e+01
1.035807161432286350e+01,1.605222128717291753e+03,9.874060451318944160e+02,-2.919096107444925536e+01
1.037007401480295954e+01,1.604865185954253775e+03,9.888868959258435325e+02,-3.028720404681843092e+01
1.038207641528305558e+01,1.604495125865006685e+03,9.903633245817238731e+02,-3.137695934765647721e+01
1.039407881576315162e+01,1.604112026540622537e+03,9.918353103784866107e+02,-3.246012353128394068e+01
1.040608121624324767e+01,1.603715967243232626e+03,9.933028328370585314e+02,-3.353659547852000600e+01
1.041808361672334371e+01,1.603307028406027030e+03,9.947658717203420338e+02,-3.460627642459865427e+01
1.043008601720343975e+01,1.602885291633254610e+03,9.962244070332153569e+02,-3.566906998592784106e+01
1.044208841768353579e+01,1.602450839700223014e+03,9.976784190225323528e+02,-3.672488218568543061e+01
1.045409081816363184e+01,1.602003756553299127e+03,9.991278881771223723e+02,-3.777362147824712224e+01
1.046609321864372788e+01,1.601544127309907935e+03,1.000572795227790721e+03,-3.881519877244260641e+01
1.047809561912382392e+01,1.601072038258534349e+03,1.002013121147318316e+03,-3.984952745363386128e+01
1.049009801960391997e+01,1.600587576858720922e+03,1.003448847150461688e+03,-4.087652340461474409e+01
1.050210042008401601e+01,1.600090831741070133e+03,1.004879954693952982e+03,-4.189610502532689651e+01
1.051410282056411205e+01,1.599581892707243014e+03,1.006306425476500181e+03,-4.290819325139224816e+01
1.052610522104420809e+01,1.599060850729958929e+03,1.007728241438786881e+03,-4.391271157145958881e+01
1.053810762152430414e+01,1.598527797952996707e+03,1.009145384763472407e+03,-4.490958604336340443e+01
1.055011002200440018e+01,1.597982827691193734e+03,1.010557837875191694e+03,-4.589874530909758477e+01
1.056211242248449622e+01,1.597426034099604067e+03,1.011965583450997428e+03,-4.688012061368819872e+01
1.057411482296459226e+01,1.596857505195181830e+03,1.013368604679390387e+03,-4.785364594658942394e+01
1.058611722344468831e+01,1.596277334751394164e+03,1.014766884946162804e+03,-4.881925790446707225e+01
1.059811962392478435e+01,1.595685620254525475e+03,1.016160407818283034e+03,-4.977689568685341470e+01
1.061012202440488039e+01,1.595082459495662533e+03,1.017549157137166503e+03,-5.072650114684334000e+01
1.062212442488497643e+01,1.594467950570694484e+03,1.018933117018675489e+03,-5.166801879609505477e+01
1.063412682536507248e+01,1.593842191880313067e+03,1.020312271853119455e+03,-5.260139580871387466e+01
1.064612922584516852e+01,1.593205282130012165e+03,1.021686606305254486e+03,-5.352658202402679422e+01
1.065813162632526456e+01,1.592557320330088714e+03,1.023056105314283855e+03,-5.444352994825275971e+01
1.067013402680536061e+01,1.591898405795641565e+03,1.024420754093857795e+03,-5.535219475507626186e+01
1.068213642728545665e+01,1.591228638146572166e+03,1.025780538132073616e+03,-5.625253428513236997e+01
1.069413882776555269e+01,1.590548117307584334e+03,1.027135443191475360e+03,-5.714450904440836609e+01
1.070614122824564873e+01,1.589856943508184486e+03,1.028485455309054032e+03,-5.802808220157567121e+01
1.071814362872574478e+01,1.589155217282681406e+03,1.029830560796247937e+03,-5.890321958425574422e+01
1.073014602920584082e+01,1.588443039470186250e+03,1.031170746238942002e+03,-5.976988967423228871e+01
1.074214842968593686e+01,1.587720511214612998e+03,1.032505998497467999e+03,-6.062806360161893338e+01
1.075415083016603290e+01,1.586987733964677545e+03,1.033836304706605461e+03,-6.147771513799271759e+01
1.076615323064612895e+01,1.586244809473898613e+03,1.035161652275579854e+03,-6.231882068850370615e+01
1.077815563112622499e+01,1.585491839800597290e+03,1.036482028888064406e+03,-6.315135928297376466e+01
1.079015803160632103e+01,1.584728927307896811e+03,1.037797422502178733e+03,-6.397531256599188509e+01
1.080216043208641707e+01,1.583956174663723004e+03,1.039107821350489985e+03,-6.479066478602510415e+01
1.081416283256651312e+01,1.583173684840804754e+03,1.040413213940011701e+03,-6.559740278354830423e+01
1.082616523304660916e+01,1.582381561116672628e+03,1.041713589052204725e+03,-6.639551597821511564e+01
1.083816763352670520e+01,1.581579907073659797e+03,1.043008935742977201e+03,-6.718499635507636469e+01
1.085017003400680125e+01,1.580768826598902024e+03,1.044299243342683212e+03,-6.796583844986093936e+01
1.086217243448689729e+01,1.579948423884337672e+03,1.045584501456125054e+03,-6.873803933333786631e+01
1.087417483496699333e+01,1.579118803426707018e+03,1.046864699962550958e+03,-6.950159859476518420e+01
1.088617723544708937e+01,1.578280070027553393e+03,1.048139829015656915e+03,-7.025651832444935962e+01
1.089817963592718542e+01,1.577432328793222268e+03,1.049409879043585079e+03,-7.100280309542294788e+01
1.091018203640728146e+01,1.576575685134861487e+03,1.050674840748925362e+03,-7.174045994426084860e+01
1.092218443688737750e+01,1.575710242145048824e+03,1.051934705028404778e+03,-7.246949823805843494e+01
1.093418683736747354e+01,1.574836096679306820e+03,1.053189462921771792e+03,-7.318992952216436265e+01
1.094618923784756959e+01,1.573953353157703532e+03,1.054439106042968888e+03,-7.390176809589526385e+01
1.095819163832766563e+01,1.573062116182099999e+03,1.055683626277435224e+03,-7.460503062818159492e+01
1.097019403880776167e+01,1.572162489821522740e+03,1.056923015757243547e+03,-7.529973610031906617e+01
1.098219643928785594e+01,1.571254577612164667e+03,1.058157266861098151e+03,-7.598590578043176436e+01
1.099419883976795198e+01,1.570338482557383713e+03,1.059386372214336916e+03,-7.666356319725193202e+01
1.100620124024804802e+01,1.569414307127704433e+03,1.060610324688929722e+03,-7.733273411322585389e+01
1.101820364072814407e+01,1.568482153260816858e+03,1.061829117403478904e+03,-7.799344649696629972e+01
1.103020604120824011e+01,1.567542122361577185e+03,1.063042743723219019e+03,-7.864573049506880409e+01
1.104220844168833615e+01,1.566594315302007317e+03,1.064251197260017989e+03,-7.928961840330659072e+01
1.105421084216843219e+01,1.565638832421295092e+03,1.065454471872375507e+03,-7.992514463722284290e+01
1.106621324264852824e+01,1.564675773525793829e+03,1.066652561665424173e+03,-8.055234570213747247e+01
1.107821564312862428e+01,1.563705237889023238e+03,1.067845460990929041e+03,-8.117126016258607990e+01
1.109021804360872032e+01,1.562727324251668506e+03,1.069033164447287845e+03,-8.178192861120713530e+01
1.110222044408881636e+01,1.561742130821580986e+03,1.070215666879530090e+03,-8.238439363709727559e+01
1.111422284456891241e+01,1.560749755273777737e+03,1.071392963379319099e+03,-8.297869979365141546e+01
1.112622524504900845e+01,1.559750294750441753e+03,1.072565049284949282e+03,-8.356489356590360273e+01
1.113822764552910449e+01,1.558743845860921738e+03,1.073731920181348869e+03,-8.414302333739091466e+01
1.115023004600920054e+01,1.557730504681732555e+03,1.074893571900077859e+03,-8.471313935655241778e+01
1.116223244648929658e+01,1.556710366756554549e+03,1.076050000519328933e+03,-8.527529370268713649e+01
1.117423484696939262e+01,1.555683527096234002e+03,1.077201202363927223e+03,-8.582954025148389121e+01
1.118623724744948866e+01,1.554650080178783583e+03,1.078347174005330544e+03,-8.637593464014499034e+01
1.119823964792958471e+01,1.553610119949380987e+03,1.079487912261629162e+03,-8.691453423211879681e+01
1.121024204840968075e+01,1.552563739820370529e+03,1.080623414197545799e+03,-8.744539808146070925e+01
1.122224444888977679e+01,1.551511032671262001e+03,1.081753677124436081e+03,-8.796858689684123078e+01
1.123424684936987283e+01,1.550452090848731132e+03,1.082878698600287407e+03,-8.848416300521606104e+01
1.124624924984996888e+01,1.549387006166619358e+03,1.083998476429720540e+03,-8.899219031518111933e+01
1.125825165033006492e+01,1.548315869905934278e+03,1.085113008663988467e+03,-8.949273428002545927e+01
1.127025405081016096e+01,1.547238772814848971e+03,1.086222293600976172e+03,-8.998586186050319213e+01
1.128225645129025700e+01,1.546155803056306468e+03,1.087326329492150080e+03,-9.047164124444398681e+01
1.129425885177035305e+01,1.545067044738113736e+03,1.088425114424654794e+03,-9.095014168786650544e+01
1.130626125225044909e+01,1.543972585428477032e+03,1.089518647387338888e+03,-9.142143436141491009e+01
1.131826365273054513e+01,1.542872511892904413e+03,1.090606927576372300e+03,-9.188559175789366407e+01
1.133026605321064118e+01,1.541766909871484813e+03,1.091689954361533182e+03,-9.234268762645082518e+01
1.134226845369073722e+01,1.540655864078888953e+03,1.092767727286207219e+03,-9.279279693407143270e+01
1.135427085417083326e+01,1.539539458204367975e+03,1.093840246067387625e+03,-9.323599582693179855e+01
1.136627325465092930e+01,1.538417774911754350e+03,1.094907510595675149e+03,-9.367236159163024922e+01
1.137827565513102535e+01,1.537290895839461882e+03,1.095969520935278069e+03,-9.410197261631118693e+01
1.139027805561112139e+01,1.536158901600484796e+03,1.097026277324012653e+03,-9.452490835169680850e+01
1.140228045609121743e+01,1.535021871782399103e+03,1.098077780173302472e+03,-9.494124927204161679e+01
1.141428285657131347e+01,1.533879884947361688e+03,1.099124030068178854e+03,-9.535107683602772966e+01
1.142628525705140952e+01,1.532733018632110543e+03,1.100165027767280662e+03,-9.575447344761252566e+01
1.143828765753150556e+01,1.531581349347964306e+03,1.101200774202854063e+03,-9.615152241684637602e+01
1.145029005801160160e+01,1.530424952580823629e+03,1.102231270480753437e+03,-9.654230792067603772e+01
1.146229245849169764e+01,1.529263902791169357e+03,1.103256517880440470e+03,-9.692691496374396820e+01
1.147429485897179369e+01,1.528098273414063897e+03,1.104276517854984377e+03,-9.730542933920470716e+01
1.148629725945188973e+01,1.526928136859150754e+03,1.105291272031061908e+03,-9.767793758956732120e+01
1.149829965993198577e+01,1.525753564510654542e+03,1.106300782208958026e+03,-9.804452696758221464e+01
1.151030206041208181e+01,1.524574626727380519e+03,1.107305050362564316e+03,-9.840528539718259537e+01
1.152230446089217786e+01,1.523391392842715504e+03,1.108304078639380805e+03,-9.876030143449968079e+01
1.153430686137227390e+01,1.522203931164627420e+03,1.109297869360515051e+03,-9.910966422896048300e+01
1.154630926185236994e+01,1.521012308975664837e+03,1.110286425020681463e+03,-9.945346348448389051e+01
1.155831166233246599e+01,1.519816592532958111e+03,1.111269748288202891e+03,-9.979178942079137471e+01
1.157031406281256203e+01,1.518616847068218021e+03,1.112247842005009488e+03,-1.001247327348401797e+02
1.158231646329265807e+01,1.517413136787736903e+03,1.113220709186639169e+03,-1.004523845623959772e+02
1.159431886377275411e+01,1.516205524872387969e+03,1.114188353022237152e+03,-1.007748364397576353e+02
1.160632126425285016e+01,1.514994073477625534e+03,1.115150776874556414e+03,-1.010921802656450694e+02
1.161832366473294620e+01,1.513778843733485019e+03,1.116107984279957464e+03,-1.014045082632653987e+02
1.163032606521304224e+01,1.512559895744582946e+03,1.117059978948408798e+03,-1.017119129425667836e+02
1.164232846569313828e+01,1.511337288157237708e+03,1.118006764344845351e+03,-1.020144868259811943e+02
1.165433086617323433e+01,1.510111077790683566e+03,1.118948343727166730e+03,-1.023123224178056745e+02
1.166633326665333037e+01,1.508881320800447156e+03,1.119884721166559075e+03,-1.026055127480887137e+02
1.167833566713342641e+01,1.507648072258039292e+03,1.120815900837757226e+03,-1.028941509463870858e+02
1.169033806761352245e+01,1.506411386138807984e+03,1.121741887004330920e+03,-1.031783301976164040e+02
1.170234046809361850e+01,1.505171315321939346e+03,1.122662684018682739e+03,-1.034581437063528710e+02
1.171434286857371454e+01,1.503927911590456688e+03,1.123578296322050392e+03,-1.037336846613901855e+02
1.172634526905381058e+01,1.502681225631220741e+03,1.124488728444504659e+03,-1.040050462005554692e+02
1.173834766953390663e+01,1.501431307034929887e+03,1.125393985004950764e+03,-1.042723213758011696e+02
1.175035007001400267e+01,1.500178204296119929e+03,1.126294070711127461e+03,-1.045356031185768728e+02
1.176235247049409871e+01,1.498921964813164095e+03,1.127188990359607942e+03,-1.047949842054944014e+02
1.177435487097419475e+01,1.497662634888273033e+03,1.128078748835798933e+03,-1.050505572242928167e+02
1.178635727145429080e+01,1.496400259727495040e+03,1.128963351113941599e+03,-1.053024145401149383e+02
1.179835967193438684e+01,1.495134883440715839e+03,1.129842802257110634e+03,-1.055506482621012054e+02
1.181036207241448288e+01,1.493866549041658800e+03,1.130717107417214720e+03,-1.057953502103136998e+02
1.182236447289457892e+01,1.492595298447884488e+03,1.131586271834996978e+03,-1.060366118829950608e+02
1.183436687337467497e+01,1.491321172480791120e+03,1.132450300840033833e+03,-1.062745244241723839e+02
1.184636927385477101e+01,1.490044210865614559e+03,1.133309199850736150e+03,-1.065091785916151963e+02
1.185837167433486528e+01,1.488764452231428095e+03,1.134162974374348323e+03,-1.067406647251530671e+02
1.187037407481496132e+01,1.487481934111141754e+03,1.135011630006949417e+03,-1.069690727153628984e+02
1.188237647529505736e+01,1.486196692941504125e+03,1.135855172433451798e+03,-1.071944919726323917e+02
1.189437887577515340e+01,1.484908764063100989e+03,1.136693607427601819e+03,-1.074170113966070801e+02
1.190638127625524945e+01,1.483618181720355096e+03,1.137526940851980044e+03,-1.076367193460286984e+02
1.191838367673534549e+01,1.482324979061527301e+03,1.138355178658001250e+03,-1.078537036089708465e+02
1.193038607721544153e+01,1.481029188138715881e+03,1.139178326885913521e+03,-1.080680513734801167e+02
1.194238847769553757e+01,1.479730839907856080e+03,1.139996391664799148e+03,-1.082798491986285683e+02
1.195439087817563362e+01,1.478429964228721019e+03,1.140809379212574868e+03,-1.084891829859838452e+02
1.196639327865572966e+01,1.477126589864921471e+03,1.141617295835990717e+03,-1.086961379515028483e+02
1.197839567913582570e+01,1.475820745505138575e+03,1.142420147631445843e+03,-1.089007985069442555e+02
1.199039807961592174e+01,1.474512459607688015e+03,1.143217940424584640e+03,-1.091032481993330094e+02
1.200240048009601779e+01,1.473201757519075727e+03,1.144010680634031587e+03,-1.093035699497035012e+02
1.201440288057611383e+01,1.471888663674701547e+03,1.144798374714530610e+03,-1.095018458705967532e+02
1.202640528105620987e+01,1.470573201662815791e+03,1.145581029139470729e+03,-1.096981572357052812e+02
1.203840768153630592e+01,1.469255394224517431e+03,1.146358650400887200e+03,-1.098925844550850144e+02
1.205041008201640196e+01,1.467935263253755238e+03,1.147131245009459917e+03,-1.100852070508050815e+02
1.206241248249649800e+01,1.466612829797327777e+03,1.147898819494514555e+03,-1.102761036330435900e+02
