t,C,S,R,dC_dt,dC_dt_noisy
2.732546509301860382e+01,2.460298397237126178e-02,2.912521981647432923e-01,8.111490091042726780e-01,-7.279377528705268871e-04,5.030170589004628531e-03
2.734546909381876389e+01,2.458843316493871875e-02,2.911449783151644488e-01,8.112574457026150432e-01,-7.268514242205004541e-04,-1.738745069528030429e-02
2.736547309461892397e+01,2.457390406466991931e-02,2.910378508394134700e-01,8.113657384503401016e-01,-7.257676925340001903e-04,-1.408795800505358367e-02
2.738547709541908404e+01,2.455939661986581909e-02,2.909308155706180066e-01,8.114738876095436426e-01,-7.246865497117956079e-04,1.259095403593206951e-02
2.740548109621924411e+01,2.454491077893594317e-02,2.908238723423641203e-01,8.115818934416806352e-01,-7.236079876626489576e-04,4.621035942956333575e-02
2.742548509701940418e+01,2.453044649039837904e-02,2.907170209886961176e-01,8.116897562075654493e-01,-7.225319983033490559e-04,-5.332987962446213148e-02
2.744548909781956425e+01,2.451600370287978017e-02,2.906102613441166604e-01,8.117974761673716344e-01,-7.214585735587728671e-04,1.375686418289566275e-02
2.746549309861972432e+01,2.450158236511535900e-02,2.905035932435867663e-01,8.119050535806320301e-01,-7.203877053618811671e-04,-4.941331365795370752e-03
2.748549709941988439e+01,2.448718242594889391e-02,2.903970165225257527e-01,8.120124887062389885e-01,-7.193193856537861974e-04,1.486797488914994719e-02
2.750550110022004446e+01,2.447280383433272921e-02,2.902905310168112929e-01,8.121197818024437076e-01,-7.182536063837707471e-04,1.663617395492170137e-02
2.752550510102020453e+01,2.445844653932776822e-02,2.901841365627794156e-01,8.122269331268570092e-01,-7.171903595093245820e-04,3.395713412616353701e-04
2.754550910182036461e+01,2.444411049010348710e-02,2.900778329972244496e-01,8.123339429364488939e-01,-7.161296369961947517e-04,-2.103560057744009726e-02
2.756551310262052468e+01,2.442979563593791412e-02,2.899716201573990237e-01,8.124408114875485420e-01,-7.150714308184202839e-04,-2.865610930087830743e-02
2.758551710342068475e+01,2.441550192621765383e-02,2.898654978810142335e-01,8.125475390358447569e-01,-7.140157329583408582e-04,-3.819758950482163296e-02
2.760552110422084482e+01,2.440122931043786289e-02,2.897594660062393634e-01,8.126541258363851883e-01,-7.129625354066748688e-04,2.373394946929165139e-02
2.762552510502100489e+01,2.438697773820227080e-02,2.896535243717021646e-01,8.127605721435771091e-01,-7.119118301625333017e-04,-4.905959145302434682e-03
2.764552910582116496e+01,2.437274715922316259e-02,2.895476728164885771e-01,8.128668782111868607e-01,-7.108636092334683076e-04,-1.151636295640458621e-02
2.766553310662132503e+01,2.435853752332139618e-02,2.894419111801429523e-01,8.129730442923400746e-01,-7.098178646355104982e-04,-6.264206081163382032e-03
2.768553710742148510e+01,2.434434878042638847e-02,2.893362393026679968e-01,8.130790706395218947e-01,-7.087745883931871604e-04,-2.749812895632463075e-02
2.770554110822164517e+01,2.433018088057611883e-02,2.892306570245247177e-01,8.131849575045764222e-01,-7.077337725396029219e-04,5.384557817881593066e-03
2.772554510902180525e+01,2.431603377391713602e-02,2.891251641866324773e-01,8.132907051387073816e-01,-7.066954091164492913e-04,2.566733451175946118e-02
2.774554910982196532e+01,2.430190741070454782e-02,2.890197606303689937e-01,8.133963137924774545e-01,-7.056594901740393527e-04,2.206355312524521661e-02
2.776555311062212539e+01,2.428780174130202446e-02,2.889144461975701739e-01,8.135017837158087239e-01,-7.046260077713745532e-04,-3.202060743232577195e-02
2.778555711142228546e+01,2.427371671655385865e-02,2.888092207300248515e-01,8.136071151587732642e-01,-7.035949541563573176e-04,2.656664272202267918e-02
2.780556111222244553e+01,2.425965228859950501e-02,2.887040840697407962e-01,8.137123083714171701e-01,-7.025663221029137401e-04,-1.598730421662962475e-02
2.782556511302260560e+01,2.424560840987163846e-02,2.885990360596497606e-01,8.138173636025404223e-01,-7.015401044535643504e-04,-3.896058540930886355e-02
2.784556911382276567e+01,2.423158503289430180e-02,2.884940765430911158e-01,8.139222811003624658e-01,-7.005162940549296974e-04,-2.528996100226722082e-02
2.786557311462292574e+01,2.421758211028307572e-02,2.883892053638109076e-01,8.140270611125243194e-01,-6.994948837578708611e-04,-2.002977710865894850e-02
2.788557711542308581e+01,2.420359959474507883e-02,2.882844223659620786e-01,8.141317038860880206e-01,-6.984758664175033313e-04,-8.374326732182832455e-04
2.790558111622324589e+01,2.418963743907896063e-02,2.881797273941043569e-01,8.142362096675366256e-01,-6.974592348932317012e-04,-2.133696869461816636e-02
2.792558511702340596e+01,2.417569559617491898e-02,2.880751202932042010e-01,8.143405787027744314e-01,-6.964449820488259960e-04,-3.090135419764739738e-02
2.794558911782356603e+01,2.416177401901468264e-02,2.879706009086349661e-01,8.144448112371268644e-01,-6.954331007523774366e-04,-5.985313803378420998e-03
2.796559311862372610e+01,2.414787266067151481e-02,2.878661690861768485e-01,8.145489075153404812e-01,-6.944235838763843094e-04,3.778365527199506468e-02
2.798559711942388617e+01,2.413399147431022698e-02,2.877618246720166639e-01,8.146528677815829678e-01,-6.934164242977857925e-04,-1.474043407206980516e-02
2.800560112022404624e+01,2.412013041318715814e-02,2.876575675127482912e-01,8.147566922794432509e-01,-6.924116148979610891e-04,8.592658694096946131e-03
2.802560512102420631e+01,2.410628943065018862e-02,2.875533974553721173e-01,8.148603812519311651e-01,-6.914091485628126935e-04,9.075274760265053097e-04
2.804560912182436638e+01,2.409246848013874009e-02,2.874493143472955370e-01,8.149639349414780076e-01,-6.904090181827438402e-04,5.247094526570873774e-02
2.806561312262452645e+01,2.407866751518376175e-02,2.873453180363327863e-01,8.150673535899358724e-01,-6.894112166527348318e-04,-3.865457440984230997e-02
2.808561712342468653e+01,2.406488648940775105e-02,2.872414083707046650e-01,8.151706374385782050e-01,-6.884157368723612530e-04,2.121921720742721978e-02
2.810562112422484660e+01,2.405112535652473987e-02,2.871375851990390360e-01,8.152737867280994699e-01,-6.874225717458382068e-04,-2.631512248774810908e-02
2.812562512502500667e+01,2.403738407034029106e-02,2.870338483703704369e-01,8.153768016986153722e-01,-6.864317141820367937e-04,-1.253473679458474641e-02
2.814562912582516674e+01,2.402366258475151575e-02,2.869301977341401910e-01,8.154796825896628576e-01,-6.854431570945326846e-04,-2.619076224962774667e-03
2.816563312662532681e+01,2.400996085374705602e-02,2.868266331401964631e-01,8.155824296401996687e-01,-6.844568934016572945e-04,6.303726714255915298e-02
2.818563712742548688e+01,2.399627883140709184e-02,2.867231544387942588e-01,8.156850430886050107e-01,-6.834729160264873746e-04,-1.594357912169300576e-02
2.820564112822564695e+01,2.398261647190334106e-02,2.866197614805953142e-01,8.157875231726789966e-01,-6.824912178969326157e-04,-3.846017348286367293e-02
2.822564512902580702e+01,2.396897372949906291e-02,2.865164541166682621e-01,8.158898701296430911e-01,-6.815117919457330461e-04,2.526576021487879006e-02
2.824564912982596709e+01,2.395535055854905102e-02,2.864132321984884100e-01,8.159920841961397775e-01,-6.805346311105249513e-04,-1.746525679771258888e-02
2.826565313062612717e+01,2.394174691349963344e-02,2.863100955779379619e-01,8.160941656082326690e-01,-6.795597283338547512e-04,-5.538566802147696332e-03
2.828565713142628724e+01,2.392816274888867958e-02,2.862070441073059079e-01,8.161961146014066193e-01,-6.785870765632215015e-04,-1.159423535448352027e-03
2.830566113222644731e+01,2.391459801934560023e-02,2.861040776392880236e-01,8.162979314105673900e-01,-6.776166687511419456e-04,1.262159042866706823e-03
2.832566513302660738e+01,2.390105267959133362e-02,2.860011960269869258e-01,8.163996162700420944e-01,-6.766484978551175547e-04,-4.079421064992950000e-03
2.834566913382676745e+01,2.388752668443836977e-02,2.858983991239119615e-01,8.165011694135790865e-01,-6.756825568377602953e-04,4.679446162643314915e-03
2.836567313462692752e+01,2.387401998879071924e-02,2.857956867839794302e-01,8.166025910743474059e-01,-6.747188386667640064e-04,7.072473206048107523e-03
2.838567713542708759e+01,2.386053254764394435e-02,2.856930588615121946e-01,8.167038814849377770e-01,-6.737573363149841968e-04,1.640469902804380514e-02
2.840568113622724766e+01,2.384706431608513838e-02,2.855905152112401257e-01,8.168050408773616100e-01,-6.727980427604423816e-04,-9.217460760753682508e-03
2.842568513702740773e+01,2.383361524929293249e-02,2.854880556882998799e-01,8.169060694830518887e-01,-6.718409509863746548e-04,-1.564644381808444687e-02
2.844568913782756781e+01,2.382018530253749919e-02,2.853856801482348438e-01,8.170069675328622827e-01,-6.708860539812924045e-04,-2.194189162732237269e-02
2.846569313862772788e+01,2.380677443119467995e-02,2.852833884469631598e-01,8.171077352571157748e-01,-6.699333447463999905e-04,1.118424465863757794e-02
2.848569713942788795e+01,2.379338259145567791e-02,2.851811804401190864e-01,8.172083728866752494e-01,-6.689828166278975058e-04,-1.594945720550201493e-03
2.850570114022804802e+01,2.378000974051126815e-02,2.850790559839653793e-01,8.173088806516962679e-01,-6.680344633587980210e-04,1.039605696519785988e-02
2.852570514102820809e+01,2.376665583566927101e-02,2.849770149353675897e-01,8.174092587814806299e-01,-6.670882786808194492e-04,1.009683655763660669e-02
2.854570914182836816e+01,2.375332083431449040e-02,2.848750571515529795e-01,8.175095075048065540e-01,-6.661442563371793718e-04,3.305139441075492096e-02
2.856571314262852823e+01,2.374000469390867910e-02,2.847731824901105768e-01,8.176096270499285668e-01,-6.652023900725837630e-04,3.484899521268135930e-03
2.858571714342868830e+01,2.372670737199057342e-02,2.846713908089913980e-01,8.177096176445777242e-01,-6.642626736332903070e-04,1.438316366016796632e-02
2.860572114422884837e+01,2.371342882617585857e-02,2.845696819665082256e-01,8.178094795159612795e-01,-6.633251007671222763e-04,-2.471512162666339441e-02
2.862572514502900844e+01,2.370016901415719981e-02,2.844680558213356636e-01,8.179092128907627934e-01,-6.623896652235153684e-04,-2.226842318902258130e-02
2.864572914582916852e+01,2.368692789370421131e-02,2.843665122325101935e-01,8.180088179951423566e-01,-6.614563607535185741e-04,-6.896211276840733678e-03
2.866573314662932859e+01,2.367370542266349423e-02,2.842650510594301183e-01,8.181082950547363675e-01,-6.605251811098635656e-04,-2.499487869739880352e-02
2.868573714742948866e+01,2.366050155895859861e-02,2.841636721618555628e-01,8.182076442946575323e-01,-6.595961200469933200e-04,1.313226823577595855e-02
2.870574114822964873e+01,2.364731626059004416e-02,2.840623753999084733e-01,8.183068659394949762e-01,-6.586691713210621191e-04,-2.731972493680747543e-02
2.872574514902980880e+01,2.363414948563532375e-02,2.839611606340727290e-01,8.184059602133141320e-01,-6.577443286899988667e-04,7.099160460242693541e-04
2.874574914982996887e+01,2.362100119224888606e-02,2.838600277251939197e-01,8.185049273396568514e-01,-6.568215859135435181e-04,-4.981873401590555805e-02
2.876575315063012894e+01,2.360787133866215290e-02,2.837589765344795678e-01,8.186037675415412940e-01,-6.559009367532470797e-04,-2.275149540486015587e-02
2.878575715143028901e+01,2.359475988318350884e-02,2.836580069234989621e-01,8.187024810414619269e-01,-6.549823749725557434e-04,-7.435689100351497612e-03
2.880576115223044908e+01,2.358166678419830464e-02,2.835571187541833238e-01,8.188010680613897474e-01,-6.540658943367857331e-04,-5.834859631641280478e-03
2.882576515303060916e+01,2.356859200016885383e-02,2.834563118888255850e-01,8.188995288227719493e-01,-6.531514886132126427e-04,-3.648606635593872050e-02
2.884576915383076923e+01,2.355553548963444307e-02,2.833555861900806105e-01,8.189978635465322565e-01,-6.522391515710653648e-04,1.521142430278221106e-03
2.886577315463092575e+01,2.354249721121131830e-02,2.832549415209650312e-01,8.190960724530704784e-01,-6.513288769815868059e-04,1.884595169708408804e-02
2.888577715543108582e+01,2.352947712359269167e-02,2.831543777448574106e-01,8.191941557622629544e-01,-6.504206586180547034e-04,1.231438744613400083e-02
2.890578115623124589e+01,2.351647518554874500e-02,2.830538947254980786e-01,8.192921136934625537e-01,-6.495144902558067784e-04,-1.382117577901397464e-02
2.892578515703140596e+01,2.350349135592662286e-02,2.829534923269891866e-01,8.193899464654982312e-01,-6.486103656723075234e-04,-1.239454712904308233e-02
2.894578915783156603e+01,2.349052559365043605e-02,2.828531704137948188e-01,8.194876542966753608e-01,-6.477082786471490689e-04,-2.437371391263599280e-02
2.896579315863172610e+01,2.347757785772126154e-02,2.827529288507407701e-01,8.195852374047758460e-01,-6.468082229621014909e-04,1.194895166927706712e-02
2.898579715943188617e+01,2.346464810721714256e-02,2.826527675030147679e-01,8.196826960070575652e-01,-6.459101924011639850e-04,2.818726656263793179e-02
2.900580116023204624e+01,2.345173630129308850e-02,2.825526862361663616e-01,8.197800303202553707e-01,-6.450141807505605299e-04,-1.116412369076107483e-02
2.902580516103220631e+01,2.343884239918107154e-02,2.824526849161068665e-01,8.198772405605797564e-01,-6.441201817988179493e-04,-3.460048152075442113e-02
2.904580916183236639e+01,2.342596636019003697e-02,2.823527634091095861e-01,8.199743269437181903e-01,-6.432281893367693820e-04,3.356856662761199296e-03
2.906581316263252646e+01,2.341310814370588245e-02,2.822529215818094239e-01,8.200712896848342259e-01,-6.423381971576106603e-04,1.351305028497302475e-02
2.908581716343268653e+01,2.340026770919148569e-02,2.821531593012033823e-01,8.201681289985676138e-01,-6.414501990569280651e-04,-5.508392719355878486e-02
2.910582116423284660e+01,2.338744501618668370e-02,2.820534764346501189e-01,8.202648450990348561e-01,-6.405641888327347558e-04,2.126556603810841103e-03
2.912582516503300667e+01,2.337464002430827970e-02,2.819538728498701685e-01,8.203614381998284300e-01,-6.396801602855115357e-04,4.264805943333130345e-02
2.914582916583316674e+01,2.336185269325003963e-02,2.818543484149459988e-01,8.204579085140174532e-01,-6.387981072182285364e-04,1.577415408137554376e-02
2.916583316663332681e+01,2.334908298278921129e-02,2.817549029983076325e-01,8.205542562541685569e-01,-6.379180234397964500e-04,1.037125799500932151e-02
2.918583716743348688e+01,2.333633085340863084e-02,2.816555364681420093e-01,8.206504816332939045e-01,-6.370399030580188235e-04,7.405385643443303419e-03
2.920584116823364695e+01,2.332359626660444885e-02,2.815562486930824337e-01,8.207465848639180495e-01,-6.361637405848524773e-04,2.060181268530834886e-02
2.922584516903380703e+01,2.331087918398646805e-02,2.814570395423475757e-01,8.208425661577254395e-01,-6.352895305420710320e-04,-1.945863460668099260e-02
2.924584916983396710e+01,2.329817956722897085e-02,2.813579088854783472e-01,8.209384257259261242e-01,-6.344172674507550860e-04,-1.754117331619061554e-02
2.926585317063412717e+01,2.328549737807072972e-02,2.812588565923384021e-01,8.210341637792561986e-01,-6.335469458312505825e-04,7.517839232051477111e-03
2.928585717143428724e+01,2.327283257831497601e-02,2.811598825331136919e-01,8.211297805279772488e-01,-6.326785602032598821e-04,-1.433926545001065062e-02
2.930586117223444731e+01,2.326018512982943112e-02,2.810609865783129102e-01,8.212252761818767954e-01,-6.318121050858322221e-04,4.542236299210052411e-03
2.932586517303460738e+01,2.324755499454629268e-02,2.809621685987671591e-01,8.213206509502678498e-01,-6.309475749974270339e-04,-3.888219724760527685e-02
2.934586917383476745e+01,2.323494213446223450e-02,2.808634284656300051e-01,8.214159050419895802e-01,-6.300849644559321575e-04,1.452900830983673217e-02
2.936587317463492752e+01,2.322234651163840660e-02,2.807647660503776454e-01,8.215110386654065344e-01,-6.292242679786681780e-04,1.631020397601802563e-02
2.938587717543508759e+01,2.320976808820044215e-02,2.806661812248087418e-01,8.216060520284090840e-01,-6.283654800824829689e-04,2.451925618626819023e-04
2.940588117623524766e+01,2.319720682633844358e-02,2.805676738610444199e-01,8.217009453384136464e-01,-6.275085952837091904e-04,2.660950227678185367e-03
2.942588517703540774e+01,2.318466268830699645e-02,2.804692438315284919e-01,8.217957188023619075e-01,-6.266536080982458221e-04,3.178636810596661977e-02
2.944588917783556781e+01,2.317213563642516946e-02,2.803708910090271234e-01,8.218903726267215992e-01,-6.258005130415885200e-04,-2.228769307068167657e-02
2.946589317863572788e+01,2.315962563307649713e-02,2.802726152666291104e-01,8.219849070174862771e-01,-6.249493046288114029e-04,-1.888808243033324868e-02
2.948589717943588795e+01,2.314713264070900056e-02,2.801744164777456025e-01,8.220793221801749873e-01,-6.240999773746884818e-04,-2.250022585568374478e-02
2.950590118023604802e+01,2.313465662183517360e-02,2.800762945161104911e-01,8.221736183198328218e-01,-6.232525257936216700e-04,-9.117855950904547174e-03
2.952590518103620809e+01,2.312219753903199324e-02,2.799782492557800206e-01,8.222677956410302524e-01,-6.224069443997717541e-04,-2.084540536456719328e-02
2.954590918183636816e+01,2.310975535494090918e-02,2.798802805711330111e-01,8.223618543478637966e-01,-6.215632277070072195e-04,1.194063160717823147e-04
2.956591318263652823e+01,2.309733003226785431e-02,2.797823883368708575e-01,8.224557946439556844e-01,-6.207213702289909873e-04,-1.363545749021070723e-02
2.958591718343668830e+01,2.308492153378323072e-02,2.796845724280173084e-01,8.225496167324537478e-01,-6.198813664792020978e-04,-2.960286375958667837e-02
2.960592118423684838e+01,2.307252982232192370e-02,2.795868327199188541e-01,8.226433208160317534e-01,-6.190432109709435166e-04,-3.162259793446565992e-02
2.962592518503700845e+01,2.306015486078330165e-02,2.794891690882443380e-01,8.227369070968890696e-01,-6.182068982174011157e-04,2.361493523941127215e-02
2.964592918583716852e+01,2.304779661213119876e-02,2.793915814089851790e-01,8.228303757767508886e-01,-6.173724227316801025e-04,-1.994948781802564387e-03
2.966593318663732859e+01,2.303545503939393932e-02,2.792940695584553157e-01,8.229237270568682261e-01,-6.165397790268162953e-04,-5.163296265718100679e-03
2.968593718743748866e+01,2.302313010566431339e-02,2.791966334132912064e-01,8.230169611380175887e-01,-6.157089616158212264e-04,-8.431725355558374133e-05
2.970594118823764873e+01,2.301082177409959767e-02,2.790992728504518294e-01,8.231100782205014177e-01,-6.148799650117185711e-04,-2.262122281894659616e-03
2.972594518903780880e+01,2.299853000792154503e-02,2.790019877472186272e-01,8.232030785041479781e-01,-6.140527837275710360e-04,1.450820592791972688e-02
2.974594918983796887e+01,2.298625477041638457e-02,2.789047779811956729e-01,8.232959621883112478e-01,-6.132274122765133187e-04,1.063195315162817831e-02
2.976595319063812894e+01,2.297399602493482157e-02,2.788076434303093931e-01,8.233887294718706951e-01,-6.124038451718067516e-04,-1.240655877224922099e-02
2.978595719143828902e+01,2.296175373489204100e-02,2.787105839728090118e-01,8.234813805532318343e-01,-6.115820769268228221e-04,-1.708212322119243703e-02
2.980596119223844909e+01,2.294952786376770748e-02,2.786135994872659394e-01,8.235739156303258923e-01,-6.107621020551377150e-04,-2.234517787327704869e-02
2.982596519303860916e+01,2.293731837510595839e-02,2.785166898525743284e-01,8.236663349006098089e-01,-6.099439150705271082e-04,-2.563256983930218766e-02
2.984596919383876923e+01,2.292512523251541770e-02,2.784198549479507401e-01,8.237586385610661255e-01,-6.091275104870234186e-04,2.743378529091985291e-02
2.986597319463892930e+01,2.291294839966917518e-02,2.783230946529343663e-01,8.238508268082034292e-01,-6.083128828189079962e-04,-1.893909757610726108e-02
2.988597719543908937e+01,2.290078784048371618e-02,2.782264088471706476e-01,8.239428998383927505e-01,-6.075000266671957624e-04,-4.098841589750013004e-02
2.990598119623924944e+01,2.288864352001462182e-02,2.781297974101163972e-01,8.240348578484155695e-01,-6.066889371207796061e-04,-1.747637817427138973e-02
2.992598519703940951e+01,2.287651540368623726e-02,2.780332602219457439e-01,8.241267010340456167e-01,-6.058796093857104353e-04,-1.637311349561951929e-02
2.994598919783956958e+01,2.286440345696981458e-02,2.779367971631504508e-01,8.242184295905826685e-01,-6.050720386613752180e-04,5.991960244534621019e-03
2.996599319863972966e+01,2.285230764539037882e-02,2.778404081145104954e-01,8.243100437128966229e-01,-6.042662201446733286e-04,-1.832391793585226233e-02
2.998599719943988973e+01,2.284022793452671410e-02,2.777440929570939021e-01,8.244015435954272775e-01,-6.034621490300573141e-04,1.009159919170335776e-02
3.000600120024004980e+01,2.282816429001137751e-02,2.776478515722566875e-01,8.244929294321844404e-01,-6.026598205095597821e-04,7.167879671521535691e-03
3.002600520104020987e+01,2.281611667753069214e-02,2.775516838416430265e-01,8.245842014167478196e-01,-6.018592297728202895e-04,2.473473113092630044e-02
3.004600920184036994e+01,2.280408506282475059e-02,2.774555896471850858e-01,8.246753597422672444e-01,-6.010603720071226383e-04,4.273880120946337013e-02
3.006601320264053001e+01,2.279206941168740452e-02,2.773595688711032459e-01,8.247664046014626660e-01,-6.002632423974035500e-04,5.637781926022114587e-02
3.008601720344069008e+01,2.278006968996628551e-02,2.772636213959057683e-01,8.248573361866237130e-01,-5.994678361263073088e-04,2.641722502152899985e-02
3.010602120424085015e+01,2.276808586356278072e-02,2.771677471043890728e-01,8.249481546896102468e-01,-5.986741483742117828e-04,-2.379268057390675206e-02
3.012602520504101022e+01,2.275611789843204683e-02,2.770719458796376267e-01,8.250388603018521394e-01,-5.978821743192301585e-04,-8.681870034349874893e-03
3.014602920584117030e+01,2.274416576058300998e-02,2.769762176050240554e-01,8.251294532143491622e-01,-5.970919091372820647e-04,4.355830951088803839e-03
3.016603320664133037e+01,2.273222941607836584e-02,2.768805621642089210e-01,8.252199336176712086e-01,-5.963033480020944396e-04,4.076624673192417309e-02
3.018603720744149044e+01,2.272030883103456911e-02,2.767849794411408881e-01,8.253103017019579601e-01,-5.955164860852414296e-04,1.293689016585829882e-02
3.020604120824165051e+01,2.270840397162185095e-02,2.766894693200567801e-01,8.254005576569192204e-01,-5.947313185561704102e-04,2.347271677349958841e-02
3.022604520904181058e+01,2.269651480406420160e-02,2.765940316854814673e-01,8.254907016718350254e-01,-5.939478405822366802e-04,-4.072985472818261427e-03
3.024604920984197065e+01,2.268464129463938425e-02,2.764986664222277013e-01,8.255807339355548669e-01,-5.931660473287442281e-04,1.121252387888459039e-02
3.026605321064213072e+01,2.267278340967892464e-02,2.764033734153965582e-01,8.256706546364988020e-01,-5.923859339589413950e-04,1.377145918544567249e-02
3.028605721144229079e+01,2.266094111556811799e-02,2.763081525503770508e-01,8.257604639626566767e-01,-5.916074956340867941e-04,-9.717777404895907092e-03
3.030606121224245086e+01,2.264911437874602557e-02,2.762130037128462945e-01,8.258501621015881256e-01,-5.908307275134770664e-04,1.495572854557348022e-02
3.032606521304261094e+01,2.263730316570547810e-02,2.761179267887694522e-01,8.259397492404230157e-01,-5.900556247544451460e-04,2.082615624977081359e-02
3.034606921384277101e+01,2.262550744299307234e-02,2.760229216643997341e-01,8.260292255658612248e-01,-5.892821825124409246e-04,-3.756596877628758796e-03
3.036607321464293108e+01,2.261372717720916761e-02,2.759279882262785089e-01,8.261185912641726414e-01,-5.885103959410026286e-04,1.977442028643546998e-02
3.038607721544309115e+01,2.260196233500789617e-02,2.758331263612350814e-01,8.262078465211969425e-01,-5.877402601918565658e-04,3.237135394621038637e-02
3.040608121624325122e+01,2.259021288309715630e-02,2.757383359563869707e-01,8.262969915223439266e-01,-5.869717704148772267e-04,7.390269991213707559e-04
3.042608521704341129e+01,2.257847878823860885e-02,2.756436168991396873e-01,8.263860264525936250e-01,-5.862049217581653468e-04,-5.797613662237242329e-04
3.044608921784357136e+01,2.256676001724769107e-02,2.755489690771867894e-01,8.264749514964957466e-01,-5.854397093680756628e-04,-6.777785609896867965e-03
3.046609321864373143e+01,2.255505653699359583e-02,2.754543923785099380e-01,8.265637668381700109e-01,-5.846761283892281877e-04,-1.297086526890867467e-02
3.048609721944389150e+01,2.254336831439929245e-02,2.753598866913788412e-01,8.266524726613064811e-01,-5.839141739645524465e-04,2.539108758948865983e-03
3.050610122024405158e+01,2.253169531644150930e-02,2.752654519043513659e-01,8.267410691491647867e-01,-5.831538412353056908e-04,-8.819690877778636057e-03
3.052610522104421165e+01,2.252003751015075120e-02,2.751710879062732595e-01,8.268295564845747903e-01,-5.823951253411431550e-04,-6.822008293347608422e-03
3.054610922184437172e+01,2.250839486261127856e-02,2.750767945862785946e-01,8.269179348499363646e-01,-5.816380214200833620e-04,-1.605146350462656468e-02
3.056611322264453179e+01,2.249676734096113170e-02,2.749825718337892133e-01,8.270062044272193935e-01,-5.808825246086070024e-04,-3.130184452376141846e-02
3.058611722344469186e+01,2.248515491239210656e-02,2.748884195385153384e-01,8.270943653979636601e-01,-5.801286300416465258e-04,-1.932501046456775590e-02
3.060612122424485193e+01,2.247355754443722611e-02,2.747943375901594765e-01,8.271824179437423652e-01,-5.793763329898157788e-04,6.000572266151799408e-03
3.062612522504501200e+01,2.246197520573678733e-02,2.747003258783495272e-01,8.272703622463382089e-01,-5.786256291968180573e-04,-2.424139310773322856e-02
3.064612922584517207e+01,2.245040786513540637e-02,2.746063842933382793e-01,8.273581984866207328e-01,-5.778765144577278912e-04,-1.353735438587008386e-02
3.066613322664533214e+01,2.243885549151981157e-02,2.745125127256427544e-01,8.274459268450595761e-01,-5.771289845623965575e-04,3.226607355443915359e-02
3.068613722744549221e+01,2.242731805382131016e-02,2.744187110660376572e-01,8.275335475017340237e-01,-5.763830352967826143e-04,2.195393225424704248e-02
3.070614122824565229e+01,2.241579552101579179e-02,2.743249792055556524e-01,8.276210606363331168e-01,-5.756386624429718490e-04,-1.444395970973556473e-02
3.072614522904581236e+01,2.240428786212371806e-02,2.742313170354872542e-01,8.277084664281557647e-01,-5.748958617792319231e-04,1.149269267372691507e-02
3.074614922984596888e+01,2.239279504621012606e-02,2.741377244473806596e-01,8.277957650561102998e-01,-5.741546290800167082e-04,-1.357987351922296942e-02
3.076615323064612895e+01,2.238131704238463873e-02,2.740442013330419702e-01,8.278829566987150335e-01,-5.734149601160113893e-04,3.197836837183386932e-02
3.078615723144628902e+01,2.236985381980145446e-02,2.739507475845351370e-01,8.279700415340978115e-01,-5.726768506541385362e-04,-1.228655075740527243e-02
3.080616123224644909e+01,2.235840534765934362e-02,2.738573630941818493e-01,8.280570197399962362e-01,-5.719402964576110124e-04,1.062393710760118747e-03
3.082616523304660916e+01,2.234697159520165899e-02,2.737640477545617013e-01,8.281438914937577778e-01,-5.712052932859345775e-04,2.712496703170884718e-02
3.084616923384676923e+01,2.233555253171633573e-02,2.736708014585120807e-01,8.282306569723394407e-01,-5.704718368949616633e-04,-1.712800702662098384e-02
3.086617323464692930e+01,2.232414812653588099e-02,2.735776240991281694e-01,8.283173163523078752e-01,-5.697399230368939763e-04,2.552094422973615398e-02
3.088617723544708937e+01,2.231275834903738084e-02,2.734845155697629981e-01,8.284038698098398212e-01,-5.690095474603215284e-04,-1.691803633888907393e-02
3.090618123624724944e+01,2.230138316864249681e-02,2.733914757640274473e-01,8.284903175207212200e-01,-5.682807059102564645e-04,4.195634191497009391e-03
3.092618523704740952e+01,2.229002255481747630e-02,2.732985045757901355e-01,8.285766596603482137e-01,-5.675533941281573486e-04,-6.479847251040156061e-03
3.094618923784756959e+01,2.227867647707313867e-02,2.732056018991775859e-01,8.286628964037262568e-01,-5.668276078519465105e-04,-2.336928339923055251e-03
3.096619323864772966e+01,2.226734490496487875e-02,2.731127676285741157e-01,8.287490279254707826e-01,-5.661033428160508127e-04,2.635702657761228047e-03
3.098619723944788973e+01,2.225602780809267725e-02,2.730200016586218359e-01,8.288350543998068698e-01,-5.653805947514250682e-04,-2.052268435921499306e-03
3.100620124024804980e+01,2.224472515610108683e-02,2.729273038842207066e-01,8.289209760005692429e-01,-5.646593593855893378e-04,-2.091132754185764595e-02
3.102620524104820987e+01,2.223343691867923563e-02,2.728346742005285930e-01,8.290067929012023829e-01,-5.639396324426263277e-04,1.676765683572810015e-02
3.104620924184836994e+01,2.222216306556083765e-02,2.727421125029609872e-01,8.290925052747606383e-01,-5.632214096432585845e-04,1.384756516933223144e-02
3.106621324264853001e+01,2.221090356652418232e-02,2.726496186871913419e-01,8.291781132939077814e-01,-5.625046867048302812e-04,2.523422579795797996e-02
3.108621724344869008e+01,2.219965839139213110e-02,2.725571926491509034e-01,8.292636171309174520e-01,-5.617894593413722687e-04,2.713717367724439306e-02
3.110622124424885016e+01,2.218842751003212779e-02,2.724648342850288230e-01,8.293490169576730464e-01,-5.610757232635951372e-04,-2.744043224876768078e-02
