x,H,lam,y
3.508300768809707315e-01,1.397009024398894326e+02,9.956379824511009113e-01,4.002249669578684423e-03
1.905397530094746328e+00,1.490195581177013651e+02,1.324119110447400161e+00,1.467118163528938757e-01
3.120129535879113014e+00,1.346407440402531961e+02,8.246751817153000763e-01,2.734626366407548748e-01
2.572381912848685559e+00,1.115353956326400748e+02,1.385623734551203023e+00,3.834031658864389125e-01
1.499341590487291320e+00,9.569518716863599650e+01,1.281862539172253790e+00,1.410292220826829535e-01
2.953791475393324983e+00,9.557474104663857872e+01,1.355402431235796623e+00,5.850798418800663425e-01
2.092704142506531362e+00,8.167244765635761894e+01,1.110641944660806235e+00,2.817968653527889722e-01
3.998155003350999603e+00,1.154565895898638530e+02,1.045105464282973351e+00,6.751516351446279485e-01
3.171317114045688168e+00,8.905641988394378927e+01,1.049475590900371902e+00,5.609784933773572790e-01
3.373336332705508589e+00,1.333636376860030737e+02,1.335084206018550379e+00,5.256666135260271711e-01
1.260330952713479169e+00,1.435042227264939072e+02,1.473076641678801701e+00,7.431847864064711207e-02
8.634913625406116511e-01,1.495382594327273011e+02,1.183006045844567256e+00,2.677726535727430537e-02
1.037424463695900023e+00,1.253025354933208320e+02,9.248727717518436808e-01,3.653779197068957735e-02
1.899380368081184489e+00,8.985933305889093958e+01,1.232148521678904318e+00,2.328395373267475033e-01
2.194951742597331279e+00,1.337904978318038047e+02,8.941325854972120846e-01,1.475748303392244998e-01
1.020054586609267622e+00,1.369777656939375277e+02,1.219847515274886440e+00,4.236035984299570123e-02
3.185795652657751997e+00,1.000386276141599637e+02,8.465512772859418167e-01,4.022386378435249266e-01
3.513195271343749759e+00,1.030602676916622329e+02,1.207116206287404347e+00,6.807054476077385452e-01
1.469218447312891085e+00,1.303406488161596997e+02,1.379740619513764699e+00,1.049419895294172039e-01
2.179837527998273128e+00,1.333461123696642119e+02,1.114705487916777260e+00,1.822437203203779443e-01
2.499186029297207678e+00,9.293068383838863156e+01,1.220760139901884589e+00,3.866482508894047987e-01
2.972799243545157566e+00,8.750215922224730036e+01,1.152233987357461631e+00,5.517955886090917250e-01
8.456480815218186953e-01,1.283958515328191083e+02,1.187808913056163762e+00,3.037882897024297285e-02
1.339222927191678902e+00,1.006488480097401066e+02,1.364517525812681820e+00,1.135198014651619264e-01
3.003612184676090369e+00,1.366942959674391602e+02,1.080441712721309955e+00,3.271041206988718475e-01
2.402311562882718743e+00,8.300901173201012284e+01,9.834424606710049366e-01,3.232971838378426721e-01
3.629799435724109458e+00,9.931207472247371015e+01,9.691606304199893440e-01,6.047200269542388762e-01
1.957075939358350558e+00,1.306370135730892059e+02,1.243347025757315372e+00,1.675087915437152020e-01
1.804467526625237683e+00,8.315884958167222862e+01,1.377531609489522246e+00,2.551663898716557966e-01
1.434076704863598284e+00,9.138468124951180016e+01,1.178724796650018503e+00,1.244644396984516954e-01
1.156078518822558410e+00,1.100178050894249679e+02,1.267562903516213701e+00,7.146075696241077635e-02
2.707835438624573765e+00,9.127615156696965926e+01,9.863287863537832934e-01,3.731397289339463685e-01
1.279338206743973583e+00,1.132489773570849252e+02,1.282013325146111216e+00,8.585472929192401736e-02
3.490419426379275158e+00,1.183624831552467498e+02,9.236703941922623784e-01,4.410092949557373188e-01
1.301399063912800802e+00,8.285249014618990770e+01,8.883087559708813252e-01,8.549489575525055784e-02
2.791430635533046711e+00,9.449139119789795416e+01,8.039885631527033949e-01,3.110607658142638954e-01
2.402281325036408344e+00,1.065732774415300241e+02,8.245314217564531090e-01,2.078225793229295237e-01
2.625297552151960812e+00,9.008102325486423467e+01,1.117245751461850345e+00,4.033958576407320473e-01
3.613042069837800963e+00,8.633172292982122542e+01,1.305199272063169769e+00,9.466746558984656668e-01
9.289572704368272982e-01,1.197501755107204673e+02,1.064450317607891661e+00,3.538843135896956732e-02
8.543175197392097742e-01,1.255528299551688747e+02,1.125118855587981415e+00,3.007872072215174789e-02
7.510382189406331621e-01,8.580571952242682698e+01,1.218251974209487942e+00,3.762583734317870993e-02
5.828243773974027819e-01,1.308051442316238138e+02,8.148673930591765480e-01,9.701473858181146326e-03
2.276654787333840524e+00,8.566095690469208535e+01,9.555561122286406750e-01,2.726902707434016859e-01
9.132052622234070327e-01,8.595950118138679841e+01,8.091294960216287580e-01,3.686770219445578700e-02
3.286521341345912450e+00,1.251588906030634263e+02,1.330374666685294693e+00,5.324051848054769387e-01
3.836589630234564230e-01,1.495984516843372205e+02,8.137815070932098438e-01,3.633767120737967354e-03
1.686045795418973592e+00,1.275854348908802365e+02,1.389599191000334910e+00,1.424963522660416815e-01
2.050854694137704826e+00,8.774137747710021529e+01,1.254132672020140227e+00,2.836497844397437573e-01
1.101154712504250677e+00,1.119916953717245605e+02,1.261181479024145569e+00,6.329219544984709955e-02
1.616853012213975038e+00,9.758784183407614421e+01,1.365205435791317923e+00,1.712337349522757290e-01
1.124328311455272900e+00,9.954470085010279945e+01,1.169237444551428640e+00,6.928786716874071883e-02
1.342763993438485404e+00,1.286327998998606574e+02,1.498230247322649200e+00,9.653621134870134235e-02
3.729422924695788844e+00,1.142591116700326666e+02,1.407765453961305369e+00,8.048478299734337371e-01
1.843548855346356596e+00,1.284449493290522355e+02,9.547574435372805368e-01,1.161007615237526214e-01
1.727700282664664133e+00,1.181397146129611571e+02,8.043823774508098712e-01,9.388621489118219310e-02
2.561345474006444967e+00,9.433416019218796578e+01,1.178418694200763506e+00,3.857690078698722824e-01
2.757324869969470793e+00,1.262630430858670820e+02,1.463373888640306264e+00,4.077352708120293712e-01
2.743023216232433725e+00,1.408003073354000776e+02,1.421511340172899374e+00,3.481505808027227089e-01
6.136081787288513167e-01,8.724167875306800113e+01,1.024691043563793924e+00,2.075286381888935550e-02
2.453039542428350206e+00,1.340187372282397291e+02,9.137561625467307547e-01,1.881032885488408968e-01
3.022917319622509869e+00,1.357070296757371466e+02,9.375448891587139233e-01,2.894975790950722883e-01
3.243602954730763432e+00,1.278808441845836796e+02,1.106123590834950488e+00,4.200948283368934333e-01
2.477576732175604590e+00,1.247802910542557697e+02,1.415982117034695786e+00,3.220587362301811085e-01
7.831203154678642031e-01,1.159778283240892307e+02,1.129924377173759042e+00,2.761815789625833573e-02
6.098391984180823178e-01,1.228008281519590099e+02,1.450213053644534567e+00,2.022686162583389735e-02
1.495298664491526264e+00,1.041602237453979427e+02,1.162557207396208714e+00,1.162530373053955735e-01
3.731967595024062057e+00,1.488036628136654258e+02,8.257256714338049308e-01,3.519338288798777303e-01
2.048684856683884892e+00,1.328052564454586388e+02,1.214644310250257320e+00,1.761923294609070156e-01
3.613253456446297918e+00,1.158809320404268135e+02,1.412178064132485256e+00,7.455204607922150117e-01
2.000797327124992364e+00,1.347479126527782967e+02,1.369480306793421587e+00,1.866229625146907656e-01
3.093936994272469931e+00,8.390930603229108442e+01,1.421660284748153646e+00,7.772797272275370206e-01
2.094970550051669544e+00,1.490596847978331141e+02,1.423300212738734194e+00,1.907287621617445861e-01
2.922198367299820188e+00,8.998454358072395110e+01,1.104365169542427472e+00,4.953946285826061335e-01
1.473563323668564573e+00,1.261491176041870546e+02,8.517631508145351305e-01,6.742164076771067771e-02
3.592501475455804449e+00,8.973661740995183322e+01,9.629763492787144497e-01,6.557881461458530126e-01
1.283119854325357689e+00,1.029691807948517095e+02,1.469914727917224218e+00,1.095966927263367086e-01
3.228542665018291902e-01,1.191936759364186287e+02,1.037440393147712303e+00,4.185028659915936491e-03
2.968313408632315742e+00,9.067547058287857453e+01,1.326125629978786025e+00,6.114893996207286797e-01
2.803436514004944424e+00,1.193824334366446891e+02,1.448667054257228637e+00,4.433565239690542836e-01
2.730535364725005465e+00,1.016633657246888305e+02,9.122646950295048018e-01,3.127817435480468311e-01
2.843435508559308378e+00,1.479783888485272882e+02,8.611829738315439631e-01,2.141057787420342085e-01
2.469177580768387781e+00,8.528071593585637800e+01,1.158153931378185009e+00,3.919059567303198044e-01
7.265321263905034632e-01,1.414393370433099619e+02,1.287388429203819129e+00,2.190559614264720248e-02
2.776053772806189812e+00,1.055647815479166240e+02,8.574773270371109923e-01,2.918585317453185057e-01
3.244145379886077540e-01,8.286528142074108416e+01,1.203002016206378810e+00,7.184950915936128869e-03
9.765186521323924174e-01,1.390360349096739014e+02,1.389219178630016316e+00,4.351271103564689074e-02
1.857250099222788497e+00,8.713193901794049623e+01,1.189198518032415608e+00,2.218551359637585541e-01
1.699966707512022168e+00,8.159209728385036442e+01,1.130299824365837091e+00,1.890947719744089650e-01
7.401711009337150760e-01,1.207883752920526064e+02,9.155591288055339172e-01,1.914256969104237774e-02
1.879743134947583272e+00,1.313976749560535779e+02,8.649847704907677182e-01,1.067040163328766833e-01
2.607383801406367052e+00,1.387317952204321614e+02,1.323808022702434473e+00,2.973479652750070645e-01
1.696614696670005973e+00,1.008296210965222173e+02,1.019711494010986597e+00,1.358647010010686773e-01
2.921448088160823797e+00,1.101249620388137629e+02,1.258044749372719373e+00,4.553975856080668128e-01
1.154411752899624943e+00,1.230376711736762729e+02,1.034246858336523633e+00,5.159907464168187602e-02
8.321535074024167811e-01,1.055478112566818538e+02,1.139351813529749569e+00,3.474928585200472847e-02
3.070929424607399927e+00,1.457732615138692438e+02,9.123623212032209162e-01,2.690790438380220029e-01
2.774294080119603212e+00,1.203082522138748942e+02,9.515353955579470835e-01,2.815468346698912216e-01
1.888671565190621404e+00,1.017055873925232135e+02,9.141661817158949210e-01,1.495634261683132238e-01
8.060389538255383624e-01,1.269462392841983700e+02,1.096428638040353176e+00,2.578511937122446307e-02
2.755629835517215742e+00,1.304820582053382907e+02,1.062910208464735495e+00,2.845758929905145562e-01
3.074836274726993057e+00,1.484286827567753448e+02,8.474931157398725157e-01,2.456461450140460245e-01
9.065878168689560646e-01,1.068296527738904302e+02,1.292746380864514544e+00,4.621616788172345364e-02
2.850416426641681600e+00,1.399226778181963198e+02,8.371697576577998845e-01,2.221906792179491608e-01
1.615857219612607976e+00,1.213883036205898520e+02,1.060407269577881006e+00,1.052260288111967479e-01
3.685938875091827605e+00,1.152569104957928232e+02,9.533656839426327689e-01,5.228738949205627984e-01
3.080696844151047831e+00,1.210735238235038480e+02,1.368244942391861008e+00,4.983804922710415863e-01
1.312805329863566461e+00,1.451458609787437979e+02,8.448889990166436048e-01,4.565363684381185116e-02
3.770697382659875085e+00,1.330000906766719027e+02,1.060703208219735627e+00,5.225480900414017915e-01
3.933611975871476041e-01,1.446198953520321027e+02,1.152348596286904892e+00,5.610567497963897879e-03
9.838488535700735671e-01,1.263964065560613506e+02,1.181536100453601579e+00,4.160028191161346117e-02
1.195040993244399496e+00,1.440845953437463152e+02,1.005950542261408787e+00,4.540293532520722763e-02
3.008696308468572056e+00,8.746045398520723779e+01,8.994447689743162444e-01,4.396246100028408099e-01
2.246821712855999742e+00,8.581297616003543283e+01,1.321439479094537850e+00,3.680323630595718765e-01
2.018189009208045448e+00,1.126987345417707616e+02,1.112179948295390464e+00,1.865502432018576184e-01
1.123373353457079116e+00,9.695607746215173961e+01,1.342819029283576437e+00,8.170954374234754014e-02
3.098928308330561876e+00,1.035986522311584395e+02,1.024606261971986010e+00,4.446406174887373997e-01
7.332937097908936996e-01,1.080562819047129466e+02,1.139168117454095075e+00,2.631395543244634261e-02
1.215162515497966611e+00,9.440880023525757281e+01,9.302629388907996955e-01,6.806622376148933895e-02
3.283533182427411656e+00,1.398863687865907082e+02,1.183166891487586581e+00,4.182176707575606667e-01
1.968875618524540405e+00,1.171856614093918125e+02,1.123806639092253867e+00,1.720721982201452449e-01
3.544225625418553349e+00,1.078627093498565159e+02,1.022337550345856938e+00,5.569087499786947726e-01
2.526157185659347437e+00,1.145724421472257433e+02,1.315820984047577413e+00,3.408356202563582737e-01
3.221315193746013605e+00,8.047765082104687906e+01,1.392552598976371403e+00,8.644567420867409480e-01
9.933921098377479497e-01,9.471004740621258122e+01,1.262909075682286941e+00,6.156222008242522026e-02
1.470020910402927150e+00,1.459655224145273849e+02,1.075865854533848864e+00,7.247807855596927196e-02
1.693812391662525840e+00,9.615735145189222521e+01,1.184477849932844551e+00,1.655093756796306992e-01
2.128537061763528637e+00,8.216820833724418094e+01,1.456190220318066109e+00,3.814753681869920143e-01
2.048127990566862788e+00,1.266796977468882517e+02,1.015141497809148419e+00,1.547146745545034119e-01
3.343124783055146043e+00,1.376453256267492691e+02,1.086776678772198190e+00,4.049832625934641217e-01
9.408049680745576016e-01,1.098415414768490592e+02,1.259916345074483690e+00,4.710015175349815952e-02
3.450497884129712922e+00,1.289248080284908440e+02,1.205422518998979342e+00,5.145439902429134182e-01
3.589471288330615906e+00,1.315201904594283917e+02,1.476689232384136519e+00,6.706938539567584012e-01
5.794204315760612678e-01,9.929248027734220727e+01,9.427778760480330922e-01,1.486260446154696879e-02
3.347443675983746147e-01,1.295692994301760166e+02,8.907961240956123738e-01,3.534010171324294784e-03
1.383185999432280155e+00,8.342383408576574766e+01,9.507020493934870142e-01,1.026622981291915593e-01
1.782755640717788026e+00,1.377458619125326891e+02,1.223443489777683135e+00,1.291353504626817361e-01
3.890662804969476252e+00,1.264590297172270112e+02,8.465493654492857178e-01,4.678488889688592334e-01
5.642118090978863743e-01,9.363263261997873599e+01,1.245018670447869180e+00,1.979783231347859856e-02
3.190829481344715113e+00,1.032634888195949259e+02,1.080149841498784680e+00,4.992812946126317653e-01
2.059072328274596408e+00,8.209575506916368681e+01,1.135513345957388065e+00,2.774231935005316285e-01
7.805320416605981970e-01,8.091166482204094734e+01,1.210395192304485557e+00,4.293584008573029381e-02
1.654497142081436722e+00,1.098893203117183077e+02,1.399093201153953192e+00,1.620406521814895806e-01
1.709335206199369628e+00,1.424824463325556962e+02,1.018489054894749390e+00,9.523777148539824822e-02
1.201218251117939673e+00,1.093863126043491434e+02,1.265890575399456708e+00,7.752747456745891219e-02
1.389145902838355262e+00,1.146832289311790163e+02,1.341475339936673228e+00,1.045540009839890927e-01
1.853699675449527629e+00,1.251448089433838362e+02,8.121186530586833596e-01,1.026310567052163281e-01
3.860367161184591112e+00,1.208881603617360412e+02,1.060009453402660951e+00,6.071698016598365832e-01
1.997784105231857232e+00,8.684338295269836294e+01,1.436291968685627030e+00,3.120981029567408971e-01
3.815499544815574851e+00,1.213495844905719139e+02,9.031007132312474095e-01,5.020320090205383501e-01
4.129686648591554543e-01,1.003734242148667448e+02,1.111033934341542517e+00,8.795934139390252857e-03
5.446079567209122230e-01,8.236237810943464410e+01,1.084625335914292332e+00,1.837603585529783840e-02
4.029188529298962651e-01,8.201988436914560054e+01,1.061304451900108914e+00,9.883080711319044281e-03
2.763995161570711012e+00,1.064213609861771346e+02,1.076764789526723609e+00,3.609132403349477602e-01
1.114860957121042162e+00,1.384908349509163656e+02,1.118452938206732306e+00,4.584987249383985775e-02
2.432754670784279760e+00,8.186261332006576197e+01,1.320956153396349864e+00,4.541853619498795736e-01
3.242854701740070844e+00,1.485132432806002782e+02,1.102910136561187748e+00,3.560210346423580141e-01
1.527711499036463971e+00,1.019634762857727708e+02,1.448542399389902702e+00,1.548400727968856638e-01
1.209006723023621221e+00,9.595699579246868893e+01,1.345751488317955102e+00,9.591648728558760384e-02
2.984011772420127162e+00,1.162989625265722680e+02,1.375553514572101621e+00,4.907419208535593325e-01
2.060821835208410668e+00,8.534462152713206251e+01,9.685694467048924228e-01,2.271999376682568295e-01
8.520775403824122352e-01,8.958664598217281139e+01,1.146800012066609087e+00,4.358118732638301129e-02
6.235469346378479383e-01,1.309603720569555492e+02,1.056750747207445329e+00,1.438365630387467529e-02
3.027519754215856285e+00,1.217921616283847044e+02,8.869536946489957607e-01,3.084961191952180215e-01
3.483525639052021727e+00,1.079645500293286915e+02,1.255482505659059500e+00,6.624633949323884829e-01
3.594339689648997638e+00,1.212959507004595281e+02,1.376710724332517621e+00,6.837135141243175784e-01
2.187329327693403602e+00,1.017394582851816409e+02,1.227339619655969605e+00,2.699917160390258863e-01
8.677818955491944930e-01,1.222885671588967114e+02,1.482218875720965556e+00,4.206319407893577972e-02
1.134932425430368763e+00,1.204081935179173684e+02,9.464677889287461676e-01,4.669724856000324886e-02
1.978038389377460016e+00,1.262123810664991197e+02,1.235000753928314543e+00,1.763777699298177126e-01
3.451872282340770592e+00,8.363606866803988282e+01,1.258644277240604792e+00,8.593839093965218723e-01
2.705730449690494144e+00,1.290618681353985835e+02,1.445866646670344036e+00,3.786683641660903432e-01
1.314565740727299481e+00,1.157509989787730404e+02,9.367470971791171941e-01,6.467526768031171824e-02
3.096972973761563885e+00,1.448747381480810645e+02,1.290174154742639967e+00,3.906207423070284790e-01
1.911128648686257758e+00,1.390166794074463326e+02,1.346894913521743176e+00,1.618704915423266333e-01
3.936226597218412060e+00,1.143796033814074633e+02,1.496018453344437393e+00,9.563731841437741465e-01
1.886290408693779730e+00,1.244017804112301349e+02,8.164450838502809171e-01,1.075247187169529051e-01
3.397626490943121080e+00,1.127106183265199064e+02,9.881715369818734329e-01,4.713626530215169197e-01
3.538040360357717073e-01,1.224498587842780637e+02,1.447110151036845371e+00,6.812695958971203350e-03
2.957418680844722481e+00,1.012419819797237608e+02,1.144871968281824026e+00,4.641810641156510209e-01
1.774370238304174618e+00,1.151271447611305945e+02,1.227072939237703109e+00,1.554951158479387363e-01
2.146334439562388674e+00,8.209528159276509029e+01,1.420043640118051620e+00,3.784850382764850529e-01
1.035655461352641638e+00,1.190763010982042402e+02,8.832685902889059193e-01,3.671539306530930552e-02
3.739192600789859267e+00,1.130644371159003043e+02,1.486793160939849034e+00,8.661670083476546989e-01
1.038686549510393631e+00,9.652208863625457980e+01,1.147577106249888956e+00,5.994287289099190646e-02
2.377870805078030614e+00,1.380041290845498168e+02,1.081846356224255956e+00,2.028771743005715888e-01
2.510178807234171749e+00,1.375149264376306633e+02,1.325851144124328584e+00,2.785761346095230184e-01
3.476240681008193167e+00,1.139183292603277948e+02,1.182684369876516595e+00,5.856627294699364716e-01
2.026666196836756750e+00,1.484229592535316158e+02,1.111872728785570974e+00,1.399311525107181653e-01
3.370597740295510736e+00,1.123903020405580691e+02,8.231735218850867453e-01,3.868448367025386081e-01
2.238417287639547393e+00,1.140486724858914442e+02,1.138504647472019293e+00,2.321322015907007763e-01
3.838438239863689816e+00,1.289205430032515096e+02,1.277486070656271844e+00,6.770474996193054373e-01
2.951448984809394105e+00,1.261959338895417062e+02,1.112682995798914387e+00,3.545930183120874490e-01
3.674789465640856623e+00,1.016296300134410444e+02,9.032701612034450545e-01,5.630403189520581941e-01
3.786733969542021683e+00,1.458051044210303360e+02,1.154533582329657193e+00,5.196690737729354748e-01
3.268310778376817272e+00,1.433337116203631183e+02,8.812398814344473141e-01,2.998661873648484355e-01
7.527599224033749703e-01,8.445694429832637695e+01,1.401434192945849588e+00,4.422087516010551195e-02
7.603858134670926638e-01,9.075278953693621986e+01,8.659241162916394563e-01,2.584151540865269048e-02
2.580094476099089373e+00,1.282965942961076848e+02,9.355062428021825305e-01,2.233464269707945149e-01
1.303464726219274006e+00,1.146019000847779097e+02,8.539966365986899621e-01,5.858001156571102097e-02
1.725063599637208123e+00,8.965050919026899123e+01,1.324649078962804927e+00,2.069429904166165679e-01
9.431642535074212796e-01,1.073570506469633870e+02,1.379527551024584575e+00,5.311092383102616193e-02
3.120035153323434507e+00,1.080629755619621193e+02,1.032593661343830238e+00,4.342782960324196861e-01
3.461641503488524396e+00,1.204705467794727269e+02,1.303416660092396651e+00,6.035549537540476628e-01
7.913771201378663189e-01,1.343310316343871875e+02,1.487510385098133270e+00,3.174746915306272260e-02
2.212289266026928658e+00,1.050969692394227621e+02,1.449649198702959829e+00,3.157365121687618070e-01
1.761547840991071867e+00,1.267107691455766627e+02,1.476011584931514964e+00,1.665280863416231938e-01
3.223056676528960107e+00,1.264893477328735401e+02,9.585793978779841851e-01,3.632049975263688668e-01
2.020471510649265667e+00,1.174972441472152553e+02,1.191727738502079914e+00,1.917014962070829609e-01
3.003993481848239444e+00,1.215626472847900317e+02,1.230288034969421185e+00,4.234099565797221354e-01
2.394584343343805433e+00,9.121561734321338122e+01,9.758207108134198116e-01,2.884840294559527507e-01
3.919518021872326674e+00,1.132975084348686181e+02,8.565792015813022964e-01,5.408024648603618756e-01
1.852642381007404193e+00,1.102432889121900388e+02,1.106252973885591073e+00,1.599992479214527030e-01
3.954382217742269390e+00,1.195723355929008846e+02,1.436991221556400022e+00,8.816343203662418970e-01
1.837122758184599025e+00,1.170734360466458099e+02,8.471196056461945956e-01,1.129067752036519157e-01
9.758740101459925098e-01,8.019507310305104397e+01,1.171315507740617656e+00,6.558496054635951089e-02
3.193699923618416925e+00,1.159164931579332034e+02,1.326213273640495460e+00,5.442501840843585459e-01
1.305360308706687622e+00,1.140122769923839030e+02,1.322014766024014243e+00,9.152942768472251134e-02
2.393292504089707062e+00,9.785574807087795079e+01,1.426320457780759998e+00,3.927726739679132106e-01
2.690255795597908950e+00,1.102751264799148316e+02,9.791890487712128222e-01,2.990082672965024280e-01
1.038805855166136549e+00,8.636941077724634397e+01,1.056104131744805885e+00,6.199743946947231660e-02
4.273056620086908564e-01,1.410986429030973284e+02,9.520425810052457471e-01,5.616921024258788100e-03
3.952023371171843102e+00,1.414210889262897410e+02,1.443128274099614083e+00,7.355080320480702483e-01
3.324343529388253504e+00,1.443916722024081878e+02,1.175691560059402452e+00,4.115724635593925873e-01
7.577094433500650705e-01,1.350799745420520424e+02,1.276448309466401421e+00,2.482160554305996858e-02
3.437486891455686422e+00,1.407985349731963254e+02,1.050063522753498679e+00,4.036514494770473971e-01
1.255081746480953164e+00,1.242277063621580453e+02,1.474966078624170507e+00,8.616533512030233322e-02
1.214953539436806285e+00,1.318510634918777100e+02,8.455591634797949840e-01,4.338817665227352044e-02
3.158680496417701100e+00,1.122948061621264060e+02,8.338379895492403771e-01,3.442921113623985674e-01
3.102239445721351796e+00,1.247104683645268324e+02,1.169740304038132672e+00,4.175762174582084985e-01
3.430042172548550816e+00,8.446616755317596414e+01,1.311514656550674784e+00,8.760013974370540746e-01
8.056124291806374682e-01,1.199803000166519098e+02,1.012406614331482047e+00,2.525813897807578992e-02
3.066068848332816899e+00,1.036055040780265699e+02,1.093197608169581114e+00,4.647140597699430664e-01
2.038348334810862639e+00,8.535243759275542175e+01,1.410482814086722492e+00,3.249931644337453185e-01
1.505768610071326341e+00,1.109397088851967510e+02,1.101868197602846822e+00,1.044887960230029417e-01
3.016920646930957517e+00,1.353804892721620377e+02,1.057787376106700705e+00,3.264390475269558500e-01
3.427029399545345356e+00,1.388040626404713862e+02,1.330898024445678507e+00,5.179120893906440370e-01
1.493104802983738599e+00,8.853440383124885216e+01,1.408861284779357348e+00,1.669651843674452019e-01
8.728027596437093472e-01,8.472604418296094764e+01,1.040898439636751105e+00,4.399611567550525820e-02
3.969233457835386059e+00,1.071510146158221488e+02,1.372362590292975693e+00,9.552152576645539517e-01
3.701002960180223234e+00,1.071017432737121027e+02,1.156498816393640272e+00,6.945351245199469226e-01
1.372412254319338221e+00,1.397347617916444449e+02,1.286759195447337412e+00,7.921221769782167688e-02
3.313332939598760962e+00,1.211204257166847356e+02,1.437933250811525898e+00,6.071113506651542036e-01
6.318649222006301747e-01,1.352677584141303555e+02,1.091031425488369955e+00,1.472953245559947485e-02
3.676419857578522521e+00,9.127968507718296109e+01,8.435681138786299549e-01,5.895611371271765044e-01
3.166213270480514375e+00,8.364699592617938606e+01,1.362596565798088744e+00,7.822879305207454115e-01
1.028393524613948173e+00,1.466773473442094655e+02,8.518678419947163238e-01,2.792447974838847130e-02
1.394042813891487098e+00,8.148885348121332584e+01,1.123839824308238367e+00,1.264347063623168232e-01
2.503552962911697488e+00,1.285508954238251249e+02,1.427272898161005221e+00,3.210560019535704246e-01
1.616303357656154072e+00,1.087947273547047757e+02,9.473370312845680319e-01,1.056509332473993396e-01
3.024065119005581614e+00,1.096147608000342188e+02,1.056772448381173790e+00,4.111570447378172233e-01
2.491742616572776292e+00,1.469990396246970761e+02,1.246641380544531996e+00,2.399889454324569960e-01
1.066006014501561738e+00,1.272239407223070771e+02,1.239430198658337812e+00,5.088314727250909525e-02
2.557405186570709699e+00,1.367186753044850036e+02,1.487385942969835950e+00,3.268291909296183184e-01
3.520186150509738710e-01,1.013354008686407326e+02,1.109899893164417950e+00,6.320553070039585698e-03
7.134669166212636027e-01,8.105415031401911108e+01,9.127282965315288710e-01,2.698880919437270098e-02
8.964689232946111419e-01,1.022637860080084664e+02,1.254509061340195020e+00,4.592251720637222784e-02
1.608607534471831357e+00,1.370412925742914183e+02,1.045792112333042478e+00,9.030895999229411608e-02
3.440660318617659308e-01,9.743487888123185314e+01,1.372800747620801509e+00,7.783863933987930639e-03
3.740657837555609877e+00,9.516397202494061958e+01,8.766592556541837888e-01,6.073017290827346093e-01
1.186183135247367071e+00,1.045796626259516131e+02,1.492332590650476964e+00,9.351542984625164923e-02
1.301362636646710147e+00,1.093947870155334527e+02,9.793474832002131425e-01,7.036311244533187403e-02
1.689876605109440266e+00,1.359495753292425775e+02,8.434084262298388035e-01,8.104889852479751911e-02
3.780733248195235152e+00,9.064062482683712574e+01,1.384358792255261594e+00,1.048052159796532434e+00
1.601731517847740704e+00,1.115188623597721858e+02,1.324237189320183194e+00,1.414422076697433583e-01
1.895191567957009937e+00,1.250624114270580662e+02,9.378475679833281342e-01,1.240194181267524898e-01
1.404476908259058909e+00,9.756649016902554195e+01,8.062502312376474967e-01,7.612372514634750675e-02
3.912106629691637139e+00,1.091495933827721103e+02,1.499513057829584994e+00,9.968050106382436715e-01
1.649971732008826297e+00,8.935238907554537491e+01,9.863203114050048681e-01,1.411435846412258666e-01
6.090884576616376611e-01,9.747041591076568068e+01,1.477789843487508303e+00,2.626005204809395491e-02
2.734534858684583902e+00,1.197935371403207512e+02,1.148645632096843672e+00,3.321726732738415344e-01
2.951438206647262419e+00,1.061846977229933060e+02,1.377397925656843825e+00,5.301971738940496337e-01
1.677291789521569987e+00,1.107845926975447526e+02,1.417287093946141940e+00,1.672777910882819463e-01
1.082125075164583672e+00,1.421326098302412788e+02,9.025838180395627797e-01,3.389243148657668930e-02
1.814230369379238983e+00,8.666582151769767961e+01,1.237603017129278671e+00,2.215971511916145498e-01
1.924552378895746152e+00,1.238599185688108122e+02,1.150631984763649474e+00,1.586583407569945314e-01
3.982609272535086120e+00,1.164593563503746481e+02,9.141005557050847496e-01,5.791337032555418096e-01
3.476210704550493080e+00,9.117329685921973237e+01,1.391120856776220549e+00,8.809065699713307662e-01
2.597362924153820085e+00,1.068655228243578819e+02,1.268924226922408360e+00,3.743655554399519803e-01
1.017496407112542300e+00,9.138397517313390495e+01,1.131646063373979327e+00,6.007768131137254664e-02
2.845283729139425954e+00,9.690057180990606867e+01,1.036998318987065293e+00,4.069926644419896711e-01
3.108296308443635247e+00,1.213385993476661184e+02,1.459846929039678276e+00,5.407702301292967029e-01
5.789383331690864942e-01,1.340213142173862479e+02,1.227219768670699152e+00,1.404775511654982219e-02
1.704100111797981043e+00,1.303893272428015564e+02,9.842035335662353557e-01,1.006155130103856821e-01
1.509336850919492656e+00,1.081076356123139561e+02,1.029357922508900680e+00,1.007850499678532435e-01
2.410595893662426992e+00,1.360841750968028521e+02,1.174247553192748983e+00,2.298687830514446750e-01
2.716296907962665763e+00,1.287310375471202519e+02,9.111921419668345123e-01,2.402734107840035216e-01
9.711348170369369370e-01,9.114516150163858299e+01,1.136114840563078321e+00,5.508990572253483903e-02
2.037739913620742804e+00,1.169208511663242405e+02,8.505126971075344100e-01,1.397030724333777618e-01
3.971021180182810362e+00,1.133318179334438724e+02,8.330577739707694107e-01,5.395967767048006625e-01
3.586547651412842486e-01,1.206382452889680650e+02,9.636566827172674543e-01,4.736233396954884177e-03
