t,Ca,B,Ca_er,dCa_dt,dCa_dt_noisy
1.252250450090018008e+00,2.405359227394601618e+00,1.917363609805639468e+00,9.972819924989494211e+01,-1.374193469143544233e-01,-1.535859009520769147e-01
1.256251250250050022e+00,2.404814524794666397e+00,1.919456396530141440e+00,9.972735192792826808e+01,-1.348807178379178850e-01,-1.422060582149229369e-01
1.260252050410082036e+00,2.404279939770574526e+00,1.921539658724932709e+00,9.972650464221339917e+01,-1.323613283148369346e-01,-1.346556761541796710e-01
1.264252850570114051e+00,2.403755395568820674e+00,1.923613460334556269e+00,9.972565739225744608e+01,-1.298610292394900556e-01,-1.578873932414710801e-01
1.268253650730146065e+00,2.403240816358448662e+00,1.925677864516426085e+00,9.972481017757255017e+01,-1.273796733804305470e-01,-1.280815690630074943e-01
1.272254450890178079e+00,2.402736126843028508e+00,1.927732933978839158e+00,9.972396299767407868e+01,-1.249171146820763356e-01,-1.582668464908647543e-01
1.276255251050210093e+00,2.402241252260654214e+00,1.929778730980974411e+00,9.972311585208061047e+01,-1.224732082612066675e-01,-9.463044025029669626e-02
1.280256051210242108e+00,2.401756118383944205e+00,1.931815317332894244e+00,9.972226874031399291e+01,-1.200478104034806703e-01,-1.216677494316345531e-01
1.284256851370274122e+00,2.401280651520041332e+00,1.933842754395542984e+00,9.972142166189929924e+01,-1.176407785600201983e-01,-1.304799330539396784e-01
1.288257651530306136e+00,2.400814778510613756e+00,1.935861103080748435e+00,9.972057461636482856e+01,-1.152519713440181004e-01,-1.334187337096895409e-01
1.292258451690338150e+00,2.400358426731854511e+00,1.937870423851220547e+00,9.971972760324214846e+01,-1.128812485273943400e-01,-1.205698580115582702e-01
1.296259251850370164e+00,2.399911524094479720e+00,1.939870776720552303e+00,9.971888062206603820e+01,-1.105284710374873081e-01,-1.149900604060958426e-01
1.300260052010402179e+00,2.399473999043732153e+00,1.941862221253219056e+00,9.971803367237451710e+01,-1.081935009537905445e-01,-1.290837202660177485e-01
1.304260852170434193e+00,2.399045780559377672e+00,1.943844816564579414e+00,9.971718675370885876e+01,-1.058762015047206573e-01,-1.242721033811773484e-01
1.308261652330466207e+00,2.398626798155707451e+00,1.945818621320874131e+00,9.971633986561356267e+01,-1.035764370644333132e-01,-1.073199371656640422e-01
1.312262452490497999e+00,2.398216981881537535e+00,1.947783693739226774e+00,9.971549300763635415e+01,-1.012940731496705382e-01,-1.117097481055833591e-01
1.316263252650530013e+00,2.397816262320207503e+00,1.949740091587643942e+00,9.971464617932824126e+01,-9.902897641664354378e-02,-8.024471434307711704e-02
1.320264052810562028e+00,2.397424570589583581e+00,1.951687872185014605e+00,9.971379938024341527e+01,-9.678101465796473679e-02,-7.402360717305422888e-02
1.324264852970594042e+00,2.397041838342054199e+00,1.953627092401110543e+00,9.971295260993933596e+01,-9.455005679960148957e-02,-9.422963272760369324e-02
1.328265653130626056e+00,2.396667997764534430e+00,1.955557808656586127e+00,9.971210586797670317e+01,-9.233597289787864870e-02,-8.286398145678809668e-02
1.332266453290658070e+00,2.396302981578462887e+00,1.957480076922978762e+00,9.971125915391944261e+01,-9.013863413650768930e-02,-1.168424016090100909e-01
1.336267253450690085e+00,2.395946723039803050e+00,1.959393952722708221e+00,9.971041246733472008e+01,-8.795791282365961195e-02,-7.520955863500730643e-02
1.340268053610722099e+00,2.395599155939042824e+00,1.961299491129077088e+00,9.970956580779294143e+01,-8.579368238906726063e-02,-8.640535177933253430e-02
1.344268853770754113e+00,2.395260214565008816e+00,1.963196746797754244e+00,9.970871917486759628e+01,-8.364581731678155663e-02,-7.395245099776481812e-02
1.348269653930786127e+00,2.394929833335779357e+00,1.965085774291440934e+00,9.970787256813369481e+01,-8.151419248242097737e-02,-4.950706985054778575e-02
1.352270454090818141e+00,2.394607947611075982e+00,1.966966627377076504e+00,9.970702598717174681e+01,-7.939868459200272177e-02,-1.250158397188900206e-01
1.356271254250850156e+00,2.394294493366764254e+00,1.968839359302160252e+00,9.970617943156587160e+01,-7.729917160635702000e-02,-7.208020802528844473e-02
1.360272054410882170e+00,2.393989407021805071e+00,1.970704022944377964e+00,9.970533290090300227e+01,-7.521553243154777135e-02,-9.719791369490503319e-02
1.364272854570914184e+00,2.393692625438253785e+00,1.972560670811601691e+00,9.970448639477288566e+01,-7.314764691636310712e-02,-6.130371308827334276e-02
1.368273654730946198e+00,2.393404085921261082e+00,1.974409355041889969e+00,9.970363991276808235e+01,-7.109539584983515237e-02,-9.736166459840447929e-02
1.372274454890978213e+00,2.393123726219071212e+00,1.976250127403487600e+00,9.970279345448396668e+01,-6.905866095879076294e-02,-7.896665229887063486e-02
1.376275255051010227e+00,2.392851484523023764e+00,1.978083039294826095e+00,9.970194701951869831e+01,-6.703732490542957390e-02,-6.298264979022209775e-02
1.380276055211042241e+00,2.392587299467553663e+00,1.979908141744523231e+00,9.970110060747327907e+01,-6.503127128492958153e-02,-5.276108355622213808e-02
1.384276855371074255e+00,2.392331110130189398e+00,1.981725485411382826e+00,9.970025421795148191e+01,-6.304038462308025892e-02,-6.154450283634881752e-02
1.388277655531106269e+00,2.392082856031555238e+00,1.983535120584395850e+00,9.969940785055992194e+01,-6.106455037394420415e-02,-7.692116915370042496e-02
1.392278455691138284e+00,2.391842477135368572e+00,1.985337097182738875e+00,9.969856150490801383e+01,-5.910365491754188128e-02,-7.017429927185003802e-02
1.396279255851170298e+00,2.391609913848443902e+00,1.987131464755775623e+00,9.969771518060797177e+01,-5.715758555757277648e-02,-3.946752773258518920e-02
1.400280056011202312e+00,2.391385107020687961e+00,1.988918272483055638e+00,9.969686887727483793e+01,-5.522623051915143133e-02,-5.533622283288220506e-02
1.404280856171234326e+00,2.391167997945104151e+00,1.990697569174315396e+00,9.969602259452642556e+01,-5.330947894657578345e-02,-8.698576688339693108e-02
1.408281656331266340e+00,2.390958528357789437e+00,1.992469403269477191e+00,9.969517633198341855e+01,-5.140722090112082032e-02,-3.453396673572699249e-02
1.412282456491298355e+00,2.390756640437935676e+00,1.994233822838650250e+00,9.969433008926924344e+01,-4.951934735885943351e-02,-4.119437776458995115e-02
1.416283256651330369e+00,2.390562276807830067e+00,1.995990875582129620e+00,9.969348386601018319e+01,-4.764575020850281284e-02,-3.017743930346387590e-02
1.420284056811362383e+00,2.390375380532853367e+00,1.997740608830397724e+00,9.969263766183532027e+01,-4.578632224927170480e-02,-5.251887157680533436e-02
1.424284856971394175e+00,2.390195895121482561e+00,1.999483069544122360e+00,9.969179147637652250e+01,-4.394095718879231782e-02,-2.737782682026012465e-02
1.428285657131426190e+00,2.390023764525287753e+00,2.001218304314158036e+00,9.969094530926849984e+01,-4.210954964100932507e-02,-6.333084804104283094e-02
1.432286457291458204e+00,2.389858933138934827e+00,2.002946359361546413e+00,9.969009916014874761e+01,-4.029199512413494944e-02,-2.889199890682576238e-02
1.436287257451490218e+00,2.389701345604095195e+00,2.004667280707000732e+00,9.968925302865662275e+01,-3.848818971256751098e-02,-4.829579590512864812e-02
1.440288057611522232e+00,2.389550946904841044e+00,2.006381114094018869e+00,9.968840691443405433e+01,-3.669803019809958489e-02,-2.321099609969665481e-02
1.444288857771554246e+00,2.389407682849592707e+00,2.008087904570949878e+00,9.968756081712783157e+01,-3.492141493960265741e-02,-1.480853261127485637e-02
1.448289657931586261e+00,2.389271499623859984e+00,2.009787696873042595e+00,9.968671473638723057e+01,-3.315824307601678012e-02,-4.787804611618736578e-02
1.452290458091618275e+00,2.389142343779875333e+00,2.011480535431349637e+00,9.968586867186392908e+01,-3.140841450629983100e-02,-3.243300409627469794e-02
1.456291258251650289e+00,2.389020162236594302e+00,2.013166464372726949e+00,9.968502262321203489e+01,-2.967182988764405227e-02,-2.889273735852407321e-02
1.460292058411682303e+00,2.388904902279696429e+00,2.014845527519833812e+00,9.968417659008804321e+01,-2.794839063371612475e-02,-4.155094276903591871e-03
1.464292858571714318e+00,2.388796511561584346e+00,2.016517768391133725e+00,9.968333057215093618e+01,-2.623799891290412578e-02,-1.202683708550849467e-02
1.468293658731746332e+00,2.388694938101384224e+00,2.018183230200893519e+00,9.968248456906204069e+01,-2.454055764660123540e-02,-4.892610852681041067e-02
1.472294458891778346e+00,2.388600130284944445e+00,2.019841955859184246e+00,9.968163858048514214e+01,-2.285597050749299530e-02,-1.370380529332185064e-02
1.476295259051810360e+00,2.388512036864837818e+00,2.021493987971879402e+00,9.968079260608644177e+01,-2.118414191787654222e-02,-6.282357730293770468e-03
1.480296059211842374e+00,2.388430606960359803e+00,2.023139368840657593e+00,9.967994664553454243e+01,-1.952497704798716871e-02,2.295114087056769614e-02
1.484296859371874389e+00,2.388355790057529404e+00,2.024778140462999421e+00,9.967910069850049126e+01,-1.787838181435463802e-02,-5.146136374943847264e-02
1.488297659531906403e+00,2.388287536009089607e+00,2.026410344532190599e+00,9.967825476465772283e+01,-1.624426287816915782e-02,-2.697130887684897824e-02
1.492298459691938417e+00,2.388225795034505161e+00,2.028036022437319730e+00,9.967740884368213017e+01,-1.462252764366744895e-02,1.204489611807925062e-02
1.496299259851970431e+00,2.388170517719965247e+00,2.029655215263279189e+00,9.967656293525199374e+01,-1.301308425654290613e-02,-4.011449022867676073e-02
1.500300060012002445e+00,2.388121655018382139e+00,2.031267963790764686e+00,9.967571703904800984e+01,-1.141584160236774892e-02,-3.540505328086226977e-02
1.504300860172034460e+00,2.388079158249391210e+00,2.032874308496276150e+00,9.967487115475331905e+01,-9.830709305031271050e-03,5.109346025746839409e-04
1.508301660332066474e+00,2.388042979099350926e+00,2.034474289552116844e+00,9.967402528205346357e+01,-8.257597725201848426e-03,1.211057549237381722e-02
1.512302460492098488e+00,2.388013069621344187e+00,2.036067946826393804e+00,9.967317942063640146e+01,-6.696417958802491910e-03,-2.007002770631357430e-02
1.516303260652130502e+00,2.387989382235175650e+00,2.037655319883016958e+00,9.967233357019252082e+01,-5.147081835503164449e-03,5.655461610338063591e-03
1.520304060812162517e+00,2.387971869727374408e+00,2.039236447981700895e+00,9.967148773041462562e+01,-3.609501917230972801e-03,-1.270396528632031403e-03
1.524304860972194531e+00,2.387960485251191756e+00,2.040811370077963538e+00,9.967064190099793564e+01,-2.083591496697789758e-03,2.829138918367688979e-02
1.528305661132226545e+00,2.387955182255992348e+00,2.042380124883433012e+00,9.966979608163968862e+01,-5.692644725890927404e-04,-5.996332667638286070e-04
1.532306461292258559e+00,2.387955914283122372e+00,2.043942751043122286e+00,9.966895027203824498e+01,9.335650111848003974e-04,2.073851125054613706e-02
1.536307261452290351e+00,2.387962635629645725e+00,2.045499286569962383e+00,9.966810447189661204e+01,2.424981408753690282e-03,-1.563737577753161745e-02
1.540308061612322366e+00,2.387975300965806014e+00,2.047049769167292865e+00,9.966725868092028406e+01,3.905068438092906824e-03,2.074914488524718693e-04
1.544308861772354380e+00,2.387993865264739224e+00,2.048594236288582948e+00,9.966641289881684429e+01,5.373909204826277097e-03,3.439820129589900560e-03
1.548309661932386394e+00,2.388018283802474606e+00,2.050132725137434164e+00,9.966556712529590811e+01,6.831586203504436128e-03,2.961374515320893200e-02
1.552310462092418408e+00,2.388048512157934677e+00,2.051665272667576811e+00,9.966472136006917992e+01,8.278181318865818206e-03,1.987044210927495572e-02
1.556311262252450422e+00,2.388084506212936109e+00,2.053191915582873506e+00,9.966387560285039626e+01,9.713775827090764814e-03,-5.321286798780622967e-03
1.560312062412482437e+00,2.388126222152186617e+00,2.054712690337316516e+00,9.966302985335541109e+01,1.113845039703953432e-02,2.477780567063824282e-02
1.564312862572514451e+00,2.388173616463289406e+00,2.056227633135029542e+00,9.966218411130208210e+01,1.255228509147121585e-02,2.796491062002350730e-02
1.568313662732546465e+00,2.388226645936739168e+00,2.057736779930265936e+00,9.966133837641041282e+01,1.395535936826286516e-02,1.172244492187392989e-02
1.572314462892578479e+00,2.388285267665924305e+00,2.059240166427410479e+00,9.966049264840238209e+01,1.534775208159833149e-02,1.019450578096215386e-02
1.576315263052610494e+00,2.388349439047126932e+00,2.060737828080978939e+00,9.965964692700210037e+01,1.672954148315808354e-02,1.285347657470697035e-02
1.580316063212642508e+00,2.388419117779521983e+00,2.062229800095616739e+00,9.965880121193571028e+01,1.810080522329038377e-02,-1.579904289648728644e-02
1.584316863372674522e+00,2.388494261865176771e+00,2.063716117426101171e+00,9.965795550293144345e+01,1.946162035216958408e-02,2.323648051466193493e-02
1.588317663532706536e+00,2.388574829609053207e+00,2.065196814777338741e+00,9.965710979971957784e+01,2.081206332094209799e-02,2.550362190548769933e-02
1.592318463692738550e+00,2.388660779619005581e+00,2.066671926604368270e+00,9.965626410203246621e+01,2.215220998286226983e-02,4.841639507682481136e-03
1.596319263852770565e+00,2.388752070805781003e+00,2.068141487112358234e+00,9.965541840960452191e+01,2.348213559441325593e-02,3.833106059191460080e-02
1.600320064012802579e+00,2.388848662383020294e+00,2.069605530256607651e+00,9.965457272217223306e+01,2.480191481641536022e-02,-2.657423900057149374e-03
1.604320864172834593e+00,2.388950513867257985e+00,2.071064089742546521e+00,9.965372703947414834e+01,2.611162171512571017e-02,1.507536528726656846e-02
1.608321664332866607e+00,2.389057585077920542e+00,2.072517199025736279e+00,9.965288136125087703e+01,2.741132976332416593e-02,1.790694838349312507e-02
1.612322464492898622e+00,2.389169836137328140e+00,2.073964891311868008e+00,9.965203568724510319e+01,2.870111184138424143e-02,6.845130848116265376e-02
1.616323264652930636e+00,2.389287227470694663e+00,2.075407199556763338e+00,9.965119001720155723e+01,2.998104023833492171e-02,-2.002641026822689352e-03
1.620324064812962650e+00,2.389409719806126375e+00,2.076844156466375768e+00,9.965034435086707276e+01,3.125118665291870546e-02,4.250379175704394746e-02
1.624324864972994664e+00,2.389537274141530165e+00,2.078275794524759412e+00,9.964949868799031663e+01,3.251162225191439603e-02,5.135408780369365989e-02
1.628325665133026678e+00,2.389669851499024666e+00,2.079702146203435298e+00,9.964865302832049565e+01,3.376241809800029081e-02,4.131692937879762745e-02
1.632326465293058693e+00,2.389807413524476232e+00,2.081123243456357130e+00,9.964780737161089519e+01,3.500364411440926027e-02,5.863980300147704494e-02
1.636327265453090707e+00,2.389949922220726553e+00,2.082539117942182383e+00,9.964696171761717380e+01,3.623536954487205364e-02,1.618061580234360364e-02
1.640328065613122721e+00,2.390097339840152824e+00,2.083949801114696854e+00,9.964611606609679484e+01,3.745766314020448906e-02,-8.147508906039289955e-03
1.644328865773154735e+00,2.390249628884668631e+00,2.085355324222817330e+00,9.964527041680891273e+01,3.867059315922038998e-02,5.400695093862566826e-02
1.648329665933186750e+00,2.390406752105723509e+00,2.086755718310591146e+00,9.964442476951448668e+01,3.987422736963419645e-02,1.595766407621239738e-02
1.652330466093218542e+00,2.390568672504303382e+00,2.088151014217195733e+00,9.964357912397618122e+01,4.106863304895258526e-02,3.454063551803388671e-02
1.656331266253250556e+00,2.390735353330929680e+00,2.089541242576938629e+00,9.964273347995840879e+01,4.225387698536020586e-02,1.867695703686465467e-02
1.660332066413282570e+00,2.390906758085661554e+00,2.090926433819257468e+00,9.964188783722738663e+01,4.343002547859120543e-02,6.447686261758181492e-02
1.664332866573314584e+00,2.391082850518092329e+00,2.092306618168719989e+00,9.964104219555100883e+01,4.459714434079853351e-02,6.190014903814695935e-02
1.668333666733346599e+00,2.391263594627352607e+00,2.093681825645024919e+00,9.964019655469897430e+01,4.575529889740725942e-02,3.135402565926737051e-02
1.672334466893378613e+00,2.391448954662109827e+00,2.095052086063000640e+00,9.963935091444270142e+01,4.690455398796233855e-02,6.497439088015553865e-02
1.676335267053410627e+00,2.391638895120565600e+00,2.096417429032605639e+00,9.963850527455535655e+01,4.804497396696916223e-02,5.047051915336348699e-02
1.680336067213442641e+00,2.391833380750459703e+00,2.097777883958928946e+00,9.963765963481188237e+01,4.917662270472034081e-02,4.638884609352540017e-02
1.684336867373474655e+00,2.392032376549067418e+00,2.099133480042189692e+00,9.963681399498894109e+01,5.029956358811737971e-02,5.144789682896469540e-02
1.688337667533506670e+00,2.392235847763199086e+00,2.100484246277737110e+00,9.963596835486497127e+01,5.141385952148547211e-02,4.735887232448635076e-02
1.692338467693538684e+00,2.392443759889202770e+00,2.101830211456051423e+00,9.963512271422013100e+01,5.251957292737363669e-02,6.481967820359300914e-02
1.696339267853570698e+00,2.392656078672961595e+00,2.103171404162741620e+00,9.963427707283634049e+01,5.361676574735141365e-02,5.982371715621306180e-02
1.700340068013602712e+00,2.392872770109895963e+00,2.104507852778548571e+00,9.963343143049728212e+01,5.470549944279690102e-02,4.771615651412045717e-02
1.704340868173634727e+00,2.393093800444961339e+00,2.105839585479341913e+00,9.963258578698838619e+01,5.578583499567368875e-02,7.591094991198484021e-02
1.708341668333666741e+00,2.393319136172649575e+00,2.107166630236122717e+00,9.963174014209680251e+01,5.685783290930301881e-02,4.462832061402649542e-02
1.712342468493698755e+00,2.393548744036989806e+00,2.108489014815021712e+00,9.963089449561147148e+01,5.792155320912328875e-02,6.366022607047233661e-02
1.716343268653730769e+00,2.393782591031545337e+00,2.109806766777299725e+00,9.963004884732303879e+01,5.897705544344777895e-02,6.742016286849407403e-02
1.720344068813762783e+00,2.394020644399417197e+00,2.111119913479348131e+00,9.962920319702394067e+01,6.002439868420816893e-02,8.960053988093877320e-02
1.724344868973794798e+00,2.394262871607082399e+00,2.112428482094596216e+00,9.962835754450817660e+01,6.106364157262023085e-02,5.095481430564086783e-02
1.728345669133826812e+00,2.394509240120319848e+00,2.113732499802410292e+00,9.962751188956997339e+01,6.209484270587339871e-02,9.695649163208153176e-02
1.732346469293858826e+00,2.394759717938121923e+00,2.115031993342266770e+00,9.962666623200721006e+01,6.311805972215900340e-02,6.664135875460749925e-02
1.736347269453890840e+00,2.395014273367786384e+00,2.116326989199789121e+00,9.962582057161986882e+01,6.413334968554318394e-02,6.025381147249172370e-02
1.740348069613922855e+00,2.395272874921559492e+00,2.117617513693010878e+00,9.962497490820940982e+01,6.514076926386791477e-02,5.169131424509569583e-02
1.744348869773954869e+00,2.395535491316636012e+00,2.118903592972376071e+00,9.962412924157877114e+01,6.614037472938993911e-02,7.786624311048058467e-02
1.748349669933986883e+00,2.395802091475159212e+00,2.120185253020737903e+00,9.962328357153232616e+01,6.713222195942769588e-02,6.811092684827532717e-02
1.752350470094018897e+00,2.396072644524220419e+00,2.121462519653359191e+00,9.962243789787596882e+01,6.811636643699658933e-02,4.604418111844087169e-02
1.756351270254050911e+00,2.396347119795859903e+00,2.122735418517914141e+00,9.962159222041699991e+01,6.909286325143426666e-02,4.653511972626153681e-02
1.760352070414082926e+00,2.396625486827067331e+00,2.124003975094485241e+00,9.962074653896424081e+01,7.006176709902434130e-02,5.895138294301366377e-02
1.764352870574114718e+00,2.396907715359779090e+00,2.125268214695565927e+00,9.961990085332794820e+01,7.102313228361323283e-02,5.750301220618987685e-02
1.768353670734146732e+00,2.397193775340881405e+00,2.126528162466058802e+00,9.961905516331987087e+01,7.197701271721945737e-02,9.378306055176365008e-02
1.772354470894178746e+00,2.397483636922209005e+00,2.127783843383277418e+00,9.961820946875320715e+01,7.292346192063570154e-02,1.004342278800392785e-01
1.776355271054210760e+00,2.397777270460544674e+00,2.129035282256944495e+00,9.961736376944263327e+01,7.386253302402689958e-02,9.123372550137706649e-02
1.780356071214242775e+00,2.398074646517619257e+00,2.130282503729192367e+00,9.961651806520427499e+01,7.479427876752298143e-02,8.195165656814425159e-02
1.784356871374274789e+00,2.398375735860113878e+00,2.131525532274564316e+00,9.961567235585577862e+01,7.571875150180096270e-02,6.715398734490880817e-02
1.788357671534306803e+00,2.398680509459656829e+00,2.132764392200012349e+00,9.961482664121618313e+01,7.663600318866437000e-02,7.772566740706927935e-02
1.792358471694338817e+00,2.398988938492824463e+00,2.133999107644899418e+00,9.961398092110606228e+01,7.754608540162222230e-02,9.524022552219313376e-02
1.796359271854370832e+00,2.399300994341143412e+00,2.135229702580997646e+00,9.961313519534742511e+01,7.844904932644769513e-02,1.210684940009139482e-01
1.800360072014402846e+00,2.399616648591087031e+00,2.136456200812489659e+00,9.961228946376375859e+01,7.934494576174744296e-02,9.760292986778330848e-02
1.804360872174434860e+00,2.399935873034078959e+00,2.137678625975967694e+00,9.961144372617999920e+01,8.023382511951038243e-02,7.462558223361590026e-02
1.808361672334466874e+00,2.400258639666489557e+00,2.138897001540433607e+00,9.961059798242257557e+01,8.111573742566535739e-02,8.187623894108311817e-02
1.812362472494498888e+00,2.400584920689639024e+00,2.140111350807299750e+00,9.960975223231938003e+01,8.199073232062081829e-02,7.233983429758415740e-02
1.816363272654530903e+00,2.400914688509795614e+00,2.141321696910388539e+00,9.960890647569976863e+01,8.285885905980405752e-02,6.721088754081572247e-02
1.820364072814562917e+00,2.401247915738176086e+00,2.142528062815931111e+00,9.960806071239454695e+01,8.372016651419544875e-02,8.003532646983615995e-02
1.824364872974594931e+00,2.401584575190946147e+00,2.143730471322569553e+00,9.960721494223604111e+01,8.457470317085724609e-02,8.848699701495955916e-02
1.828365673134626945e+00,2.401924639858084021e+00,2.144928945087214878e+00,9.960636916505778515e+01,8.542251718653814940e-02,1.221405489200894368e-01
1.832366473294658960e+00,2.402268082718964859e+00,2.146123506779135770e+00,9.960552338069341261e+01,8.626365670343805192e-02,8.730430610250591861e-02
1.836367273454690974e+00,2.402614877228940404e+00,2.147314178676626995e+00,9.960467758897988233e+01,8.709816902090927737e-02,1.142453305201779901e-01
1.840368073614722988e+00,2.402964997088192778e+00,2.148500982857398434e+00,9.960383178975587271e+01,8.792610098862196910e-02,1.232758826111167161e-01
1.844368873774755002e+00,2.403318416164628157e+00,2.149683941262447107e+00,9.960298598286129845e+01,8.874749913833457349e-02,9.032365654352869644e-02
1.848369673934787016e+00,2.403675108493876778e+00,2.150863075696055393e+00,9.960214016813731064e+01,8.956240968435336125e-02,1.217183874366781354e-01
1.852370474094819031e+00,2.404035048279292930e+00,2.152038407825791477e+00,9.960129434542623983e+01,9.037087852398306698e-02,1.046695866153607296e-01
1.856371274254851045e+00,2.404398209891955407e+00,2.153209959182508904e+00,9.960044851457165294e+01,9.117295123798052625e-02,8.282224533878820849e-02
1.860372074414883059e+00,2.404764567870665726e+00,2.154377751160347909e+00,9.959960267541838164e+01,9.196867309099676646e-02,9.727227358797432832e-02
1.864372874574915073e+00,2.405134096921950793e+00,2.155541805016734536e+00,9.959875682781240869e+01,9.275808903202076294e-02,9.321564539291937734e-02
1.868373674734947087e+00,2.405506771920060238e+00,2.156702141872380629e+00,9.959791097160098161e+01,9.354124369481142676e-02,8.889446309591240991e-02
1.872374474894979102e+00,2.405882567906969527e+00,2.157858782711283840e+00,9.959706510663257006e+01,9.431818139833192394e-02,9.034255673843324952e-02
1.876375275055011116e+00,2.406261460092375959e+00,2.159011748380727624e+00,9.959621923275685162e+01,9.508894614717955385e-02,9.797313221663933591e-02
1.880376075215042908e+00,2.406643423853702224e+00,2.160161059591280797e+00,9.959537334982471180e+01,9.585358163200441428e-02,1.045372044416487539e-01
1.884376875375074922e+00,2.407028434736094624e+00,2.161306736916799753e+00,9.959452745768827242e+01,9.661213122993250746e-02,7.891449372675793383e-02
1.888377675535106937e+00,2.407416468452423519e+00,2.162448800794425363e+00,9.959368155620090590e+01,9.736463800498051935e-02,9.717688476505663420e-02
1.892378475695138951e+00,2.407807500883283325e+00,2.163587271524584299e+00,9.959283564521714993e+01,9.811114470846427071e-02,6.766404426956415530e-02
1.896379275855170965e+00,2.408201508076992070e+00,2.164722169270989927e+00,9.959198972459279275e+01,9.885169377940827840e-02,1.040676037650124369e-01
1.900380076015202979e+00,2.408598466249592729e+00,2.165853514060641416e+00,9.959114379418483054e+01,9.958632734494710093e-02,1.120583168605747970e-01
1.904380876175234993e+00,2.408998351784851444e+00,2.166981325783822854e+00,9.959029785385152422e+01,1.003150872207262401e-01,1.035941839879223753e-01
1.908381676335267008e+00,2.409401141234258414e+00,2.168105624194105463e+00,9.958945190345228582e+01,1.010380149112939385e-01,1.067550779496688057e-01
1.912382476495299022e+00,2.409806811317027897e+00,2.169226428908345383e+00,9.958860594284782053e+01,1.017551516104960863e-01,1.135540136816894086e-01
1.916383276655331036e+00,2.410215338920098205e+00,2.170343759406685447e+00,9.958775997189998463e+01,1.024665382018581372e-01,8.916452131751814725e-02
1.920384076815363050e+00,2.410626701098132596e+00,2.171457635032553846e+00,9.958691399047189918e+01,1.031722152589726882e-01,9.839123807248090214e-02
1.924384876975395064e+00,2.411040875073516609e+00,2.172568074992664577e+00,9.958606799842790736e+01,1.038722230458783979e-01,1.140906639221940938e-01
1.928385677135427079e+00,2.411457838236360729e+00,2.173675098357018332e+00,9.958522199563356025e+01,1.045666015174333552e-01,1.246043162120162168e-01
1.932386477295459093e+00,2.411877568144499939e+00,2.174778724058900714e+00,9.958437598195563112e+01,1.052553903196874474e-01,1.131538183465924940e-01
1.936387277455491107e+00,2.412300042483098039e+00,2.175878970928180056e+00,9.958352995726181689e+01,1.059386288586653402e-01,1.569958173057692252e-01
1.940388077615523121e+00,2.412725238929601446e+00,2.176975857803287173e+00,9.958268392141988556e+01,1.066163565300435323e-01,1.047891450863460971e-01
1.944388877775555136e+00,2.413153135586860731e+00,2.178069403174576646e+00,9.958183787430058942e+01,1.072886119863299959e-01,1.272818205734269070e-01
1.948389677935587150e+00,2.413583710744625854e+00,2.179159625379937015e+00,9.958099181577608761e+01,1.079554335402935772e-01,1.332899871052952434e-01
1.952390478095619164e+00,2.414016942829340984e+00,2.180246542646096852e+00,9.958014574571949140e+01,1.086168592502504415e-01,1.059414623234148783e-01
1.956391278255651178e+00,2.414452810404144500e+00,2.181330173088624313e+00,9.957929966400494948e+01,1.092729269203890352e-01,9.286266927633418655e-02
1.960392078415683192e+00,2.414891292168869885e+00,2.182410534711926697e+00,9.957845357050760526e+01,1.099236741010868323e-01,8.627161555054299602e-02
1.964392878575715207e+00,2.415332366960044830e+00,2.183487645409251776e+00,9.957760746510362537e+01,1.105691380892310782e-01,1.138146780858144969e-01
1.968393678735747221e+00,2.415776013750891682e+00,2.184561522962685576e+00,9.957676134767018539e+01,1.112093559285263211e-01,1.334151950193029068e-01
1.972394478895779235e+00,2.416222211651325669e+00,2.185632185043154596e+00,9.957591521808541302e+01,1.118443644098099377e-01,1.172777323869182847e-01
1.976395279055811249e+00,2.416670939907958893e+00,2.186699649210424923e+00,9.957506907622850179e+01,1.124742000713584433e-01,1.159313215787535212e-01
1.980396079215843264e+00,2.417122177904095448e+00,2.187763932913101783e+00,9.957422292197963998e+01,1.130988991991916937e-01,1.055146215389375780e-01
1.984396879375875278e+00,2.417575905159735861e+00,2.188825053488629990e+00,9.957337675521998221e+01,1.137184978273714231e-01,1.249390924832428362e-01
1.988397679535907292e+00,2.418032101331573536e+00,2.189883028163294831e+00,9.957253057583174893e+01,1.143330317383079997e-01,7.161641070943355891e-02
1.992398479695939084e+00,2.418490746212996978e+00,2.190937874052219403e+00,9.957168438369811270e+01,1.149425364630473068e-01,1.195900014905416503e-01
1.996399279855971098e+00,2.418951819734089348e+00,2.191989608159368164e+00,9.957083817870328346e+01,1.155470472815682825e-01,1.161095734726274864e-01
2.000400080016003113e+00,2.419415301961627573e+00,2.193038247377544270e+00,9.956999196073246594e+01,1.161465992230742428e-01,8.873979429183942447e-02
2.004400880176035127e+00,2.419881173099083238e+00,2.194083808488390464e+00,9.956914572967187382e+01,1.167412270662752105e-01,1.602531855491524382e-01
2.008401680336067141e+00,2.420349413486622581e+00,2.195126308162388629e+00,9.956829948540872977e+01,1.173309653396781282e-01,8.958270070858638523e-02
2.012402480496099155e+00,2.420820003601106052e+00,2.196165762958861567e+00,9.956745322783125118e+01,1.179158483218651909e-01,9.636543838491198888e-02
2.016403280656131169e+00,2.421292924056088314e+00,2.197202189325970334e+00,9.956660695682866447e+01,1.184959100417734001e-01,9.447864789071688807e-02
