ratio,T,E,E_noisy
5.124668004961213441e+00,2.916091996736382157e+02,1.211422939247808472e-01,1.208537002791958415e-01
5.885840209009868040e+00,2.974770375031239382e+02,1.362892648671842899e-01,1.351522820778449652e-01
1.286261948903526964e+00,2.929697099034238477e+02,1.382788227159815683e-02,1.320830324031710933e-02
2.970407856979575101e+00,3.120242541469506818e+02,8.008226570482851470e-02,7.983226945378700534e-02
2.363534821337129443e+00,3.168783514237076133e+02,6.167101315517860283e-02,6.304014100639232510e-02
4.301993359818623297e+00,3.186808180297960007e+02,1.159655688238669380e-01,1.153550741256846868e-01
3.611033260616375307e-01,3.086199661500745037e+02,-5.222882696304799455e-02,-5.043449119558193749e-02
2.874594751319144437e-01,3.023094307721972314e+02,-6.002144649543941779e-02,-6.095013431239027640e-02
3.108981309916098557e+00,2.936019928898312514e+02,7.893161453890665258e-02,7.857402773408059260e-02
8.282545916497033645e+00,2.958053757727365110e+02,1.671799084448854777e-01,1.680234520927963993e-01
2.881612939853078759e-01,3.010403273255935233e+02,-5.967997476773470589e-02,-5.992016969886979072e-02
1.366305973505681282e+00,2.968507034326475491e+02,1.796457620950791742e-02,1.713431416710731181e-02
1.225854780609397787e+00,3.192536852966088077e+02,1.189568713670369898e-02,1.176384372522202432e-02
5.586199566692922058e-01,2.963119125203722888e+02,-3.160774782841664632e-02,-3.115903533498771277e-02
3.165742403896323776e+00,2.911634691267108224e+02,7.973547411588272071e-02,7.801973990103366896e-02
1.834563274867596627e-01,2.946911902376963894e+02,-7.400263311407415112e-02,-7.425116945982282446e-02
5.540566191822412501e-01,2.909243414045347436e+02,-3.141581840791101560e-02,-3.152515503236266031e-02
7.280051593991780923e-01,2.908613861303218187e+02,-1.842801880037598858e-02,-1.883176656030165555e-02
8.053776226862879639e+00,2.938057630073226960e+02,1.634016842364192923e-01,1.641370403027982705e-01
2.336724869654246639e+00,3.134845021984571645e+02,6.003949113092650613e-02,5.947093896141063263e-02
2.641908409274834391e+00,3.107192946240639913e+02,6.970340946562193774e-02,6.933889461703560131e-02
9.990386431476695250e+00,2.922553204644682410e+02,1.826279704940415582e-01,1.826656130814040824e-01
2.841563790869072181e-01,3.054114129574507501e+02,-6.107058158908063028e-02,-6.034173249476516843e-02
1.610843187751230365e+00,3.066571212777377013e+02,3.016608219095620602e-02,2.994491957330849483e-02
1.641811871185894500e-01,3.150303854439512179e+02,-8.292776324472919680e-02,-8.141116597382744291e-02
2.113456669747819650e-01,3.064694829744834692e+02,-7.206468998815605820e-02,-7.297240828817978808e-02
2.467491594646740616e+00,3.189030553268923427e+02,6.573344779659816284e-02,6.701996214893224391e-02
4.487111437242808698e+00,3.182620498297776521e+02,1.198136055267013667e-01,1.189557839755907009e-01
1.868939225718019959e+00,3.100544362192961216e+02,4.164928932475673445e-02,4.148622284278086214e-02
1.443995331436691343e+00,3.120526933492821513e+02,2.283923174415257440e-02,2.320327792952012191e-02
3.812953005042857502e+00,3.128465421500122829e+02,1.026354897202400029e-01,1.046903295814997081e-01
8.174756820556929426e+00,3.195787376607499368e+02,1.797106496645912710e-01,1.806064758112443658e-01
7.096502277839470629e+00,3.073899323712819864e+02,1.589073740125594436e-01,1.585015111630025120e-01
4.145281361296300204e+00,2.949940931300290572e+02,1.038253903574994919e-01,1.051245094730912100e-01
7.315361780683242721e-01,3.023989355654502447e+02,-1.887054234218354942e-02,-1.908424724707725659e-02
3.409321961211075003e+00,3.075477025168352156e+02,9.087953666148701481e-02,9.008809080518737078e-02
2.935381985552235062e-01,2.988764197153780628e+02,-5.856610877793475001e-02,-5.811742408614806871e-02
6.428318055412043819e+00,2.965867593364559980e+02,1.439765258563358297e-01,1.440709967043691253e-01
3.626340733754896961e-01,3.118582379039254420e+02,-5.259627405108364268e-02,-5.164260768382041011e-02
9.136280450660043684e+00,3.178670679667708896e+02,1.900075969933062714e-01,1.894578586291589539e-01
4.012051599727758378e-01,3.085868377155271673e+02,-4.782480171773129812e-02,-4.744329822007037345e-02
3.374166843700491247e-01,3.015705918190191142e+02,-5.373798913224778900e-02,-5.310343979941301723e-02
4.706032087968384237e-01,3.191973488158644727e+02,-4.223380265671719536e-02,-4.195575709716651419e-02
9.338643362911753787e-01,3.112345074004225012e+02,-5.559993634415309402e-03,-5.588977166506667142e-03
2.514208480480904506e-01,3.193142953060631157e+02,-6.858642014474553017e-02,-6.928403851883653541e-02
3.368576263290423145e-01,3.182262921183022968e+02,-5.675013697873951268e-02,-5.584638518738412744e-02
5.867770734724254922e+00,3.038543804915842657e+02,1.390177399612169962e-01,1.391549644615294179e-01
7.288524725832370876e+00,3.076464848536439263e+02,1.616294565071232092e-01,1.621257604796320639e-01
2.045312936373502866e-01,3.019480125595513300e+02,-7.213412663306857653e-02,-7.248490487392916792e-02
7.633126378108698873e-01,3.054533815894825466e+02,-1.678480686140861738e-02,-1.677179517066646613e-02
6.913418016500250118e-01,3.085405954016944747e+02,-2.221869164653457809e-02,-2.325591963823929811e-02
4.535009821032958577e+00,2.988983946833523646e+02,1.132419881878916484e-01,1.133275134830274561e-01
2.093282768810412087e+00,3.028093931782399295e+02,4.926173286122960404e-02,5.002694318488391800e-02
6.547618261339567258e-01,3.148765784006086506e+02,-2.552182123992224883e-02,-2.542882795384241584e-02
3.779127861765922081e+00,3.118291289681155263e+02,1.014790103960601653e-01,1.023384032065784155e-01
1.622938181546963898e+00,2.946805315224811466e+02,2.943728410396730458e-02,2.975019458608997580e-02
2.622540432052717918e-01,2.936421985583457968e+02,-6.161012623725013043e-02,-6.024626960723081237e-02
3.848188275832096661e+00,3.149208697486197934e+02,1.041863486844804149e-01,1.039962990523276148e-01
8.536405421675038463e-01,3.004709545589927302e+02,-1.047321914800534819e-02,-1.211184937455825859e-02
5.941567022552945332e+00,3.178654051219624534e+02,1.468632335455469506e-01,1.472957217746325154e-01
2.140214886768690761e+00,2.994309869643160482e+02,5.039009388071176432e-02,5.022490439283420344e-02
2.005821186488666308e-01,2.932754219907388915e+02,-7.071800461450035435e-02,-7.169229799678301929e-02
3.261004462267138582e+00,3.169317182875105345e+02,8.972393684427543148e-02,9.037520220219819045e-02
1.453488184495064006e+00,3.024595141367851738e+02,2.253597367562114664e-02,2.280030281487578289e-02
1.211041194569400403e+00,3.086448479488108205e+02,1.065399496382802430e-02,1.109933356576264449e-02
6.909953256335463756e-01,2.996147052130260136e+02,-2.162626138836092754e-02,-2.195863733914761931e-02
2.117290698061100152e+00,3.086708547469653467e+02,5.116036505081125035e-02,5.135741221505900345e-02
1.338380426206491336e-01,3.118128256174097714e+02,-8.885952638535453418e-02,-8.860518734119911255e-02
1.017810964261714801e+00,3.193313011648316433e+02,-3.207075518117995325e-04,1.453947554729900608e-03
7.430421282212164691e+00,2.916077764542661725e+02,1.547143761476855728e-01,1.540304163832268980e-01
2.568823552432999979e-01,3.183336504708614143e+02,-6.755628377209302315e-02,-6.756677797165042132e-02
1.879432738792808644e-01,3.066930355051953825e+02,-7.618260703215563867e-02,-7.581874721988599020e-02
6.622785496541325756e-01,2.944700565775737573e+02,-2.336388968468081084e-02,-2.508867661077621158e-02
1.094008972541170355e+00,3.189988434496729610e+02,4.309955535732371522e-03,2.706987168304177994e-03
5.663066600136296147e-01,3.134465680056421206e+02,-3.272672655310632922e-02,-3.056090818227851988e-02
9.287141426659705212e-01,2.960048344168531003e+02,-5.655765549988756892e-03,-7.422884503650425438e-03
2.235302246655185954e+00,3.109303379937700242e+02,5.591350428540271811e-02,5.648843343005797990e-02
3.850854743656517698e+00,3.162726226194154719e+02,1.047126221159490334e-01,1.038643967098844545e-01
1.268186056177948440e-01,3.018234319504406358e+02,-8.770859477289774664e-02,-8.847175487564887253e-02
5.799952384354135626e-01,2.915757356780608234e+02,-2.940074062454977460e-02,-3.138326552882211851e-02
1.731656837363180879e+00,2.910316615013451269e+02,3.355113307573068249e-02,3.265039450340533750e-02
1.101111557057241619e-01,2.909525548306153269e+02,-8.876136571783452278e-02,-8.797698710233084474e-02
7.913929399921661556e+00,3.191044653140970127e+02,1.761478853659232680e-01,1.747591425250067665e-01
1.912678399756781333e+00,3.055226537305654233e+02,4.276455709854545817e-02,4.335998397888723987e-02
9.332700925811415749e-01,2.908268616803678697e+02,-5.304668251834225579e-03,-4.991370502485641819e-03
7.881857954125521815e-01,2.912851813633468510e+02,-1.439555898283485964e-02,-1.237725668348246821e-02
1.970222905850937678e-01,3.089156860550659189e+02,-7.509965541419107160e-02,-7.557418899744879071e-02
1.356781790272741928e-01,3.132523489238535603e+02,-8.882170304885880774e-02,-8.755828900965600958e-02
2.301088991605924061e+00,3.163619890062534523e+02,5.933307995368018728e-02,6.022194890792162414e-02
7.046480898356871414e+00,2.937378028623783734e+02,1.509794711735493178e-01,1.506928027562310368e-01
3.843589548303170123e+00,3.046689611998365876e+02,1.005754702326660532e-01,9.891251424372989043e-02
1.103846461595012485e-01,2.981038688937460392e+02,-9.086454314888592343e-02,-8.935510276929942153e-02
1.196566841797909314e-01,3.171941704429237348e+02,-9.406621047392013657e-02,-9.543059937976368368e-02
1.060027168024575195e+00,3.168476891472027432e+02,2.245121386146413552e-03,1.771705433523617984e-03
1.401290737143528586e+00,2.948750178143899348e+02,1.949723516234575654e-02,2.038041170234594288e-02
1.631897239364560992e+00,3.198377669529895115e+02,3.252225073770340091e-02,3.363820630649668603e-02
5.650015651468799582e+00,3.058350776595875686e+02,1.363871554438281786e-01,1.355417087476701865e-01
6.247864126052305345e+00,3.167358296489709915e+02,1.512664028908443370e-01,1.512344012049461062e-01
9.518945970770404941e+00,2.941529287732718672e+02,1.792838272967717250e-01,1.790252488547023624e-01
4.648068962435256135e-01,2.981563574620475379e+02,-4.002689496132004476e-02,-3.884533638573767905e-02
8.651427024255649023e-01,2.939372998028705410e+02,-9.541268600446264209e-03,-7.036635226265346155e-03
9.710880859009732191e+00,3.019445059967401903e+02,1.861176575884419260e-01,1.842877707629219930e-01
2.516086631958928788e+00,3.086247661699275113e+02,6.514596785548784630e-02,6.606239076547211486e-02
1.302776242195894385e-01,3.001014959477659545e+02,-8.637169547369889788e-02,-8.922987085060561652e-02
6.593305291789664402e+00,2.980104403554732357e+02,1.470447229552051815e-01,1.470587893273698210e-01
1.711376142426815239e+00,3.136002277860668528e+02,3.541058981370767689e-02,3.430180528975848575e-02
2.440194834934978629e-01,3.129461231405227863e+02,-6.833914429363717458e-02,-6.634732550352712144e-02
4.959730852319130801e-01,3.100838401027031068e+02,-3.864939508672512319e-02,-3.848302655842406050e-02
1.429942532903479835e+00,3.093553625390737238e+02,2.194277530902750267e-02,2.120600356107171444e-02
2.020844460604112047e+00,3.191840851557269048e+02,4.918332860202378337e-02,4.868401574731496401e-02
6.629136334101347616e-01,3.187118521177936827e+02,-2.516803488885829485e-02,-2.574333064090051845e-02
3.081187958169356644e+00,3.099963692949211236e+02,8.272184567917896525e-02,8.291015728774164817e-02
1.163196405462525007e+00,3.004712282665707335e+02,7.785152197301388813e-03,7.627003726921681090e-03
8.902574411482273575e+00,3.037960954856885110e+02,1.788316727827062858e-01,1.794875583566878097e-01
5.093216368053640863e+00,3.101911758026891448e+02,1.285421811431159966e-01,1.300824422250407009e-01
1.996149602439618309e-01,3.144652478067518473e+02,-7.598015106886765735e-02,-7.527873902196016709e-02
1.607590321377804499e-01,3.013534862296340862e+02,-8.002364509095266643e-02,-8.124964813865676039e-02
5.094002878830428571e+00,3.112423758167120695e+02,1.290063863650601494e-01,1.273825795585741549e-01
1.642333474615166766e+00,3.115916200859430774e+02,3.210688190388122365e-02,3.135146237822552390e-02
8.962870734334586587e+00,3.059526056499665856e+02,1.808004373176327340e-01,1.818536525819424710e-01
7.441655461783611702e-01,3.083625221444253839e+02,-1.830804771265977238e-02,-1.864309586632512117e-02
2.283477552385564935e-01,3.184603624067752321e+02,-7.202494458922263643e-02,-7.269251740829922592e-02
1.185705113312067183e-01,2.972850231216181669e+02,-8.844986231402091059e-02,-8.831157975621502232e-02
3.444843078196977881e+00,3.158973080097785555e+02,9.437344879675055309e-02,9.295792284715913290e-02
1.469047568641741464e-01,3.131717312116847438e+02,-8.617472689071577208e-02,-8.731405461238506138e-02
1.940020438648094148e+00,2.939652530838803273e+02,4.210930693145500947e-02,4.261963235666448024e-02
1.339945497342790004e+00,2.976232386378850947e+02,1.673277029395843496e-02,1.642961680105021333e-02
3.013954146612355611e+00,2.973549048547488951e+02,7.738961017105963625e-02,7.693637392896911231e-02
7.722937603125559214e+00,3.055370415135856206e+02,1.660723404714321005e-01,1.663899754967486100e-01
2.971960142796424287e-01,3.003946269838491503e+02,-5.839663257926747814e-02,-5.898150378244828435e-02
9.230137812353997884e-01,3.065042833827665731e+02,-6.176242716283580382e-03,-6.862533762846255436e-03
3.185107813483169625e+00,3.066662477404973970e+02,8.466962545228245984e-02,8.420981528974878783e-02
2.539313591367449718e-01,3.197223928311299801e+02,-6.829319038212809667e-02,-6.769056979301649180e-02
1.527647828230916383e-01,3.050188711049376025e+02,-8.266565105436728123e-02,-8.260583111864608363e-02
1.888191217221871221e-01,3.172109423446932510e+02,-7.862205779425236740e-02,-7.981665537892868034e-02
7.300892797872699624e+00,3.185189608388731699e+02,1.676891399180154840e-01,1.673860830034862857e-01
3.791843513480379180e+00,3.157438415670914651e+02,1.031057467747991813e-01,1.037539707012504892e-01
2.516643514004194837e-01,3.141691827353021154e+02,-6.745033927056882928e-02,-6.557958732741195340e-02
1.075918709511064358e-01,3.135059157514311323e+02,-9.636395123026487985e-02,-9.750630522238683262e-02
1.886418397805122105e+00,3.017304404338186714e+02,4.117177336332977083e-02,4.151030865737829340e-02
4.403659795324180171e-01,3.127572941795066299e+02,-4.438551057630815005e-02,-4.464425885312350850e-02
2.856993336543578454e-01,3.150130137170560829e+02,-6.276756679899773983e-02,-6.194204736218548307e-02
2.506751448624672252e-01,3.034296969431937896e+02,-6.529888341293418885e-02,-6.484932843561812266e-02
8.799352730510393572e-01,3.111039626776881732e+02,-9.055587550641612526e-03,-7.583410642900797333e-03
4.836185025393469061e-01,2.970379003642294720e+02,-3.815758608404889313e-02,-3.763813518177427930e-02
7.593370378372680030e+00,2.942000501919131352e+02,1.581475732022536163e-01,1.576024598900247209e-01
1.354487354428219881e+00,3.188257308884291774e+02,1.879648380723846629e-02,1.825789062905917859e-02
6.313239853175612204e+00,3.067466017569956875e+02,1.473428661716807420e-01,1.477484162813978708e-01
7.067687365502716368e+00,3.146958247449360329e+02,1.623989449151388986e-01,1.627938881045634945e-01
6.313424337885788162e+00,3.185507714580558627e+02,1.531949316329763999e-01,1.555928689005618148e-01
9.924096555779403639e-01,3.107655711409856281e+02,-1.893306751450215620e-03,-2.169740317846207116e-04
1.467503444817913838e+00,3.130327500573117732e+02,2.406589884330927187e-02,2.289232049093421761e-02
1.170894600934156093e+00,2.975363238671789645e+02,8.106082033769401035e-03,8.456306829542955400e-03
1.097809441364572397e-01,3.118392671837402190e+02,-9.521754442312439781e-02,-9.654853328449299055e-02
7.813041216690664648e+00,3.163911212211187944e+02,1.733180477502255790e-01,1.716623708545062521e-01
2.005306244511073921e-01,2.970723036736424660e+02,-7.163876539972321988e-02,-7.089521939828051511e-02
1.279121565899157709e+00,2.936828215393986738e+02,1.351077109898650083e-02,1.406251863203165746e-02
2.318973114470334274e+00,3.132954249052464206e+02,5.937232334149113167e-02,5.833375554715412165e-02
3.737767007878676218e+00,2.906103028289781491e+02,9.341193719006415930e-02,9.505562392816269135e-02
1.214636588457192801e+00,2.939386749205290243e+02,1.026382793694717056e-02,9.286258007446876808e-03
1.897674658432183525e+00,3.005150186497440927e+02,4.144128448046514868e-02,4.027355609931847907e-02
4.510438016273961459e+00,2.960465948656290038e+02,1.116437670875183724e-01,1.122963853089384012e-01
1.936674854248397359e+00,3.185435196923665444e+02,4.566783961828043553e-02,4.588877816399598852e-02
2.156173137303003084e+00,3.060276111567527551e+02,5.213573167701240907e-02,5.197522367604357624e-02
5.106273964632714879e+00,2.984127538569180729e+02,1.237377464327349685e-01,1.236706805998340070e-01
1.402243171587480020e-01,2.906571742318313909e+02,-8.142287566118723563e-02,-8.119907486992870849e-02
1.089035662119925751e+00,3.065429540293274613e+02,3.805937767870111801e-03,3.666357782121276460e-03
1.130066621654732817e-01,3.061908693531315180e+02,-9.259610310998221683e-02,-9.276860797826325111e-02
2.008039921466488187e-01,3.005760386858713673e+02,-7.243425332605088474e-02,-7.433021001471733225e-02
1.140283469396196625e-01,3.054883768077982040e+02,-9.210433913921622917e-02,-9.344630050522589881e-02
5.401109636147230830e+00,3.055466505130825112e+02,1.320289343555313410e-01,1.326398839258541018e-01
4.565374786728927936e-01,2.960286691153056609e+02,-4.051356549219407160e-02,-4.121786638264076513e-02
1.102205096141757767e+00,3.166612088165492196e+02,4.751606623493859205e-03,5.296799882605562892e-03
3.754186779478607683e+00,3.032675918068177907e+02,9.801379168429458222e-02,9.924925558354023847e-02
2.386677008738857797e+00,3.012518509464885028e+02,5.928566317341044112e-02,5.893071234696201088e-02
7.122445274175676744e+00,2.949969993780288178e+02,1.526408600197823595e-01,1.529238298011254549e-01
9.541296181322415082e-01,2.971095694546363006e+02,-4.134363578376668014e-03,-2.057887131597980340e-03
2.540245145406809346e+00,3.093513016386502841e+02,6.610047071585503642e-02,6.679540635816857974e-02
5.438878257473116484e+00,2.988680597653666950e+02,1.296879813569370987e-01,1.315298551876884492e-01
1.638302319309727639e-01,2.960479824173327756e+02,-7.801275881766639442e-02,-7.647935176375231237e-02
8.703828352449711758e-01,3.054308051248762581e+02,-9.530961092477169272e-03,-8.777600742956035221e-03
1.499645182823252099e-01,3.123747276615950454e+02,-8.527109864501319914e-02,-8.538299240643694443e-02
1.299956213743520550e+00,2.974626589988853311e+02,1.474772505430721470e-02,1.390573152107166428e-02
4.233569491676285601e-01,3.001318514737684495e+02,-4.428677126176572276e-02,-4.539846925128809135e-02
4.797296336056660948e+00,2.900052577652281798e+02,1.146580794542429865e-01,1.151444083889242576e-01
8.644935134961883039e-01,3.044611034299541075e+02,-9.887614378582001984e-03,-9.419431001907209444e-03
2.117339996354720422e-01,3.165506586955643797e+02,-7.435935798722431711e-02,-7.453398019525701856e-02
5.581594349225920126e+00,3.172039641755616799e+02,1.404302847516064601e-01,1.412787511326930590e-01
7.107731168431327129e-01,3.138735897587957311e+02,-2.110740811704122852e-02,-2.171194523138437679e-02
1.095021091635365873e-01,2.961853174467988765e+02,-9.052136898261201048e-02,-8.941114991450081761e-02
3.446495511034890491e-01,3.000171709599774204e+02,-5.263264342100913706e-02,-5.259263635622301453e-02
5.837122983191000980e-01,2.924721582020570168e+02,-2.919406876993779418e-02,-2.923039534571835948e-02
1.128466423250522738e-01,3.065175578786183337e+02,-9.273888213542035019e-02,-9.273915543239981407e-02
1.906439687418731155e-01,3.099740116413719306e+02,-7.650107299230606006e-02,-7.659966426909058101e-02
3.917578770640758878e-01,2.968068041497875811e+02,-4.698883841708167280e-02,-4.450057412875295382e-02
4.733327891006735566e-01,3.173800817515710264e+02,-4.172895865520351300e-02,-4.334047848435111649e-02
7.501686812257710724e-01,3.068062750198134268e+02,-1.779003151970981467e-02,-1.761280897592801611e-02
3.937636561064700169e-01,2.976479534857398335e+02,-4.691277497216336106e-02,-4.566866878282430098e-02
4.378612197465476807e-01,2.995696793545737364e+02,-4.278075869759739858e-02,-4.206324564502487984e-02
8.397645739004614418e-01,3.102388880083660752e+02,-1.171404813461664543e-02,-1.201613010632391655e-02
5.056680249340180788e-01,3.013338759112587013e+02,-3.670708412834709083e-02,-3.496696310413025671e-02
3.159161990451001767e+00,2.950616040559270914e+02,8.066970660725381048e-02,7.960121374948812834e-02
3.648729179618424912e+00,3.041424865248065998e+02,9.578763505311611859e-02,9.448133892339788398e-02
1.084755667094715187e-01,2.963417993665624408e+02,-9.085130274714588172e-02,-9.028323218421346885e-02
2.109523772299402300e-01,3.104821205706004434e+02,-7.307074944748889744e-02,-7.452521924872192172e-02
1.598226354311656217e-01,3.027399749302942951e+02,-8.058163502601080330e-02,-8.295958477897741323e-02
5.078522738749270404e-01,2.979226149376333979e+02,-3.610656287512136603e-02,-3.522367623739336429e-02
5.158472346670937014e-01,2.945984600674024136e+02,-3.501945367529128716e-02,-3.425810336267084977e-02
3.151999869901145335e+00,2.935792533062954703e+02,8.006147006454120141e-02,8.079375692748465287e-02
2.877665110581426156e+00,2.940905822729595798e+02,7.272324637946403492e-02,7.223577523477990592e-02
5.818746875513013173e+00,3.011165351170459985e+02,1.369453436383463174e-01,1.371282897660356659e-01
2.322715620494032684e+00,3.016311283306047244e+02,5.719996085784091050e-02,5.623463427959846106e-02
1.552631098374359198e+00,3.133860264418730708e+02,2.816651308139787174e-02,2.990086428801052784e-02
9.742410011042395013e+00,3.001294786317560579e+02,1.852772724054230769e-01,1.860682966569275343e-01
1.922796974667675407e+00,2.908025642909198609e+02,4.098699431305034141e-02,4.172925038542055903e-02
6.010955549544301224e-01,2.986287705063095359e+02,-2.840020473164846584e-02,-3.035018947255509886e-02
4.069436631422618800e-01,2.920368456072678782e+02,-4.471525362684595356e-02,-4.390795158285606958e-02
1.178969776250435170e-01,3.000187443298328276e+02,-8.943666142730974378e-02,-8.794268940532838641e-02
7.731731506034483559e+00,3.050012864071842387e+02,1.658819745100456877e-01,1.670982365956930615e-01
3.200952332096002717e+00,2.982955544011992970e+02,8.269455848788696828e-02,8.348368882368346899e-02
5.677392870796895696e-01,2.928122056278630794e+02,-3.050390882479378854e-02,-3.050486599382345315e-02
5.624097197249458446e+00,3.077807816911894179e+02,1.368471953898663385e-01,1.365053625426113082e-01
3.356194029840034343e+00,3.143152316003323676e+02,9.153617684633916229e-02,9.213781853195804339e-02
8.518178428750950992e-01,3.142077142817265099e+02,-1.102794365071196013e-02,-1.064517429491459652e-02
8.157680456651878131e+00,3.017216240679226757e+02,1.691727081222980655e-01,1.694090826526839233e-01
6.092549272995107401e+00,3.035751860569913561e+02,1.424171581105990181e-01,1.421079333638100017e-01
7.799961252931446598e-01,3.149879525576056380e+02,-1.607400858299157242e-02,-1.439275205506613912e-02
7.145290184250410181e-01,3.072455963012429265e+02,-2.040323385368191661e-02,-2.157107714587790104e-02
2.010905676458837887e-01,2.989142866225863031e+02,-7.198703642770948319e-02,-7.200966888352156037e-02
1.602559844697791780e-01,3.158085003147880911e+02,-8.395861559988009037e-02,-8.453879647266938913e-02
5.181090420445677580e-01,3.191651680260463309e+02,-3.767389760900309581e-02,-3.664185456091223481e-02
2.686535876116978860e-01,3.143860006468623851e+02,-6.501829586403636008e-02,-6.358781435674207283e-02
1.371544019303789774e-01,3.093476375331466670e+02,-8.736611939336284827e-02,-8.612203055255257533e-02
2.957736526762452911e+00,3.172679237684003510e+02,8.109856373775639615e-02,8.185397091951489290e-02
8.362791197648611785e+00,3.167726991194455195e+02,1.803793536830999855e-01,1.789767517066199742e-01
2.370155076279961914e+00,3.020267837999463154e+02,5.888904789312910532e-02,6.097028060067543470e-02
6.529274932958239575e+00,3.167453018855198934e+02,1.556213263365932575e-01,1.561380224261678940e-01
5.504702879778725411e+00,3.108965195186278265e+02,1.362264436489382391e-01,1.361179804039414354e-01
1.959335189031503610e+00,2.994989428316600879e+02,4.368397939176482669e-02,4.370547998787954747e-02
1.109751710392313351e+00,3.135891982623747936e+02,5.131020611673043838e-03,4.791501478021441968e-03
5.197599176348067784e-01,2.983256036616676852e+02,-3.511401254470505884e-02,-3.469013197198124454e-02
9.771300087238662391e-01,2.919881203414486208e+02,-2.735440263595957135e-03,-2.425272455485353012e-03
4.390398112724709923e-01,2.943824095586925864e+02,-4.193729962000460054e-02,-4.229739966567130222e-02
2.208682827931442716e-01,2.914361848806927924e+02,-6.706574248722857456e-02,-6.963563392400405616e-02
9.787099651095012565e-01,2.919968216539782020e+02,-2.643628404024988242e-03,-2.678749739072960618e-03
2.100462907218722197e+00,2.956853802736681587e+02,4.830963676172912724e-02,4.878647271796862639e-02
1.481256401065393025e+00,2.934363788302567286e+02,2.307953392812606835e-02,2.360570177301839559e-02
2.989823740646652794e+00,3.036243676073981987e+02,7.840047205423839038e-02,7.824700705346269991e-02
4.698297646127326810e-01,2.945690396787828718e+02,-3.909243568830716997e-02,-3.863912091884376399e-02
1.000442380945139459e-01,3.129906720550238788e+02,-9.849198669619312063e-02,-9.746366775575614205e-02
2.662680436598762745e-01,3.092806428597668287e+02,-6.430364039784029762e-02,-6.477389068040416420e-02
3.796564211672174838e-01,2.976999717668795142e+02,-4.839792248711316525e-02,-4.693164344169453717e-02
1.277055388824469784e+00,3.179259455590989205e+02,1.463755289843062142e-02,1.268239459660969702e-02
6.010395223499784834e-01,2.927765717746259497e+02,-2.786272719510109186e-02,-2.912377572882016152e-02
2.067015629396382614e+00,2.973394352267741851e+02,4.737385334820272409e-02,4.646870839782730328e-02
2.804696271529791285e-01,3.010635402117000012e+02,-6.069163327687213810e-02,-6.313609998634768516e-02
8.630472424357543693e-01,3.169455678807781283e+02,-1.034781288122245402e-02,-1.134757550225524124e-02
1.010397560709713621e-01,3.068124130074126015e+02,-9.624674324460386066e-02,-9.499837126896748529e-02
2.358309473798054778e+00,3.106901613377486342e+02,6.023678016387543077e-02,6.147830922912801699e-02
5.379197998696671590e+00,3.099936861662695833e+02,1.336265593347348846e-01,1.337239177974610949e-01
5.215731687720095877e+00,3.164691807217479891e+02,1.335204431199844000e-01,1.352414450867223672e-01
5.615220283347212238e+00,2.983666176733032671e+02,1.323838127623287175e-01,1.326233029822748988e-01
2.467538740723594082e-01,3.134779903713018712e+02,-6.803965167851303009e-02,-6.853746363512928930e-02
9.179997802920002670e+00,2.913573216479468329e+02,1.741431541170612995e-01,1.743847848864441274e-01
1.266893509168362408e+00,2.967301897317581734e+02,1.305007914400881271e-02,1.291293253364491148e-02
2.350496349139576391e-01,3.023431250705299931e+02,-6.737139143915303607e-02,-6.663545797865304265e-02
1.520926142722756058e-01,3.000534513845063884e+02,-8.146462873908182079e-02,-8.296767937883521571e-02
1.386600505846303788e-01,2.923986419957053613e+02,-8.225444473886127372e-02,-8.125502979553005101e-02
1.879034144978156240e+00,3.179667977614284951e+02,4.318875926224050033e-02,4.272923253105197910e-02
1.807906187369359374e+00,3.116155114505677943e+02,3.932331261319151061e-02,4.017863562970176716e-02
3.745550273314964151e+00,3.026868947490561936e+02,9.761659503204828114e-02,9.607555483020190079e-02
2.076011504437891730e+00,2.989756539521550849e+02,4.797750880552920094e-02,4.755825015007691253e-02
1.093470857049293699e+00,2.926380739880951296e+02,3.816930253811481009e-03,3.894993474161696691e-03
2.116621930669047025e-01,3.148472675221784129e+02,-7.397298940360137742e-02,-7.307153677465021147e-02
2.944067032529485761e+00,2.978909247131894631e+02,7.558521144385399460e-02,7.436768037468213799e-02
1.018876530104119854e-01,3.183799866433554371e+02,-9.960390490780367256e-02,-9.793646065189491601e-02
2.092238865218598143e+00,2.983242461303062214e+02,4.846123004020558983e-02,4.894389351520910675e-02
2.141022746258884613e-01,3.195757170942440553e+02,-7.465942536645320260e-02,-7.518520078485631253e-02
2.077901712427199232e-01,3.148789006394571857e+02,-7.464489500849119663e-02,-7.342759297430311027e-02
6.489092495638229430e+00,3.112357517521257364e+02,1.522321625166150050e-01,1.523348735396376219e-01
7.153813229240852500e+00,3.195156666136156218e+02,1.661801794898669637e-01,1.673384764705782013e-01
2.757851191500648280e+00,3.044124312929877192e+02,7.180488666300613443e-02,7.412803447175290994e-02
2.865672459345067202e-01,3.005084721428787589e+02,-5.978193591520176292e-02,-5.901340753754318047e-02
8.684658482776582700e-01,2.928261764501810944e+02,-9.301047276515402376e-03,-9.827726740085437548e-03
4.924889857127231485e-01,3.159114934194042803e+02,-3.969429660520673586e-02,-4.012000404059788694e-02
