t,phi,omega,theta,domega_dt,domega_dt_noisy
1.748349669933986883e+00,-9.834769542092464123e-01,4.435932982122452017e+00,-1.134911962414450803e+00,8.522505492025699070e+00,8.532292540914175660e+00
1.752350470094018897e+00,-9.656618668508476500e-01,4.469727841344905528e+00,-1.133634079462416233e+00,8.370898187675157587e+00,8.150176334489600549e+00
1.756351270254050911e+00,-9.477127979551638326e-01,4.502908313969195220e+00,-1.132223863850970735e+00,8.215389986019959068e+00,7.989812550768231603e+00
1.760352070414082926e+00,-9.296322361785304134e-01,4.535458863260789286e+00,-1.130681312823678342e+00,8.056003441849346913e+00,7.944899600289240027e+00
1.764352870574114718e+00,-9.114227319361337676e-01,4.567364050375712026e+00,-1.129006443626012768e+00,7.892765770115445001e+00,7.757564569341210969e+00
1.768353670734146732e+00,-8.930868974020074180e-01,4.598608534360549172e+00,-1.127199293505357858e+00,7.725708926816589717e+00,7.943769405162031561e+00
1.772354470894178746e+00,-8.746274063964767365e-01,4.629177075244968798e+00,-1.125259919758542448e+00,7.554869679155328477e+00,7.829977338749364080e+00
1.776355271054210760e+00,-8.560469915781646622e-01,4.659054644728052530e+00,-1.123188401670604852e+00,7.380289537390825494e+00,7.554001462164326774e+00
1.780356071214242775e+00,-8.373484497420355943e-01,4.688226339850593227e+00,-1.120984839635517316e+00,7.202014940504436247e+00,7.273588718510648476e+00
1.784356871374274789e+00,-8.185346365366887866e-01,4.716677451129639209e+00,-1.118649355696786474e+00,7.020097194738128543e+00,6.934449553169207192e+00
1.788357671534306803e+00,-7.996084637378836346e-01,4.744393522103059979e+00,-1.116182094357762944e+00,6.834592427226124478e+00,6.845489069410173322e+00
1.792358471694338817e+00,-7.805728992485396756e-01,4.771360349329544448e+00,-1.113583222581640220e+00,6.645561612182367739e+00,6.822503013388076631e+00
1.796359271854370832e+00,-7.614309670987363665e-01,4.797563982388603598e+00,-1.110852929791455113e+00,6.453070588450240841e+00,6.879265035194903177e+00
1.800360072014402846e+00,-7.421857474457130843e-01,4.822990723880569597e+00,-1.107991427870088641e+00,6.257190068090269008e+00,6.439769909150627747e+00
1.804360872174434860e+00,-7.228403764941395693e-01,4.847627130653630267e+00,-1.104998951175236943e+00,6.057995633693664672e+00,6.001913204834719906e+00
1.808361672334466874e+00,-7.033980412711877683e-01,4.871460109812177031e+00,-1.101875757921701116e+00,5.855567579297540348e+00,5.863172594451717679e+00
1.812362472494498888e+00,-6.838619839851589610e-01,4.894476880879804703e+00,-1.098622130148963816e+00,5.649990965217648764e+00,5.553481984987282516e+00
1.816363272654530903e+00,-6.642354971996436985e-01,4.916665005999664828e+00,-1.095238373544392463e+00,5.441355508430548049e+00,5.284875793240664699e+00
1.820364072814562917e+00,-6.445219196606295498e-01,4.938012444436679971e+00,-1.091724817982595352e+00,5.229755438678020951e+00,5.192907038234428008e+00
1.824364872974594931e+00,-6.247246362965011013e-01,4.958507552577541944e+00,-1.088081817525422546e+00,5.015289438752133400e+00,5.054412377193156836e+00
1.828365673134626945e+00,-6.048470782180404015e-01,4.978139083930710029e+00,-1.084309750421965646e+00,4.798060574933140643e+00,5.165240892268653461e+00
1.832366473294658960e+00,-5.848927227184267386e-01,4.996896189126415422e+00,-1.080409019108556912e+00,4.578176217485822264e+00,4.588582711476500542e+00
1.836367273454690974e+00,-5.648650898707742174e-01,5.014768450005651523e+00,-1.076380050566624114e+00,4.355747880861181365e+00,4.627219495853868381e+00
1.840368073614722988e+00,-5.447677399095196549e-01,5.031745924133563364e+00,-1.072223297206837289e+00,4.130891047943946681e+00,4.484388864168893818e+00
1.844368873774755002e+00,-5.246042745584148514e-01,5.047819116696148356e+00,-1.067939236282672066e+00,3.903725099392810982e+00,3.919486673444751990e+00
1.848369673934787016e+00,-5.043783292171164501e-01,5.062979039300032014e+00,-1.063528370086116004e+00,3.674373046930033304e+00,3.995932824453281018e+00
1.852370474094819031e+00,-4.840935728157944040e-01,5.077217211233674199e+00,-1.058991225956614990e+00,3.442961393438225048e+00,3.585948474352001814e+00
1.856371274254851045e+00,-4.637537078151320324e-01,5.090525659467364683e+00,-1.054328356281072576e+00,3.209619986968584193e+00,3.126112927976660849e+00
1.860372074414883059e+00,-4.433624701101536725e-01,5.102896919153563360e+00,-1.049540338494864056e+00,2.974481864504624262e+00,3.027517869474400047e+00
1.864372874574915073e+00,-4.229236228489332006e-01,5.114324071079665579e+00,-1.044627775375276624e+00,2.737682983434415185e+00,2.742258547043401329e+00
1.868373674734947087e+00,-4.024409580887177151e-01,5.124800743056380448e+00,-1.039591295459470599e+00,2.499362063479917406e+00,2.452894257490927377e+00
1.872374474894979102e+00,-3.819182913807978585e-01,5.134321123959618483e+00,-1.034431552497946605e+00,2.259660331118769516e+00,2.219904084519782828e+00
1.876375275055011116e+00,-3.613594577839852606e-01,5.142879981380614751e+00,-1.029149225363934272e+00,2.018721266055999664e+00,2.047563126750597373e+00
1.880376075215042908e+00,-3.407683118646137599e-01,5.150472661625935089e+00,-1.023745018053391354e+00,1.776690401746402248e+00,1.863526629842845672e+00
1.884376875375074922e+00,-3.201487276965345741e-01,5.157095089717473435e+00,-1.018219659685003720e+00,1.533715119943408034e+00,1.356738744911662353e+00
1.888377675535106937e+00,-2.995045949099722771e-01,5.162743780113147274e+00,-1.012573904464742602e+00,1.289944385564513407e+00,1.288066853165274583e+00
1.892378475695138951e+00,-2.788398159790437258e-01,5.167415851340120270e+00,-1.006808532062686501e+00,1.045528484637296529e+00,7.410574802482954304e-01
1.896379275855170965e+00,-2.581583042571766184e-01,5.171109023084230039e+00,-1.000924347094461320e+00,8.006187823340790155e-01,8.527778821901206285e-01
1.900380076015202979e+00,-2.374639783396944870e-01,5.173821625094420895e+00,-9.949221787000788186e-01,5.553674240687310748e-01,6.800873192250079802e-01
1.904380876175234993e+00,-2.167607620479158892e-01,5.175552597216200645e+00,-9.888028805432372836e-01,3.099271038129481348e-01,3.427180714849095144e-01
1.908381676335267008e+00,-1.960525843511001509e-01,5.176301489366450959e+00,-9.825673308054244659e-01,6.445082959029907466e-02,1.216214599740476909e-01
1.912382476495299022e+00,-1.753433743825160707e-01,5.176068462346459675e+00,-9.762164319880139995e-01,-1.809083666801044599e-01,-6.291974596817129228e-02
1.916383276655331036e+00,-1.546370606453227881e-01,5.174854292460137728e+00,-9.697511111634908865e-01,-4.259976797491735745e-01,-5.590178485925735297e-01
1.920384076815363050e+00,-1.339375661168702158e-01,5.172660364113804476e+00,-9.631723191059620159e-01,-6.706648155679807433e-01,-7.184745874328986037e-01
1.924384876975395064e+00,-1.132488053969235853e-01,5.169488667586802144e+00,-9.564810299714355812e-01,-9.147582583609730200e-01,-8.125738495978160891e-01
1.928385677135427079e+00,-9.257468470766323787e-02,5.165341799031493153e+00,-9.496782412978208576e-01,-1.158127507657382260e+00,-9.577503607115536166e-01
1.932386477295459093e+00,-7.191910037010626477e-02,5.160222956854960685e+00,-9.427649738995040885e-01,-1.400623325708347799e+00,-1.321639045439297222e+00
1.936387277455491107e+00,-5.128593385710873004e-02,5.154135932005296183e+00,-9.357422716180563427e-01,-1.642098012456832290e+00,-1.131526127985793551e+00
1.940388077615523121e+00,-3.067905030369020430e-02,5.147085102678754076e+00,-9.286112008197967560e-01,-1.882405646739418570e+00,-1.900677761176392977e+00
1.944388877775555136e+00,-1.010229520748430476e-02,5.139075423818270316e+00,-9.213728498674274014e-01,-2.121402336679391709e+00,-1.921470250808422486e+00
1.948389677935587150e+00,1.044050605602708272e-02,5.130112425073684257e+00,-9.140283290557864593e-01,-2.358946443764324385e+00,-2.105600908114307668e+00
1.952390478095619164e+00,3.094555119912331329e-02,5.120202198220456857e+00,-9.065787703508794149e-01,-2.594898816194187052e+00,-2.621652785462542656e+00
1.956391278255651178e+00,5.140906313744003642e-02,5.109351387686920987e+00,-8.990253270529007246e-01,-2.829123011269427224e+00,-2.993225587709975599e+00
1.960392078415683192e+00,7.182729362075589152e-02,5.097567171805481578e+00,-8.913691729589968693e-01,-3.061485517958568714e+00,-3.298006103464007133e+00
1.964392878575715207e+00,9.219652369704872674e-02,5.084857260346567820e+00,-8.836115022721299228e-01,-3.291855955362356312e+00,-3.259400555396521959e+00
1.968393678735747221e+00,1.125130659882070394e-01,5.071229879375924732e+00,-8.757535292677600669e-01,-3.520107268406417855e+00,-3.298048877498652054e+00
1.972394478895779235e+00,1.327732665400621348e-01,5.056693759727449056e+00,-8.677964880758574084e-01,-3.746115914792951251e+00,-3.691782235021867642e+00
1.976395279055811249e+00,1.529735083240308935e-01,5.041258111305285006e+00,-8.597416316609172160e-01,-3.969762046427812052e+00,-3.935190831353861274e+00
1.980396079215843264e+00,1.731102121624643608e-01,5.024932616378675831e+00,-8.515902315846042292e-01,-4.190929674416238093e+00,-4.266772451018779222e+00
1.984396879375875278e+00,1.931798380899907852e-01,5.007727416736354797e+00,-8.433435776740070278e-01,-4.409506822140149218e+00,-4.297300875581434809e+00
1.988397679535907292e+00,2.131788869950158594e-01,4.989653099505630074e+00,-8.350029779136137753e-01,-4.625385669213629036e+00,-5.052551879502373389e+00
1.992398479695939084e+00,2.331039032502492114e-01,4.970720670717047263e+00,-8.265697575039939737e-01,-4.838462683686870491e+00,-4.791988033411927361e+00
1.996399279855971098e+00,2.529514771606601875e-01,4.950941530988903772e+00,-8.180452580172460353e-01,-5.048638743966027853e+00,-5.043013482055435759e+00
2.000400080016003113e+00,2.727182449700960021e-01,4.930327475462688014e+00,-8.094308373949559154e-01,-5.255819250786529118e+00,-5.529887300098877745e+00
2.004400880176035127e+00,2.924008905265843561e-01,4.908890671438065567e+00,-8.007278693929625879e-01,-5.459914221010272684e+00,-5.024794636181500351e+00
2.008401680336067141e+00,3.119961465148473057e-01,4.886643643828409544e+00,-7.919377435599358472e-01,-5.660838373809101931e+00,-5.938321020120019611e+00
2.012402480496099155e+00,3.315007964338630431e-01,4.863599246830212941e+00,-7.830618641806786906e-01,-5.858511200352018555e+00,-6.074015299721550853e+00
2.016403280656131169e+00,3.509116770005621389e-01,4.839770630200760593e+00,-7.741016491755982054e-01,-6.052857020503068064e+00,-6.293029642013633129e+00
2.020404080816163184e+00,3.702256781521785500e-01,4.815171239225700006e+00,-7.650585300997481131e-01,-6.243805040379627691e+00,-6.021731480027890271e+00
2.024404880976195198e+00,3.894397433354720439e-01,4.789814808696732484e+00,-7.559339519790111428e-01,-6.431289395490118466e+00,-6.608906367721957054e+00
2.028405681136227212e+00,4.085508718675190387e-01,4.763715315610778767e+00,-7.467293723013181950e-01,-6.615249158302714427e+00,-6.481517875709871923e+00
2.032406481296259226e+00,4.275561182993268816e-01,4.736886994176724208e+00,-7.374462616119328295e-01,-6.795628373262102784e+00,-6.678126342757852107e+00
2.036407281456291241e+00,4.464525953930856272e-01,4.709344271141447713e+00,-7.280861012791628450e-01,-6.972376032626870668e+00,-6.920441950417242971e+00
2.040408081616323255e+00,4.652374746774655123e-01,4.681101753951502076e+00,-7.186503831269279718e-01,-7.145446074093327660e+00,-7.406961855424709640e+00
2.044408881776355269e+00,4.839079864476166781e-01,4.652174230753111317e+00,-7.091406094347607603e-01,-7.314797375579063399e+00,-7.437218651176627837e+00
2.048409681936387283e+00,5.024614198935076770e-01,4.622576665146818087e+00,-6.995582927882563196e-01,-7.480393735871780692e+00,-7.145770741864965636e+00
2.052410482096419297e+00,5.208951246463210394e-01,4.592324136335898643e+00,-6.899049546724224102e-01,-7.642203800874335151e+00,-7.900354680750858449e+00
2.056411282256451312e+00,5.392065101221692469e-01,4.561431870243531250e+00,-6.801821266526432153e-01,-7.800201056461187221e+00,-7.966532048534874733e+00
2.060412082416483326e+00,5.573930470895114286e-01,4.529915170272452052e+00,-6.703913478393487280e-01,-7.954363729500560254e+00,-7.986813034056636340e+00
2.064412882576515340e+00,5.754522681185757493e-01,4.497789398242932890e+00,-6.605341642757748266e-01,-8.104674722127004571e+00,-7.942876707719530138e+00
2.068413682736547354e+00,5.933817675813596315e-01,4.465069974392786634e+00,-6.506121289379624972e-01,-8.251121553616302506e+00,-8.200793715495327874e+00
2.072414482896579369e+00,6.111792016516295334e-01,4.431772377377362737e+00,-6.406268017347583887e-01,-8.393696294410839087e+00,-8.245287462551772251e+00
2.076415283056611383e+00,6.288422882966157035e-01,4.397912118817120408e+00,-6.305797487632140985e-01,-8.532395466582816113e+00,-8.745854313177215289e+00
2.080416083216643397e+00,6.463688074222697644e-01,4.363504697602470728e+00,-6.204725414768957892e-01,-8.667219917791197048e+00,-8.478264599007994562e+00
2.084416883376675411e+00,6.637566008749825608e-01,4.328565632723831769e+00,-6.103067574921825500e-01,-8.798174769471536649e+00,-8.684369006155773008e+00
2.088417683536707425e+00,6.810035722581377904e-01,4.293110386882465157e+00,-6.000839777776248996e-01,-8.925269247116442983e+00,-9.244182158141169836e+00
2.092418483696739440e+00,6.981076869268355578e-01,4.257154362872899611e+00,-5.898057865339311201e-01,-9.048516580411076760e+00,-8.740533338829623133e+00
2.096419283856771454e+00,7.150669719878932629e-01,4.220712903582931830e+00,-5.794737711939680347e-01,-9.167933901705712429e+00,-8.709454329670661465e+00
2.100420084016803468e+00,7.318795162998444903e-01,4.183801291993625604e+00,-5.690895224227597859e-01,-9.283542139477390265e+00,-9.437257610906732097e+00
2.104420884176835482e+00,7.485434699974949924e-01,4.146434736682047983e+00,-5.586546336300419746e-01,-9.395365889299203133e+00,-9.384235325975861741e+00
2.108421684336867497e+00,7.650570427022337361e-01,4.108628310904066439e+00,-5.481706993759117852e-01,-9.503433225590535827e+00,-9.223948708969027521e+00
2.112422484496899511e+00,7.814185053355946486e-01,4.070397005333938445e+00,-5.376393172012712274e-01,-9.607775650684526880e+00,-9.904023696569966617e+00
2.116423284656931525e+00,7.976261875737935547e-01,4.031755658727861125e+00,-5.270620846029183681e-01,-9.708427889009373146e+00,-1.010639995282332393e+01
2.120424084816963539e+00,8.136784775299750194e-01,3.992718948746300622e+00,-5.164405986846194452e-01,-9.805427755164227932e+00,-1.006481657960421217e+01
2.124424884976995553e+00,8.295738217542124593e-01,3.953301391953996546e+00,-5.057764561571085338e-01,-9.898816030910026598e+00,-1.001222938818123964e+01
2.128425685137027568e+00,8.453107252335075872e-01,3.913517343819957528e+00,-4.950712533380880465e-01,-9.988636339954076959e+00,-1.010432478235105513e+01
2.132426485297059582e+00,8.608877513917910784e-01,3.873380998717462997e+00,-4.843265861522284554e-01,-1.007493502086855486e+01,-9.953465586100035623e+00
2.136427285457091596e+00,8.763035189879327946e-01,3.832906352155543761e+00,-4.735440486713531349e-01,-1.015776094250371742e+01,-1.010405366811110639e+01
2.140428085617123610e+00,8.915567022202132152e-01,3.792107195782294049e+00,-4.627252335037852493e-01,-1.023716537281373640e+01,-1.048638082574754904e+01
2.144428885777155624e+00,9.066460311184654230e-01,3.750997126232497703e+00,-4.518717315509306331e-01,-1.031320186297266872e+01,-1.019972586895489819e+01
2.148429685937187639e+00,9.215702880017948573e-01,3.709589505752217686e+00,-4.409851300634159976e-01,-1.038592606115873629e+01,-1.001110979282249502e+01
2.152430486097219653e+00,9.363283074770432091e-01,3.667897462180964130e+00,-4.300670126403076110e-01,-1.045539558741595521e+01,-1.021598473160189791e+01
2.156431286257251667e+00,9.509189764387887545e-01,3.625933888951695661e+00,-4.191189592291110766e-01,-1.052166990861033469e+01,-1.032344841907362643e+01
2.160432086417283681e+00,9.653412340693456883e-01,3.583711445090818959e+00,-4.081425461257713327e-01,-1.058481021370605468e+01,-1.058077462800178026e+01
2.164432886577315251e+00,9.795940716927928893e-01,3.541242554477740168e+00,-3.971393459297208883e-01,-1.064487928810243744e+01,-1.044815300917352729e+01
2.168433686737347266e+00,9.936765269326950367e-01,3.498539373901363714e+00,-3.861109258768097297e-01,-1.070194132901099948e+01,-1.089516789300491517e+01
2.172434486897379280e+00,1.007587687289936307e+00,3.455613806799090693e+00,-3.750588491010070080e-01,-1.075606185957870231e+01,-1.060585893217809250e+01
2.176435287057411294e+00,1.021326687367573260e+00,3.412477494157237334e+00,-3.639846733676889157e-01,-1.080730758761782617e+01,-1.082475727151405565e+01
2.180436087217443308e+00,1.034892705969995053e+00,3.369141800842049950e+00,-3.528899501075919987e-01,-1.085574626310418545e+01,-1.062956512352829463e+01
2.184436887377475323e+00,1.048284966102923876e+00,3.325617815599703153e+00,-3.417762244168129904e-01,-1.090144656652154431e+01,-1.080824445626997132e+01
2.188437687537507337e+00,1.061502734973414741e+00,3.281916351056302972e+00,-3.306450350568090890e-01,-1.094447799894745899e+01,-1.116245395608993007e+01
2.192438487697539351e+00,1.074545323989854806e+00,3.238047943717883737e+00,-3.194979144543976801e-01,-1.098491077402598215e+01,-1.095931218333127966e+01
2.196439287857571365e+00,1.087412088386424003e+00,3.194022853446855770e+00,-3.083363886254081865e-01,-1.102281570970551172e+01,-1.077917141574315529e+01
2.200440088017603379e+00,1.100102420052334162e+00,3.149851050768456950e+00,-2.971619758051602944e-01,-1.105826408013489726e+01,-1.128411085714825646e+01
2.204440888177635394e+00,1.112615752891535026e+00,3.105542220624049943e+00,-2.859761875815320376e-01,-1.109132754678245725e+01,-1.120315552241939017e+01
2.208441688337667408e+00,1.124951558521599893e+00,3.061105761797375813e+00,-2.747805277478790886e-01,-1.112207804126505195e+01,-1.127581264294260066e+01
2.212442488497699422e+00,1.137109343674086448e+00,3.016550784147594921e+00,-2.635764917385542971e-01,-1.115058765905948412e+01,-1.144971684714863613e+01
2.216443288657731436e+00,1.149088650194536765e+00,2.971886108609283372e+00,-2.523655666289078559e-01,-1.117692857085036984e+01,-1.098467491579643074e+01
2.220444088817763451e+00,1.160889055042477302e+00,2.927120267192437009e+00,-2.411492311352871065e-01,-1.120117293637432354e+01,-1.093897347577711798e+01
2.224444888977795465e+00,1.172510170291418685e+00,2.882261502982468748e+00,-2.299289556150367897e-01,-1.122339282081659739e+01,-1.106338417940519214e+01
2.228445689137827479e+00,1.183951642884727873e+00,2.837317770426452945e+00,-2.187062020345096336e-01,-1.124366011305678370e+01,-1.119514604996932761e+01
2.232446489297859493e+00,1.195213147109908558e+00,2.792296741418310191e+00,-2.074824230025263117e-01,-1.126204642289814828e+01,-1.127245269976103970e+01
2.236447289457891507e+00,1.206294389742761819e+00,2.747205794674838941e+00,-1.962590624214530788e-01,-1.127862302075150680e+01,-1.123074696064657552e+01
2.240448089617923522e+00,1.217195106630168056e+00,2.702052025725972584e+00,-1.850375549229787697e-01,-1.129346076115681186e+01,-1.143977194457502833e+01
2.244448889777955536e+00,1.227915059387609586e+00,2.656842251916321285e+00,-1.738193254203004301e-01,-1.130663000731336965e+01,-1.112786088722303468e+01
2.248449689937987550e+00,1.238454035399171538e+00,2.611583012405176429e+00,-1.626057891081233442e-01,-1.131820056779587880e+01,-1.110910210298820111e+01
2.252450490098019564e+00,1.248811847817540954e+00,2.566280568166506626e+00,-1.513983514626610072e-01,-1.132824163583226351e+01,-1.114173292903148216e+01
2.256451290258051579e+00,1.258988335564007022e+00,2.520940901988960814e+00,-1.401984082416352639e-01,-1.133682173114019065e+01,-1.144301137468394991e+01
2.260452090418083593e+00,1.268983363328461289e+00,2.475569718475865599e+00,-1.290073454842761147e-01,-1.134400864431538913e+01,-1.132832777592602902e+01
2.264452890578115607e+00,1.278796816893050581e+00,2.430172457939213437e+00,-1.178265391810500717e-01,-1.134986937894841930e+01,-1.138302554274429035e+01
2.268453690738147621e+00,1.288428601245007910e+00,2.384754294986426881e+00,-1.066573550126513892e-01,-1.135447009627545611e+01,-1.099675513868198884e+01
2.272454490898179635e+00,1.297878645021299793e+00,2.339320128902783846e+00,-9.550114865176675960e-02,-1.135787607604033589e+01,-1.132193683565582454e+01
2.276455291058211650e+00,1.307146893608455374e+00,2.293874609470639925e+00,-8.435926533870727329e-02,-1.136015166947986366e+01,-1.173656584826594340e+01
2.280456091218243664e+00,1.316233309074417823e+00,2.248422137198202275e+00,-7.323303987695913009e-02,-1.136136025894097124e+01,-1.128165912877475741e+01
2.284456891378275678e+00,1.325137870168543897e+00,2.202966863319525181e+00,-6.212379663318354228e-02,-1.136156421976981790e+01,-1.098511096995562042e+01
2.288457691538307692e+00,1.333860572321604598e+00,2.157512689794513605e+00,-5.103284953721679007e-02,-1.136082488438214178e+01,-1.122378974113762773e+01
2.292458491698339706e+00,1.342401427645784739e+00,2.112063269308920521e+00,-3.996150208207022159e-02,-1.135920250847985180e+01,-1.118330656647060906e+01
2.296459291858371721e+00,1.350760464917114101e+00,2.066622005360351899e+00,-2.891104732383951298e-02,-1.135675623938896628e+01,-1.134954398601918513e+01
2.300460092018403735e+00,1.358937723131891762e+00,2.021192081194166601e+00,-1.788276776293318271e-02,-1.135354408938486515e+01,-1.174782198662190247e+01
2.304460892178435749e+00,1.366933253203666210e+00,1.975776445112812585e+00,-6.877935109728984531e-03,-1.134962290461518108e+01,-1.171167445542576857e+01
2.308461692338467763e+00,1.374747119143106211e+00,1.930377812399277193e+00,4.102189511591448901e-03,-1.134504834423769104e+01,-1.159423789918486847e+01
2.312462492498499778e+00,1.382379393684659563e+00,1.884998688845670900e+00,1.505635552315454789e-02,-1.133987486203537287e+01,-1.136524126944331847e+01
2.316463292658531792e+00,1.389830158286553541e+00,1.839641370753229532e+00,2.598332289339484041e-02,-1.133415568579386701e+01,-1.127215598649560491e+01
2.320464092818563806e+00,1.397099503130795339e+00,1.794307944932311827e+00,3.688186213705495209e-02,-1.132794279833748163e+01,-1.119005996790957802e+01
2.324464892978595820e+00,1.404187527123170742e+00,1.749000288702401651e+00,4.775075431518553681e-02,-1.132128692018088678e+01,-1.138937852873383072e+01
2.328465693138627834e+00,1.411094337893245232e+00,1.703720069892106448e+00,5.858879103514536002e-02,-1.131423749375374221e+01,-1.112285164207152377e+01
2.332466493298659849e+00,1.417820050198606241e+00,1.658468757028522811e+00,6.939477438157112821e-02,-1.130684267191390369e+01,-1.136279242358982877e+01
2.336467293458691863e+00,1.424364780868814684e+00,1.613247646455921336e+00,8.016751692232472470e-02,-1.129914931150168655e+01,-1.144004721457109497e+01
2.340468093618723877e+00,1.430728654140577261e+00,1.568057829059342545e+00,9.090584193810198610e-02,-1.129120295364236704e+01,-1.112087461055338622e+01
2.344468893778755891e+00,1.436911797193745066e+00,1.522900225937114049e+00,1.016085829410451613e-01,-1.128304782526115346e+01,-1.146593682188198748e+01
2.348469693938787906e+00,1.442914339681383717e+00,1.477775591691542489e+00,1.122745836424328542e-01,-1.127472683138816834e+01,-1.182054381755238737e+01
2.352470494098819920e+00,1.448736413729773576e+00,1.432684514428913536e+00,1.229026979526798569e-01,-1.126628154765636936e+01,-1.147827289944594931e+01
2.356471294258851934e+00,1.454378153938409524e+00,1.387627415759491223e+00,1.334917899813373166e-01,-1.125775221390936309e+01,-1.123892030480878290e+01
2.360472094418883948e+00,1.459839697380001189e+00,1.342604550797518392e+00,1.440407340370927214e-01,-1.124917772888064427e+01,-1.186521328069057546e+01
2.364472894578915962e+00,1.465121182847064274e+00,1.297616014813349761e+00,1.545484145322245650e-01,-1.124059564804961120e+01,-1.131202325728532720e+01
2.368473694738947977e+00,1.470222746644876954e+00,1.252661774751939072e+00,1.650137257022310233e-01,-1.123204218972630919e+01,-1.129846026147891180e+01
2.372474494898979991e+00,1.475144526476954709e+00,1.207741633114520541e+00,1.754355721948518965e-01,-1.122355222069921510e+01,-1.150884341449307158e+01
2.376475295059012005e+00,1.479886658369993446e+00,1.162855263995451249e+00,1.858128682930609565e-01,-1.121515926700888066e+01,-1.151165995992844238e+01
2.380476095219044019e+00,1.484449276052103750e+00,1.118002219193757529e+00,1.961445378087971758e-01,-1.120689551452215049e+01,-1.129938790414200511e+01
2.384476895379076034e+00,1.488832510952811550e+00,1.073181928213134961e+00,2.064295140829647268e-01,-1.119879180816892195e+01,-1.130821184209588459e+01
2.388477695539108048e+00,1.493036492203057675e+00,1.028393698261947264e+00,2.166667399854330656e-01,-1.119087765186908534e+01,-1.093889394999075826e+01
2.392478495699139618e+00,1.497061346635198298e+00,9.836367142532334018e-01,2.268551679150356271e-01,-1.118318120911940206e+01,-1.110820860009284239e+01
2.396479295859171632e+00,1.500907198725871750e+00,9.389100395434176738e-01,2.369937597849605948e-01,-1.117572930444414503e+01,-1.149190039354526149e+01
2.400480096019203646e+00,1.504574167505759341e+00,8.942126510961611041e-01,2.470814864305032332e-01,-1.116854743587553678e+01,-1.133947772984288527e+01
2.404480896179235661e+00,1.508062367901214840e+00,8.495434134515408298e-01,2.571173283142525468e-01,-1.116165976808461657e+01,-1.102063146266021043e+01
2.408481696339267675e+00,1.511371910481817737e+00,8.049010940084020405e-01,2.671002749685844058e-01,-1.115508914008170116e+01,-1.077589378629012096e+01
2.412482496499299689e+00,1.514502900134692576e+00,7.602843826698586494e-01,2.770293245534230508e-01,-1.114885707353229805e+01,-1.107155717478345380e+01
2.416483296659331703e+00,1.517455436064507168e+00,7.156918918432932930e-01,2.869034838562410927e-01,-1.114298377503861737e+01,-1.108084126610672016e+01
2.420484096819363717e+00,1.520229611793474156e+00,6.711221564403573314e-01,2.967217682920594291e-01,-1.113748813879776733e+01,-1.076533764596336518e+01
2.424484896979395732e+00,1.522825515161349452e+00,6.265736338769707370e-01,3.064832019034472443e-01,-1.113238774961516064e+01,-1.113692203841896422e+01
2.428485697139427746e+00,1.525243228325433797e+00,5.820447040733224275e-01,3.161868173605222876e-01,-1.112769888625276593e+01,-1.118951907791971223e+01
2.432486497299459760e+00,1.527482827168317181e+00,5.375336810773420071e-01,3.258316557192727503e-01,-1.112343652817346573e+01,-1.140608628463179919e+01
2.436487297459491774e+00,1.529544379321313929e+00,4.930388401318767655e-01,3.354167660104826476e-01,-1.111961436584594587e+01,-1.122221758229148669e+01
2.440488097619523788e+00,1.531427946105950566e+00,4.485583816936243862e-01,3.449412059498908611e-01,-1.111624479450648195e+01,-1.068050224598685105e+01
2.444488897779555803e+00,1.533133581387316813e+00,4.040904694241894690e-01,3.544040409406963854e-01,-1.111333892777835608e+01,-1.139768720627609966e+01
2.448489697939587817e+00,1.534661331443990306e+00,3.596332333089231614e-01,3.638043440012115326e-01,-1.111090660129269736e+01,-1.110866825993004703e+01
2.452490498099619831e+00,1.536011234968037042e+00,3.151847696569229362e-01,3.731411957648618771e-01,-1.110895637562305005e+01,-1.139062186121351239e+01
2.456491298259651845e+00,1.537183323065010709e+00,2.707431411010325362e-01,3.824136844801865887e-01,-1.110749553937997902e+01,-1.108180038976962756e+01
2.460492098419683860e+00,1.538177619253952910e+00,2.263063765978420294e-01,3.916209060108379325e-01,-1.110653011245352495e+01,-1.092900067176310053e+01
2.464492898579715874e+00,1.538994139443798259e+00,1.818724721175482562e-01,4.007619638244078186e-01,-1.110606484953479445e+01,-1.115479471349743257e+01
2.468493698739747888e+00,1.539632891028748229e+00,1.374394179463980514e-01,4.098359685209838621e-01,-1.110610324896385315e+01,-1.096003379490395346e+01
2.472494498899779902e+00,1.540093873184877227e+00,9.300519793438920269e-02,4.188420377080349644e-01,-1.110664755485182020e+01,-1.096247878975005285e+01
2.476495299059811916e+00,1.540377077193024302e+00,4.856778673340839125e-02,4.277792959919256011e-01,-1.110769875902048298e+01,-1.101829379579909940e+01
2.480496099219843931e+00,1.540482486221641523e+00,4.125106667490975598e-03,4.366468748693796420e-01,-1.110925659475937266e+01,-1.076600699487618229e+01
2.484496899379875945e+00,1.540410075347673935e+00,-4.032442834200133247e-02,4.454439126063081678e-01,-1.111099443377953833e+01,-1.095522692297992684e+01
2.488497699539907959e+00,1.540159817777351448e+00,-8.478026340591954257e-02,4.541695541336652209e-01,-1.111244809142706913e+01,-1.117344000465393172e+01
2.492498499699939973e+00,1.539731690487976090e+00,-1.292413702812703902e-01,4.628229509766771388e-01,-1.111361035304327238e+01,-1.124977506274169592e+01
