t,v,q_eff,p_pol,dv_dt,dv_dt_noisy
4.089817963592718542e+00,9.929692724818708349e-01,3.354955736321610371e-01,3.830456930153020578e-01,8.383668043139266834e-03,3.116873407438919448e-03
4.092818563712742552e+00,9.929943714160046619e-01,3.354893880395068972e-01,3.830931112908572134e-01,8.345646837448317257e-03,4.088572483536833356e-03
4.095819163832766563e+00,9.930193564950470231e-01,3.354832175890121171e-01,3.831403996037959780e-01,8.307773652816291543e-03,1.413331711660095399e-02
4.098819763952790574e+00,9.930442281626873369e-01,3.354770622706455541e-01,3.831875582881847375e-01,8.270047961195972630e-03,1.114910213213354991e-02
4.101820364072814584e+00,9.930689868726976233e-01,3.354709220766554645e-01,3.832345876813302299e-01,8.232469223505498035e-03,-9.783041202440431738e-05
4.104820964192838595e+00,9.930936330683834967e-01,3.354647969967632926e-01,3.832814881169778198e-01,8.195036912138270457e-03,1.513941755878479151e-03
4.107821564312862606e+00,9.931181671850152215e-01,3.354586870190284786e-01,3.833282599259374424e-01,8.157750508324845828e-03,1.481557080114677752e-02
4.110822164432886616e+00,9.931425896565012623e-01,3.354525921313982750e-01,3.833749034382996634e-01,8.120609494821462437e-03,3.158759320343445393e-02
4.113822764552910627e+00,9.931669009153877292e-01,3.354465123217075795e-01,3.834214189834354580e-01,8.083613355910512777e-03,-1.822006045716887887e-02
4.116823364672934638e+00,9.931911013928584886e-01,3.354404475776791017e-01,3.834678068899962655e-01,8.046761577401362331e-03,1.528592295562858014e-02
4.119823964792958648e+00,9.932151915187358293e-01,3.354343978869231413e-01,3.835140674859139898e-01,8.010053646629461399e-03,5.899581816412716173e-03
4.122824564912982659e+00,9.932391717214794635e-01,3.354283632369379209e-01,3.835602010984011101e-01,7.973489052457732873e-03,1.576713618985960130e-02
4.125825165033006670e+00,9.932630424281873038e-01,3.354223436151091975e-01,3.836062080539505703e-01,7.937067285275503647e-03,1.661428106592824014e-02
4.128825765153030680e+00,9.932868040645950192e-01,3.354163390087105956e-01,3.836520886783356676e-01,7.900787836999711988e-03,8.429168687385191205e-03
4.131826365273054691e+00,9.933104570550762569e-01,3.354103494049033851e-01,3.836978432966102748e-01,7.864650201075004676e-03,-2.295085269146946577e-03
4.134826965393078702e+00,9.933340018226426427e-01,3.354043747907365924e-01,3.837434722331088399e-01,7.828653872473306796e-03,-6.141865062556636778e-03
4.137827565513102712e+00,9.933574387889435586e-01,3.353984151531469449e-01,3.837889758114461092e-01,7.792798347694501748e-03,-1.094898853823714560e-02
4.140828165633126723e+00,9.933807683742663652e-01,3.353924704789588707e-01,3.838343543545174041e-01,7.757083124767014115e-03,1.998053912711617724e-02
4.143828765753150734e+00,9.934039909975365124e-01,3.353865407548847211e-01,3.838796081844985664e-01,7.721507703246754950e-03,5.624484045676804260e-03
4.146829365873174744e+00,9.934271070763170952e-01,3.353806259675242707e-01,3.839247376228459019e-01,7.686071584218800989e-03,2.283321910633242038e-03
4.149829965993198755e+00,9.934501170268091874e-01,3.353747261033653282e-01,3.839697429902960701e-01,7.650774270296478718e-03,4.873580162032542518e-03
4.152830566113222766e+00,9.934730212638519520e-01,3.353688411487831256e-01,3.840146246068663616e-01,7.615615265622099894e-03,-5.779061918343621901e-03
4.155831166233246776e+00,9.934958202009221973e-01,3.353629710900408178e-01,3.840593827918545311e-01,7.580594075867364001e-03,1.062673987107796286e-02
4.158831766353270787e+00,9.935185142501348210e-01,3.353571159132893165e-01,3.841040178638387426e-01,7.545710208232622729e-03,2.073272516867057796e-02
4.161832366473294798e+00,9.935411038222425884e-01,3.353512756045671228e-01,3.841485301406777353e-01,7.510963171448115094e-03,1.889556947915774221e-02
4.164832966593318808e+00,9.935635893266361318e-01,3.353454501498004947e-01,3.841929199395106576e-01,7.476352475773578865e-03,-8.181638236503620265e-03
4.167833566713342819e+00,9.935859711713441733e-01,3.353396395348035575e-01,3.842371875767571221e-01,7.441877632998319947e-03,2.107699647108783603e-02
4.170834166833365941e+00,9.936082497630330801e-01,3.353338437452779153e-01,3.842813333681172616e-01,7.407538156442280974e-03,-2.348307908210745323e-04
4.173834766953389952e+00,9.936304255070073088e-01,3.353280627668131508e-01,3.843253576285717843e-01,7.373333560954875576e-03,-1.175618909147277402e-02
4.176835367073413963e+00,9.936524988072092945e-01,3.353222965848864368e-01,3.843692606723816962e-01,7.339263362915987576e-03,-4.955458991190157120e-03
4.179835967193437973e+00,9.936744700662191176e-01,3.353165451848627021e-01,3.844130428130886346e-01,7.305327080236803661e-03,-2.359814032213735160e-03
4.182836567313461984e+00,9.936963396852549479e-01,3.353108085519945214e-01,3.844567043635145898e-01,7.271524232358508866e-03,7.202045828958118963e-03
4.185837167433485995e+00,9.937181080641729336e-01,3.353050866714223921e-01,3.845002456357621834e-01,7.237854340253105367e-03,-3.081900389609362398e-03
4.188837767553510005e+00,9.937397756014669792e-01,3.352993795281744016e-01,3.845436669412143904e-01,7.204316926424314538e-03,-7.898137681374971589e-03
4.191838367673534016e+00,9.937613426942690786e-01,3.352936871071662828e-01,3.845869685905347612e-01,7.170911514906563866e-03,4.525971163593541652e-03
4.194838967793558027e+00,9.937828097383489823e-01,3.352880093932016914e-01,3.846301508936672553e-01,7.137637631266152693e-03,2.637667705920187719e-02
4.197839567913582037e+00,9.938041771281143077e-01,3.352823463709718732e-01,3.846732141598363519e-01,7.104494802600752612e-03,8.098597871474336185e-05
4.200840168033606048e+00,9.938254452566107622e-01,3.352766980250558859e-01,3.847161586975469949e-01,7.071482557540059721e-03,1.171401771203751246e-02
4.203840768153630059e+00,9.938466145155218090e-01,3.352710643399203772e-01,3.847589848145845925e-01,7.038600426245322783e-03,7.838068738539981026e-03
4.206841368273654069e+00,9.938676852951690011e-01,3.352654452999199175e-01,3.848016928180151286e-01,7.005847940410189767e-03,3.358652508235593359e-02
4.209841968393678080e+00,9.938886579845117586e-01,3.352598408892966675e-01,3.848442830141849957e-01,6.973224633260804994e-03,-1.200935696333398431e-02
4.212842568513702091e+00,9.939095329711471472e-01,3.352542510921805441e-01,3.848867557087209956e-01,6.940730039555614850e-03,1.789454651170540450e-02
4.215843168633726101e+00,9.939303106413105438e-01,3.352486758925892207e-01,3.849291112065305609e-01,6.908363695585728603e-03,-5.905486262415406834e-03
4.218843768753750112e+00,9.939509913798748597e-01,3.352431152744280163e-01,3.849713498118014776e-01,6.876125139174960044e-03,9.519725989736048041e-04
4.221844368873774123e+00,9.939715755703513178e-01,3.352375692214900615e-01,3.850134718280021628e-01,6.844013909680271568e-03,5.877197375746150143e-03
4.224844968993798133e+00,9.939920635948886751e-01,3.352320377174562438e-01,3.850554775578813316e-01,6.812029547991885203e-03,3.867289156597229077e-02
4.227845569113822144e+00,9.940124558342738892e-01,3.352265207458949847e-01,3.850973673034683298e-01,6.780171596533199341e-03,-8.498815063000602840e-04
4.230846169233846155e+00,9.940327526679315628e-01,3.352210182902627400e-01,3.851391413660728569e-01,6.748439599261024657e-03,-1.214040153322234680e-02
4.233846769353870165e+00,9.940529544739244994e-01,3.352155303339033887e-01,3.851808000462852988e-01,6.716833101665709016e-03,1.969046910507796927e-02
4.236847369473894176e+00,9.940730616289531474e-01,3.352100568600487329e-01,3.852223436439762283e-01,6.685351650771886867e-03,-1.707009432529145096e-03
4.239847969593918187e+00,9.940930745083561559e-01,3.352045978518181646e-01,3.852637724582970158e-01,6.653994795137729845e-03,4.224491258230808621e-03
4.242848569713942197e+00,9.941129934861098194e-01,3.351991532922189987e-01,3.853050867876792740e-01,6.622762084855474130e-03,6.382343855412908433e-03
4.245849169833966208e+00,9.941328189348284106e-01,3.351937231641460291e-01,3.853462869298351912e-01,6.591653071552350251e-03,7.561540927361274853e-03
4.248849769953990219e+00,9.941525512257641806e-01,3.351883074503819726e-01,3.853873731817574200e-01,6.560667308389098173e-03,4.859281024820182385e-03
4.251850370074014229e+00,9.941721907288072480e-01,3.351829061335971915e-01,3.854283458397191331e-01,6.529804350061466089e-03,9.207368709802004128e-03
4.254850970194038240e+00,9.941917378124857096e-01,3.351775191963497491e-01,3.854692051992739676e-01,6.499063752800196547e-03,1.037265977515763188e-02
4.257851570314062251e+00,9.942111928439655300e-01,3.351721466210855760e-01,3.855099515552560252e-01,6.468445074370485215e-03,1.500767325654987945e-02
4.260852170434086261e+00,9.942305561890505405e-01,3.351667883901380818e-01,3.855505852017798163e-01,6.437947874072869059e-03,2.165616515076249429e-03
4.263852770554110272e+00,9.942498282121825515e-01,3.351614444857286546e-01,3.855911064322405379e-01,6.407571712742823888e-03,-1.079729720806212219e-03
4.266853370674134283e+00,9.942690092764412402e-01,3.351561148899662168e-01,3.856315155393136296e-01,6.377316152751721923e-03,-4.258186633918817354e-03
4.269853970794158293e+00,9.942880997435441515e-01,3.351507995848476140e-01,3.856718128149552172e-01,6.347180758005721568e-03,1.227426975969771010e-02
4.272854570914182304e+00,9.943070999738469196e-01,3.351454985522571706e-01,3.857119985504017801e-01,6.317165093947474386e-03,5.854183641986322392e-03
4.275855171034206315e+00,9.943260103263429350e-01,3.351402117739671893e-01,3.857520730361703176e-01,6.287268727554390368e-03,1.181931444183272062e-02
4.278855771154230325e+00,9.943448311586634558e-01,3.351349392316375631e-01,3.857920365620582936e-01,6.257491227341094309e-03,1.163945364549980738e-02
4.281856371274254336e+00,9.943635628270778293e-01,3.351296809068158855e-01,3.858318894171437474e-01,6.227832163356844530e-03,2.308660149690289556e-02
4.284856971394278347e+00,9.943822056864932701e-01,3.351244367809375069e-01,3.858716318897850162e-01,6.198291107188474980e-03,8.273342062858835694e-03
4.287857571514302357e+00,9.944007600904548605e-01,3.351192068353256448e-01,3.859112642676210680e-01,6.168867631958438458e-03,1.369258079885906677e-02
4.290858171634326368e+00,9.944192263911454388e-01,3.351139910511909958e-01,3.859507868375713358e-01,6.139561312326041742e-03,-5.886336950622093889e-03
4.293858771754350379e+00,9.944376049442230636e-01,3.351087894103968456e-01,3.859901998877036111e-01,6.110371719142929092e-03,-4.692645042756604309e-03
4.296859371874374389e+00,9.944558961098596273e-01,3.351036018953536533e-01,3.860295037078164126e-01,6.081298418277578111e-03,2.963920960233970558e-03
4.299859971994398400e+00,9.944741002339346769e-01,3.350984284860714646e-01,3.860686985821609185e-01,6.052340991396676362e-03,-6.114835766747794485e-03
4.302860572114422411e+00,9.944922176606085795e-01,3.350932691624076698e-01,3.861077847941211671e-01,6.023499022099421119e-03,1.291943120001089705e-02
4.305861172234446421e+00,9.945102487329567920e-01,3.350881239041738069e-01,3.861467626264549757e-01,5.994772095218259267e-03,-7.335755787524947391e-03
4.308861772354470432e+00,9.945281937929690841e-01,3.350829926911351175e-01,3.861856323612937736e-01,5.966159796819289762e-03,6.649989984176423764e-03
4.311862372474494443e+00,9.945460531815504268e-01,3.350778755030109357e-01,3.862243942801426022e-01,5.937661714201861174e-03,-1.864329450079414696e-02
4.314862972594518453e+00,9.945638272385199929e-01,3.350727723194743546e-01,3.862630486638801708e-01,5.909277435899362718e-03,-5.138519798154090809e-03
4.317863572714542464e+00,9.945815163026121564e-01,3.350676831201524486e-01,3.863015957927588562e-01,5.881006551678724659e-03,2.490653188989253725e-03
4.320864172834566475e+00,9.945991207114754928e-01,3.350626078846261624e-01,3.863400359464045919e-01,5.852848652541264851e-03,3.262451783889017479e-03
4.323864772954590485e+00,9.946166408016737792e-01,3.350575465924303664e-01,3.863783694038170347e-01,5.824803330721953221e-03,-1.209165410294080201e-02
4.326865373074614496e+00,9.946340769086852163e-01,3.350524992230538013e-01,3.864165964433694533e-01,5.796870179690147284e-03,6.883560970614790303e-03
4.329865973194638507e+00,9.946514293669027618e-01,3.350474657559392444e-01,3.864547173428087845e-01,5.769048794149564396e-03,1.551768908118240226e-02
4.332866573314662517e+00,9.946686985096342415e-01,3.350424461704832324e-01,3.864927323792555214e-01,5.741338770038240114e-03,1.222374282241426788e-02
4.335867173434686528e+00,9.946858846691020162e-01,3.350374404460361721e-01,3.865306418292039359e-01,5.713739704528944530e-03,-8.720909398501393989e-04
4.338867773554710539e+00,9.947029881764433146e-01,3.350324485619026182e-01,3.865684459685218011e-01,5.686251196029043498e-03,-1.867171856563439036e-04
4.341868373674734549e+00,9.947200093617099004e-01,3.350274704973407736e-01,3.866061450724505577e-01,5.658872844180706796e-03,-6.204129972813714200e-03
4.344868973794758560e+00,9.947369485538685163e-01,3.350225062315629332e-01,3.866437394156054252e-01,5.631604249861019151e-03,1.192948419598060389e-02
4.347869573914782571e+00,9.947538060808003291e-01,3.350175557437351515e-01,3.866812292719750688e-01,5.604445015182146772e-03,2.002103339270169466e-02
4.350870174034806581e+00,9.947705822693013733e-01,3.350126190129774639e-01,3.867186149149219321e-01,5.577394743491365103e-03,3.178399884861083866e-04
4.353870774154830592e+00,9.947872774450824407e-01,3.350076960183637764e-01,3.867558966171820711e-01,5.550453039371502917e-03,-1.142772763010629911e-02
4.356871374274854603e+00,9.948038919327688578e-01,3.350027867389220315e-01,3.867930746508650985e-01,5.523619508640401077e-03,7.523661934689385850e-03
4.359871974394878613e+00,9.948204260559010415e-01,3.349978911536338755e-01,3.868301492874544056e-01,5.496893758351217851e-03,1.257458799941653556e-02
4.362872574514902624e+00,9.948368801369336101e-01,3.349930092414350469e-01,3.868671207978069404e-01,5.470275396793733425e-03,-2.175096310045719628e-02
4.365873174634926634e+00,9.948532544972363834e-01,3.349881409812150435e-01,3.869039894521532630e-01,5.443764033492323740e-03,6.827324429814111452e-03
4.368873774754950645e+00,9.948695494570934938e-01,3.349832863518173443e-01,3.869407555200976567e-01,5.417359279207917266e-03,2.706122907601632432e-02
4.371874374874974656e+00,9.948857653357041642e-01,3.349784453320393540e-01,3.869774192706180171e-01,5.391060745936912535e-03,1.359753684023379955e-02
4.374874974994998666e+00,9.949019024511820408e-01,3.349736179006323478e-01,3.870139809720657964e-01,5.364868046912232846e-03,1.086945605613679269e-02
4.377875575115022677e+00,9.949179611205556384e-01,3.349688040363014707e-01,3.870504408921662809e-01,5.338780796602576872e-03,9.359993569853237994e-03
4.380876175235046688e+00,9.949339416597681174e-01,3.349640037177058494e-01,3.870867992980182026e-01,5.312798610713362346e-03,1.593178682365996301e-02
4.383876775355070698e+00,9.949498443836773953e-01,3.349592169234584804e-01,3.871230564560940168e-01,5.286921106185921149e-03,-4.124751431883538766e-03
4.386877375475094709e+00,9.949656696060561467e-01,3.349544436321262864e-01,3.871592126322397909e-01,5.261147901198443000e-03,-3.192230123171487660e-03
4.389877975595118720e+00,9.949814176395915810e-01,3.349496838222300599e-01,3.871952680916753708e-01,5.235478615165600758e-03,9.311171704106963737e-03
4.392878575715142730e+00,9.949970887958858867e-01,3.349449374722445194e-01,3.872312230989939930e-01,5.209912868738716951e-03,-1.643380576164978416e-03
4.395879175835166741e+00,9.950126833854557873e-01,3.349402045605983091e-01,3.872670779181627276e-01,5.184450283806013582e-03,7.771474485953956332e-03
4.398879775955190752e+00,9.950282017177328742e-01,3.349354850656739435e-01,3.873028328125222575e-01,5.159090483492570489e-03,-1.396653435281135572e-02
4.401880376075214762e+00,9.950436441010631627e-01,3.349307789658079182e-01,3.873384880447868217e-01,5.133833092160686173e-03,1.271337972930701790e-02
4.404880976195238773e+00,9.950590108427076474e-01,3.349260862392905436e-01,3.873740438770444383e-01,5.108677735409725140e-03,1.357839185740807204e-02
4.407881576315262784e+00,9.950743022488419687e-01,3.349214068643660558e-01,3.874095005707566264e-01,5.083624040075826467e-03,5.520403061048408631e-03
4.410882176435286794e+00,9.950895186245566348e-01,3.349167408192326167e-01,3.874448583867586282e-01,5.058671634233000147e-03,6.702901045713947209e-03
4.413882776555310805e+00,9.951046602738565783e-01,3.349120880820423141e-01,3.874801175852592428e-01,5.033820147192683003e-03,2.124033100422511450e-02
4.416883376675334816e+00,9.951197274996614883e-01,3.349074486309011611e-01,3.875152784258410477e-01,5.009069209503697051e-03,-5.821877069316347408e-03
4.419883976795358826e+00,9.951347206038061444e-01,3.349028224438689305e-01,3.875503411674601772e-01,4.984418452952249501e-03,-4.147148109899969140e-03
4.422884576915382837e+00,9.951496398870395277e-01,3.348982094989595426e-01,3.875853060684464335e-01,4.959867510562737669e-03,-5.978195428591790914e-03
4.425885177035406848e+00,9.951644856490258206e-01,3.348936097741405660e-01,3.876201733865031751e-01,4.935416016597041211e-03,6.881143040415784590e-04
4.428885777155430858e+00,9.951792581883434075e-01,3.348890232473337170e-01,3.876549433787074839e-01,4.911063606555340910e-03,-5.200435603528369422e-03
4.431886377275454869e+00,9.951939578024858735e-01,3.348844498964144156e-01,3.876896163015101648e-01,4.886809917175410911e-03,5.257294689064806112e-03
4.434886977395478880e+00,9.952085847878612279e-01,3.348798896992121188e-01,3.877241924107354132e-01,4.862654586433465265e-03,-1.644713473557392856e-03
4.437887577515502890e+00,9.952231394397923481e-01,3.348753426335101535e-01,3.877586719615813138e-01,4.838597253543769350e-03,-9.652893943009967920e-03
4.440888177635526901e+00,9.952376220525167572e-01,3.348708086770457171e-01,3.877930552086195082e-01,4.814637558959056207e-03,-1.068713980278830113e-02
4.443888777755550912e+00,9.952520329191865134e-01,3.348662878075099325e-01,3.878273424057952501e-01,4.790775144370290617e-03,1.690734621318462638e-02
4.446889377875574922e+00,9.952663723318687650e-01,3.348617800025479041e-01,3.878615338064274054e-01,4.767009652707182576e-03,4.078221473171740434e-03
4.449889977995598933e+00,9.952806405815451951e-01,3.348572852397585509e-01,3.878956296632086187e-01,4.743340728137687701e-03,2.469962484792045509e-03
4.452890578115622944e+00,9.952948379581121330e-01,3.348528034966947176e-01,3.879296302282049802e-01,4.719768016068756622e-03,4.985463870098875636e-03
4.455891178235646954e+00,9.953089647503807758e-01,3.348483347508631192e-01,3.879635357528564144e-01,4.696291163145849268e-03,3.872670004704378745e-03
4.458891778355670965e+00,9.953230212460768556e-01,3.348438789797245074e-01,3.879973464879763467e-01,4.672909817253725895e-03,1.223403917307737399e-02
4.461892378475694976e+00,9.953370077318408615e-01,3.348394361606934488e-01,3.880310626837519261e-01,4.649623627515794833e-03,1.027221390946814021e-02
4.464892978595718986e+00,9.953509244932282618e-01,3.348350062711383246e-01,3.880646845897439134e-01,4.626432244294292895e-03,-1.270645219244414224e-03
4.467893578715742997e+00,9.953647718147089485e-01,3.348305892883816637e-01,3.880982124548866818e-01,4.603335319191062536e-03,-3.631935252941745004e-03
4.470894178835767008e+00,9.953785499796674596e-01,3.348261851896996433e-01,3.881316465274882721e-01,4.580332505047149394e-03,-6.286875380563806959e-03
4.473894778955791018e+00,9.953922592704034233e-01,3.348217939523225328e-01,3.881649870552304482e-01,4.557423455942316570e-03,-7.953889506173513271e-03
4.476895379075815029e+00,9.954058999681308917e-01,3.348174155534344165e-01,3.881982342851684198e-01,4.534607827196487917e-03,1.855606422789992521e-02
4.479895979195839040e+00,9.954194723529787847e-01,3.348130499701733598e-01,3.882313884637312307e-01,4.511885275368623938e-03,-4.653507071275552603e-03
4.482896579315863050e+00,9.954329767039904464e-01,3.348086971796311873e-01,3.882644498367214259e-01,4.489255458257512821e-03,-1.570120247715895562e-02
4.485897179435887061e+00,9.954464132991244218e-01,3.348043571588537604e-01,3.882974186493153290e-01,4.466718034901465129e-03,-3.968126583673840801e-03
4.488897779555911072e+00,9.954597824152535690e-01,3.348000298848408662e-01,3.883302951460627650e-01,4.444272665578230530e-03,-3.439344277538673028e-03
4.491898379675935082e+00,9.954730843281656139e-01,3.347957153345461068e-01,3.883630795708872818e-01,4.421919011806219046e-03,7.720435153404217599e-03
4.494898979795959093e+00,9.954863193126549659e-01,3.347914134848868906e-01,3.883957721671256191e-01,4.399656736240514787e-03,-4.460169121613280149e-03
4.497899579915983104e+00,9.954994876516792823e-01,3.347871243136297248e-01,3.884283731815431073e-01,4.377485492466859363e-03,9.725016162833567332e-03
4.500900180036007114e+00,9.955125896221193038e-01,3.347828477976520500e-01,3.884608828583592799e-01,4.355404940830573390e-03,8.240674686846121560e-03
4.503900780156031125e+00,9.955256254929309989e-01,3.347785839130051899e-01,3.884933014382579985e-01,4.333414750526204395e-03,1.700170993087576563e-02
4.506901380276055136e+00,9.955385955322181291e-01,3.347743326357371929e-01,3.885256291613851110e-01,4.311514591730944423e-03,2.598144538246618951e-02
4.509901980396079146e+00,9.955515000072320264e-01,3.347700939418927768e-01,3.885578662673482286e-01,4.289704135605212909e-03,3.277874538691448458e-02
4.512902580516103157e+00,9.955643391843714829e-01,3.347658678075133842e-01,3.885900129952167270e-01,4.267983054292184830e-03,1.777632948311983624e-02
4.515903180636127168e+00,9.955771133291833053e-01,3.347616542086371827e-01,3.886220695835219674e-01,4.246351020918109898e-03,-7.350652191848159808e-03
4.518903780756151178e+00,9.955898227063615380e-01,3.347574531212990090e-01,3.886540362702570195e-01,4.224807709592270921e-03,1.828137795769485541e-04
4.521904380876175189e+00,9.956024675797480183e-01,3.347532645215304248e-01,3.886859132928769389e-01,4.203352795407191977e-03,6.679814225520235363e-03
4.524904980996199200e+00,9.956150482123321543e-01,3.347490883853596610e-01,3.887177008882984341e-01,4.181985954438471875e-03,2.486326099440160434e-02
4.527905581116223210e+00,9.956275648662511468e-01,3.347449246888116736e-01,3.887493992929003106e-01,4.160706863745200490e-03,1.092691018971697105e-02
4.530906181236247221e+00,9.956400178027894343e-01,3.347407734079081987e-01,3.887810087425229155e-01,4.139515201370069786e-03,1.617323924739794833e-02
4.533906781356271232e+00,9.956524072823795812e-01,3.347366345186675862e-01,3.888125294724686376e-01,4.118410646338582781e-03,2.378891830220570408e-03
4.536907381476295242e+00,9.956647335646012786e-01,3.347325079971049111e-01,3.888439617175016294e-01,4.097392878660469084e-03,1.000023784176713726e-02
4.539907981596319253e+00,9.956769969081822325e-01,3.347283938192319730e-01,3.888753057118479739e-01,4.076461579328644058e-03,1.125838413903094970e-02
4.542908581716343264e+00,9.956891975709974973e-01,3.347242919610571854e-01,3.889065616891954624e-01,4.055616430320166388e-03,-5.074685243107437613e-04
4.545909181836367274e+00,9.957013358100699207e-01,3.347202023985858532e-01,3.889377298826938167e-01,4.034857114595044592e-03,1.180813675113852323e-02
4.548909781956391285e+00,9.957134118815700319e-01,3.347161251078198396e-01,3.889688105249545225e-01,4.014183316097666432e-03,1.472228925336029580e-02
4.551910382076415296e+00,9.957254260408157087e-01,3.347120600647577326e-01,3.889998038480510512e-01,3.993594719756382583e-03,2.409937372198223647e-03
4.554910982196439306e+00,9.957373785422726220e-01,3.347080072453949007e-01,3.890307100835185272e-01,3.973091011483215196e-03,1.415455635267145150e-02
4.557911582316463317e+00,9.957492696395541243e-01,3.347039666257232704e-01,3.890615294623540610e-01,3.952671878174079945e-03,2.043221898137520184e-02
4.560912182436487328e+00,9.957610995854211389e-01,3.346999381817316044e-01,3.890922622150165266e-01,3.932337007709257870e-03,4.595336392477381536e-03
4.563912782556511338e+00,9.957728686317821598e-01,3.346959218894053345e-01,3.891229085714266733e-01,3.912086088953145580e-03,3.915307866720366299e-03
4.566913382676535349e+00,9.957845770296932519e-01,3.346919177247265620e-01,3.891534687609670695e-01,3.891918811754574437e-03,7.957458614901782856e-04
4.569913982796559360e+00,9.957962250293583839e-01,3.346879256636742239e-01,3.891839430124821031e-01,3.871834866945894627e-03,-2.321259703313828179e-03
4.572914582916583370e+00,9.958078128801287621e-01,3.346839456822237047e-01,3.892143315542780924e-01,3.851833946344501713e-03,5.413345412801210711e-03
4.575915183036607381e+00,9.958193408305036076e-01,3.346799777563473910e-01,3.892446346141231195e-01,3.831915742752073362e-03,-2.863527755195913876e-04
4.578915783156631392e+00,9.958308091281292684e-01,3.346760218620141725e-01,3.892748524192471415e-01,3.812079949954749747e-03,6.922733659515171133e-04
4.581916383276655402e+00,9.958422180198003293e-01,3.346720779751897190e-01,3.893049851963418795e-01,3.792326262722744978e-03,-3.942586478880494814e-03
4.584916983396679413e+00,9.958535677514585016e-01,3.346681460718363699e-01,3.893350331715609847e-01,3.772654376811818144e-03,-1.158782662276458889e-02
4.587917583516703424e+00,9.958648585681932897e-01,3.346642261279131891e-01,3.893649965705199278e-01,3.753063988961385933e-03,-5.619376928301668753e-03
4.590918183636727434e+00,9.958760907142417684e-01,3.346603181193759657e-01,3.893948756182959992e-01,3.733554796896465522e-03,7.023529096467273115e-03
4.593918783756751445e+00,9.958872644329889168e-01,3.346564220221772135e-01,3.894246705394283081e-01,3.714126499326064756e-03,-8.117257239942140060e-03
4.596919383876775456e+00,9.958983799669669512e-01,3.346525378122660599e-01,3.894543815579178947e-01,3.694778795944847483e-03,-2.784960139761330500e-03
4.599919983996799466e+00,9.959094375578559921e-01,3.346486654655884130e-01,3.894840088972275627e-01,3.675511387431357191e-03,2.009711265693213400e-02
4.602920584116823477e+00,9.959204374464833975e-01,3.346448049580868500e-01,3.895135527802819908e-01,3.656323975450403996e-03,1.492148162022231654e-02
4.605921184236847488e+00,9.959313798728247624e-01,3.346409562657006731e-01,3.895430134294676217e-01,3.637216262650788678e-03,-3.296944260995507761e-03
4.608921784356871498e+00,9.959422650760026974e-01,3.346371193643659092e-01,3.895723910666328282e-01,3.618187952666815366e-03,9.651982220419888861e-03
4.611922384476894621e+00,9.959530932942878279e-01,3.346332942300152546e-01,3.896016859130878029e-01,3.599238750117833563e-03,-2.903620694953642362e-03
4.614922984596918631e+00,9.959638647650981280e-01,3.346294808385780750e-01,3.896308981896045576e-01,3.580368360608765510e-03,1.985626002658370456e-02
4.617923584716942642e+00,9.959745797249995869e-01,3.346256791659805718e-01,3.896600281164169788e-01,3.561576490729301270e-03,-2.295360462646265677e-03
4.620924184836966653e+00,9.959852384097053202e-01,3.346218891881454494e-01,3.896890759132207172e-01,3.542862848054662006e-03,4.360029851663526669e-03
4.623924784956990663e+00,9.959958410540763474e-01,3.346181108809923588e-01,3.897180417991734092e-01,3.524227141145724884e-03,1.737231330364311793e-02
4.626925385077014674e+00,9.960063878921213698e-01,3.346143442204374541e-01,3.897469259928943441e-01,3.505669079548037748e-03,-4.773098515314972909e-03
4.629925985197038685e+00,9.960168791569965485e-01,3.346105891823937251e-01,3.897757287124647974e-01,3.487188373793637108e-03,1.653253045018016065e-02
4.632926585317062695e+00,9.960273150810058373e-01,3.346068457427707754e-01,3.898044501754278635e-01,3.468784735399438324e-03,-4.705728660314937445e-03
4.635927185437086706e+00,9.960376958956005389e-01,3.346031138774749336e-01,3.898330905987883455e-01,3.450457876868165408e-03,5.832415325571798335e-03
4.638927785557110717e+00,9.960480218313798595e-01,3.345993935624093085e-01,3.898616501990130878e-01,3.432207511688448176e-03,4.760605832324488196e-04
4.641928385677134727e+00,9.960582931180904653e-01,3.345956847734736228e-01,3.898901291920306433e-01,3.414033354334211623e-03,2.528982988298657253e-03
4.644928985797158738e+00,9.960685099846267043e-01,3.345919874865643795e-01,3.899185277932314397e-01,3.395935120265383689e-03,4.996838120554023335e-03
4.647929585917182749e+00,9.960786726590306062e-01,3.345883016775746954e-01,3.899468462174677796e-01,3.377912525927839749e-03,2.634468605342802847e-03
4.650930186037206759e+00,9.960887813684917713e-01,3.345846273223944123e-01,3.899750846790536740e-01,3.359965288753069546e-03,-6.813368802482958758e-03
4.653930786157230770e+00,9.960988363393472600e-01,3.345809643969102076e-01,3.900032433917651753e-01,3.342093127158746180e-03,1.200789136124410898e-02
4.656931386277254781e+00,9.961088377970820362e-01,3.345773128770052618e-01,3.900313225688400443e-01,3.324295760548406919e-03,1.052968905003615063e-02
4.659931986397278791e+00,9.961187859663284128e-01,3.345736727385596465e-01,3.900593224229778611e-01,3.306572909312022190e-03,1.620493815164342905e-02
4.662932586517302802e+00,9.961286810708666062e-01,3.345700439574499918e-01,3.900872431663401363e-01,3.288924294824885353e-03,1.713840586311776715e-02
4.665933186637326813e+00,9.961385233336242928e-01,3.345664265095497636e-01,3.901150850105501444e-01,3.271349639449028235e-03,-1.016832862330301415e-02
